PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
-0.13373243153619216,-0.38762249677993427,-0.39256140936023753,0.1455333957268763,-0.17716835608102482,0.03275855850072749,-1.0089326805229613,-0.4192695898335809,0.6022886777856371,-0.5312081885425243
1.3208792249950463,1.7494580395293513,1.7634465460229876,-0.12100195376226237,1.2565090876573757,0.40652136196032407,0.696689383394243,-0.4192695898335809,-0.2310881870194991,1.8878373954550725
0.7516833593958658,1.0595344018232034,0.8844258345179233,0.1455333957268763,-0.17716835608102482,0.03275855850072749,1.407365243359745,0.8444934047065533,-0.3949144083059789,-0.15519074025274232
1.929602581260837,2.515105003325197,2.603835384385493,-0.5208049779959704,-0.47585115685985824,-0.551245821904892,-0.6891285435384855,-0.4192695898335809,-0.5943550255243021,-0.5813438483144953
0.3595706519830975,0.01623524236512751,0.013015019631895948,0.7585646995518952,2.0689263057758027,1.3409283706093156,-0.6678082677395204,-0.4192695898335809,0.7903326883057703,1.0580922262289538
-1.3669901403344165,-1.0943735402837924,-1.1683049524640885,-0.5208049779959704,-0.6550608373271583,-0.6213263475535664,-1.0089326805229613,-0.4192695898335809,-0.5943550255243021,-0.7317508276304079
0.814927344462442,1.261463271395734,1.298116898170152,-0.387537303251401,0.6591434860997087,-0.01396179193172204,0.41241903940804214,0.212611907436486,-0.3379313748150294,0.45897109195390146
-1.1772581851346897,-0.8251350475204179,-0.8588617072920317,-0.5208049779959704,-0.6550608373271583,-0.6213263475535664,-0.7246623365367607,0.8444934047065533,-0.5943550255243021,-0.7317508276304079
0.8623603332623736,1.2278084598003127,1.2876338773173974,-0.5208049779959704,0.4201972454766421,-0.20084319366152026,0.4834866254045925,-0.4192695898335809,-0.530249112846984,0.6219119862128069
-1.3195571515344848,-1.0943735402837924,-1.1217137486740674,-0.5208049779959704,-0.6550608373271583,-0.6213263475535664,-0.7957299225333108,-0.4192695898335809,-0.5943550255243021,-0.7317508276304079
-0.6317788139354751,-0.5895513663524652,-0.5993098761784561,-0.02105119770383539,-0.1174317959252581,-0.06068214236417156,-0.0495202695695339,-0.4192695898335809,-0.09219204288530976,-0.1489237827812459
0.24573147886326147,0.06671745975826023,-0.03497392027182581,0.47870258258829956,0.06177788454204196,0.3598010115278745,0.696689383394243,3.372019393786822,0.2603904768399401,0.32109802758098144
0.5777624004627834,-0.7914802359249961,-0.6086281169364602,-0.12100195376226237,-0.6550608373271583,-0.341004244958869,-0.15612164856435917,-0.4192695898335809,-0.16698227434218096,-0.543742103485517
-1.46185611793428,-1.195337975070058,-1.2475099989071243,-0.5208049779959704,-0.6550608373271583,-0.6213263475535664,-1.0089326805229613,-0.4192695898335809,-0.5943550255243021,-0.7317508276304079
-1.46185611793428,-1.195337975070058,-1.2277087372963653,-0.5208049779959704,-0.6550608373271583,-0.6213263475535664,-1.0089326805229613,-0.4192695898335809,-0.4661432001696657,-0.6565473379724516
0.9097933220623053,1.3287728945865782,1.209011220921737,-0.12100195376226237,-0.6550608373271583,-0.341004244958869,0.696689383394243,7.163308377407225,-0.038770448987544615,-0.6565473379724516
1.4948001839281295,1.8672498801133266,1.868082624534743,1.145040956311146,1.734401568903509,1.4810894219066641,2.1180411033252464,0.212611907436486,0.958432637104071,1.4115486276213491
-0.797794274735236,-0.5895513663524652,-0.7478193382591483,-0.5208049779959704,-0.6550608373271583,-0.6213263475535664,-0.5825271645436603,-0.4192695898335809,-0.5516177504060898,-0.7317508276304079
-0.03886645393632876,-0.28665806199366883,-0.17474753164188903,-0.5208049779959704,-0.6550608373271583,-0.6213263475535664,-0.15612164856435917,-0.4192695898335809,-0.4234059250514536,-0.7317508276304079
0.6251953892627151,-0.9260994823066834,-0.729959376806307,0.01226572098230691,-0.4161145967040916,-0.1541228432290707,-0.2982568205574595,-0.4192695898335809,-0.06726196573301935,-0.20532640002471333
-1.46185611793428,-1.195337975070058,-1.2230496169173632,-0.5208049779959704,-0.6550608373271583,-0.6213263475535664,-1.0089326805229613,-0.4192695898335809,-0.4234059250514536,-0.6565473379724516
-0.323464386735919,-0.4885869315661997,-0.541653261488305,-0.5208049779959704,-0.6550608373271583,-0.6213263475535664,-0.15612164856435917,-0.4192695898335809,0.13217865148530378,-0.6565473379724516
