Jugador,Pais,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Min,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor de mercado,jugador_id
Fabián Orellana,CHI,Centrocampista,Eibar,34,1986.0,27.25,24.75,2110.25,5.0,4.0,9.0,5.75,0.5,6.025,4.6,200 mil €,907
Fabián Ruiz Peña,ESP,Centrocampista,Betis,25,1996.0,33.0,29.5,2574.0,4.0,4.25,8.25,2.0,0.0,2.1,2.9,"30,00 mill. €",908
Fabricio,ESP,PO,Mallorca,31,1987.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"6,50 mill. €",909
Fabrizio Angileri,ARG,Defensa,Getafe,29,1994.0,9.5,4.0,330.5,0.0,0.0,0.0,1.5,1.0,0.05,0.1,"1,50 mill. €",910
Fabrizio Caligara,ITA,Centrocampista,Cagliari,20,2000.0,10.0,2.0,183.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,"1,80 mill. €",911
Facundo Buonanotte,ARG,Delantero,Brighton,18,2004.0,9.0,4.0,366.0,0.5,1.0,1.5,2.0,0.0,0.85,0.55,"12,00 mill. €",912
Facundo Ferreyra,ARG,Delantero,Espanyol,29,1991.0,12.666666666666666,2.6666666666666665,361.6666666666667,1.0,0.0,1.0,3.0,0.3333333333333333,1.1,0.1333333333333333,250 mil €,913
Facundo Pellistri,URU,Delantero,Manchester Utd,21,2001.0,10.75,3.0,352.75,0.0,0.25,0.25,0.0,0.0,0.425,0.175,"8,00 mill. €",914
Facundo Roncaglia,ARG,Defensa,Celta Vigo,33,1987.0,14.6,13.0,1134.4,0.4,0.2,0.6,3.4,0.8,0.2599999999999999,0.22,200 mil €,915
Fahad Al Muwallad,KSA,Centrocampista,Levante,22,1994.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,916
Fali,ESP,Defensa,Cádiz,30,1993.0,25.0,21.75,1805.75,0.0,0.5,0.5,7.0,0.0,0.55,0.5750000000000001,"2,50 mill. €",917
Famara Diedhiou,SEN,Delantero,Granada,30,1992.0,7.0,0.0,81.0,0.0,1.0,1.0,0.0,0.0,0.5,0.2,500 mil €,918
Faouzi Ghoulam,ALG,Defensa,Napoli,30,1991.0,11.333333333333334,3.0,332.3333333333333,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.1333333333333333,0.7333333333333334,750 mil €,919
Faustino Anjorin,ENG,Delantero,Chelsea,17,2001.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,00 mill. €",920
Fayçal Fajr,MAR,Centrocampista,Getafe,30,1988.0,20.5,15.5,1394.0,0.5,2.0,2.5,4.5,0.0,0.95,1.75,"1,30 mill. €",921
Fede San Emeterio,ESP,Centrocampista,Valladolid,26,1997.0,19.4,14.6,1204.6,0.2,0.2,0.4,5.8,0.2,0.12,0.34,"2,00 mill. €",922
Fede Vico,ESP,Centrocampista,Granada,26,1994.0,19.0,10.0,821.5,1.0,0.5,1.5,1.0,0.0,1.2,1.35,"1,50 mill. €",923
Federico Barba,ITA,Defensa,Valladolid,26,1993.0,18.5,18.0,1554.5,0.0,1.0,1.0,5.5,0.0,0.4,0.7,900 mil €,924
Federico Baschirotto,ITA,Defensa,Lecce,27,1996.0,24.5,24.5,2187.0,1.5,0.5,2.0,3.5,0.5,1.2,0.6499999999999999,"8,00 mill. €",925
Federico Bernardeschi,ITA,Centrocampista,Juventus,27,1994.0,28.0,14.333333333333334,1339.3333333333333,0.6666666666666666,2.0,2.6666666666666665,4.666666666666667,0.0,2.4,2.7,"6,00 mill. €",926
Federico Bonazzoli,ITA,Delantero,Hellas Verona,26,1997.0,18.166666666666668,8.166666666666666,825.0,3.5,0.6666666666666666,4.166666666666667,2.0,0.0,2.7,0.7166666666666668,"4,00 mill. €",927
Federico Bonini,ITA,Defensa,Bologna,17,2001.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €,928
Federico Brancolini,ITA,PO,Fiorentina,18,2001.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €,929
Federico Cartabia,ARG,Delantero,La Coruña,24,1993.0,20.0,16.0,1324.0,2.0,1.0,3.0,6.0,0.0,1.7,1.6,0.00,930
Federico Ceccherini,ITA,Defensa,Hellas Verona,30,1992.0,19.8,16.2,1323.6,0.6,0.0,0.6,6.8,0.4,0.8,0.2599999999999999,"1,50 mill. €",931
Federico Chiesa,ITA,Delantero,Juventus,26,1997.0,19.0,14.833333333333334,1275.3333333333333,4.5,3.8333333333333335,8.333333333333334,2.1666666666666665,0.1666666666666666,4.3,3.1,"45,00 mill. €",932
Federico Di Francesco,ITA,Delantero,Lecce,29,1994.0,21.0,13.25,1123.75,2.5,0.5,3.0,2.75,0.0,1.95,1.175,"1,40 mill. €",933
Federico Dimarco,ITA,Defensa,Inter,26,1997.0,21.33333333333333,14.166666666666666,1247.5,2.1666666666666665,2.6666666666666665,4.833333333333333,1.3333333333333333,0.0,1.8166666666666664,4.2,"45,00 mill. €",934
Federico Fazio,ARG,Defensa,Salernitana,36,1987.0,11.6,10.2,902.2,0.8,0.0,0.8,2.4,0.6,0.6,0.1399999999999999,400 mil €,935
Federico Fernández,ARG,Defensa,Newcastle Utd,33,1989.0,16.0,14.75,1328.0,0.5,0.5,1.0,3.0,0.0,0.5249999999999999,0.5249999999999999,500 mil €,936
Federico Gatti,ITA,Defensa,Juventus,25,1998.0,14.5,13.0,1177.0,0.5,0.0,0.5,4.0,0.0,0.8,1.1,"12,00 mill. €",937
Federico Gattoni,ARG,Defensa,Sevilla,24,1999.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,00 mill. €",938
Federico Marchetti,ITA,PO,Spezia,39,1983.0,2.5,2.0,200.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50 mil €,939
Federico Marigosu,ITA,Centrocampista,Cagliari,18,2001.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75 mil €,940
Federico Mattiello,ITA,Defensa,Spezia,25,1995.0,9.5,4.5,483.0,0.0,0.5,0.5,1.5,0.0,0.1,0.55,300 mil €,941
Federico Ravaglia,ITA,PO,Bologna,20,1999.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450 mil €,942
Federico Ricca,URU,Defensa,Málaga,22,1994.0,14.0,13.0,1109.0,0.0,1.0,1.0,4.0,0.0,0.3,0.8,"1,50 mill. €",943
Federico Ricci,ITA,Delantero,Sassuolo,26,1994.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400 mil €,944
Federico Santander,PAR,Delantero,Bologna,30,1991.0,11.666666666666666,1.6666666666666667,291.3333333333333,0.6666666666666666,0.3333333333333333,1.0,2.333333333333333,0.0,1.4333333333333331,0.4666666666666666,500 mil €,945
Federico Valverde,URU,Centrocampista,La Coruña,25,1998.0,25.142857142857142,16.428571428571427,1510.7142857142858,1.8571428571428568,1.8571428571428568,3.7142857142857135,1.4285714285714286,0.0,1.7285714285714289,2.614285714285714,"100,00 mill. €",946
Felice D'Amico,ITA,Centrocampista,Sampdoria,18,2000.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175 mil €,947
Felipe,BRA,Defensa,Nott'ham Forest,33,1989.0,20.2,15.6,1455.0,0.6,0.4,1.0,4.8,0.2,1.06,0.36,"15,00 mill. €",948
Felipe Anderson,BRA,Delantero,West Ham,30,1993.0,23.2,20.0,1660.2,3.4,3.6,7.0,1.2,0.0,3.34,3.4799999999999995,"15,00 mill. €",949
Felipe Caicedo,ECU,Delantero,Genoa,32,1988.0,16.75,7.0,660.5,4.5,1.0,5.5,3.25,0.0,3.1,1.25,400 mil €,950
Felipe Curcio,BRA,Defensa,Brescia,25,1993.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250 mil €,951
Felix Afena-Gyan,GHA,Delantero,Cremonese,19,2003.0,20.0,6.5,742.5,1.0,0.0,1.0,4.5,0.5,1.7999999999999998,0.35,"4,20 mill. €",952
Felix Garreta,ESP,Defensa,Betis,18,2004.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €,953
Femi Seriki,ENG,Centrocampista,Sheffield Utd,18,2002.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €,954
Ferland Mendy,FRA,Defensa,Real Madrid,28,1995.0,19.6,17.2,1520.0,0.8,1.0,1.8,3.8,0.2,0.5399999999999999,1.14,"20,00 mill. €",955
Fermin López,ESP,Centrocampista,Barcelona,20,2003.0,9.0,5.0,429.0,1.0,0.0,1.0,1.0,0.0,2.2,0.2,"8,00 mill. €",956
Fernandinho,BRA,Centrocampista,Manchester City,36,1985.0,23.33333333333333,16.0,1516.3333333333333,0.6666666666666666,1.3333333333333333,2.0,5.333333333333333,0.6666666666666666,1.1,0.8999999999999999,600 mil €,957
Fernando Calero,ESP,Defensa,Valladolid,26,1995.0,23.5,20.0,1718.5,0.25,0.25,0.5,5.0,0.25,0.425,0.25,"2,50 mill. €",958
Fernando Forestieri,ITA,Delantero,Udinese,31,1990.0,11.5,1.5,305.0,1.5,1.0,2.5,1.0,0.0,1.3,0.65,800 mil €,959
Fernando Marçal,BRA,Centrocampista,Wolves,32,1989.0,15.5,12.0,1036.0,0.0,0.0,0.0,2.5,0.0,0.25,0.35,"1,00 mill. €",960
Fernando Medrano,ESP,Defensa,Celta Vigo,22,2000.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €,961
Fernando Niño,ESP,Delantero,Villarreal,21,2000.0,12.0,4.5,395.5,1.5,0.0,1.5,1.0,0.0,2.15,0.15,"3,00 mill. €",962
Fernando Pacheco,ESP,PO,Alavés,30,1992.0,27.0,26.714285714285715,2399.714285714286,0.0,0.0,0.0,1.0,0.1428571428571428,0.0,0.0999999999999999,"2,50 mill. €",963
Ferrán Torres,ESP,Delantero,Manchester City,23,2000.0,20.375,11.625,1056.375,3.25,2.0,5.25,2.25,0.125,3.45,2.325,"35,00 mill. €",964
Festy Ebosele,IRL,Defensa,Udinese,21,2002.0,15.0,7.0,626.5,0.0,0.5,0.5,2.5,0.0,0.15,1.1,"4,50 mill. €",965
Fikayo Tomori,ENG,Defensa,Chelsea,25,1997.0,18.166666666666668,17.5,1555.0,0.6666666666666666,0.1666666666666666,0.8333333333333334,2.6666666666666665,0.1666666666666666,0.7999999999999999,0.1666666666666666,"40,00 mill. €",966
Filip Benković,CRO,Defensa,Udinese,24,1997.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"2,80 mill. €",967
Filip Bradarić,CRO,Centrocampista,Celta Vigo,27,1992.0,14.0,7.0,706.0,0.0,0.0,0.0,2.0,1.0,0.3,0.1,700 mil €,968
Filip Jagiełło,POL,Centrocampista,Genoa,26,1997.0,6.5,3.0,293.0,0.0,1.0,1.0,0.0,0.0,0.15,0.4,"1,40 mill. €",969
Filip Jørgensen,DEN,PO,Villarreal,21,2002.0,8.0,8.0,720.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,"5,00 mill. €",970
Filip Kostić,SRB,Defensa,Juventus,31,1992.0,24.0,21.0,1619.0,1.5,5.5,7.0,2.5,0.0,1.3,5.449999999999999,"15,00 mill. €",971
Filip Krovinović,CRO,Centrocampista,West Brom,24,1995.0,11.0,5.0,546.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,"4,50 mill. €",972
Filip Malbašić,SRB,Delantero,Cádiz,27,1992.0,28.0,8.0,860.0,0.0,1.0,1.0,2.0,0.0,0.8,0.7,800 mil €,973
Filip Đuričić,SRB,Centrocampista,Sampdoria,30,1992.0,26.25,20.5,1638.5,3.75,2.5,6.25,5.25,0.0,3.475,3.35,0.00,974
Filipe Luís,BRA,Defensa,Atlético Madrid,32,1985.0,23.5,21.5,1844.5,1.5,2.0,3.5,4.0,0.0,0.55,1.55,300 mil €,975
Filippo Bandinelli,ITA,Centrocampista,Empoli,27,1995.0,35.0,26.0,2109.0,2.0,1.5,3.5,10.0,0.0,1.95,3.0,"2,50 mill. €",976
Filippo Delli Carri,ITA,Defensa,Salernitana,22,1999.0,5.0,3.0,334.0,0.0,0.0,0.0,1.0,0.0,0.2,0.1,300 mil €,977
Filippo Distefano,ITA,Delantero,Fiorentina,17,2003.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600 mil €,978
Filippo Falco,ITA,Delantero,Lecce,27,1992.0,30.0,24.0,2014.0,4.0,6.0,10.0,0.0,0.0,2.8,4.5,700 mil €,979
Filippo Melegoni,ITA,Centrocampista,Genoa,22,1999.0,19.5,6.5,684.5,0.5,0.0,0.5,1.0,0.0,0.5,0.8,"1,50 mill. €",980
Filippo Missori,ITA,Defensa,Sassuolo,19,2004.0,2.0,1.0,113.0,0.0,0.0,0.0,0.5,0.0,0.05,0.0,"1,50 mill. €",981
Filippo Ranocchia,ITA,Centrocampista,Empoli,22,2001.0,9.5,4.5,416.5,0.5,0.0,0.5,1.5,0.0,0.65,0.3,"1,80 mill. €",982
Filippo Romagna,ITA,Defensa,Sassuolo,25,1997.0,10.0,8.0,761.5,0.0,0.0,0.0,1.5,0.0,0.05,0.1,400 mil €,983
Filippo Terracciano,ITA,Defensa,Hellas Verona,20,2003.0,11.333333333333334,5.666666666666667,592.6666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.1666666666666666,0.7000000000000001,"3,00 mill. €",984
Finley Stevens,WAL,Defensa,Brentford,18,2003.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,300 mil €,985
Flavio Junior Bianchi,ITA,Delantero,Genoa,21,2000.0,7.0,4.0,314.0,1.0,0.0,1.0,0.0,0.0,0.8,0.1,600 mil €,986
Flavio Paoletti,ITA,Centrocampista,Sampdoria,19,2003.0,12.0,1.0,284.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,800 mil €,987
Flavius Daniliuc,AUT,Defensa,Salernitana,22,2001.0,17.0,13.5,1275.0,0.0,1.0,1.0,5.0,0.0,0.3,0.35,"8,00 mill. €",988
Florent Poulolo,MTQ,Defensa,Getafe,22,1997.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €,989
Florentino Luís,POR,Centrocampista,Getafe,21,1999.0,22.0,9.0,992.0,0.0,1.0,1.0,2.0,0.0,0.1,0.3,"20,00 mill. €",990
Florian Ayé,FRA,Delantero,Brescia,22,1997.0,22.0,15.0,1380.0,0.0,0.0,0.0,4.0,1.0,2.4,1.1,"1,80 mill. €",991
Florian Lejeune,FRA,Defensa,Newcastle Utd,32,1991.0,23.0,22.6,1995.6,1.4,0.4,1.8,5.8,0.8,1.7799999999999998,0.34,"4,00 mill. €",992
Florian Thauvin,FRA,Delantero,Udinese,30,1993.0,14.0,7.0,640.0,1.0,0.0,1.0,2.0,0.0,1.75,1.5,"3,50 mill. €",993
Florin Andone,ROU,Delantero,Brighton,28,1993.0,12.333333333333334,6.0,628.3333333333334,2.6666666666666665,1.0,3.6666666666666665,2.333333333333333,0.3333333333333333,4.0,0.3666666666666667,800 mil €,994
Flynn Downes,ENG,Centrocampista,West Ham,23,1999.0,21.0,7.0,762.0,0.0,0.0,0.0,2.0,0.0,0.4,0.1,"9,00 mill. €",995
Fodé Ballo-Touré,SEN,Defensa,Milan,25,1997.0,10.0,5.0,484.5,0.5,0.0,0.5,1.0,0.0,0.4499999999999999,0.15,"3,50 mill. €",996
Folarin Balogun,USA,Delantero,Arsenal,20,2001.0,2.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,"30,00 mill. €",997
Fran Beltrán,ESP,Centrocampista,Celta Vigo,24,1999.0,29.5,21.166666666666668,1865.0,1.0,0.3333333333333333,1.3333333333333333,3.0,0.1666666666666666,0.9166666666666669,0.6333333333333334,"10,00 mill. €",998
Fran Delgado,ESP,Defensa,Betis,21,2001.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350 mil €,999
Fran Garcia,ESP,Defensa,Rayo Vallecano,24,1999.0,27.666666666666668,26.33333333333333,2325.333333333333,1.0,2.0,3.0,2.0,0.0,0.7666666666666667,1.5666666666666664,"15,00 mill. €",1000
Fran Gámez,ESP,Defensa,Mallorca,28,1991.0,23.0,18.0,1768.0,0.0,1.0,1.0,5.0,0.0,0.6,1.1,500 mil €,1001
Fran Manzanara,ESP,Defensa,Levante,21,1996.0,4.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,400 mil €,1002
Fran Mérida,ESP,Centrocampista,Osasuna,31,1990.0,16.5,7.5,713.5,0.0,0.5,0.5,5.5,1.0,0.25,0.4499999999999999,700 mil €,1003
Francesco Acerbi,ITA,Defensa,Inter,35,1988.0,27.8,26.4,2367.2,1.4,1.2,2.6,4.0,0.4,1.52,1.1800000000000002,"4,00 mill. €",1004
Francesco Bardi,ITA,PO,Bologna,30,1992.0,1.5,1.5,133.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400 mil €,1005
Francesco Caputo,ITA,Delantero,Empoli,36,1987.0,20.857142857142858,18.285714285714285,1599.7142857142858,7.428571428571429,2.857142857142857,10.285714285714286,0.8571428571428571,0.0,6.742857142857142,2.085714285714286,"1,50 mill. €",1006
Francesco Cassata,ITA,Centrocampista,Genoa,24,1997.0,11.0,6.666666666666667,564.0,0.6666666666666666,0.0,0.6666666666666666,4.333333333333333,0.6666666666666666,0.3999999999999999,0.2666666666666666,700 mil €,1007
Francesco Di Mariano,ITA,Delantero,Venezia,25,1996.0,1.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"1,40 mill. €",1008
Francesco Di Tacchio,ITA,Centrocampista,Salernitana,31,1990.0,18.0,14.0,1255.0,0.0,0.0,0.0,3.0,0.0,0.4,0.2,350 mil €,1009
Francesco Forte,ITA,Delantero,Venezia,28,1993.0,12.0,4.0,422.0,1.0,0.0,1.0,3.0,0.0,1.0,0.6,"1,30 mill. €",1010
Francesco Gelli,ITA,Delantero,Frosinone,27,1996.0,5.0,4.0,362.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,800 mil €,1011
Francesco Rossi,ITA,PO,Atalanta,31,1991.0,1.0,0.0,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 mil €,1012
Francesco Vicari,ITA,Defensa,SPAL,24,1994.0,34.0,33.0,2898.0,0.0,0.0,0.0,4.0,0.0,0.5,0.1,"2,50 mill. €",1013
Francis Coquelin,FRA,Centrocampista,Valencia,31,1991.0,19.83333333333333,12.0,1106.1666666666667,0.6666666666666666,0.3333333333333333,1.0,4.0,0.1666666666666666,0.4333333333333333,0.6666666666666666,"2,50 mill. €",1014
Francis Guerrero,ESP,Defensa,Betis,22,1996.0,18.0,16.0,1385.5,0.5,0.5,1.0,2.0,0.0,0.35,0.95,50 mil €,1015
Francis Uzoho,NGA,PO,La Coruña,18,1998.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €,1016
Francisco Barbosa,ESP,PO,Betis,24,1999.0,3.0,2.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €,1017
Francisco Jesús Crespo García,ESP,Delantero,Las Palmas,27,1996.0,8.0,5.0,340.0,0.0,0.0,0.0,1.0,0.0,0.8,0.2,"1,50 mill. €",1018
Francisco Montero,ESP,Defensa,Atlético Madrid,19,1999.0,9.0,4.0,404.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"1,20 mill. €",1019
Francisco Mwepu,ZAM,Delantero,Cádiz,22,2000.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300 mil €,1020
Francisco Perez,ESP,Delantero,Valencia,21,2002.0,10.5,6.0,549.0,0.5,1.5,2.0,2.0,0.0,0.3,1.0,"5,00 mill. €",1021
Francisco Portillo,ESP,Centrocampista,Getafe,32,1990.0,24.8,11.4,1194.0,1.0,2.2,3.2,2.8,0.2,1.1800000000000002,1.72,"1,00 mill. €",1022
Francisco Reis Ferreira,POR,Defensa,Valencia,23,1997.0,3.0,2.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,00 mill. €",1023
Francisco Sierralta,CHI,Defensa,Watford,24,1997.0,5.0,5.0,427.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"1,20 mill. €",1024
Francisco Trincão,POR,Delantero,Wolves,21,1999.0,28.0,9.5,1021.0,2.5,1.5,4.0,0.5,0.0,3.1500000000000004,1.0,"12,00 mill. €",1025
Franck Kessié,CIV,Centrocampista,Barcelona,25,1996.0,32.75,25.25,2357.0,6.0,1.5,7.5,4.25,0.0,6.199999999999999,1.975,"20,00 mill. €",1026
Franco Carboni,ITA,Defensa,Monza,19,2003.0,3.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"1,00 mill. €",1027
Franco Cervi,ARG,Centrocampista,Celta Vigo,29,1994.0,25.0,14.666666666666666,1288.6666666666667,1.3333333333333333,2.333333333333333,3.6666666666666665,2.6666666666666665,0.3333333333333333,1.8333333333333333,1.4666666666666668,"2,50 mill. €",1028
Franco Di Santo,ARG,Delantero,Rayo Vallecano,29,1989.0,6.0,1.0,172.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,350 mil €,1029
Franco Russo,ARG,Defensa,Mallorca,27,1994.0,11.0,9.5,804.5,0.5,0.0,0.5,3.5,1.0,0.1,0.1,"1,00 mill. €",1030
Franco Vázquez,ARG,Centrocampista,Sevilla,31,1989.0,27.5,15.0,1345.0,2.75,2.5,5.25,4.75,0.25,3.025,2.4,"1,50 mill. €",1031
Frank Onyeka,NGA,Centrocampista,Brentford,25,1998.0,17.333333333333332,7.666666666666667,786.3333333333334,0.0,1.0,1.0,2.333333333333333,0.0,0.8333333333333334,0.7000000000000001,"8,00 mill. €",1032
Frank Tsadjout,ITA,Delantero,Cremonese,23,1999.0,20.0,14.0,1051.0,3.0,1.0,4.0,1.0,0.0,2.0,0.5,"1,20 mill. €",1033
Fraser Forster,ENG,PO,Tottenham,34,1988.0,13.666666666666666,13.333333333333334,1215.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,"1,50 mill. €",1034
Fred,BRA,Centrocampista,Manchester Utd,29,1993.0,30.5,21.5,1957.5,1.75,1.5,3.25,6.0,0.0,1.7,2.275,"18,00 mill. €",1035
Freddie Veseli,ALB,Defensa,Salernitana,28,1992.0,9.0,8.0,596.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.00,1036
Freddie Woodman,ENG,PO,Newcastle Utd,24,1997.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,00 mill. €",1037
Frederic Guilbert,FRA,Defensa,Aston Villa,24,1994.0,25.0,22.0,2041.0,0.0,2.0,2.0,7.0,0.0,0.3,1.5,"4,50 mill. €",1038
Frenkie de Jong,NED,Centrocampista,Barcelona,26,1997.0,27.6,25.0,2170.8,2.2,2.6,4.8,4.2,0.4,2.76,3.28,"90,00 mill. €",1039
Fyodor Smolov,RUS,Delantero,Celta Vigo,29,1990.0,14.0,10.0,743.0,2.0,0.0,2.0,4.0,0.0,2.0,0.1,0.00,1040
Fábio Silva,POR,Delantero,Wolves,21,2002.0,20.666666666666668,6.666666666666667,735.0,1.3333333333333333,1.0,2.333333333333333,1.3333333333333333,0.0,2.7,0.4666666666666666,"15,00 mill. €",1041
Félix Correia,POR,Centrocampista,Juventus,19,2001.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,20 mill. €",1042
Gabi,ESP,Centrocampista,Atlético Madrid,34,1983.0,34.0,25.0,2349.0,0.0,1.0,1.0,8.0,0.0,0.3,1.6,"20,00 mill. €",1043
Gabriel,BRA,Centrocampista,Leganés,26,1992.5,31.5,31.0,2687.0,2.5,1.0,3.5,5.0,0.5,2.75,1.0,"75,00 mill. €",1044
Gabriel Dos Santos,BRA,Defensa,Arsenal,25,1997.0,26.75,26.0,2326.0,2.5,0.0,2.5,4.5,0.5,2.5,0.275,"55,00 mill. €",1045
Gabriel Jesus,BRA,Delantero,Arsenal,26,1997.0,25.0,18.6,1692.6,8.6,5.0,13.6,2.8,0.0,10.62,3.14,"75,00 mill. €",1046
Gabriel Martinelli,BRA,Delantero,Arsenal,22,2001.0,20.8,15.6,1340.0,5.4,2.8,8.2,1.6,0.2,4.66,3.3800000000000003,"80,00 mill. €",1047
Gabriel Mercado,ARG,Defensa,Sevilla,31,1987.0,24.5,22.0,1928.0,1.0,1.0,2.0,9.5,0.0,1.6,1.1,250 mil €,1048
Gabriel Osho,ENG,Defensa,Luton Town,25,1998.0,4.0,4.0,326.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,600 mil €,1049
Gabriel Paulista,BRA,Defensa,Valencia,33,1990.0,25.0,24.0,2105.714285714286,1.1428571428571428,0.5714285714285714,1.7142857142857142,4.571428571428571,0.4285714285714285,0.857142857142857,0.2,"2,50 mill. €",1050
Gabriel Strefezza,BRA,Delantero,Lecce,26,1997.0,26.666666666666668,20.666666666666668,1760.0,3.333333333333333,2.0,5.333333333333333,5.666666666666667,0.3333333333333333,3.466666666666667,2.3000000000000003,"10,00 mill. €",1051
Gabriel Veiga,ESP,Centrocampista,Celta Vigo,21,2002.0,12.5,7.25,634.5,2.75,1.0,3.75,1.5,0.25,1.525,0.65,"30,00 mill. €",1052
Gabriele Corbo,ITA,Defensa,Bologna,19,2000.0,2.0,1.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,600 mil €,1053
Gabriele Moncini,ITA,Delantero,Benevento,24,1996.0,7.0,3.0,255.5,0.0,0.0,0.0,0.0,0.0,0.6499999999999999,0.1,900 mil €,1054
Gabriele Zappa,ITA,Defensa,Cagliari,23,1999.0,24.0,15.333333333333334,1473.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,0.7000000000000001,2.0,"2,00 mill. €",1055
Gaetano Castrovilli,ITA,Centrocampista,Fiorentina,25,1997.0,26.25,20.75,1778.5,2.75,1.75,4.5,6.25,0.25,2.175,1.7000000000000002,"8,00 mill. €",1056
Gaetano Letizia,ITA,Defensa,Benevento,30,1990.0,24.0,18.0,1570.0,3.0,1.0,4.0,2.0,0.0,0.4,1.2,900 mil €,1057
Gaetano Oristanio,ITA,Delantero,Cagliari,21,2002.0,12.0,5.0,502.0,1.0,1.0,2.0,1.0,0.0,0.6,0.7,"1,50 mill. €",1058
Gaku Shibasaki,JPN,Centrocampista,Getafe,26,1992.0,14.5,8.5,695.5,0.5,0.0,0.5,1.0,0.0,0.55,0.55,"1,00 mill. €",1059
Ganso,BRA,Centrocampista,Sevilla,27,1989.0,8.0,7.0,519.0,2.0,0.0,2.0,0.0,0.0,1.4,0.4,700 mil €,1060
Gary Medel,CHI,Centrocampista,Bologna,34,1987.0,24.0,19.25,1649.0,0.0,0.75,0.75,6.5,0.5,0.15,0.2749999999999999,800 mil €,1061
Gastón Brugman,URU,Centrocampista,Parma,27,1992.0,24.5,19.0,1537.0,0.5,1.5,2.0,6.0,0.0,0.75,1.9,"2,00 mill. €",1062
Gastón Pereiro,URU,Delantero,Cagliari,26,1995.0,18.0,5.0,531.6666666666666,2.333333333333333,1.3333333333333333,3.6666666666666665,1.3333333333333333,0.0,1.3999999999999997,1.0666666666666669,"1,50 mill. €",1063
