Unnamed: 0,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
2394,CIV,Delantero,Girona,30,1987,17,5,541,2,0,2,2,0,2.7,0.0,500 mil €
2396,ESP,Defensa,Alavés,22,1995,33,33,2772,0,0,0,10,1,0.7,1.7,"1,80 mill. €"
2398,GHA,Delantero,Levante,22,1995,12,1,222,0,1,1,0,0,0.7,0.5,"10,00 mill. €"
2399,GER,Delantero,Celta Vigo,21,1997,9,1,216,0,0,0,0,0,0.7,0.1,"3,00 mill. €"
2400,ESP,Defensa,Real Sociedad,24,1994,27,24,2254,1,0,1,5,0,1.5,0.6,"12,00 mill. €"
2401,ESP,Centrocampista,Rayo Vallecano,31,1987,5,3,285,0,0,0,1,0,0.0,0.4,"5,00 mill. €"
2402,BRA,Defensa,Alavés,24,1993,5,5,430,0,0,0,1,0,0.1,0.1,"20,00 mill. €"
2403,BRA,Delantero,Betis,19,1999,6,4,317,0,0,0,1,0,0.2,0.3,"1,20 mill. €"
2404,MAR,Delantero,Leganés,21,1997,31,22,2106,9,2,11,7,0,7.1,2.3,300 mil €
2405,ESP,Delantero,Eibar,28,1990,35,30,2582,7,4,11,4,0,10.9,2.7,"2,00 mill. €"
2406,ESP,Centrocampista,Leganés,28,1990,13,9,631,0,0,0,2,0,0.1,1.0,"1,50 mill. €"
2407,ARG,Centrocampista,Eibar,25,1993,32,18,1789,4,1,5,6,0,2.9,1.0,"1,50 mill. €"
2409,COL,Defensa,Girona,29,1989,31,31,2727,1,1,2,6,2,2.1,1.2,300 mil €
2411,ESP,Defensa,Huesca,30,1987,31,30,2677,4,0,4,10,0,2.7,0.3,800 mil €
2412,MAR,Defensa,Betis,29,1989,21,19,1702,1,1,2,7,0,1.6,1.0,"3,00 mill. €"
2413,ESP,PO,Levante,27,1991,16,16,1440,0,0,0,0,0,0.0,0.3,600 mil €
2415,ESP,Centrocampista,Valladolid,37,1981,19,10,841,0,0,0,4,0,0.2,0.0,"2,50 mill. €"
2416,ESP,Defensa,Valladolid,22,1996,13,9,839,1,0,1,2,0,0.7,0.0,"2,50 mill. €"
2417,ESP,Defensa,Girona,18,1999,17,10,888,0,1,1,2,0,0.1,0.7,"6,00 mill. €"
2418,ESP,Centrocampista,Huesca,30,1988,35,23,2280,1,3,4,5,0,2.8,5.4,300 mil €
2419,ARG,Delantero,Espanyol,27,1991,9,1,211,1,0,1,2,0,0.5,0.0,250 mil €
2420,ESP,Defensa,Betis,21,1996,24,22,1937,3,4,7,7,0,2.2,2.2,"7,00 mill. €"
2421,FRA,Centrocampista,Getafe,34,1984,10,4,453,0,0,0,5,0,0.0,0.0,"22,00 mill. €"
2422,ESP,Centrocampista,Villarreal,22,1996,35,28,2479,2,3,5,4,0,3.7,5.9,"2,50 mill. €"
2425,ARG,Defensa,Villarreal,27,1991,31,29,2627,2,1,3,15,0,2.4,0.5,"12,00 mill. €"
2426,ESP,Defensa,Huesca,23,1994,16,16,1440,0,2,2,7,0,0.1,2.4,"1,00 mill. €"
2427,ESP,Centrocampista,Huesca,26,1992,25,10,1009,4,1,5,2,0,3.6,2.8,700 mil €
2428,ESP,Delantero,Huesca,31,1986,19,17,1539,5,1,6,4,0,4.7,2.1,600 mil €
2430,FRA,Delantero,Valencia,31,1987,33,16,1612,6,1,7,1,0,8.8,3.7,"1,20 mill. €"
2432,ARG,Defensa,Valencia,31,1986,24,24,2136,2,0,2,4,0,1.6,0.5,600 mil €
2433,ESP,Delantero,Atlético Madrid,18,1999,1,0,20,1,0,1,0,0,0.5,0.0,"10,00 mill. €"
2434,ESP,PO,Rayo Vallecano,33,1985,17,17,1530,0,0,0,1,0,0.0,0.0,"3,00 mill. €"
2435,ESP,Centrocampista,Girona,21,1997,31,20,1663,2,1,3,1,0,1.5,2.1,"1,00 mill. €"
2436,ESP,Delantero,Rayo Vallecano,25,1992,35,17,1766,4,2,6,3,0,4.2,2.9,"6,00 mill. €"
2437,ESP,Centrocampista,Girona,27,1990,33,30,2629,1,3,4,0,1,2.0,4.8,"2,00 mill. €"
2440,ESP,Centrocampista,Alavés,32,1986,34,25,2330,1,1,2,6,0,2.9,0.7,"3,00 mill. €"
2441,ESP,Centrocampista,Athletic Club,32,1986,33,27,2369,9,3,12,12,0,8.7,3.0,"2,50 mill. €"
2442,ESP,Defensa,Leganés,29,1989,5,4,381,0,0,0,1,0,0.0,0.0,"2,50 mill. €"
2443,ESP,Defensa,Girona,29,1989,10,10,850,0,1,1,1,0,0.4,0.3,"2,50 mill. €"
2445,ESP,Defensa,Villarreal,27,1990,31,30,2599,1,2,3,17,1,1.9,2.6,"1,00 mill. €"
2446,ESP,Centrocampista,Sevilla,17,2001,11,0,167,1,1,2,0,0,0.8,0.4,"15,00 mill. €"
2447,FRA,Defensa,Sevilla,21,1997,7,4,446,0,0,0,2,0,0.1,0.1,300 mil €
2450,ESP,Centrocampista,Alavés,28,1989,18,17,1449,3,2,5,0,0,3.3,2.1,"4,00 mill. €"
2451,URU,Delantero,Celta Vigo,21,1996,35,33,2960,13,5,18,6,1,12.5,3.0,"5,00 mill. €"
2453,ESP,Defensa,Sevilla,26,1992,32,31,2765,0,0,0,1,0,0.8,0.4,900 mil €
2454,FRA,Centrocampista,Sevilla,29,1989,10,5,540,0,0,0,0,0,0.2,0.1,300 mil €
2455,ESP,Defensa,Villarreal,28,1990,33,33,2964,1,2,3,17,2,1.2,1.2,"2,20 mill. €"
2456,ESP,Defensa,Getafe,28,1990,23,18,1701,0,1,1,7,1,0.7,0.3,"2,00 mill. €"
2457,ESP,Delantero,Real Madrid,20,1997,1,0,45,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
2458,ESP,Defensa,Real Sociedad,21,1996,7,6,455,0,0,0,0,0,0.1,0.5,"4,00 mill. €"
2459,ESP,Centrocampista,Girona,29,1988,32,26,2391,0,4,4,5,0,1.2,6.0,250 mil €
2461,FRA,Delantero,Atlético Madrid,27,1991,37,37,3198,15,8,23,5,0,13.9,7.7,"25,00 mill. €"
2462,MEX,Centrocampista,Betis,31,1986,31,27,2335,0,4,4,8,0,1.4,3.6,"1,50 mill. €"
2463,ESP,Delantero,Valladolid,27,1991,17,17,1514,3,1,4,0,0,5.4,2.2,"1,50 mill. €"
2464,ESP,Centrocampista,Getafe,27,1991,3,0,30,0,0,0,0,0,0.1,0.0,"1,50 mill. €"
2465,ESP,Delantero,Rayo Vallecano,36,1982,8,1,236,0,1,1,0,0,0.8,0.6,50 mil €
2466,ESP,Defensa,Betis,22,1996,22,22,1778,0,1,1,2,0,0.4,1.4,600 mil €
2467,ESP,Centrocampista,Real Sociedad,21,1997,1,1,90,0,0,0,0,0,0.1,0.0,"2,50 mill. €"
2468,SWE,Delantero,Alavés,26,1992,22,6,631,2,1,3,2,0,1.4,1.0,"20,00 mill. €"
2469,ESP,Centrocampista,Leganés,23,1994,16,13,1199,1,1,2,6,1,2.0,0.4,"3,50 mill. €"
2470,TUR,Centrocampista,Huesca,26,1991,13,5,482,0,1,1,2,0,0.7,0.2,"2,00 mill. €"
2471,ESP,Centrocampista,Athletic Club,21,1996,6,0,50,0,0,0,0,0,0.1,0.1,"4,00 mill. €"
2472,MTN,Centrocampista,Valladolid,20,1997,1,0,3,0,0,0,0,0,0.0,0.0,200 mil €
2473,MAR,Delantero,Sevilla,22,1995,16,12,1042,5,1,6,2,0,5.1,0.9,"2,00 mill. €"
2474,MAR,Delantero,Barcelona,22,1995,7,1,152,1,1,2,0,0,0.9,0.6,"2,00 mill. €"
2475,NGA,Centrocampista,Rayo Vallecano,22,1995,6,5,372,0,0,0,2,0,0.0,0.0,375 mil €
2476,ESP,Defensa,Espanyol,23,1995,32,31,2806,3,0,3,7,0,2.6,0.4,"20,00 mill. €"
2477,FRA,Defensa,Atlético Madrid,22,1996,14,13,1117,1,0,1,5,0,0.8,0.8,"45,00 mill. €"
2478,FRA,Defensa,Real Sociedad,20,1997,24,22,1976,1,2,3,5,1,1.4,1.8,"60,00 mill. €"
2479,VEN,Centrocampista,Huesca,20,1998,16,14,1154,0,0,0,5,0,0.5,0.2,"10,00 mill. €"
2480,ESP,Centrocampista,Valladolid,25,1993,3,2,160,0,0,0,1,0,0.1,0.3,500 mil €
2481,ESP,Centrocampista,Eibar,25,1993,3,2,180,0,1,1,0,0,0.1,0.3,"2,00 mill. €"
2482,DEN,Centrocampista,Celta Vigo,23,1995,15,2,359,0,3,3,1,0,0.1,1.7,500 mil €
2483,NED,Defensa,Celta Vigo,24,1994,10,9,893,0,0,0,3,1,0.3,0.4,"2,00 mill. €"
2484,ESP,Centrocampista,Villarreal,30,1988,19,19,1665,3,1,4,7,0,2.3,0.9,600 mil €
2485,ESP,Delantero,Espanyol,25,1993,37,35,3075,17,3,20,5,0,16.0,4.1,150 mil €
2486,ESP,Centrocampista,Real Sociedad,28,1990,23,20,1821,1,1,2,8,0,0.5,1.4,"10,00 mill. €"
2487,COD,Centrocampista,Rayo Vallecano,25,1992,22,21,1732,1,1,2,7,0,0.9,0.9,800 mil €
2488,ESP,Defensa,Huesca,24,1993,10,10,776,0,0,0,4,0,0.1,0.1,350 mil €
2490,JPN,Centrocampista,Betis,30,1988,8,5,377,0,0,0,0,0,1.0,0.1,350 mil €
2491,ESP,PO,Girona,37,1981,7,6,559,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
2492,ESP,Defensa,Atlético Madrid,20,1998,1,1,90,0,0,0,0,0,0.1,0.0,"8,00 mill. €"
2493,ESP,Centrocampista,Real Madrid,26,1992,27,11,1192,3,2,5,3,0,5.1,2.8,400 mil €
2496,ESP,Centrocampista,Valladolid,24,1994,3,0,20,0,0,0,0,0,0.1,0.0,"4,00 mill. €"
2497,BEL,Delantero,Real Sociedad,23,1995,20,13,1254,1,3,4,1,0,2.4,3.0,"60,00 mill. €"
2498,ESP,Defensa,Levante,24,1994,30,26,2330,2,5,7,10,0,3.2,4.8,"32,00 mill. €"
2499,DEN,Centrocampista,Celta Vigo,22,1996,6,3,235,0,0,0,0,0,0.1,0.1,"28,00 mill. €"
2500,ESP,Delantero,Betis,25,1993,14,9,779,2,0,2,2,0,3.3,0.7,"1,00 mill. €"
2501,ESP,Delantero,Betis,37,1981,30,17,1696,6,0,6,5,0,3.2,3.5,300 mil €
2502,ESP,Centrocampista,Alavés,27,1991,36,34,2971,5,11,16,3,0,4.6,9.6,"6,00 mill. €"
2503,ESP,Centrocampista,Eibar,24,1994,36,32,2875,4,4,8,10,0,2.6,5.0,"6,00 mill. €"
2504,BRA,Delantero,Real Sociedad,26,1991,31,28,2367,11,5,16,5,1,11.7,3.7,"6,00 mill. €"
2505,SRB,PO,Huesca,25,1992,12,12,1080,0,0,0,1,0,0.0,0.0,800 mil €
2506,ESP,Centrocampista,Celta Vigo,27,1991,20,14,1155,0,0,0,1,0,0.4,0.8,500 mil €
2507,ESP,Defensa,Villarreal,22,1996,8,5,544,0,0,0,1,0,0.1,0.2,500 mil €
2509,ESP,Defensa,Atlético Madrid,33,1985,22,18,1609,0,2,2,7,0,0.0,3.5,"1,50 mill. €"
2511,ESP,Defensa,Girona,27,1991,33,31,2767,0,0,0,8,0,1.7,0.2,"10,00 mill. €"
2512,VEN,Centrocampista,Huesca,24,1994,14,8,670,2,2,4,2,0,2.0,0.5,500 mil €
2513,ESP,Defensa,Celta Vigo,24,1993,21,21,1754,0,3,3,6,0,0.5,0.9,400 mil €
2514,BRA,Delantero,Real Madrid,18,2000,18,9,869,2,0,2,0,0,3.6,1.5,"150,00 mill. €"
2515,COD,Centrocampista,Rayo Vallecano,27,1991,12,9,717,1,0,1,1,0,1.1,0.2,"1,80 mill. €"
2516,CRO,Delantero,Atlético Madrid,30,1988,17,7,642,2,0,2,3,0,1.8,0.2,300 mil €
2517,CMR,Centrocampista,Betis,22,1996,10,9,773,0,0,0,2,0,0.1,0.1,200 mil €
2518,ESP,Centrocampista,Valladolid,26,1991,26,20,1533,2,1,3,2,0,3.4,1.6,750 mil €
2519,ESP,Delantero,Eibar,28,1989,30,15,1298,3,0,3,0,0,5.6,1.8,"1,20 mill. €"
2520,BIH,Delantero,Athletic Club,24,1993,11,0,161,1,0,1,0,0,0.2,0.1,"4,50 mill. €"
2521,ESP,Centrocampista,Atlético Madrid,26,1992,30,29,2586,3,5,8,10,1,1.5,4.8,"16,00 mill. €"
2522,CTA,Centrocampista,Valencia,25,1993,19,14,1245,1,1,2,1,0,2.2,0.9,"14,00 mill. €"
2523,UKR,Defensa,Leganés,20,1997,6,6,481,0,0,0,2,0,0.1,0.9,"1,20 mill. €"
2525,ESP,Defensa,Alavés,28,1989,36,36,3240,1,2,3,13,0,1.7,1.0,"15,00 mill. €"
2526,MEX,Delantero,Betis,18,2000,12,3,353,0,1,1,2,0,0.3,0.4,"2,50 mill. €"
2527,ESP,Defensa,Valencia,20,1997,4,3,270,0,0,0,1,0,0.1,0.0,700 mil €
2528,MEX,Centrocampista,Villarreal,30,1988,8,5,506,0,1,1,1,0,0.5,0.9,"35,00 mill. €"
2529,ESP,Defensa,Real Sociedad,21,1996,4,3,284,0,1,1,1,0,0.2,0.9,"2,00 mill. €"
2530,CHN,Delantero,Espanyol,26,1991,16,12,1061,3,1,4,1,0,5.1,1.5,"2,50 mill. €"
2531,ESP,Defensa,Athletic Club,25,1993,4,2,211,0,0,0,1,0,0.0,0.1,"10,00 mill. €"
2532,FRA,Defensa,Barcelona,23,1995,23,22,1933,1,0,1,8,1,0.9,0.0,800 mil €
2533,ESP,Centrocampista,Eibar,31,1986,9,5,425,1,0,1,0,0,1.0,0.3,"3,00 mill. €"
2535,ESP,Defensa,Real Sociedad,24,1993,21,20,1752,0,0,0,5,0,0.5,0.1,"8,00 mill. €"
2536,ESP,Centrocampista,Real Madrid,23,1995,7,6,540,0,0,0,1,0,0.1,0.2,"35,00 mill. €"
2537,ARG,Centrocampista,Betis,22,1996,32,27,2397,9,4,13,5,0,8.2,4.0,"14,00 mill. €"
2538,SVK,Centrocampista,Celta Vigo,23,1994,31,27,2489,0,1,1,1,0,0.9,0.9,"40,00 mill. €"
2539,ITA,Delantero,Huesca,26,1992,15,6,556,1,2,3,4,0,1.8,1.7,350 mil €
2540,ESP,Centrocampista,Espanyol,21,1997,4,1,112,0,0,0,1,0,0.0,0.0,"3,00 mill. €"
2541,ESP,Defensa,Espanyol,28,1989,21,21,1819,0,0,0,4,0,1.0,0.3,300 mil €
2542,ESP,PO,Espanyol,36,1981,38,38,3420,0,0,0,2,0,0.0,0.0,200 mil €
2543,ESP,Defensa,Espanyol,32,1986,23,21,1948,0,1,1,5,1,0.7,0.9,200 mil €
2545,ESP,Defensa,Levante,34,1983,8,4,465,0,1,1,1,0,0.1,0.5,600 mil €
2546,ESP,PO,Betis,23,1994,33,33,2970,0,0,0,3,0,0.0,0.0,"14,00 mill. €"
2547,ESP,Centrocampista,Real Sociedad,18,2000,1,0,29,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
2548,ESP,Centrocampista,Athletic Club,22,1995,7,3,328,0,0,0,1,0,0.2,0.4,"2,00 mill. €"
2549,HON,Delantero,Girona,25,1993,20,7,730,0,0,0,4,1,2.3,0.4,"3,50 mill. €"
2550,BRA,Defensa,Atlético Madrid,32,1985,27,24,2030,2,2,4,4,0,0.8,1.1,300 mil €
2551,ESP,Defensa,Valencia,23,1995,35,35,3137,1,1,2,10,0,1.0,2.3,"2,50 mill. €"
2552,ESP,Delantero,Levante,31,1987,37,35,3195,12,5,17,7,0,13.6,6.0,"30,00 mill. €"
2553,POR,Defensa,Huesca,33,1985,7,6,507,0,0,0,4,0,0.1,0.7,"55,00 mill. €"
2554,BRA,Centrocampista,Girona,20,1998,23,16,1490,0,0,0,7,0,1.6,0.5,400 mil €
2555,ESP,Defensa,Levante,27,1991,16,14,1258,0,2,2,4,0,0.2,1.8,"5,00 mill. €"
2557,SRB,Centrocampista,Getafe,23,1995,36,36,3209,1,0,1,4,0,2.6,0.5,"6,00 mill. €"
2558,BRA,Delantero,Barcelona,21,1997,15,6,614,1,2,3,0,0,1.4,1.7,"30,00 mill. €"
2559,ESP,Defensa,Celta Vigo,27,1991,35,35,3092,1,4,5,11,0,1.8,4.7,"3,00 mill. €"
2561,ARG,Defensa,Huesca,34,1984,9,6,701,2,0,2,2,0,0.5,0.0,"2,50 mill. €"
2562,ESP,Defensa,Levante,21,1996,4,1,157,0,0,0,0,0,0.6,0.0,400 mil €
2563,BRA,Defensa,Real Madrid,30,1988,23,21,1853,2,2,4,6,0,1.9,3.1,"1,80 mill. €"
2564,ESP,Defensa,Athletic Club,29,1989,30,28,2421,1,2,3,7,2,1.3,3.3,"1,80 mill. €"
2565,ESP,Centrocampista,Eibar,21,1997,2,0,69,0,0,0,0,0,0.0,0.0,600 mil €
2566,URU,Defensa,Atlético Madrid,23,1995,21,19,1772,0,0,0,5,0,1.2,0.5,"35,00 mill. €"
2567,DOM,Delantero,Real Madrid,24,1993,13,3,447,3,0,3,2,0,2.6,1.0,"3,50 mill. €"
2568,ESP,Defensa,Alavés,21,1997,6,2,290,0,0,0,2,0,0.3,0.0,"1,50 mill. €"
2569,CHI,Defensa,Alavés,24,1994,23,22,2008,2,2,4,5,0,2.5,1.0,"10,00 mill. €"
2570,ESP,Delantero,Levante,27,1991,31,23,1887,13,0,13,5,0,12.8,1.0,"2,00 mill. €"
2571,ESP,Defensa,Athletic Club,27,1991,33,33,2902,0,0,0,12,0,2.1,0.6,"8,00 mill. €"
2572,POR,Delantero,Atlético Madrid,23,1995,8,1,229,0,0,0,0,0,0.3,0.1,"3,00 mill. €"
2573,ESP,PO,Valladolid,29,1989,35,35,3150,0,0,0,1,0,0.0,0.0,"1,00 mill. €"
2574,ESP,Delantero,Getafe,29,1988,34,27,2432,14,6,20,10,0,12.4,2.5,"1,20 mill. €"
2575,ESP,Delantero,Levante,21,1997,29,16,1621,3,2,5,1,0,4.7,3.1,"9,00 mill. €"
2576,SVK,Defensa,Celta Vigo,24,1994,1,1,90,0,0,0,0,0,0.0,0.1,250 mil €
2577,ESP,Centrocampista,Rayo Vallecano,24,1994,21,12,1149,3,0,3,8,1,2.3,1.6,"4,00 mill. €"
2578,ESP,Centrocampista,Espanyol,20,1997,32,22,1997,0,5,5,3,0,0.4,4.0,"2,00 mill. €"
2579,ESP,Centrocampista,Huesca,24,1994,22,14,1345,2,1,3,3,0,5.1,1.9,"15,00 mill. €"
2580,BRA,Centrocampista,Barcelona,21,1996,27,19,1430,0,1,1,2,0,0.3,1.1,"3,00 mill. €"
2581,ESP,Centrocampista,Celta Vigo,21,1997,31,27,2349,6,7,13,5,0,5.5,4.1,"30,00 mill. €"
2582,ARG,Defensa,Sevilla,31,1987,23,19,1738,2,1,3,10,0,1.8,0.4,250 mil €
2583,ESP,Centrocampista,Real Sociedad,22,1996,29,24,2055,3,3,6,10,1,2.9,2.4,"50,00 mill. €"
2584,ESP,Delantero,Leganés,26,1992,12,2,295,0,0,0,0,0,1.5,0.1,800 mil €
2585,ESP,Centrocampista,Real Sociedad,23,1995,1,0,6,0,0,0,0,0,0.0,0.0,500 mil €
2586,ESP,Centrocampista,Sevilla,29,1989,31,20,1746,2,2,4,11,1,1.2,1.7,"1,80 mill. €"
2587,ARG,Delantero,Barcelona,31,1987,34,29,2713,36,13,49,3,0,23.8,14.4,"35,00 mill. €"
2588,ESP,Centrocampista,Valladolid,30,1988,35,27,2553,1,2,3,9,0,1.5,4.2,"32,00 mill. €"
2589,ESP,Delantero,Valladolid,18,1999,2,0,12,0,0,0,0,0,0.1,0.0,"3,00 mill. €"
2590,ESP,Centrocampista,Eibar,25,1992,5,5,341,0,0,0,0,0,0.2,0.2,"1,40 mill. €"
2591,ESP,Delantero,Valencia,22,1995,30,23,1852,7,5,12,4,0,8.1,3.9,"1,50 mill. €"
2592,ESP,Defensa,Getafe,25,1992,7,4,316,0,0,0,1,0,0.0,0.0,"10,00 mill. €"
2593,ESP,Defensa,Huesca,29,1989,30,30,2492,1,0,1,5,0,0.8,1.9,"2,00 mill. €"
2594,CRO,Centrocampista,Real Madrid,32,1985,34,31,2608,3,6,9,6,0,2.7,3.8,"3,00 mill. €"
2595,COL,Delantero,Girona,25,1992,1,0,20,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
2597,ESP,Delantero,Atlético Madrid,17,2001,4,0,65,0,0,0,0,0,0.1,0.0,"1,20 mill. €"
2598,ESP,Defensa,Atlético Madrid,19,1999,9,4,404,0,0,0,2,0,0.0,0.0,"3,30 mill. €"
2600,ESP,Delantero,Atlético Madrid,25,1992,15,13,1083,6,1,7,5,0,6.3,0.7,"15,00 mill. €"
2601,ESP,Defensa,Rayo Vallecano,25,1993,36,36,3136,1,1,2,5,0,1.1,2.6,"20,00 mill. €"
2602,ESP,Delantero,Villarreal,26,1992,35,25,2315,8,1,9,3,0,12.0,3.9,"15,00 mill. €"
2603,MEX,Defensa,Real Sociedad,30,1988,25,21,1933,1,0,1,2,0,0.6,0.5,"1,00 mill. €"
2604,ESP,Delantero,Rayo Vallecano,19,1999,1,0,14,0,0,0,0,0,0.3,0.0,300 mil €
2605,ESP,Centrocampista,Villarreal,19,1999,10,7,610,0,3,3,2,0,0.1,1.7,"2,50 mill. €"
2606,ESP,Delantero,Betis,24,1993,33,22,1957,6,0,6,4,0,8.9,1.2,"2,00 mill. €"
2607,ESP,Defensa,Atlético Madrid,20,1998,1,1,90,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
2608,ESP,Defensa,Valladolid,32,1986,27,25,2098,0,0,0,3,0,0.3,0.3,"6,00 mill. €"
2609,ESP,Centrocampista,Athletic Club,25,1992,34,27,2383,7,3,10,7,0,7.1,3.3,"9,00 mill. €"
2610,ESP,Defensa,Girona,26,1992,19,15,1406,0,0,0,6,0,0.5,0.5,100 mil €
2611,ESP,Defensa,Real Sociedad,20,1997,11,11,951,0,0,0,0,0,0.1,0.3,800 mil €
2612,ARG,Defensa,Leganés,27,1990,3,2,211,0,0,0,0,0,0.2,0.0,"1,00 mill. €"
2613,ESP,Delantero,Atlético Madrid,19,1999,1,0,1,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
2614,COL,Centrocampista,Sevilla,27,1991,6,1,123,1,1,2,0,0,0.2,0.1,900 mil €
2615,COL,Defensa,Valencia,26,1992,1,1,90,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
2616,COL,Defensa,Barcelona,26,1992,2,1,113,0,0,0,0,0,0.0,0.0,200 mil €
2617,ARG,Centrocampista,Huesca,31,1987,24,20,1686,0,0,0,11,0,1.2,0.3,900 mil €
2618,ESP,Defensa,Valladolid,29,1989,35,35,3150,1,3,4,10,0,0.6,3.7,"5,00 mill. €"
2619,ESP,Defensa,Real Madrid,28,1990,20,19,1698,0,1,1,8,1,0.3,0.8,"15,00 mill. €"
2620,BRA,Defensa,Espanyol,29,1988,16,16,1362,1,1,2,3,0,1.1,0.3,"3,00 mill. €"
2621,ESP,Defensa,Alavés,28,1990,31,28,2533,2,2,4,7,0,0.7,1.5,200 mil €
2623,ESP,Defensa,Real Sociedad,30,1988,16,15,1310,0,0,0,4,0,0.3,0.3,600 mil €
2624,BRA,PO,Valencia,29,1989,34,34,3060,0,0,0,2,0,0.0,0.1,"12,00 mill. €"
2625,ESP,Centrocampista,Atlético Madrid,23,1994,33,32,2925,4,1,5,10,0,5.0,1.3,"1,00 mill. €"
2627,ESP,Delantero,Sevilla,31,1986,4,1,76,0,0,0,0,0,0.5,0.0,"6,00 mill. €"
2628,ESP,Defensa,Athletic Club,21,1997,12,11,1064,0,0,0,4,0,1.1,0.5,"1,00 mill. €"
2629,CMR,Defensa,Leganés,30,1988,23,20,1708,1,1,2,7,1,0.3,2.2,"35,00 mill. €"
2630,SVN,PO,Atlético Madrid,25,1993,37,37,3330,0,0,0,1,0,0.0,0.0,"4,00 mill. €"
2631,ESP,Defensa,Real Madrid,22,1995,14,14,1178,0,2,2,2,0,0.5,3.2,900 mil €
2632,ESP,Centrocampista,Leganés,23,1994,5,2,193,0,0,0,1,0,0.4,0.1,"2,50 mill. €"
2633,URU,Defensa,Celta Vigo,24,1994,10,10,897,0,2,2,2,0,0.0,0.6,200 mil €
2634,ESP,PO,Levante,28,1989,21,21,1890,0,0,0,1,0,0.0,0.1,800 mil €
2635,ESP,Defensa,Valladolid,29,1988,35,35,3100,0,0,0,6,0,1.3,0.2,"18,00 mill. €"
2636,URU,Defensa,Getafe,20,1997,14,12,1007,0,1,1,6,1,0.4,0.9,"2,00 mill. €"
2637,NGA,Defensa,Leganés,24,1993,28,27,2433,0,0,0,7,0,0.2,0.1,200 mil €
2638,CHI,Centrocampista,Eibar,32,1986,33,31,2733,3,5,8,4,0,7.2,5.4,"40,00 mill. €"
2639,ESP,Delantero,Real Sociedad,21,1997,37,36,3153,13,2,15,2,0,11.1,5.0,"1,50 mill. €"
2640,ESP,Centrocampista,Real Sociedad,25,1992,24,16,1368,1,2,3,3,0,1.0,3.2,"4,00 mill. €"
2641,ESP,Centrocampista,Valencia,29,1989,36,35,3061,9,7,16,5,1,8.1,7.8,"2,50 mill. €"
2642,GHA,Centrocampista,Atlético Madrid,25,1993,32,22,2070,3,4,7,9,1,1.5,1.3,"35,00 mill. €"
2643,BRA,Defensa,Valencia,27,1990,30,30,2623,0,1,1,6,0,1.1,0.2,"12,00 mill. €"
2645,ESP,Defensa,Espanyol,20,1998,12,8,763,1,0,1,1,0,0.5,1.0,"5,00 mill. €"
2646,ESP,Delantero,Barcelona,20,1998,1,0,18,0,0,0,0,0,0.1,0.0,"5,00 mill. €"
2648,ESP,Centrocampista,Leganés,29,1989,31,27,2474,0,0,0,7,1,0.3,1.2,800 mil €
2649,ARG,Delantero,Espanyol,29,1989,20,6,743,1,0,1,0,0,1.4,1.4,400 mil €
2650,ITA,Defensa,Valencia,25,1992,23,21,1868,1,0,1,3,0,0.5,0.2,700 mil €
2652,ESP,Defensa,Girona,27,1991,7,4,419,0,1,1,3,0,0.1,0.3,250 mil €
2653,ESP,Centrocampista,Valladolid,27,1991,33,30,2693,3,4,7,8,0,4.2,3.8,150 mil €
2654,ECU,Delantero,Valladolid,19,1999,2,0,38,0,0,0,0,0,0.0,0.0,"2,50 mill. €"
2655,ESP,Centrocampista,Girona,25,1993,34,32,2792,1,2,3,4,0,1.6,2.0,"1,20 mill. €"
2656,ESP,Defensa,Girona,18,1999,32,25,2211,0,4,4,4,0,1.6,2.9,"40,00 mill. €"
2657,ESP,Centrocampista,Getafe,28,1990,32,19,1994,1,4,5,3,1,1.9,2.5,500 mil €
2658,ESP,Delantero,Girona,26,1992,34,33,2821,9,2,11,3,0,7.9,4.2,"3,50 mill. €"
2660,ESP,Centrocampista,Rayo Vallecano,22,1996,29,16,1617,3,0,3,4,0,2.6,1.9,"3,00 mill. €"
2661,BIH,Centrocampista,Levante,24,1993,10,6,532,0,0,0,3,0,0.2,0.0,"1,00 mill. €"
2662,NED,Delantero,Sevilla,26,1992,33,15,1583,2,3,5,2,0,2.9,4.5,"8,00 mill. €"
2663,ESP,Delantero,Espanyol,20,1998,15,2,359,0,0,0,0,0,0.9,0.5,"6,00 mill. €"
2664,ESP,Centrocampista,Barcelona,18,1999,2,2,156,0,0,0,0,0,0.0,0.7,"12,00 mill. €"
2665,ESP,Defensa,Huesca,27,1991,32,32,2785,3,3,6,9,2,2.5,0.7,"1,20 mill. €"
2666,ESP,Defensa,Villarreal,21,1996,7,7,627,0,0,0,1,0,0.1,0.3,600 mil €
2667,ESP,Centrocampista,Villarreal,22,1995,8,2,191,0,1,1,0,0,0.1,0.8,"1,50 mill. €"
