,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
987,Cenk Tosun,TUR,Delantero,Everton,27,1991,25,10,1059,3,3,6,3,0,5.0,0.9,2018-2019
988,Andros Townsend,ENG,Delantero,Crystal Palace,27,1991,38,34,3009,6,4,10,1,0,4.6,3.6,2018-2019
989,Adama Traoré,ESP,Delantero,Wolves,22,1996,29,8,902,1,1,2,1,0,1.3,2.2,2018-2019
990,Mark Travers,IRL,PO,Bournemouth,19,1999,2,2,180,0,0,0,0,0,0.0,0.0,2018-2019
991,Kieran Trippier,ENG,Defensa,Tottenham,27,1990,27,26,2276,1,3,4,2,0,0.5,4.1,2018-2019
992,Antonio Valencia,ECU,Defensa,Manchester Utd,32,1985,6,5,466,0,0,0,2,0,0.1,0.5,2018-2019
993,Yan Valery,TUN,Defensa,Southampton,19,1999,23,20,1712,2,1,3,4,1,0.7,0.2,2018-2019
994,Virgil van Dijk,NED,Defensa,Liverpool,27,1991,38,38,3384,4,2,6,1,0,3.1,1.4,2018-2019
995,Jamie Vardy,ENG,Delantero,Leicester City,31,1987,34,30,2726,18,4,22,3,1,18.3,5.1,2018-2019
996,Jan Vertonghen,BEL,Defensa,Tottenham,31,1987,22,22,1911,1,0,1,4,1,1.0,0.2,2018-2019
997,Jannik Vestergaard,DEN,Defensa,Southampton,25,1992,23,23,2027,0,0,0,2,0,0.7,0.6,2018-2019
998,Luciano Vietto,ARG,Delantero,Fulham,24,1993,20,10,986,1,4,5,1,0,2.9,2.1,2018-2019
999,Rúben Vinagre,POR,Defensa,Wolves,19,1999,17,7,710,0,0,0,1,0,0.5,0.8,2018-2019
1000,Sam Vokes,WAL,Delantero,Burnley,28,1989,20,10,915,3,0,3,0,0,2.4,1.3,2018-2019
1001,Michel Vorm,NED,PO,Tottenham,34,1983,2,2,180,0,0,0,0,0,0.0,0.0,2018-2019
1002,Matěj Vydra,CZE,Delantero,Burnley,26,1992,13,3,318,1,1,2,1,0,1.8,0.5,2018-2019
1003,Theo Walcott,ENG,Delantero,Everton,29,1989,37,24,2119,5,2,7,1,0,5.7,2.7,2018-2019
1004,Kyle Walker,ENG,Defensa,Manchester City,28,1990,33,30,2779,1,1,2,3,0,0.8,1.9,2018-2019
1005,Kyle Walker-Peters,ENG,Defensa,Tottenham,21,1997,6,4,376,0,3,3,1,0,0.3,0.5,2018-2019
1006,Aaron Wan-Bissaka,ENG,Defensa,Crystal Palace,20,1997,35,35,3134,0,3,3,4,1,0.5,2.1,2018-2019
1007,Victor Wanyama,KEN,Centrocampista,Tottenham,27,1991,13,4,516,1,0,1,2,0,1.0,0.1,2018-2019
1008,Danny Ward,ENG,Delantero,Cardiff City,26,1991,14,4,445,1,0,1,0,0,0.6,0.3,2018-2019
1009,Joel Ward,ENG,Defensa,Crystal Palace,28,1989,7,6,552,1,0,1,1,0,0.6,0.1,2018-2019
1010,Stephen Ward,IRL,Defensa,Burnley,32,1985,3,3,228,0,0,0,1,0,0.1,0.0,2018-2019
1011,James Ward-Prowse,ENG,Centrocampista,Southampton,23,1994,26,21,1945,7,0,7,4,0,3.4,3.2,2018-2019
1012,Danny Welbeck,ENG,Delantero,Arsenal,27,1990,8,1,153,1,1,2,0,0,0.8,0.3,2018-2019
1013,Ashley Westwood,ENG,Centrocampista,Burnley,28,1990,34,31,2824,2,7,9,5,0,1.9,4.8,2018-2019
1014,Connor Wickham,ENG,Delantero,Crystal Palace,25,1993,6,0,67,0,1,1,0,0,0.4,0.3,2018-2019
1015,Georginio Wijnaldum,NED,Centrocampista,Liverpool,27,1990,35,32,2725,3,0,3,3,0,3.0,1.8,2018-2019
1016,Danny Williams,USA,Centrocampista,Huddersfield,29,1989,5,1,96,0,0,0,1,0,0.0,0.0,2018-2019
1017,Willian,BRA,Delantero,Chelsea,29,1988,32,26,2097,3,6,9,2,0,4.2,5.4,2018-2019
1018,Joe Willock,ENG,Centrocampista,Arsenal,18,1999,2,1,64,0,0,0,0,0,0.1,0.0,2018-2019
1019,Ben Wilmot,ENG,Centrocampista,Watford,18,1999,2,0,28,0,0,0,0,0,0.0,0.0,2018-2019
1020,Jack Wilshere,ENG,Centrocampista,West Ham,26,1992,8,4,392,0,1,1,2,0,0.2,0.6,2018-2019
1021,Callum Wilson,ENG,Delantero,Bournemouth,26,1992,30,29,2528,14,9,23,3,0,13.4,5.4,2018-2019
1022,Harry Winks,ENG,Centrocampista,Tottenham,22,1996,26,17,1597,1,0,1,4,0,1.0,0.3,2018-2019
1023,Chris Wood,NZL,Delantero,Burnley,26,1991,38,29,2588,10,2,12,2,0,8.8,3.8,2018-2019
1024,Granit Xhaka,SUI,Centrocampista,Arsenal,25,1992,29,29,2498,4,2,6,10,0,2.0,3.4,2018-2019
1025,Andriy Yarmolenko,UKR,Centrocampista,West Ham,28,1989,9,5,459,2,0,2,2,0,1.1,0.8,2018-2019
1026,DeAndre Yedlin,USA,Defensa,Newcastle Utd,25,1993,29,28,2473,1,2,3,6,1,1.2,2.0,2018-2019
1027,Maya Yoshida,JPN,Defensa,Southampton,29,1988,17,17,1518,0,1,1,0,0,1.9,0.5,2018-2019
1028,Ashley Young,ENG,Defensa,Manchester Utd,33,1985,30,28,2569,2,2,4,9,1,0.5,3.1,2018-2019
1029,Pablo Zabaleta,ARG,Defensa,West Ham,33,1985,26,23,2092,0,1,1,4,0,0.2,1.0,2018-2019
1030,Wilfried Zaha,CIV,Delantero,Crystal Palace,25,1992,34,34,3036,10,5,15,9,1,5.7,4.8,2018-2019
1031,Andre-Frank Zambo Anguissa,CMR,Centrocampista,Fulham,22,1995,22,16,1517,0,0,0,2,1,0.8,0.2,2018-2019
1032,Davide Zappacosta,ITA,Defensa,Chelsea,26,1992,4,1,128,0,0,0,0,0,0.1,0.1,2018-2019
1033,Oleksandr Zinchenko,UKR,Defensa,Manchester City,21,1996,14,14,1151,0,3,3,1,0,0.2,1.5,2018-2019
1034,Kenneth Zohore,DEN,Delantero,Cardiff City,24,1994,19,7,753,1,1,2,1,0,1.7,1.1,2018-2019
1035,Kurt Zouma,FRA,Defensa,Everton,23,1994,32,29,2612,2,2,4,4,1,1.5,0.4,2018-2019
1036,Patrick van Aanholt,NED,Defensa,Crystal Palace,28,1990,29,29,2507,3,2,5,0,0,2.1,3.7,2019-2020
1037,Max Aarons,ENG,Defensa,Norwich City,19,2000,36,36,3240,0,1,1,7,0,0.6,3.9,2019-2020
1038,Tammy Abraham,ENG,Delantero,Chelsea,21,1997,34,25,2215,15,3,18,2,0,16.4,2.7,2019-2020
1039,Che Adams,SCO,Delantero,Southampton,23,1996,30,12,1111,4,2,6,0,0,5.3,1.7,2019-2020
1040,Adrián,ESP,PO,Liverpool,32,1987,11,9,875,0,0,0,1,0,0.0,0.0,2019-2020
1041,Sergio Agüero,ARG,Delantero,Manchester City,31,1988,24,18,1452,16,3,19,1,0,14.5,2.3,2019-2020
1042,Albian Ajeti,SUI,Delantero,West Ham,22,1997,9,0,139,0,0,0,0,0,0.2,0.1,2019-2020
1043,Nathan Aké,NED,Defensa,Bournemouth,24,1995,29,29,2503,2,2,4,2,0,3.0,2.2,2019-2020
1044,Marc Albrighton,ENG,Centrocampista,Leicester City,29,1989,20,9,867,0,3,3,2,0,0.4,2.2,2019-2020
1045,Toby Alderweireld,BEL,Defensa,Tottenham,30,1989,33,33,2957,2,2,4,7,0,0.7,1.3,2019-2020
1046,Trent Alexander-Arnold,ENG,Defensa,Liverpool,20,1998,38,35,3175,4,13,17,5,0,2.8,10.9,2019-2020
1047,Alisson,BRA,PO,Liverpool,26,1992,29,29,2543,0,1,1,0,1,0.0,0.3,2019-2020
1048,Dele Alli,ENG,Centrocampista,Tottenham,23,1996,25,21,1847,8,4,12,2,0,8.1,3.5,2019-2020
1049,Miguel Almirón,PAR,Centrocampista,Newcastle Utd,25,1994,36,35,3021,4,2,6,5,0,6.7,3.0,2019-2020
1050,Marcos Alonso,ESP,Defensa,Chelsea,28,1990,18,15,1430,4,2,6,4,0,2.6,2.6,2019-2020
1051,Steven Alzate,COL,Centrocampista,Brighton,20,1998,19,12,1188,0,0,0,1,0,1.2,0.7,2019-2020
1052,Ibrahim Amadou,FRA,Defensa,Norwich City,26,1993,11,8,759,0,0,0,1,0,0.8,0.0,2019-2020
1053,Felipe Anderson,BRA,Centrocampista,West Ham,26,1993,25,20,1497,1,4,5,1,0,2.5,3.1,2019-2020
1054,Florin Andone,ROU,Delantero,Brighton,26,1993,3,1,73,1,0,1,0,1,0.4,0.1,2019-2020
1055,Angeliño,ESP,Defensa,Manchester City,22,1997,6,4,423,0,0,0,1,0,0.2,1.5,2019-2020
1056,Faustino Anjorin,ENG,Delantero,Chelsea,17,2001,1,0,20,0,0,0,0,0,0.0,0.0,2019-2020
1057,Michail Antonio,JAM,Delantero,West Ham,29,1990,24,19,1768,10,3,13,3,0,12.9,3.7,2019-2020
1058,Stuart Armstrong,SCO,Centrocampista,Southampton,27,1992,30,19,1715,5,3,8,4,0,2.8,2.0,2019-2020
1059,Kepa Arrizabalaga,ESP,PO,Chelsea,24,1994,33,33,2970,0,0,0,0,0,0.0,0.0,2019-2020
1060,Christian Atsu,GHA,Centrocampista,Newcastle Utd,27,1992,19,6,749,0,3,3,2,0,0.2,1.3,2019-2020
1061,Pierre-Emerick Aubameyang,GAB,Delantero,Arsenal,30,1989,36,35,3136,22,3,25,3,1,14.7,3.3,2019-2020
1062,Serge Aurier,CIV,Defensa,Tottenham,26,1992,33,31,2700,1,5,6,4,1,0.5,3.4,2019-2020
1063,Jordan Ayew,GHA,Delantero,Crystal Palace,27,1991,37,37,3148,9,2,11,6,0,7.5,2.5,2019-2020
1064,César Azpilicueta,ESP,Defensa,Chelsea,29,1989,36,36,3229,2,6,8,1,0,2.4,6.0,2019-2020
1065,Eric Bailly,CIV,Defensa,Manchester Utd,25,1994,4,1,150,0,0,0,0,0,0.0,0.0,2019-2020
1066,Leighton Baines,ENG,Defensa,Everton,34,1984,8,4,404,0,0,0,0,0,0.1,0.8,2019-2020
1067,Fabián Balbuena,PAR,Defensa,West Ham,27,1991,17,13,1177,1,0,1,2,0,1.5,0.5,2019-2020
1068,George Baldock,GRE,Defensa,Sheffield Utd,26,1993,38,38,3420,2,3,5,7,0,0.6,1.7,2019-2020
1069,Phil Bardsley,SCO,Defensa,Burnley,34,1985,21,21,1890,0,1,1,6,0,0.3,1.4,2019-2020
1070,Ross Barkley,ENG,Centrocampista,Chelsea,25,1993,21,13,1103,1,4,5,0,0,2.7,2.3,2019-2020
1071,Ashley Barnes,ENG,Delantero,Burnley,29,1989,19,17,1352,6,0,6,4,0,6.2,0.3,2019-2020
1072,Harvey Barnes,ENG,Centrocampista,Leicester City,21,1997,36,24,2083,6,8,14,0,0,8.1,4.1,2019-2020
1073,Chris Basham,ENG,Defensa,Sheffield Utd,31,1988,38,38,3242,0,1,1,4,0,0.3,1.3,2019-2020
1074,Borja Bastón,ESP,Centrocampista,Aston Villa,26,1992,2,0,18,0,0,0,0,0,0.0,0.0,2019-2020
1075,Michy Batshuayi,BEL,Delantero,Chelsea,25,1993,16,1,239,1,1,2,0,0,2.4,0.2,2019-2020
1076,Jan Bednarek,POL,Defensa,Southampton,23,1996,34,34,3057,1,1,2,4,0,1.1,1.1,2019-2020
1077,Héctor Bellerín,ESP,Defensa,Arsenal,24,1995,15,13,1158,1,0,1,2,0,0.4,0.4,2019-2020
1078,Ryan Bennett,ENG,Defensa,Wolves,29,1990,11,7,606,0,0,0,2,0,0.1,0.1,2019-2020
1079,Ryan Bennett,ENG,Defensa,Leicester City,29,1990,5,3,331,0,0,0,0,0,0.0,0.0,2019-2020
1080,Nabil Bentaleb,ALG,Centrocampista,Newcastle Utd,24,1994,12,8,751,0,0,0,2,0,0.1,0.2,2019-2020
1081,Christian Benteke,BEL,Delantero,Crystal Palace,28,1990,24,13,1261,2,1,3,4,1,5.1,2.6,2019-2020
1082,Jóhann Berg Guðmundsson,ISL,Centrocampista,Burnley,28,1990,12,6,621,1,1,2,0,0,0.6,1.0,2019-2020
1083,Sander Berge,NOR,Centrocampista,Sheffield Utd,21,1998,14,12,943,1,1,2,0,0,0.6,0.6,2019-2020
1084,Steven Bergwijn,NED,Delantero,Tottenham,21,1997,14,8,704,3,1,4,2,0,1.0,0.9,2019-2020
1085,Bernard,BRA,Centrocampista,Everton,26,1992,27,15,1280,3,2,5,2,0,1.8,2.4,2019-2020
1086,Bernardo,BRA,Defensa,Brighton,24,1995,14,7,679,0,0,0,1,0,0.5,1.1,2019-2020
1087,Ryan Bertrand,ENG,Defensa,Southampton,29,1989,32,31,2742,1,1,2,3,1,1.7,3.3,2019-2020
1088,Muhamed Bešić,BIH,Centrocampista,Sheffield Utd,26,1992,9,2,250,0,0,0,2,0,0.2,0.1,2019-2020
1089,Philip Billing,DEN,Centrocampista,Bournemouth,23,1996,34,29,2530,1,1,2,8,0,2.0,1.7,2019-2020
1090,Yves Bissouma,MLI,Centrocampista,Brighton,22,1996,22,15,1259,1,0,1,4,0,0.4,0.2,2019-2020
1091,Willy Boly,CIV,Defensa,Wolves,28,1991,22,22,1979,0,1,1,3,1,0.4,1.1,2019-2020
1092,Gaëtan Bong,CMR,Defensa,Brighton,31,1988,4,0,59,0,0,0,0,0,0.0,0.2,2019-2020
1093,Sofiane Boufal,MAR,Centrocampista,Southampton,25,1993,20,8,764,0,2,2,2,0,1.0,2.9,2019-2020
1094,Jarrod Bowen,ENG,Delantero,West Ham,22,1996,13,11,917,1,4,5,0,0,2.3,2.7,2019-2020
1095,Robbie Brady,IRL,Centrocampista,Burnley,27,1992,17,5,454,1,2,3,1,0,1.1,0.4,2019-2020
1096,Jarrad Branthwaite,ENG,Defensa,Everton,17,2002,4,2,300,0,0,0,0,0,0.0,0.0,2019-2020
1097,Claudio Bravo,CHI,PO,Manchester City,36,1983,4,3,347,0,0,0,0,0,0.0,0.0,2019-2020
1098,Armando Broja,ALB,Delantero,Chelsea,17,2001,1,0,5,0,0,0,0,0,0.0,0.0,2019-2020
1099,David Brooks,WAL,Centrocampista,Bournemouth,22,1997,9,8,506,1,0,1,1,0,0.5,0.3,2019-2020
1100,Josh Brownhill,ENG,Centrocampista,Burnley,23,1995,10,9,805,0,0,0,2,0,0.5,0.1,2019-2020
1101,Emi Buendía,ARG,Delantero,Norwich City,22,1996,36,28,2464,1,7,8,6,1,2.2,6.8,2019-2020
1102,Dan Burn,ENG,Defensa,Brighton,27,1992,34,33,2880,0,0,0,5,0,1.2,1.3,2019-2020
1103,Sam Byram,ENG,Defensa,Norwich City,25,1993,17,15,1293,0,0,0,4,0,1.4,0.4,2019-2020
1104,Willy Caballero,ARG,PO,Chelsea,37,1981,5,5,450,0,0,0,0,0,0.0,0.0,2019-2020
1105,Gary Cahill,ENG,Defensa,Crystal Palace,33,1985,25,25,2167,0,1,1,1,0,1.6,0.2,2019-2020
1106,Dominic Calvert-Lewin,ENG,Delantero,Everton,22,1997,36,30,2626,13,1,14,9,0,15.3,1.5,2019-2020
1107,Víctor Camarasa,ESP,Delantero,Crystal Palace,25,1994,1,0,6,0,0,0,0,0,0.0,0.0,2019-2020
1108,João Cancelo,POR,Defensa,Manchester City,25,1994,17,13,1208,0,0,0,4,0,0.6,2.8,2019-2020
1109,Todd Cantwell,ENG,Delantero,Norwich City,21,1998,37,30,2489,6,2,8,6,0,5.4,1.9,2019-2020
1110,Étienne Capoue,FRA,Centrocampista,Watford,31,1988,30,30,2627,0,3,3,8,0,0.8,3.3,2019-2020
1111,Andy Carroll,ENG,Delantero,Newcastle Utd,30,1989,19,4,632,0,4,4,1,0,1.2,1.4,2019-2020
1112,Jonny Castro,ESP,Centrocampista,Wolves,25,1994,35,33,2887,2,2,4,4,0,1.6,1.3,2019-2020
1113,Craig Cathcart,NIR,Defensa,Watford,30,1989,29,28,2488,0,0,0,7,0,0.2,0.1,2019-2020
1114,Dani Ceballos,ESP,Centrocampista,Arsenal,22,1996,24,18,1692,0,2,2,1,0,0.6,1.8,2019-2020
1115,Nathaniel Chalobah,ENG,Centrocampista,Watford,24,1994,22,10,930,0,1,1,1,0,0.5,1.3,2019-2020
1116,Calum Chambers,ENG,Defensa,Arsenal,24,1995,14,13,1102,1,1,2,5,0,0.8,1.6,2019-2020
1117,Ben Chilwell,ENG,Defensa,Leicester City,22,1996,27,27,2373,3,3,6,3,0,1.0,3.9,2019-2020
1118,Tahith Chong,NED,Delantero,Manchester Utd,19,1999,3,0,37,0,0,0,0,0,0.1,0.0,2019-2020
1119,Hamza Choudhury,ENG,Centrocampista,Leicester City,21,1997,20,10,893,1,1,2,4,1,0.4,0.1,2019-2020
1120,Andreas Christensen,DEN,Defensa,Chelsea,23,1996,21,21,1751,0,0,0,5,0,0.5,0.9,2019-2020
1121,Ciaran Clark,IRL,Defensa,Newcastle Utd,29,1989,14,14,1186,2,0,2,3,0,1.3,0.0,2019-2020
1122,Leon Clarke,ENG,Delantero,Sheffield Utd,34,1985,2,0,35,0,0,0,0,0,0.5,0.0,2019-2020
1123,Tom Cleverley,ENG,Centrocampista,Watford,29,1989,18,11,971,1,0,1,2,0,2.1,0.7,2019-2020
1124,Conor Coady,ENG,Defensa,Wolves,26,1993,38,38,3420,0,0,0,5,0,0.0,0.5,2019-2020
1125,Séamus Coleman,IRL,Defensa,Everton,30,1988,27,21,1839,0,1,1,5,1,0.9,1.7,2019-2020
1126,Aaron Connolly,IRL,Delantero,Brighton,19,2000,24,14,1258,3,1,4,0,0,4.0,0.5,2019-2020
1127,Lewis Cook,ENG,Centrocampista,Bournemouth,22,1997,27,14,1352,0,0,0,5,0,0.3,0.5,2019-2020
1128,Steve Cook,ENG,Defensa,Bournemouth,28,1991,29,28,2428,1,0,1,6,1,0.7,0.5,2019-2020
1129,Jack Cork,ENG,Centrocampista,Burnley,30,1989,30,30,2613,0,0,0,1,0,2.0,1.1,2019-2020
1130,Aaron Cresswell,ENG,Defensa,West Ham,29,1989,31,31,2727,3,0,3,7,0,1.4,3.2,2019-2020
1131,Patrick Cutrone,ITA,Delantero,Wolves,21,1998,12,3,297,2,0,2,0,0,2.2,0.3,2019-2020
1132,Diogo Dalot,POR,Defensa,Manchester Utd,20,1999,4,1,67,0,0,0,0,0,0.3,0.0,2019-2020
1133,Charlie Daniels,ENG,Defensa,Bournemouth,32,1986,2,2,126,0,0,0,0,0,0.0,0.1,2019-2020
1134,Arnaut Danjuma,NED,Centrocampista,Bournemouth,22,1997,14,6,630,0,0,0,0,0,1.2,0.2,2019-2020
1135,Scott Dann,ENG,Defensa,Crystal Palace,32,1987,16,14,1266,0,1,1,0,0,0.8,0.4,2019-2020
1136,Kevin Danso,AUT,Defensa,Southampton,20,1998,6,3,277,0,1,1,2,1,0.1,0.2,2019-2020
1137,Ben Davies,WAL,Defensa,Tottenham,26,1993,18,16,1431,0,0,0,6,0,0.2,0.9,2019-2020
1138,Tom Davies,ENG,Centrocampista,Everton,21,1998,30,23,2027,1,0,1,8,0,1.6,0.5,2019-2020
1139,Keinan Davis,ENG,Delantero,Aston Villa,21,1998,18,4,548,0,0,0,0,0,2.7,0.2,2019-2020
1140,Craig Dawson,ENG,Defensa,Watford,29,1990,29,26,2361,2,0,2,6,0,3.0,0.5,2019-2020
1141,Kevin De Bruyne,BEL,Centrocampista,Manchester City,28,1991,35,32,2791,13,20,33,3,0,7.3,20.0,2019-2020
1142,Troy Deeney,ENG,Delantero,Watford,31,1988,27,26,2225,10,2,12,3,0,10.5,3.5,2019-2020
1143,Fabian Delph,ENG,Centrocampista,Everton,29,1989,16,13,1190,0,0,0,5,1,0.1,0.4,2019-2020
1144,Leander Dendoncker,BEL,Centrocampista,Wolves,24,1995,38,32,2795,4,0,4,5,0,1.8,0.7,2019-2020
1145,Gerard Deulofeu,ESP,Delantero,Watford,25,1994,28,25,2098,4,5,9,3,0,6.3,4.1,2019-2020
1146,Eric Dier,ENG,Defensa,Tottenham,25,1994,19,15,1344,0,2,2,5,0,0.9,0.4,2019-2020
1147,Lucas Digne,FRA,Defensa,Everton,26,1993,35,35,3030,0,7,7,6,0,1.5,6.3,2019-2020
1148,Issa Diop,FRA,Defensa,West Ham,22,1997,32,31,2766,3,1,4,8,0,1.5,1.2,2019-2020
1149,Moussa Djenepo,MLI,Centrocampista,Southampton,21,1998,18,10,928,2,2,4,4,1,2.4,1.9,2019-2020
1150,Matt Doherty,IRL,Centrocampista,Wolves,27,1992,36,32,2839,4,3,7,1,0,6.9,2.2,2019-2020
1151,Abdoulaye Doucouré,MLI,Centrocampista,Watford,26,1993,37,36,3156,4,2,6,9,0,5.2,3.9,2019-2020
1152,Tommy Doyle,ENG,Centrocampista,Manchester City,17,2001,1,0,16,0,0,0,0,0,0.0,0.0,2019-2020
1153,Danny Drinkwater,ENG,Centrocampista,Aston Villa,29,1990,4,4,259,0,0,0,1,0,0.1,0.0,2019-2020
1154,Danny Drinkwater,ENG,Centrocampista,Burnley,29,1990,1,1,58,0,0,0,0,0,0.0,0.0,2019-2020
1155,Josip Drmić,SUI,Delantero,Norwich City,26,1992,21,5,647,1,0,1,0,1,3.1,1.1,2019-2020
1156,Martin Dúbravka,SVK,PO,Newcastle Utd,30,1989,38,38,3420,0,0,0,0,0,0.0,0.0,2019-2020
1157,Ondrej Duda,SVK,Centrocampista,Norwich City,24,1994,10,9,724,0,0,0,0,0,0.5,1.5,2019-2020
1158,Shane Duffy,IRL,Defensa,Brighton,27,1992,19,12,1238,1,0,1,2,0,1.2,0.2,2019-2020
1159,Paul Dummett,WAL,Defensa,Newcastle Utd,27,1991,16,14,1228,0,0,0,2,0,0.1,0.2,2019-2020
1160,Lewis Dunk,ENG,Defensa,Brighton,27,1991,36,36,3230,3,3,6,9,0,4.5,1.5,2019-2020
1161,Ederson,BRA,PO,Manchester City,25,1993,35,35,3071,0,0,0,3,1,0.0,0.1,2019-2020
1162,John Egan,IRL,Defensa,Sheffield Utd,26,1992,36,36,3187,2,0,2,5,1,2.7,0.4,2019-2020
1163,Harvey Elliott,ENG,Defensa,Liverpool,16,2003,2,0,8,0,0,0,0,0,0.0,0.0,2019-2020
1164,Ahmed Elmohamady,EGY,Defensa,Aston Villa,31,1987,18,11,1031,1,1,2,1,0,0.2,2.8,2019-2020
1165,Björn Engels,BEL,Defensa,Aston Villa,24,1994,17,15,1447,1,0,1,1,0,1.0,0.3,2019-2020
1166,Christian Eriksen,DEN,Centrocampista,Tottenham,27,1992,20,10,1097,2,2,4,5,0,1.9,1.9,2019-2020
1167,Jonny Evans,NIR,Defensa,Leicester City,31,1988,38,38,3383,1,1,2,8,1,3.7,0.7,2019-2020
1168,Łukasz Fabiański,POL,PO,West Ham,34,1985,25,25,2117,0,0,0,1,0,0.0,0.0,2019-2020
1169,Fabinho,BRA,Centrocampista,Liverpool,25,1993,28,22,2079,2,3,5,6,0,0.4,1.6,2019-2020
1170,Ralf Fährmann,GER,PO,Norwich City,30,1988,1,1,21,0,0,0,0,0,0.0,0.0,2019-2020
1171,Akin Famewo,ENG,Centrocampista,Norwich City,20,1998,1,0,1,0,0,0,0,0,0.0,0.0,2019-2020
1172,Kiko Femenía,ESP,Defensa,Watford,28,1991,28,26,2237,0,0,0,5,0,0.1,1.4,2019-2020
1173,Bruno Fernandes,POR,Centrocampista,Manchester Utd,24,1994,14,14,1186,8,7,15,2,0,6.2,2.5,2019-2020
1174,Gedson Fernandes,POR,Centrocampista,Tottenham,20,1999,7,0,68,0,0,0,0,0,0.0,0.1,2019-2020
1175,Federico Fernández,ARG,Defensa,Newcastle Utd,30,1989,32,29,2620,2,2,4,8,0,1.4,1.2,2019-2020
1176,Fernandinho,BRA,Defensa,Manchester City,34,1985,30,26,2397,0,1,1,9,2,1.0,0.4,2019-2020
1177,Roberto Firmino,BRA,Delantero,Liverpool,27,1991,38,34,2988,9,8,17,0,0,14.0,6.5,2019-2020
1178,John Fleck,SCO,Centrocampista,Sheffield Utd,27,1991,30,28,2516,5,2,7,8,0,3.1,3.4,2019-2020
1179,Phil Foden,ENG,Delantero,Manchester City,19,2000,23,9,901,5,2,7,0,0,3.3,1.2,2019-2020
1180,Pablo Fornals,ESP,Centrocampista,West Ham,23,1996,36,24,2172,2,5,7,3,0,2.3,2.5,2019-2020
1181,Ben Foster,ENG,PO,Watford,36,1983,38,38,3420,0,0,0,1,0,0.1,0.0,2019-2020
1182,Timothy Fosu-Mensah,NED,Defensa,Manchester Utd,21,1998,3,2,136,0,0,0,1,0,0.1,0.1,2019-2020
1183,Dimitri Foulquier,FRA,Defensa,Watford,26,1993,3,1,59,0,0,0,0,0,0.0,0.0,2019-2020
1184,Juan Foyth,ARG,Defensa,Tottenham,21,1998,4,1,68,0,0,0,1,0,0.0,0.0,2019-2020
1185,Simon Francis,ENG,Defensa,Bournemouth,34,1985,15,10,969,0,0,0,5,1,0.1,0.2,2019-2020
1186,Ryan Fraser,SCO,Centrocampista,Bournemouth,25,1994,28,21,2067,1,4,5,2,0,3.7,3.9,2019-2020
1187,Fred,BRA,Centrocampista,Manchester Utd,26,1993,29,23,2163,0,0,0,8,0,1.7,2.1,2019-2020
1188,Ryan Fredericks,ENG,Defensa,West Ham,26,1992,27,25,2237,0,3,3,7,0,0.1,2.6,2019-2020
1189,Kieron Freeman,WAL,Delantero,Sheffield Utd,27,1992,2,0,7,0,0,0,0,0,0.0,0.0,2019-2020
1190,Luke Freeman,ENG,Centrocampista,Sheffield Utd,27,1992,11,3,366,0,0,0,2,0,0.1,0.2,2019-2020
1191,Christian Fuchs,AUT,Defensa,Leicester City,33,1986,11,8,772,0,0,0,0,0,0.2,0.1,2019-2020
1192,Eric García,ESP,Defensa,Manchester City,18,2001,13,8,793,0,0,0,1,0,0.5,0.2,2019-2020
1193,James Garner,ENG,Centrocampista,Manchester Utd,18,2001,1,0,9,0,0,0,0,0,0.0,0.0,2019-2020
1194,Dwight Gayle,ENG,Delantero,Newcastle Utd,28,1990,20,10,850,4,2,6,2,0,4.3,0.8,2019-2020
1195,Paulo Gazzaniga,ARG,PO,Tottenham,27,1992,18,17,1613,0,0,0,1,0,0.0,0.3,2019-2020
1196,Jean-Philippe Gbamin,CIV,Centrocampista,Everton,23,1995,2,1,136,0,0,0,0,0,0.0,0.0,2019-2020
1197,David de Gea,ESP,PO,Manchester Utd,28,1990,38,38,3420,0,0,0,2,0,0.0,0.0,2019-2020
1198,Anwar El Ghazi,NED,Delantero,Aston Villa,24,1995,34,26,2051,4,4,8,3,0,6.2,2.7,2019-2020
1199,Morgan Gibbs-White,ENG,Centrocampista,Wolves,19,2000,7,1,129,0,0,0,0,0,0.1,0.1,2019-2020
1200,Billy Gilmour,SCO,Centrocampista,Chelsea,18,2001,6,2,194,0,0,0,0,0,0.0,0.1,2019-2020
1201,Olivier Giroud,FRA,Delantero,Chelsea,32,1986,18,12,993,8,0,8,1,0,7.3,0.9,2019-2020
1202,Ben Godfrey,ENG,Defensa,Norwich City,21,1998,30,30,2644,0,0,0,3,1,0.7,0.1,2019-2020
1203,André Gomes,POR,Centrocampista,Everton,26,1993,19,17,1458,0,1,1,6,0,0.2,1.1,2019-2020
1204,Angel Gomes,ENG,Centrocampista,Manchester Utd,18,2000,2,0,21,0,0,0,0,0,0.0,0.1,2019-2020
1205,Joe Gomez,ENG,Defensa,Liverpool,22,1997,28,22,2004,0,0,0,7,0,0.0,0.2,2019-2020
1206,Anthony Gordon,ENG,Centrocampista,Everton,18,2001,11,4,440,0,1,1,0,0,0.3,0.4,2019-2020
1207,Dan Gosling,ENG,Centrocampista,Bournemouth,29,1990,24,14,1264,3,1,4,3,0,2.9,1.1,2019-2020
