Unnamed: 0,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
896,Anthony Martial,FRA,Delantero,Sevilla,25,1995,9,7,490,0,1,1,1,0,0.4,0.1,"15,00 mill. €"
897,Martín,ESP,Centrocampista,Cádiz,22,1999,6,1,115,0,0,0,1,0,0.1,0.0,"4,00 mill. €"
898,Ander Martin,ESP,Delantero,Real Sociedad,20,2000,5,1,88,0,0,0,0,0,0.1,0.1,-
899,Andrés Martín,ESP,Delantero,Rayo Vallecano,22,1999,7,1,186,0,0,0,0,0,0.6,0.0,"100,00 mill. €"
900,Carlos Martín,ESP,Defensa,Atlético Madrid,19,2002,1,0,6,0,0,0,1,0,0.0,0.0,"4,00 mill. €"
901,Iván Martín,ESP,Centrocampista,Alavés,22,1999,6,2,166,0,0,0,0,0,0.1,0.0,-
902,Iñigo Martínez,ESP,Defensa,Athletic Club,30,1991,27,26,2341,3,0,3,9,2,2.0,0.5,"1,50 mill. €"
903,Javi Martínez,ESP,Centrocampista,Osasuna,21,1999,26,9,879,1,1,2,1,0,0.8,0.6,"8,00 mill. €"
904,Pablo Martínez,ESP,Centrocampista,Levante,23,1998,13,7,656,0,1,1,2,0,0.5,0.9,250 mil €
905,Omar Mascarell,ESP,Centrocampista,Elche,28,1993,32,30,2493,0,0,0,6,0,0.5,0.2,"1,00 mill. €"
906,Jaime Mata,ESP,Delantero,Getafe,32,1988,22,4,672,1,0,1,7,0,1.3,0.6,"1,20 mill. €"
907,Luís Maximiano,POR,PO,Granada,22,1999,35,35,3136,0,0,0,2,0,0.0,0.0,"6,00 mill. €"
908,Borja Mayoral,ESP,Delantero,Getafe,24,1997,18,11,1044,6,1,7,3,0,2.6,1.2,"9,00 mill. €"
909,Jordi Mboula,ESP,Delantero,Mallorca,22,1999,11,5,434,0,0,0,2,0,0.5,0.1,"1,20 mill. €"
910,Óscar Melendo,ESP,Centrocampista,Espanyol,23,1997,21,14,990,0,0,0,0,0,0.5,1.7,"2,00 mill. €"
911,Gonzalo Melero,ESP,Centrocampista,Levante,27,1994,29,20,1692,7,2,9,5,0,4.2,1.0,"3,00 mill. €"
912,Memphis,NED,Delantero,Barcelona,27,1994,28,20,1851,12,2,14,3,0,11.2,4.4,"14,00 mill. €"
913,Tomás Mendes,ESP,Centrocampista,Alavés,16,2004,1,0,9,0,0,0,0,0,0.0,0.0,100 mil €
914,Brais Méndez,ESP,Centrocampista,Celta Vigo,24,1997,37,36,3021,4,5,9,8,0,4.6,3.3,"30,00 mill. €"
915,Édgar Méndez,ESP,Delantero,Alavés,31,1990,32,17,1614,1,1,2,6,0,1.5,2.5,"1,00 mill. €"
916,Ferland Mendy,FRA,Defensa,Real Madrid,26,1995,22,20,1734,2,1,3,4,0,1.0,1.4,700 mil €
917,Fran Mérida,ESP,Centrocampista,Espanyol,31,1990,10,3,266,0,0,0,2,1,0.1,0.2,"20,00 mill. €"
918,Mikel Merino,ESP,Centrocampista,Real Sociedad,25,1996,34,33,2890,3,2,5,8,0,4.1,3.6,"50,00 mill. €"
919,Martín Merquelanz,ESP,Delantero,Rayo Vallecano,26,1995,4,3,173,0,0,0,0,0,0.2,0.9,800 mil €
920,Matt Miazga,USA,Defensa,Alavés,26,1995,11,9,833,0,0,0,2,0,0.3,0.2,"1,80 mill. €"
921,Miguel,ESP,Delantero,Alavés,21,1999,22,10,829,1,1,2,2,0,1.9,0.3,"32,00 mill. €"
922,Éder Militão,BRA,Defensa,Real Madrid,23,1998,34,34,3031,1,2,3,5,0,2.5,1.1,"70,00 mill. €"
923,Luis Milla,ESP,Centrocampista,Granada,26,1994,34,33,2773,3,3,6,4,0,3.7,3.5,-
924,Pere Milla,ESP,Centrocampista,Elche,28,1992,32,17,1644,8,3,11,4,0,4.9,1.7,"3,00 mill. €"
925,Santi Mina,ESP,Delantero,Celta Vigo,25,1995,33,30,2367,7,3,10,4,0,8.5,2.6,"2,00 mill. €"
926,Óscar Mingueza,ESP,Defensa,Barcelona,22,1999,19,9,894,0,1,1,2,0,0.3,0.9,"6,00 mill. €"
927,Rafa Mir,ESP,Delantero,Sevilla,24,1997,34,18,1808,10,0,10,6,0,7.5,0.3,"1,50 mill. €"
928,Jorge Miramón,ESP,Defensa,Levante,32,1989,29,22,1977,1,0,1,5,0,0.4,1.5,"2,00 mill. €"
929,Juan Miranda,ESP,Defensa,Betis,21,2000,13,9,783,0,2,2,3,0,0.2,1.4,"3,00 mill. €"
930,Stefan Mitrović,SRB,Defensa,Getafe,31,1990,32,31,2667,0,0,0,8,1,0.2,0.0,"3,00 mill. €"
931,Luka Modrić,CRO,Centrocampista,Real Madrid,35,1985,28,25,2032,2,8,10,4,0,2.5,5.2,"9,00 mill. €"
932,Johan Mojica,COL,Defensa,Elche,28,1992,33,32,2855,2,5,7,4,1,0.8,5.3,"10,00 mill. €"
933,Jorge Molina,ESP,Delantero,Granada,39,1982,35,19,1966,10,5,15,2,0,6.4,3.4,-
934,Jon Moncayola,ESP,Centrocampista,Osasuna,23,1998,36,33,2915,2,3,5,2,0,2.3,1.7,"12,00 mill. €"
935,Monchu,ESP,Centrocampista,Granada,21,1999,14,7,668,0,0,0,3,1,0.4,0.8,"5,00 mill. €"
936,Gonzalo Montiel,ARG,Defensa,Sevilla,24,1997,18,15,1066,1,2,3,7,0,0.3,1.9,"12,00 mill. €"
937,Ángel Montoro,ESP,Centrocampista,Granada,33,1988,24,13,1331,1,1,2,5,0,1.4,1.5,500 mil €
938,Martín Montoya,ESP,Defensa,Betis,30,1991,6,6,518,0,1,1,2,0,0.3,1.0,900 mil €
939,Jon Morcillo,ESP,Centrocampista,Athletic Club,22,1998,7,0,54,0,0,0,2,0,0.6,0.0,"1,50 mill. €"
940,Alberto Moreno,ESP,Centrocampista,Villarreal,29,1992,24,13,1223,3,2,5,3,0,3.1,1.9,"2,00 mill. €"
941,Álex Moreno,ESP,Defensa,Betis,28,1993,30,28,2404,5,3,8,3,1,3.8,1.9,"15,00 mill. €"
942,Gerard Moreno,ESP,Delantero,Villarreal,29,1992,17,14,1191,9,3,12,2,0,7.4,4.9,"15,00 mill. €"
943,Tete Morente,ESP,Centrocampista,Elche,24,1996,32,18,1632,3,3,6,4,0,3.0,1.8,"2,50 mill. €"
944,Ilaix Moriba,GUI,Centrocampista,Valencia,18,2003,14,9,818,0,0,0,9,1,0.7,0.2,"2,50 mill. €"
945,Manu Morlanes,ESP,Centrocampista,Espanyol,22,1999,27,11,1144,2,0,2,6,1,0.7,0.3,"2,00 mill. €"
946,Loren Morón,ESP,Delantero,Espanyol,27,1993,21,4,563,1,0,1,0,0,0.7,0.7,"4,00 mill. €"
947,Loren Morón,ESP,Delantero,Betis,27,1993,1,0,4,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
948,Cristhian Mosquera,COL,Defensa,Valencia,17,2004,6,3,212,0,0,0,1,0,0.3,0.0,"2,00 mill. €"
949,Toni Moya,ESP,Centrocampista,Alavés,23,1998,28,17,1386,0,1,1,2,0,1.3,1.8,"9,00 mill. €"
950,Iker Muniain,ESP,Centrocampista,Athletic Club,28,1992,35,34,2785,4,10,14,3,0,5.8,9.5,"2,00 mill. €"
951,Aihen Muñoz,ESP,Defensa,Real Sociedad,23,1997,20,15,1342,0,0,0,4,1,0.1,0.4,"6,00 mill. €"
952,Jeison Murillo,COL,Defensa,Celta Vigo,29,1992,19,12,1117,0,0,0,5,1,0.5,0.0,900 mil €
953,Vedat Muriqi,KVX,Delantero,Mallorca,27,1994,16,16,1438,5,3,8,6,0,5.3,1.4,"15,00 mill. €"
954,Yunus Musah,USA,Centrocampista,Valencia,18,2002,29,13,1259,1,0,1,5,0,0.5,1.2,"20,00 mill. €"
955,Shkodran Mustafi,GER,Defensa,Levante,29,1992,11,8,658,1,0,1,1,0,0.1,0.0,800 mil €
956,Nacho,ESP,Defensa,Real Madrid,31,1990,28,17,1555,3,0,3,7,0,1.3,0.3,-
957,Roberto Navarro,ESP,Centrocampista,Real Sociedad,19,2002,6,3,199,0,0,0,0,0,0.5,0.0,600 mil €
958,Ximo Navarro,ESP,Defensa,Alavés,31,1990,18,16,1347,0,0,0,4,1,0.6,0.4,-
959,Neto,BRA,PO,Barcelona,32,1989,3,3,270,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
960,Carlos Neva,ESP,Defensa,Granada,25,1996,26,24,2108,0,0,0,1,0,1.0,1.2,"12,00 mill. €"
961,Saúl Ñíguez,ESP,Delantero,Atlético Madrid,26,1994,3,2,201,0,1,1,0,0,0.3,0.1,"2,00 mill. €"
962,Fernando Niño,ESP,Delantero,Mallorca,20,2000,23,9,884,2,0,2,2,0,3.8,0.4,"3,00 mill. €"
963,Peru Nolaskoain,ESP,Defensa,Athletic Club,22,1998,1,0,1,0,0,0,0,0,0.0,0.0,"1,00 mill. €"
964,Nolito,ESP,Centrocampista,Celta Vigo,34,1986,32,15,1384,2,0,2,2,0,2.9,1.9,-
965,Unai Núñez,ESP,Defensa,Athletic Club,24,1997,9,7,622,0,0,0,2,0,0.8,0.2,"1,00 mill. €"
966,Allan Nyom,CMR,Defensa,Getafe,33,1988,5,3,244,0,0,0,1,0,0.0,0.1,"6,00 mill. €"
967,Jan Oblak,SVN,PO,Atlético Madrid,28,1993,38,38,3420,0,0,0,2,0,0.0,0.0,"35,00 mill. €"
968,Lucas Ocampos,ARG,Delantero,Sevilla,27,1994,30,23,2125,6,4,10,7,0,5.9,1.9,"12,00 mill. €"
969,Lucas Olaza,URU,Defensa,Elche,27,1994,5,3,295,1,0,1,1,0,0.7,0.3,"2,50 mill. €"
970,Oier Olazábal,ESP,PO,Espanyol,31,1989,2,1,135,0,0,0,0,0,0.0,0.0,200 mil €
971,Brian Oliván,ESP,Defensa,Mallorca,27,1994,28,24,2189,1,0,1,7,0,1.8,2.2,"6,00 mill. €"
972,Mathías Olivera,URU,Defensa,Getafe,23,1997,32,32,2803,1,3,4,10,0,2.4,2.4,"18,00 mill. €"
973,Javier Ontiveros,ESP,Delantero,Osasuna,23,1997,3,0,39,0,0,0,0,0,0.1,0.0,"1,00 mill. €"
974,Pedro Ortiz,ESP,Centrocampista,Sevilla,20,2000,1,0,7,0,0,0,0,0,0.3,0.5,"2,00 mill. €"
975,Milutin Osmajić,MNE,Delantero,Cádiz,22,1999,10,2,257,0,0,0,0,0,0.3,0.0,800 mil €
976,Jesús Owono,EQG,PO,Alavés,20,2001,1,1,90,0,0,0,0,0,0.0,0.0,200 mil €
977,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,24,1997,22,19,1671,9,3,12,0,1,9.3,3.7,"40,00 mill. €"
978,Jon Pacheco,ESP,Defensa,Real Sociedad,20,2001,10,4,381,0,0,0,1,0,0.0,0.0,"1,20 mill. €"
979,Helibelton Palacios,COL,Defensa,Elche,28,1993,26,22,1931,0,0,0,6,0,0.1,0.1,"8,00 mill. €"
980,Isaac Palazón Camacho,ESP,Delantero,Rayo Vallecano,26,1994,34,27,2288,2,4,6,7,0,3.1,3.1,"4,00 mill. €"
981,Daniel Parejo,ESP,Centrocampista,Villarreal,32,1989,33,32,2704,2,10,12,3,0,1.5,6.9,400 mil €
982,Raúl Parra,ESP,Defensa,Cádiz,21,1999,2,1,88,0,0,0,0,0,0.0,0.0,300 mil €
983,Javier Pastore,ARG,Centrocampista,Elche,32,1989,13,6,525,0,0,0,2,1,0.5,0.7,"12,00 mill. €"
984,Gabriel Paulista,BRA,Defensa,Valencia,30,1990,19,19,1592,2,1,3,2,0,0.8,0.2,"2,50 mill. €"
985,Alfonso Pedraza,ESP,Defensa,Villarreal,25,1996,28,19,1701,4,4,8,2,0,1.9,5.2,"100,00 mill. €"
986,Pedri,ESP,Centrocampista,Barcelona,18,2002,12,10,885,3,1,4,0,0,1.3,1.2,"5,00 mill. €"
987,Adrià Pedrosa,ESP,Defensa,Espanyol,23,1998,31,31,2720,1,1,2,8,0,1.0,1.2,"12,00 mill. €"
988,Facundo Pellistri,URU,Centrocampista,Alavés,19,2001,21,6,672,0,0,0,0,0,0.5,0.5,"8,00 mill. €"
989,Alberto Perea,ESP,Centrocampista,Cádiz,30,1990,18,8,777,0,1,1,2,0,0.9,0.6,"1,00 mill. €"
990,Iñigo Pérez,ESP,Centrocampista,Osasuna,33,1988,10,4,338,1,0,1,0,0,0.1,1.0,-
991,Juan Pérez,ESP,PO,Osasuna,25,1996,2,2,180,0,0,0,0,0,0.0,0.0,300 mil €
992,Kike Pérez,ESP,Centrocampista,Elche,24,1997,12,5,519,2,0,2,1,0,1.0,0.8,"4,50 mill. €"
993,Lucas Pérez,ESP,Delantero,Elche,32,1988,18,16,1266,2,1,3,0,0,2.2,1.6,800 mil €
994,Lucas Pérez,ESP,Delantero,Cádiz,32,1988,15,11,1060,3,2,5,1,0,3.3,3.7,800 mil €
995,Njegoš Petrović,SRB,Centrocampista,Granada,22,1999,15,10,918,0,1,1,5,0,0.7,0.1,"2,20 mill. €"
996,Alex Petxa,ESP,Defensa,Athletic Club,24,1997,17,1,412,0,0,0,4,0,0.1,0.3,600 mil €
997,Germán Pezzella,ARG,Defensa,Betis,30,1991,23,22,1988,1,0,1,5,1,1.3,0.0,"5,00 mill. €"
998,Pablo Piatti,ARG,Centrocampista,Elche,32,1989,10,3,312,0,0,0,0,0,0.2,0.4,400 mil €
999,Cristiano Piccini,ITA,Defensa,Valencia,28,1992,6,3,322,1,0,1,1,0,0.2,0.1,700 mil €
1000,Tomás Pina Isla,ESP,Centrocampista,Alavés,33,1987,29,16,1444,0,0,0,4,0,0.5,0.3,250 mil €
1001,Orbelín Pineda,MEX,Centrocampista,Celta Vigo,25,1996,7,0,99,0,0,0,0,0,0.5,0.0,"6,50 mill. €"
1002,Ezequiel Ponce,ARG,Delantero,Elche,24,1997,13,5,667,1,0,1,1,1,2.5,0.3,"3,00 mill. €"
1003,Pere Pons,ESP,Centrocampista,Alavés,28,1993,27,17,1366,1,0,1,2,0,1.5,0.6,"1,20 mill. €"
1004,Portu,ESP,Delantero,Real Sociedad,29,1992,37,17,1590,1,2,3,5,0,2.9,2.5,500 mil €
1005,Sergio Postigo,ESP,Defensa,Levante,32,1988,13,10,848,0,0,0,3,0,0.1,0.1,"3,50 mill. €"
1006,Darío Poveda,ESP,Delantero,Getafe,24,1997,15,3,380,1,0,1,0,0,0.3,0.1,600 mil €
1007,José Pozo,ESP,Centrocampista,Rayo Vallecano,25,1996,5,0,72,0,0,0,0,0,0.1,0.3,-
1008,Abdón Prats,ESP,Delantero,Mallorca,28,1992,23,6,641,3,0,3,3,0,1.5,0.7,"2,00 mill. €"
1009,Alejandro Primo,ESP,PO,Levante,17,2004,1,1,90,0,0,0,0,0,0.0,0.0,100 mil €
1010,Javi Puado,ESP,Centrocampista,Espanyol,23,1998,30,26,2245,4,1,5,5,0,4.9,1.2,"8,00 mill. €"
1011,Pubill,ESP,Defensa,Levante,18,2003,11,5,512,0,1,1,1,0,0.9,1.2,"2,50 mill. €"
1012,Antonio Puertas,ESP,Centrocampista,Granada,29,1992,33,25,2261,6,1,7,4,0,3.5,0.9,"3,00 mill. €"
1013,Riqui Puig,ESP,Centrocampista,Barcelona,21,1999,15,2,487,1,0,1,0,0,0.7,0.2,600 mil €
1014,Yacine Qasmi,MAR,Delantero,Rayo Vallecano,30,1991,1,0,4,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
1015,Quini,ESP,Defensa,Granada,31,1989,32,27,2304,0,1,1,11,0,0.5,1.4,-
1016,Dani Raba,ESP,Centrocampista,Villarreal,25,1995,7,0,89,0,0,0,1,0,0.0,0.3,"12,00 mill. €"
1017,Dani Raba,ESP,Centrocampista,Granada,25,1995,2,0,26,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
1018,Uroš Račić,SRB,Centrocampista,Valencia,23,1998,28,13,1206,0,0,0,3,1,0.9,0.4,"1,50 mill. €"
1019,Nemanja Radoja,SRB,Centrocampista,Levante,28,1993,19,17,1214,0,0,0,3,0,0.3,0.8,"2,50 mill. €"
1020,Antonio Raillo,ESP,Defensa,Mallorca,29,1991,17,17,1530,2,0,2,8,0,0.7,0.0,"4,00 mill. €"
1021,Ivan Rakitić,CRO,Centrocampista,Sevilla,33,1988,35,26,2182,4,6,10,5,0,3.2,2.6,500 mil €
1022,Jonás Ramalho,ESP,Defensa,Osasuna,28,1993,3,3,243,0,0,0,0,0,0.0,0.0,"1,80 mill. €"
1023,Sandro Ramírez,ESP,Delantero,Getafe,26,1995,29,19,1462,3,0,3,7,0,3.0,0.9,"2,50 mill. €"
1024,Raúl,ESP,Delantero,Betis,20,2000,1,0,1,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
1025,Lluís Recasens,ESP,Defensa,Espanyol,19,2002,1,0,45,0,0,0,0,0,0.0,0.0,150 mil €
1026,Manolo Reina,ESP,PO,Mallorca,36,1985,21,21,1890,0,0,0,5,1,0.0,0.0,200 mil €
1027,Karim Rekik,NED,Defensa,Sevilla,26,1994,18,11,1098,0,2,2,2,0,0.2,0.4,"4,00 mill. €"
1028,Álex Remiro,ESP,PO,Real Sociedad,26,1995,35,35,3150,0,0,0,1,0,0.0,0.0,"25,00 mill. €"
1029,Diego Rico,ESP,Defensa,Real Sociedad,28,1993,21,19,1644,0,0,0,4,0,0.2,0.9,"3,00 mill. €"
1030,Sergio Rico,ESP,PO,Mallorca,27,1993,14,14,1260,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
1031,Luis Rioja,ESP,Centrocampista,Alavés,27,1993,37,36,3111,1,3,4,3,0,3.0,5.1,"3,00 mill. €"
1032,Rober,ESP,Defensa,Levante,26,1995,27,21,2010,1,0,1,5,1,1.3,0.2,"30,00 mill. €"
1033,Sergi Roberto,ESP,Centrocampista,Barcelona,29,1992,9,4,400,2,1,3,1,0,1.5,0.4,"4,00 mill. €"
1034,Rubén Rochina,ESP,Centrocampista,Granada,30,1991,15,8,743,1,3,4,3,0,0.6,0.8,"1,50 mill. €"
1035,Enzo Roco,CHI,Defensa,Elche,28,1992,30,29,2552,1,0,1,10,0,1.3,0.1,"2,20 mill. €"
1036,Rodri,ESP,Delantero,Betis,21,2000,21,10,881,1,2,3,1,0,1.4,1.8,"100,00 mill. €"
1037,Kévin Rodrigues,POR,Defensa,Rayo Vallecano,27,1994,13,5,435,0,0,0,0,0,0.1,0.1,"5,00 mill. €"
1038,Ángel Rodríguez,ESP,Delantero,Mallorca,34,1987,29,19,1544,4,2,6,4,0,3.9,0.9,600 mil €
1039,Óscar Rodríguez Arnaiz,ESP,Centrocampista,Getafe,23,1998,18,9,943,0,1,1,2,0,1.0,0.9,700 mil €
1040,Óscar Rodríguez Arnaiz,ESP,Delantero,Sevilla,23,1998,11,4,417,0,0,0,1,0,0.6,0.8,"5,00 mill. €"
1041,Dani Rodríguez,ESP,Centrocampista,Mallorca,33,1988,36,33,2832,3,3,6,7,0,3.2,2.8,"1,20 mill. €"
1042,Guido Rodríguez,ARG,Centrocampista,Betis,27,1994,32,29,2529,1,2,3,9,1,1.0,0.5,"100,00 mill. €"
1043,Rodrygo,BRA,Delantero,Real Madrid,20,2001,33,17,1523,4,4,8,4,0,3.4,2.4,500 mil €
1044,Leonardo Román,ESP,PO,Mallorca,21,2000,2,2,180,0,0,0,0,0,0.0,0.0,-
1045,Iván Romero,ESP,Delantero,Sevilla,20,2001,5,2,178,0,0,0,0,0,0.7,0.0,"80,00 mill. €"
1046,Unai Ropero,ESP,Centrocampista,Alavés,19,2001,1,0,12,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
1047,Rubén,ESP,Defensa,Espanyol,20,2001,4,1,150,0,1,1,0,0,0.0,0.5,"28,00 mill. €"
1048,Aitor Ruibal,ESP,Delantero,Betis,25,1996,19,9,856,0,0,0,6,0,1.0,1.0,100 mil €
1049,Isma Ruiz,ESP,Centrocampista,Granada,20,2001,8,3,283,0,0,0,1,0,0.1,0.1,400 mil €
1050,Víctor Ruiz,ESP,Defensa,Betis,32,1989,18,17,1424,0,0,0,2,0,0.9,0.1,"1,00 mill. €"
1051,Gerónimo Rulli,ARG,PO,Villarreal,29,1992,32,32,2880,0,0,0,2,0,0.0,0.0,"10,00 mill. €"
1052,Franco Russo,ARG,Defensa,Mallorca,26,1994,19,17,1464,1,0,1,7,2,0.2,0.2,"1,00 mill. €"
1053,Mathew Ryan,AUS,PO,Real Sociedad,29,1992,3,3,270,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
1054,Youssouf Sabaly,SEN,Defensa,Betis,28,1993,10,9,788,0,1,1,1,0,0.1,0.5,"4,00 mill. €"
1055,Salvi,ESP,Centrocampista,Cádiz,30,1991,23,17,1395,2,1,3,3,1,2.6,1.2,"2,00 mill. €"
1056,Fede San Emeterio,ESP,Centrocampista,Cádiz,24,1997,12,10,830,0,0,0,3,0,0.0,0.3,"30,00 mill. €"
1057,Oihan Sancet,ESP,Delantero,Athletic Club,21,2000,27,16,1422,6,4,10,2,0,3.4,2.9,"2,20 mill. €"
1058,Antonio Sánchez,ESP,Centrocampista,Mallorca,24,1997,29,19,1616,1,0,1,3,1,1.4,0.4,"2,50 mill. €"
1059,Germán Sánchez,ESP,Defensa,Granada,34,1986,32,25,2299,2,1,3,11,1,1.4,0.2,200 mil €
1060,Manu Sánchez,ESP,Defensa,Osasuna,20,2000,33,25,2257,1,3,4,6,0,0.4,1.9,-
1061,Oier Sanjurjo,ESP,Centrocampista,Osasuna,35,1986,25,8,758,1,0,1,3,0,0.7,0.2,"8,00 mill. €"
1062,Jesús Santiago,ESP,Centrocampista,Valencia,17,2004,3,0,82,0,0,0,0,0,0.0,0.0,"1,00 mill. €"
1063,Sergio Santos,ESP,Defensa,Real Madrid,20,2001,1,0,11,0,0,0,0,0,0.0,0.1,100 mil €
1064,Alvaro Sanz,ESP,Centrocampista,Barcelona,20,2001,2,0,29,0,0,0,0,0,0.0,0.0,700 mil €
1065,Marcelo Saracchi,URU,Defensa,Levante,23,1998,4,2,186,0,1,1,2,0,0.0,0.2,"1,50 mill. €"
1066,Joan Sastre Vanrell,ESP,Defensa,Mallorca,24,1997,7,2,258,0,0,0,1,0,0.1,0.0,"1,50 mill. €"
1067,Esteban Saveljich,MNE,Defensa,Rayo Vallecano,30,1991,21,21,1700,0,0,0,4,0,0.6,0.0,500 mil €
1068,Stefan Savić,MNE,Defensa,Atlético Madrid,30,1991,28,28,2440,0,0,0,12,0,1.9,0.1,500 mil €
1069,Aleksandar Sedlar,SRB,Defensa,Mallorca,29,1991,10,3,404,0,0,0,5,1,0.0,0.1,"6,00 mill. €"
1070,Javier Serrano,ESP,Centrocampista,Atlético Madrid,18,2003,5,1,68,0,0,0,1,1,0.0,0.0,"1,50 mill. €"
1071,Nicolás Serrano,ESP,Centrocampista,Athletic Club,18,2003,14,3,317,1,0,1,0,0,0.4,0.1,700 mil €
1072,Salva Sevilla,ESP,Centrocampista,Mallorca,37,1984,28,17,1507,5,3,8,2,0,4.8,2.8,200 mil €
1073,David Silva,ESP,Centrocampista,Real Sociedad,35,1986,25,22,1720,2,4,6,4,1,3.1,4.5,-
1074,Jonathan Silva,ARG,Defensa,Getafe,27,1994,9,1,226,0,0,0,4,0,0.0,0.1,"25,00 mill. €"
1075,Rui Silva,POR,PO,Betis,27,1994,22,21,1964,0,0,0,2,0,0.0,0.0,800 mil €
1076,Giuliano Simeone,ARG,Centrocampista,Atlético Madrid,18,2002,1,0,1,0,0,0,0,0,0.0,0.0,"8,00 mill. €"
1077,Unai Simón,ESP,PO,Athletic Club,24,1997,34,34,3060,0,0,0,3,0,0.0,0.0,"1,20 mill. €"
1078,Antonio Sivera,ESP,PO,Alavés,24,1996,4,3,277,0,0,0,1,0,0.0,0.0,"2,00 mill. €"
1079,Rubén Sobrino,ESP,Centrocampista,Valencia,29,1992,1,0,14,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
1080,Rubén Sobrino,ESP,Delantero,Cádiz,29,1992,33,19,1861,4,1,5,4,0,5.4,1.8,"3,00 mill. €"
1081,Alex Sola,ESP,Defensa,Real Sociedad,22,1999,2,0,41,0,0,0,0,0,0.1,0.1,-
1082,Augusto Solari,ARG,Centrocampista,Celta Vigo,29,1992,26,4,714,0,0,0,5,0,0.3,0.5,"20,00 mill. €"
1083,Roberto Soldado,ESP,Delantero,Levante,36,1985,18,7,664,3,2,5,7,2,3.7,0.7,"1,50 mill. €"
1084,Carlos Soler,ESP,Centrocampista,Valencia,24,1997,32,28,2474,11,5,16,4,0,9.1,4.0,"8,00 mill. €"
1085,Son,ESP,Defensa,Levante,27,1994,26,22,1971,1,0,1,5,1,0.9,1.3,"2,50 mill. €"
1086,David Soria,ESP,PO,Getafe,28,1993,38,38,3414,0,0,0,4,0,0.0,0.0,"35,00 mill. €"
1087,Alberto Soro,ESP,Centrocampista,Granada,22,1999,16,7,578,0,0,0,0,0,0.8,0.5,"1,50 mill. €"
1088,Hugo Sotelo,ESP,Delantero,Celta Vigo,17,2003,1,0,2,0,0,0,0,0,0.0,0.0,"1,00 mill. €"
1089,Damián Suárez,URU,Defensa,Getafe,33,1988,35,31,2711,0,3,3,13,0,0.4,3.0,"2,50 mill. €"
1090,Denis Suárez,ESP,Centrocampista,Celta Vigo,27,1994,38,33,2819,4,6,10,4,0,2.2,4.4,500 mil €
1091,Luis Suárez,URU,Delantero,Atlético Madrid,34,1987,35,20,1835,11,2,13,7,0,10.0,1.3,"4,00 mill. €"
1092,Mario Suárez,ESP,Defensa,Rayo Vallecano,34,1987,14,8,712,0,0,0,2,0,1.0,0.0,-
1093,Suso,ESP,Delantero,Sevilla,27,1993,8,6,384,0,1,1,0,0,0.3,0.2,"6,00 mill. €"
1094,Mamadou Sylla,SEN,Delantero,Alavés,27,1994,13,4,394,0,0,0,1,0,0.4,0.1,"1,00 mill. €"
1095,Mamadou Sylla,SEN,Delantero,Rayo Vallecano,27,1994,12,1,253,0,0,0,2,0,1.1,0.3,"14,00 mill. €"
1096,Alexander Sørloth,NOR,Delantero,Real Sociedad,25,1995,33,20,1763,4,0,4,2,0,5.9,3.4,"1,00 mill. €"
1097,Tachi,ESP,Defensa,Alavés,23,1997,5,2,239,0,0,0,1,0,0.0,0.1,-
1098,Renato Tapia,PER,Centrocampista,Celta Vigo,26,1995,29,13,1412,0,0,0,10,0,0.5,0.3,"5,00 mill. €"
1099,Cristian Tello,ESP,Delantero,Betis,29,1991,23,5,819,2,2,4,2,0,1.7,1.7,"2,70 mill. €"
1100,Nahuel Tenaglia,ARG,Defensa,Alavés,25,1996,14,12,1073,0,0,0,2,0,0.3,0.1,"2,00 mill. €"
1101,Marc Tenas,ESP,Delantero,Alavés,20,2001,3,0,54,0,0,0,2,0,0.0,0.2,300 mil €
1102,Marc-André ter Stegen,GER,PO,Barcelona,29,1992,35,35,3150,0,0,0,3,0,0.0,0.1,600 mil €
1103,David Timor,ESP,Centrocampista,Getafe,31,1989,7,3,341,0,0,0,2,0,0.2,0.0,"35,00 mill. €"
1104,Mircea Ţîrlea,ROU,Defensa,Alavés,21,2000,1,0,15,0,0,0,0,0,0.0,0.0,100 mil €
1105,Raúl de Tomás,ESP,Delantero,Espanyol,26,1994,34,33,2914,17,3,20,7,2,15.1,1.6,"6,00 mill. €"
1106,Raúl Torrente,ESP,Defensa,Granada,19,2001,18,15,1282,0,0,0,5,0,0.2,0.7,"1,50 mill. €"
1107,Ferrán Torres,ESP,Delantero,Barcelona,21,2000,18,17,1412,4,4,8,1,0,7.0,3.1,"35,00 mill. €"
