Unnamed: 0,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
212,Giovanni González,URU,Defensa,Mallorca,27,1994,15,9,926,0,2,2,5,0,0.2,1.2,-
213,Nicolás González,ESP,Centrocampista,Valencia,20,2002,26,18,1405,1,1,2,2,0,1.5,1.3,"4,00 mill. €"
214,Roberto González,ESP,Delantero,Betis,21,2001,2,0,54,0,0,0,1,0,0.0,0.3,"2,00 mill. €"
215,Andoni Gorosabel,ESP,Defensa,Real Sociedad,25,1996,27,19,1708,0,0,0,3,0,0.6,1.0,"2,50 mill. €"
216,José Gragera,ESP,Centrocampista,Espanyol,21,2000,9,5,460,1,0,1,2,0,0.7,0.0,"1,50 mill. €"
217,Ivo Grbić,CRO,PO,Atlético Madrid,26,1996,12,10,922,0,0,0,3,0,0.0,0.0,"3,50 mill. €"
218,Dominik Greif,SVK,PO,Mallorca,25,1997,1,1,90,0,0,0,0,0,0.0,0.0,800 mil €
219,Clément Grenier,FRA,Centrocampista,Mallorca,31,1991,21,6,718,0,0,0,7,0,0.2,1.1,"1,50 mill. €"
220,Antoine Griezmann,FRA,Delantero,Atlético Madrid,31,1991,38,31,2859,15,16,31,2,0,12.3,13.9,"1,50 mill. €"
221,Andrés Guardado,MEX,Centrocampista,Betis,35,1986,26,16,1373,1,1,2,7,0,0.3,1.1,"25,00 mill. €"
222,Sergi Guardiola,ESP,Delantero,Valladolid,31,1991,14,8,502,0,0,0,1,0,1.0,0.1,-
223,Sergi Guardiola,ESP,Delantero,Cádiz,31,1991,17,14,1165,3,0,3,2,0,3.4,0.5,"20,00 mill. €"
224,Nemanja Gudelj,SRB,Defensa,Sevilla,30,1991,34,31,2779,3,1,4,8,0,1.7,0.4,"4,00 mill. €"
225,Javier Guerra,ESP,Centrocampista,Valencia,19,2003,10,6,605,1,0,1,0,0,0.9,1.1,"1,50 mill. €"
226,Ander Guevara,ESP,Centrocampista,Real Sociedad,25,1997,8,2,221,0,0,0,2,0,0.0,0.7,"2,50 mill. €"
227,Pape Gueye,SEN,Centrocampista,Sevilla,23,1999,16,15,1171,1,3,4,6,3,1.3,1.2,"4,00 mill. €"
228,Gerard Gumbau,ESP,Centrocampista,Elche,27,1994,35,31,2737,1,6,7,11,0,2.3,6.2,"10,00 mill. €"
229,Gorka Guruzeta,ESP,Delantero,Athletic Club,25,1996,30,17,1421,6,1,7,2,0,6.1,1.0,"3,50 mill. €"
230,Raúl Guti,ESP,Centrocampista,Elche,25,1996,28,12,1117,0,0,0,1,0,1.6,0.1,"2,00 mill. €"
231,Miguel Gutiérrez,ESP,Defensa,Girona,21,2001,34,27,2390,2,3,5,6,0,0.8,3.3,"15,00 mill. €"
232,Munir El Haddadi,MAR,Centrocampista,Getafe,26,1995,28,10,1150,3,1,4,4,0,2.7,1.2,"2,00 mill. €"
233,Dennis Hadzikadunic,BIH,Defensa,Mallorca,24,1998,8,7,614,0,0,0,1,0,0.3,0.0,-
234,Haissem Hassan,FRA,Delantero,Villarreal,20,2002,2,0,52,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
235,Eden Hazard,BEL,Delantero,Real Madrid,31,1991,6,2,196,0,1,1,0,0,1.0,0.5,"15,00 mill. €"
236,Luiz Henrique,BRA,Delantero,Betis,21,2001,33,21,1807,1,3,4,6,0,3.2,2.9,"3,00 mill. €"
237,Mario Hermoso,ESP,Defensa,Atlético Madrid,27,1995,26,24,2110,3,2,5,7,2,2.1,1.4,"20,00 mill. €"
238,Javi Hernández,ESP,Defensa,Girona,24,1998,25,13,1116,1,2,3,3,0,1.3,0.9,600 mil €
239,Aridane Hernández,ESP,Defensa,Osasuna,33,1989,23,20,1793,0,1,1,1,0,0.2,0.7,600 mil €
240,Luis Hernández,ESP,Defensa,Cádiz,33,1989,35,35,3149,0,0,0,8,1,0.3,0.9,"3,00 mill. €"
241,Mario Hernández,ESP,Defensa,Rayo Vallecano,23,1999,3,1,103,0,0,0,1,0,0.1,0.0,"1,00 mill. €"
242,Jorge Herrando,ESP,Defensa,Osasuna,21,2001,1,1,25,0,0,0,0,1,0.0,0.0,"6,00 mill. €"
243,Ander Herrera,ESP,Centrocampista,Athletic Club,32,1989,17,9,697,0,1,1,4,1,0.5,0.9,"2,50 mill. €"
244,Sergio Herrera,ESP,PO,Osasuna,29,1993,17,17,1530,0,0,0,3,0,0.0,0.0,"10,00 mill. €"
245,Yangel Herrera,VEN,Centrocampista,Girona,24,1998,20,12,963,2,2,4,4,0,2.3,1.0,"1,00 mill. €"
246,Omar El Hilali,MAR,Defensa,Espanyol,18,2003,5,1,92,0,0,0,1,0,0.0,0.0,"1,00 mill. €"
247,Martin Hongla,CMR,Defensa,Valladolid,24,1998,16,15,1306,0,0,0,7,2,0.0,0.3,-
248,Pablo Ibáñez,ESP,Centrocampista,Osasuna,23,1998,25,12,1064,0,1,1,1,0,1.3,0.8,"3,00 mill. €"
249,Iglesias,ESP,Defensa,Getafe,24,1998,32,21,2146,1,0,1,7,0,0.9,1.0,"10,00 mill. €"
250,Borja Iglesias,ESP,Delantero,Betis,29,1993,35,29,2365,15,3,18,2,1,14.9,2.8,"2,00 mill. €"
251,Asier Illarramendi,ESP,Centrocampista,Real Sociedad,32,1990,24,13,1076,1,0,1,5,0,0.8,0.4,"70,00 mill. €"
252,Alexander Isak,SWE,Delantero,Real Sociedad,22,1999,2,2,152,1,0,1,0,0,0.2,0.1,"4,00 mill. €"
253,Isco,ESP,Centrocampista,Sevilla,30,1992,12,10,799,0,2,2,5,0,0.4,1.7,"8,00 mill. €"
254,Nicolas Jackson,SEN,Delantero,Villarreal,21,2001,26,16,1598,12,4,16,6,1,8.0,3.3,"90,00 mill. €"
255,Adnan Januzaj,BEL,Delantero,Sevilla,27,1995,2,1,47,0,0,0,0,0,0.0,0.0,"8,00 mill. €"
256,Luis Javier Suárez,COL,Delantero,Almería,24,1997,21,18,1490,4,4,8,4,1,4.4,2.1,"6,00 mill. €"
257,Joaquín,ESP,Centrocampista,Betis,41,1981,22,2,496,0,2,2,2,0,0.7,1.8,-
258,Frenkie de Jong,NED,Centrocampista,Barcelona,25,1997,33,29,2534,2,4,6,3,0,2.4,4.3,"6,00 mill. €"
259,Joan Jordán,ESP,Centrocampista,Sevilla,28,1994,23,19,1592,0,1,1,8,0,0.9,0.6,"5,00 mill. €"
260,Josan,ESP,Defensa,Elche,32,1989,26,9,1078,1,3,4,3,0,0.4,1.6,"35,00 mill. €"
261,Willian José,BRA,Delantero,Betis,30,1991,28,6,731,2,1,3,1,0,2.9,1.3,"6,00 mill. €"
262,Joselu,ESP,Delantero,Espanyol,32,1990,34,33,2990,16,2,18,2,0,14.5,2.4,"10,00 mill. €"
263,Juanmi,ESP,Delantero,Betis,29,1993,22,9,925,4,0,4,3,0,3.7,0.9,"6,00 mill. €"
264,Juanpe,ESP,Defensa,Girona,31,1991,19,17,1426,1,0,1,3,0,0.5,0.2,"1,50 mill. €"
265,Lago Junior,CIV,Delantero,Mallorca,31,1990,5,0,52,0,0,0,0,0,0.0,0.0,900 mil €
266,Vinicius Júnior,BRA,Delantero,Real Madrid,22,2000,33,32,2823,10,9,19,10,1,10.5,9.4,"150,00 mill. €"
267,Filip Jørgensen,DEN,PO,Villarreal,20,2002,2,2,180,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
268,Tino Kadewere,ZIM,Delantero,Mallorca,26,1996,15,5,542,1,0,1,1,0,1.6,0.6,"3,00 mill. €"
269,Kaiky,BRA,Defensa,Almería,18,2004,13,7,581,0,0,0,5,0,0.1,0.0,"3,00 mill. €"
270,Jon Karrikaburu,ESP,Delantero,Real Sociedad,19,2002,6,0,93,0,0,0,1,0,0.3,0.3,"3,00 mill. €"
271,Kenedy,BRA,Delantero,Valladolid,26,1996,12,2,275,0,1,1,3,0,0.5,0.6,"1,50 mill. €"
272,Franck Kessié,CIV,Centrocampista,Barcelona,25,1996,28,7,990,1,1,2,4,0,1.8,0.7,"20,00 mill. €"
273,Kiké,ESP,Delantero,Osasuna,32,1989,35,7,1021,2,0,2,5,0,4.4,1.1,"16,00 mill. €"
274,Justin Kluivert,NED,Delantero,Valencia,23,1999,26,15,1447,6,0,6,4,0,6.6,2.4,"4,50 mill. €"
275,Koke,ESP,Centrocampista,Atlético Madrid,30,1992,33,30,2545,0,3,3,4,0,0.8,1.7,"6,00 mill. €"
276,Luca Koleosho,ITA,Delantero,Espanyol,17,2004,4,0,59,1,0,1,0,0,0.0,0.0,"14,00 mill. €"
277,Geoffrey Kondogbia,CTA,Centrocampista,Atlético Madrid,29,1993,20,10,1006,0,2,2,5,0,0.7,0.9,"60,00 mill. €"
278,Jules Koundé,FRA,Defensa,Barcelona,23,1998,29,28,2426,1,3,4,2,0,1.1,2.8,"15,00 mill. €"
279,Toni Kroos,GER,Centrocampista,Real Madrid,32,1990,30,25,2155,2,4,6,2,1,1.4,4.4,"14,00 mill. €"
280,César de la Hoz,ESP,Centrocampista,Almería,30,1992,25,18,1673,1,0,1,6,0,0.4,0.9,"1,20 mill. €"
281,Luca de la Torre,USA,Centrocampista,Celta Vigo,24,1998,28,16,1481,0,2,2,6,0,1.1,1.4,"3,00 mill. €"
282,Érik Lamela,ARG,Delantero,Sevilla,30,1992,32,20,1844,6,0,6,10,1,5.3,1.4,"7,00 mill. €"
283,Cyle Larin,CAN,Delantero,Valladolid,27,1995,19,16,1469,8,3,11,4,0,7.5,2.6,"2,50 mill. €"
284,Juanmi Latasa,ESP,Delantero,Getafe,21,2001,18,2,448,1,0,1,2,0,1.1,0.6,"35,00 mill. €"
285,Toni Lato,ESP,Defensa,Valencia,24,1997,24,9,914,1,0,1,1,0,0.8,0.9,"4,00 mill. €"
286,Lázaro,BRA,Delantero,Almería,20,2002,19,7,716,6,0,6,1,0,4.0,0.8,"5,00 mill. €"
287,Robin Le Normand,ESP,Defensa,Real Sociedad,25,1996,33,31,2796,0,0,0,6,0,1.0,0.1,"10,00 mill. €"
288,Benjamin Lecomte,FRA,PO,Espanyol,31,1991,10,10,899,0,0,0,1,1,0.0,0.1,"4,00 mill. €"
289,Florian Lejeune,FRA,Defensa,Rayo Vallecano,31,1991,31,31,2565,4,0,4,6,3,2.8,0.3,"3,00 mill. €"
290,Iñigo Lekue,ESP,Defensa,Athletic Club,29,1993,20,14,1321,0,1,1,1,0,0.2,0.7,"3,00 mill. €"
291,Sergio León,ESP,Delantero,Valladolid,33,1989,29,14,1334,6,1,7,0,1,3.9,1.2,-
292,Robert Lewandowski,POL,Delantero,Barcelona,33,1988,34,33,2847,23,7,30,4,1,24.3,6.3,"30,00 mill. €"
293,Samuel Lino,BRA,Delantero,Valencia,22,1999,38,33,2887,6,1,7,4,0,7.8,2.1,"20,00 mill. €"
294,Pol Lirola,ESP,Defensa,Elche,24,1997,12,7,628,1,0,1,1,0,0.2,0.7,"2,00 mill. €"
295,Javier Llabrés,ESP,Delantero,Mallorca,19,2002,1,0,17,0,0,0,0,0,0.0,0.0,300 mil €
296,Marcos Llorente,ESP,Centrocampista,Atlético Madrid,27,1995,22,21,1703,1,2,3,5,0,2.1,3.8,"35,00 mill. €"
297,Giovani Lo Celso,ARG,Centrocampista,Villarreal,26,1996,22,14,1126,2,3,5,3,0,2.5,3.3,"14,00 mill. €"
298,David López,ESP,Defensa,Girona,32,1989,20,19,1652,3,1,4,5,0,1.5,0.6,300 mil €
299,Diego López,ESP,PO,Rayo Vallecano,40,1981,2,1,96,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
300,Diego López,ESP,Delantero,Valencia,20,2002,10,5,447,3,1,4,0,0,3.5,1.1,300 mil €
301,Unai López,ESP,Centrocampista,Rayo Vallecano,26,1995,34,12,1254,1,2,3,2,0,1.3,1.4,"3,50 mill. €"
302,Anthony Lozano,HON,Delantero,Cádiz,29,1993,28,14,1443,1,1,2,6,0,2.7,0.8,"2,00 mill. €"
303,Pol Lozano,ESP,Centrocampista,Espanyol,22,1999,4,0,17,0,0,0,1,0,0.0,0.0,"2,00 mill. €"
304,José Luis Gayà,ESP,Defensa,Valencia,27,1995,31,31,2709,1,3,4,4,0,1.9,5.5,"30,00 mill. €"
305,José Luis Morales,ESP,Delantero,Villarreal,35,1987,29,11,1211,7,0,7,2,0,6.5,1.6,"2,50 mill. €"
306,Andriy Lunin,UKR,PO,Real Madrid,23,1999,7,7,630,0,0,0,0,0,0.0,0.0,"1,30 mill. €"
307,Awer Mabil,AUS,Centrocampista,Cádiz,26,1995,5,1,165,0,0,0,0,0,0.2,0.0,"1,80 mill. €"
308,Darwin Machís,VEN,Delantero,Valladolid,29,1993,11,7,599,0,1,1,1,0,1.1,2.1,"8,00 mill. €"
309,Pablo Maffeo,ESP,Defensa,Mallorca,25,1997,35,34,2975,2,4,6,6,1,1.8,3.0,"6,00 mill. €"
310,Lisandro Magallán,ARG,Defensa,Elche,28,1993,14,11,902,0,0,0,0,1,0.6,0.1,"5,00 mill. €"
311,Nemanja Maksimović,SRB,Centrocampista,Getafe,27,1995,29,26,2053,0,0,0,3,0,1.8,0.6,"3,00 mill. €"
312,Hugo Mallo,ESP,Defensa,Celta Vigo,31,1991,26,26,2163,0,1,1,6,1,1.4,2.6,"1,50 mill. €"
313,Mickael Malsa,MTQ,Centrocampista,Valladolid,26,1995,5,0,69,0,0,0,0,0,0.0,0.0,"30,00 mill. €"
314,Giorgi Mamardashvili,GEO,PO,Valencia,21,2000,38,38,3420,0,0,0,3,0,0.0,0.0,"20,00 mill. €"
315,Reinildo Mandava,MOZ,Defensa,Atlético Madrid,28,1994,22,22,1857,0,0,0,4,0,0.4,0.5,"2,50 mill. €"
316,Aïssa Mandi,ALG,Defensa,Villarreal,30,1991,21,16,1461,0,0,0,1,0,0.1,0.3,"3,00 mill. €"
317,Marcão,BRA,Defensa,Sevilla,26,1996,5,4,375,0,0,0,2,0,0.0,0.0,"1,50 mill. €"
318,Agustín Marchesín,ARG,PO,Celta Vigo,34,1988,19,19,1710,0,0,0,2,0,0.0,0.0,"6,00 mill. €"
319,Óscar de Marcos,ESP,Defensa,Athletic Club,33,1989,37,32,2819,1,6,7,7,0,0.4,3.5,"1,80 mill. €"
320,Alberto Marí,ESP,Delantero,Valencia,21,2001,5,0,86,1,0,1,1,0,0.2,0.0,-
321,José Mari,ESP,Centrocampista,Cádiz,34,1987,18,2,397,0,0,0,4,0,0.1,0.3,"35,00 mill. €"
322,José María Giménez,URU,Defensa,Atlético Madrid,27,1995,28,26,2423,2,1,3,9,0,2.0,0.6,"3,50 mill. €"
323,Mariano,DOM,Delantero,Real Madrid,28,1993,9,1,157,0,0,0,2,0,0.6,0.4,"1,50 mill. €"
324,Pablo Marín,ESP,Centrocampista,Real Sociedad,19,2003,10,3,360,0,0,0,1,0,1.2,0.8,"35,00 mill. €"
325,Diego Mariño,ESP,PO,Almería,32,1990,1,0,45,0,0,0,0,0,0.0,0.0,300 mil €
326,Roger Martí,ESP,Delantero,Elche,31,1991,12,8,655,0,1,1,2,0,0.6,0.7,"2,00 mill. €"
327,Roger Martí,ESP,Delantero,Cádiz,31,1991,14,8,639,1,0,1,1,0,2.5,0.5,"2,00 mill. €"
328,Ander Martin,ESP,Centrocampista,Real Sociedad,21,2000,3,0,41,0,0,0,0,0,0.0,0.1,"4,00 mill. €"
329,Andrés Martín,ESP,Delantero,Rayo Vallecano,23,1999,9,3,205,0,0,0,1,0,0.5,0.5,-
330,Carlos Martín,ESP,Delantero,Atlético Madrid,20,2002,4,0,28,0,0,0,1,0,0.1,0.0,-
331,Iván Martín,ESP,Centrocampista,Girona,23,1999,24,18,1586,3,3,6,2,0,2.4,2.2,"4,00 mill. €"
332,Arnau Martinez,ESP,Defensa,Girona,19,2003,33,32,2732,3,4,7,11,0,1.9,4.3,"15,00 mill. €"
333,Iñigo Martínez,ESP,Defensa,Athletic Club,31,1991,15,15,1338,1,0,1,1,0,0.8,0.3,"8,00 mill. €"
334,Roger Martínez,ESP,Defensa,Espanyol,18,2004,1,0,7,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
335,Omar Mascarell,ESP,Centrocampista,Elche,29,1993,28,28,2447,0,1,1,6,0,0.4,1.1,"1,00 mill. €"
336,Jordi Masip,ESP,PO,Valladolid,33,1989,28,28,2507,0,0,0,4,0,0.0,0.0,"1,00 mill. €"
337,Jaime Mata,ESP,Delantero,Getafe,33,1988,18,5,437,1,1,2,5,0,1.9,1.3,"9,00 mill. €"
338,Borja Mayoral,ESP,Delantero,Getafe,25,1997,35,33,2759,8,2,10,4,0,7.9,2.7,"1,20 mill. €"
339,Mamadou Mbaye,SEN,Defensa,Cádiz,24,1998,14,7,760,0,0,0,2,0,0.1,0.2,700 mil €
340,Fernando Medrano,ESP,Defensa,Celta Vigo,22,2000,1,0,13,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
341,Gonzalo Melero,ESP,Centrocampista,Almería,28,1994,27,24,1855,4,3,7,5,0,3.0,1.8,500 mil €
342,Memphis,NED,Delantero,Atlético Madrid,28,1994,8,3,270,4,0,4,1,0,3.0,0.5,"14,00 mill. €"
343,Memphis,NED,Delantero,Barcelona,28,1994,2,2,114,1,0,1,0,0,0.9,0.1,"1,50 mill. €"
344,Houboulang Mendes,GNB,Defensa,Almería,24,1998,14,11,886,0,1,1,2,0,0.0,0.3,"14,00 mill. €"
345,Brais Méndez,ESP,Centrocampista,Real Sociedad,25,1997,34,28,2407,8,4,12,6,0,5.6,3.8,"30,00 mill. €"
346,Diego Méndez,ESP,Centrocampista,Rayo Vallecano,18,2003,1,0,1,0,0,0,0,0,0.0,0.0,200 mil €
347,Ferland Mendy,FRA,Defensa,Real Madrid,27,1995,18,17,1351,0,1,1,2,0,0.3,0.6,"1,20 mill. €"
348,Jorge Meré,ESP,Defensa,Cádiz,25,1997,10,6,601,0,0,0,0,0,0.2,0.0,"20,00 mill. €"
349,Mikel Merino,ESP,Centrocampista,Real Sociedad,26,1996,33,28,2494,2,9,11,5,1,4.3,5.4,"50,00 mill. €"
350,Roque Mesa,ESP,Centrocampista,Valladolid,33,1989,29,20,1617,2,1,3,11,1,1.4,1.0,"1,80 mill. €"
351,Éder Militão,BRA,Defensa,Real Madrid,24,1998,33,30,2703,5,0,5,4,0,2.4,0.6,"70,00 mill. €"
352,Luis Milla,ESP,Centrocampista,Getafe,27,1994,27,22,1856,0,3,3,6,1,0.3,1.3,-
353,Pere Milla,ESP,Delantero,Elche,29,1992,31,21,1843,6,1,7,7,0,5.4,1.2,"1,00 mill. €"
354,Marko Milovanović,SRB,Delantero,Almería,18,2003,2,0,15,0,0,0,1,0,0.1,0.0,"3,00 mill. €"
355,Óscar Mingueza,ESP,Defensa,Celta Vigo,23,1999,21,13,1284,0,0,0,2,0,0.4,1.4,"3,00 mill. €"
356,Rafa Mir,ESP,Delantero,Sevilla,25,1997,26,16,1298,6,0,6,1,0,7.4,1.0,"6,00 mill. €"
357,Juan Miranda,ESP,Defensa,Betis,22,2000,21,16,1472,3,2,5,1,1,2.4,2.9,"2,00 mill. €"
358,Stefan Mitrović,SRB,Defensa,Getafe,32,1990,22,18,1680,0,0,0,5,0,0.1,0.0,"9,00 mill. €"
359,Luka Modrić,CRO,Centrocampista,Real Madrid,36,1985,33,19,1744,4,3,7,7,0,4.2,4.5,"3,00 mill. €"
360,Johan Mojica,COL,Defensa,Villarreal,29,1992,17,5,642,0,0,0,0,0,0.1,0.9,"10,00 mill. €"
361,Johan Mojica,COL,Defensa,Elche,29,1992,3,3,270,0,0,0,2,0,0.1,0.3,"12,00 mill. €"
362,Nahuel Molina,ARG,Defensa,Atlético Madrid,24,1998,33,33,2867,4,2,6,7,1,2.6,3.9,"50,00 mill. €"
363,Jon Moncayola,ESP,Centrocampista,Osasuna,24,1998,37,25,2448,1,3,4,6,0,2.0,1.8,"3,00 mill. €"
364,Monchu,ESP,Centrocampista,Valladolid,22,1999,33,23,2031,3,2,5,10,0,2.5,2.0,"5,00 mill. €"
365,César Montes,MEX,Defensa,Espanyol,25,1997,20,18,1590,3,0,3,6,0,0.9,0.0,"6,00 mill. €"
366,Gonzalo Montiel,ARG,Defensa,Sevilla,25,1997,28,17,1524,0,3,3,8,1,0.8,2.1,"12,00 mill. €"
367,Martín Montoya,ESP,Defensa,Betis,31,1991,6,6,453,0,0,0,1,0,0.0,0.7,900 mil €
368,Álvaro Morata,ESP,Delantero,Atlético Madrid,29,1992,36,23,1900,13,2,15,4,0,11.8,2.0,"20,00 mill. €"
369,Jon Morcillo,ESP,Delantero,Athletic Club,23,1998,10,0,76,0,1,1,0,0,0.1,0.3,"1,50 mill. €"
370,Alberto Moreno,ESP,Defensa,Villarreal,30,1992,24,14,1296,0,1,1,7,0,0.9,1.4,"15,00 mill. €"
371,Álex Moreno,ESP,Defensa,Betis,29,1993,15,15,1350,0,3,3,1,0,1.3,1.5,-
372,Diego Moreno,ESP,Defensa,Osasuna,21,2001,11,7,638,0,0,0,1,0,0.4,0.2,"2,00 mill. €"
373,Gerard Moreno,ESP,Delantero,Villarreal,30,1992,21,14,1230,7,3,10,4,0,8.7,2.7,"15,00 mill. €"
374,Tete Morente,ESP,Centrocampista,Elche,25,1996,32,23,2068,4,0,4,5,0,4.2,1.1,"2,50 mill. €"
375,Ilaix Moriba,GUI,Centrocampista,Valencia,19,2003,24,10,1011,0,2,2,6,2,1.2,1.0,"4,00 mill. €"
376,Manu Morlanes,ESP,Centrocampista,Villarreal,23,1999,4,2,158,0,0,0,0,1,0.0,0.0,"2,50 mill. €"
377,Manu Morlanes,ESP,Centrocampista,Mallorca,23,1999,12,9,706,1,0,1,3,0,0.3,0.7,"2,50 mill. €"
378,Loren Morón,ESP,Delantero,Betis,28,1993,2,0,15,0,0,0,1,0,0.0,0.0,"2,00 mill. €"
379,Cristhian Mosquera,COL,Defensa,Valencia,18,2004,3,1,145,0,0,0,0,0,0.2,0.0,"2,00 mill. €"
380,Abdul Mumin,GHA,Defensa,Rayo Vallecano,24,1998,16,9,922,0,0,0,2,0,0.4,0.0,"1,50 mill. €"
381,Iker Muniain,ESP,Centrocampista,Athletic Club,29,1992,30,19,1689,0,3,3,2,0,3.0,3.9,"9,00 mill. €"
382,Aihen Muñoz,ESP,Defensa,Real Sociedad,24,1997,23,20,1756,0,1,1,2,0,0.2,0.9,"6,00 mill. €"
383,Álvaro Muñoz,URU,Delantero,Real Madrid,18,2004,6,0,79,1,1,2,0,0,0.2,0.3,-
384,Iker Muñoz,ESP,Centrocampista,Osasuna,19,2002,8,2,254,0,0,0,0,0,0.1,0.0,"5,00 mill. €"
385,Pablo Muñoz,ESP,Centrocampista,Rayo Vallecano,18,2003,2,0,12,0,0,0,0,0,0.0,0.0,50 mil €
386,Vedat Muriqi,KVX,Delantero,Mallorca,28,1994,35,34,2937,15,3,18,6,1,12.5,2.1,"15,00 mill. €"
387,Yunus Musah,USA,Centrocampista,Valencia,19,2002,33,26,2110,0,2,2,10,1,1.8,1.8,"20,00 mill. €"
388,Francisco Mwepu,ZAM,Delantero,Cádiz,22,2000,1,0,21,0,0,0,0,0,0.0,0.0,300 mil €
389,Nacho,ESP,Defensa,Real Madrid,32,1990,27,18,1637,1,1,2,7,0,0.8,0.9,"5,00 mill. €"
390,Juanjo Narváez,COL,Centrocampista,Valladolid,27,1995,5,1,148,0,0,0,0,0,0.2,0.0,800 mil €
391,Matija Nastasić,SRB,Defensa,Mallorca,29,1993,14,10,906,1,0,1,3,0,0.5,0.0,"1,50 mill. €"
392,Roberto Navarro,ESP,Centrocampista,Real Sociedad,20,2002,17,1,351,0,0,0,2,0,1.0,1.2,"6,00 mill. €"
393,Tanguy Nianzou,FRA,Defensa,Sevilla,20,2002,19,16,1366,1,0,1,1,1,0.5,0.0,-
394,Saúl Ñíguez,ESP,Centrocampista,Atlético Madrid,27,1994,31,11,1100,3,1,4,8,0,2.4,0.7,"12,00 mill. €"
395,Fernando Niño,ESP,Centrocampista,Villarreal,21,2000,3,0,22,0,0,0,0,0,0.1,0.0,"3,00 mill. €"
396,Unai Núñez,ESP,Defensa,Celta Vigo,25,1997,36,35,3151,0,0,0,8,0,1.2,0.1,"6,00 mill. €"
397,Jan Oblak,SVN,PO,Atlético Madrid,29,1993,28,28,2492,0,0,0,1,0,0.0,0.0,"35,00 mill. €"
398,Brian Ocampo,URU,Centrocampista,Cádiz,23,1999,18,15,1119,1,1,2,2,0,0.5,1.7,"1,50 mill. €"
399,Lucas Ocampos,ARG,Delantero,Sevilla,28,1994,19,11,1165,4,0,4,7,0,4.5,1.4,"12,00 mill. €"
400,Álvaro Odriozola,ESP,Defensa,Real Madrid,26,1995,3,0,39,0,0,0,0,0,0.2,0.3,"4,00 mill. €"
401,Olasagasti,ESP,Centrocampista,Real Sociedad,21,2000,3,0,65,0,0,0,0,0,0.0,0.0,"2,50 mill. €"
402,Lucas Olaza,URU,Defensa,Valladolid,28,1994,23,16,1494,0,1,1,3,0,0.4,1.0,"1,50 mill. €"
403,Brian Oliván,ESP,Defensa,Espanyol,28,1994,30,29,2403,1,7,8,7,0,0.6,4.3,"6,00 mill. €"
404,Lucas Oliveira Rosa,BRA,Defensa,Valladolid,22,2000,17,11,931,0,1,1,3,0,0.4,1.0,"1,00 mill. €"
405,Pedro Ortiz,ESP,Centrocampista,Sevilla,21,2000,1,0,1,0,0,0,0,0,0.0,0.0,800 mil €
406,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,25,1997,23,14,1214,4,1,5,1,0,4.6,2.2,"40,00 mill. €"
407,Cenk Özkacar,TUR,Defensa,Valencia,21,2000,17,14,1365,0,0,0,1,0,0.8,0.2,"5,00 mill. €"
408,Jon Pacheco,ESP,Defensa,Real Sociedad,21,2001,17,12,1193,0,1,1,2,0,0.1,0.1,"2,00 mill. €"
409,Gonçalo Paciência,POR,Delantero,Celta Vigo,27,1994,25,5,662,2,0,2,2,1,1.9,0.6,"8,00 mill. €"
410,Helibelton Palacios,COL,Defensa,Elche,29,1993,24,23,1915,0,0,0,6,0,0.4,0.7,"1,20 mill. €"
411,Isaac Palazón Camacho,ESP,Delantero,Rayo Vallecano,27,1994,37,36,2965,9,5,14,4,0,7.7,5.2,"12,00 mill. €"
412,Aitor Paredes,ESP,Defensa,Athletic Club,22,2000,16,9,859,0,0,0,3,0,0.5,0.4,"8,00 mill. €"
413,Daniel Parejo,ESP,Centrocampista,Villarreal,33,1989,37,37,3285,3,4,7,6,0,4.7,4.1,"4,00 mill. €"
414,Moises Parra Gutierrez,ESP,Delantero,Getafe,20,2002,1,0,10,0,0,0,0,0,0.0,0.0,300 mil €
415,Raúl Parra,ESP,Defensa,Cádiz,22,1999,6,4,310,0,0,0,1,0,0.0,0.0,400 mil €
416,Pascu,ESP,Defensa,Villarreal,19,2003,2,0,10,1,0,1,0,0,0.1,0.0,"2,50 mill. €"
417,Javier Pastore,ARG,Centrocampista,Elche,33,1989,1,0,5,0,0,0,0,0,0.0,0.0,25 mil €
418,Gabriel Paulista,BRA,Defensa,Valencia,31,1990,21,18,1504,1,0,1,4,2,0.7,0.3,"12,00 mill. €"
419,Alfonso Pedraza,ESP,Defensa,Villarreal,26,1996,26,20,1633,0,3,3,5,0,1.2,2.0,"100,00 mill. €"
420,Pedri,ESP,Centrocampista,Barcelona,19,2002,26,22,1976,6,1,7,2,0,4.9,5.0,"15,00 mill. €"
421,Adrià Pedrosa,ESP,Defensa,Espanyol,24,1998,7,2,229,0,0,0,0,0,0.1,0.7,"5,00 mill. €"
422,Iñaki Peña,ESP,PO,Barcelona,23,1999,2,0,73,0,0,0,0,0,0.0,0.0,"4,00 mill. €"
