Jugador,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Ganso,27,1989.0,8.0,7.0,519.0,2.0,0.0,2.0,0.0,0.0,1.4,0.4
Gareth Bale,32,1989.0,19.2,13.4,1174.8,7.6,1.8,9.4,3.2,0.2,6.380000000000001,2.3
Gary Cahill,34,1985.0,22.5,22.5,1983.5,0.5,1.0,1.5,2.0,0.0,1.15,0.4
Gary Medel,34,1987.0,24.0,19.25,1649.0,0.0,0.75,0.75,6.5,0.5,0.15000000000000002,0.27499999999999997
Gastón Brugman,27,1992.0,24.5,19.0,1537.0,0.5,1.5,2.0,6.0,0.0,0.75,1.9
Gastón Pereiro,26,1995.0,18.0,5.0,531.6666666666666,2.3333333333333335,1.3333333333333333,3.6666666666666665,1.3333333333333333,0.0,1.3999999999999997,1.0666666666666667
Gastón Ramírez,29,1990.0,25.5,14.5,1180.5,3.5,3.0,6.5,5.0,0.0,3.35,2.7
Gastón Silva,26,1994.0,12.0,6.0,600.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Gastón Álvarez,23,2000.0,17.0,13.5,1247.0,1.5,0.0,1.5,5.0,0.5,0.4,0.30000000000000004
Gavi,19,2004.0,27.333333333333332,22.666666666666668,1930.3333333333333,1.6666666666666667,3.3333333333333335,5.0,8.666666666666666,0.3333333333333333,2.566666666666667,2.6666666666666665
Gavin Bazunu,20,2002.0,32.0,32.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Gaël Kakuta,27,1991.0,12.0,9.0,717.0,1.0,0.0,1.0,1.0,0.0,1.1,0.2
Gaëtan Bong,31,1988.0,4.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Gedson Fernandes,20,1999.0,7.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Gelson Martins,23,1995.0,8.0,1.0,229.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Gennaro Acampora,26,1994.0,14.0,2.0,441.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Gennaro Borrelli,23,2000.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gennaro Tutino,22,1996.0,6.0,2.0,225.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Geoffrey Kondogbia,29,1993.0,22.142857142857142,15.0,1372.142857142857,1.0,1.4285714285714286,2.4285714285714284,5.857142857142857,0.42857142857142855,0.9571428571428573,0.8571428571428573
George Abbott,16,2005.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Baldock,30,1993.0,25.666666666666668,25.333333333333332,2249.0,0.6666666666666666,2.0,2.6666666666666665,5.666666666666667,0.0,0.6,1.7666666666666666
George Hirst,20,1999.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
George Pușcaș,27,1996.0,7.0,1.0,183.0,0.0,0.0,0.0,0.0,0.0,2.1,0.1
Georges-Kévin N'Koudou,24,1995.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgi Tunjov,18,2001.0,10.0,3.0,284.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Georginio Rutter,20,2002.0,11.0,1.0,273.0,0.0,1.0,1.0,0.0,0.0,0.4,0.3
Georginio Wijnaldum,31,1990.0,29.666666666666668,26.333333333333332,2215.0,2.6666666666666665,0.0,2.6666666666666665,0.3333333333333333,0.0,2.466666666666667,0.9666666666666668
Gerard Deulofeu,28,1994.0,20.2,16.6,1405.2,4.2,3.6,7.8,2.8,0.0,4.18,3.66
Gerard Gumbau,28,1994.0,24.0,18.6,1664.6,0.6,2.6,3.2,7.8,0.4,1.26,2.2600000000000002
Gerard Moreno,31,1992.0,27.285714285714285,23.571428571428573,2065.714285714286,12.714285714285714,3.142857142857143,15.857142857142858,3.0,0.0,11.77142857142857,4.685714285714285
Gerard Piqué,35,1987.0,25.166666666666668,24.333333333333332,2138.5,1.3333333333333333,0.3333333333333333,1.6666666666666667,7.666666666666667,0.3333333333333333,1.8500000000000003,0.6
Gerard Valentín,24,1993.0,3.0,2.0,158.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Gerard Yepes,19,2002.0,4.5,1.0,109.5,0.0,0.0,0.0,1.0,0.0,0.05,0.0
Germán Pezzella,32,1991.0,26.4,25.8,2242.2,1.0,0.2,1.2,5.8,0.8,1.48,0.32
Germán Sánchez,34,1986.0,31.333333333333332,26.666666666666668,2410.0,2.3333333333333335,0.6666666666666666,3.0,11.333333333333334,1.0,1.8333333333333333,0.26666666666666666
Germán Valera,19,2002.0,2.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Gervinho,33,1987.0,29.0,26.0,2145.5,6.0,2.5,8.5,1.5,0.0,6.45,2.45
Gerónimo Rulli,30,1992.0,20.2,20.2,1818.0,0.0,0.0,0.0,1.8,0.2,0.0,0.0
Giacomo Bonaventura,34,1989.0,27.4,20.2,1751.2,4.0,2.8,6.8,4.6,0.4,3.44,2.42
Giacomo Manzari,18,2000.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giacomo Quagliata,22,2000.0,20.0,6.0,699.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0
Giacomo Raspadori,23,2000.0,18.833333333333332,10.833333333333334,993.8333333333334,3.8333333333333335,1.3333333333333333,5.166666666666667,1.8333333333333333,0.16666666666666666,3.25,1.5333333333333332
Giacomo Ricci,23,1996.0,3.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giacomo Satalino,22,1999.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giacomo Vrioni,21,1998.0,1.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.2,0.05
Giampaolo Pazzini,34,1984.0,12.0,3.0,376.0,2.5,0.0,2.5,0.5,0.0,2.85,0.1
Gian Crespi,19,2001.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gian Marco Ferrari,31,1992.0,26.8,23.6,2148.2,0.4,1.0,1.4,4.8,0.2,1.3199999999999998,0.64
