,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
947,Unai Núñez,ESP,Defensa,Athletic Club,21,1997,12,11,1064,0,0,0,4,0,1.1,0.5,2018-2019
948,Allan Nyom,CMR,Defensa,Leganés,30,1988,23,20,1708,1,1,2,7,1,0.3,2.2,2018-2019
949,Jan Oblak,SVN,PO,Atlético Madrid,25,1993,37,37,3330,0,0,0,1,0,0.0,0.0,2018-2019
950,Álvaro Odriozola,ESP,Defensa,Real Madrid,22,1995,14,14,1178,0,2,2,2,0,0.5,3.2,2018-2019
951,Dani Ojeda,ESP,Centrocampista,Leganés,23,1994,5,2,193,0,0,0,1,0,0.4,0.1,2018-2019
952,Lucas Olaza,URU,Defensa,Celta Vigo,24,1994,10,10,897,0,2,2,2,0,0.0,0.6,2018-2019
953,Oier Olazábal,ESP,PO,Levante,28,1989,21,21,1890,0,0,0,1,0,0.0,0.1,2018-2019
954,Kiko Olivas,ESP,Defensa,Valladolid,29,1988,35,35,3100,0,0,0,6,0,1.3,0.2,2018-2019
955,Paulo Oliveira,POR,Defensa,Eibar,26,1992,28,24,2245,0,0,0,4,0,0.7,0.1,2018-2019
956,Mathías Olivera,URU,Defensa,Getafe,20,1997,14,12,1007,0,1,1,6,1,0.4,0.9,2018-2019
957,Kenneth Omeruo,NGA,Defensa,Leganés,24,1993,28,27,2433,0,0,0,7,0,0.2,0.1,2018-2019
958,Fabián Orellana,CHI,Centrocampista,Eibar,32,1986,33,31,2733,3,5,8,4,0,7.2,5.4,2018-2019
959,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,21,1997,37,36,3153,13,2,15,2,0,11.1,5.0,2018-2019
960,Fernando Pacheco,ESP,PO,Alavés,26,1992,35,35,3150,0,0,0,3,0,0.0,0.1,2018-2019
961,Rubén Pardo,ESP,Centrocampista,Real Sociedad,25,1992,24,16,1368,1,2,3,3,0,1.0,3.2,2018-2019
962,Daniel Parejo,ESP,Centrocampista,Valencia,29,1989,36,35,3061,9,7,16,5,1,8.1,7.8,2018-2019
963,Thomas Partey,GHA,Centrocampista,Atlético Madrid,25,1993,32,22,2070,3,4,7,9,1,1.5,1.3,2018-2019
964,Gabriel Paulista,BRA,Defensa,Valencia,27,1990,30,30,2623,0,1,1,6,0,1.1,0.2,2018-2019
965,Alfonso Pedraza,ESP,Defensa,Villarreal,22,1996,34,22,2095,3,3,6,3,0,3.7,3.9,2018-2019
966,Adrià Pedrosa,ESP,Defensa,Espanyol,20,1998,12,8,763,1,0,1,1,0,0.5,1.0,2018-2019
967,Rubén Peña,ESP,Defensa,Eibar,27,1991,31,30,2674,1,2,3,4,0,0.8,4.4,2018-2019
968,Carles Pérez,ESP,Delantero,Barcelona,20,1998,1,0,18,0,0,0,0,0,0.1,0.0,2018-2019
969,Hernán Pérez,PAR,Delantero,Espanyol,29,1989,19,10,795,1,2,3,1,0,1.2,2.0,2018-2019
970,Rubén Pérez,ESP,Centrocampista,Leganés,29,1989,31,27,2474,0,0,0,7,1,0.3,1.2,2018-2019
971,Pablo Piatti,ARG,Delantero,Espanyol,29,1989,20,6,743,1,0,1,0,0,1.4,1.4,2018-2019
972,Cristiano Piccini,ITA,Defensa,Valencia,25,1992,23,21,1868,1,0,1,3,0,0.5,0.2,2018-2019
973,Tomás Pina Isla,ESP,Centrocampista,Alavés,30,1987,28,27,2340,2,0,2,13,0,1.4,1.2,2018-2019
974,Gerard Piqué,ESP,Defensa,Barcelona,31,1987,35,35,3150,4,2,6,6,0,3.3,1.4,2018-2019
975,Carles Planas,ESP,Defensa,Girona,27,1991,7,4,419,0,1,1,3,0,0.1,0.3,2018-2019
976,Óscar Plano,ESP,Centrocampista,Valladolid,27,1991,33,30,2693,3,4,7,8,0,4.2,3.8,2018-2019
977,Stiven Plaza,ECU,Delantero,Valladolid,19,1999,2,0,38,0,0,0,0,0,0.0,0.0,2018-2019
978,Pere Pons,ESP,Centrocampista,Girona,25,1993,34,32,2792,1,2,3,4,0,1.6,2.0,2018-2019
979,Pedro Porro,ESP,Defensa,Girona,18,1999,32,25,2211,0,4,4,4,0,1.6,2.9,2018-2019
980,Francisco Portillo,ESP,Centrocampista,Getafe,28,1990,32,19,1994,1,4,5,3,1,1.9,2.5,2018-2019
981,Portu,ESP,Delantero,Girona,26,1992,34,33,2821,9,2,11,3,0,7.9,4.2,2018-2019
982,Sergio Postigo,ESP,Defensa,Levante,29,1988,21,17,1449,1,1,2,4,1,0.9,0.7,2018-2019
983,José Pozo,ESP,Centrocampista,Rayo Vallecano,22,1996,29,16,1617,3,0,3,4,0,2.6,1.9,2018-2019
984,Sanjin Prcić,BIH,Centrocampista,Levante,24,1993,10,6,532,0,0,0,3,0,0.2,0.0,2018-2019
985,Quincy Promes,NED,Delantero,Sevilla,26,1992,33,15,1583,2,3,5,2,0,2.9,4.5,2018-2019
986,Javi Puado,ESP,Delantero,Espanyol,20,1998,15,2,359,0,0,0,0,0,0.9,0.5,2018-2019
987,Riqui Puig,ESP,Centrocampista,Barcelona,18,1999,2,2,156,0,0,0,0,0,0.0,0.7,2018-2019
988,Jorge Pulido,ESP,Defensa,Huesca,27,1991,32,32,2785,3,3,6,9,2,2.5,0.7,2018-2019
989,Xavi Quintillà,ESP,Defensa,Villarreal,21,1996,7,7,627,0,0,0,1,0,0.1,0.3,2018-2019
990,Dani Raba,ESP,Centrocampista,Villarreal,22,1995,8,2,191,0,1,1,0,0,0.1,0.8,2018-2019
991,Rafinha,BRA,Delantero,Barcelona,25,1993,5,3,223,0,0,0,1,0,0.4,0.1,2018-2019
992,Ivan Rakitić,CRO,Centrocampista,Barcelona,30,1988,34,29,2643,3,5,8,7,1,2.6,2.0,2018-2019
993,Jonás Ramalho,ESP,Defensa,Girona,25,1993,22,18,1619,1,0,1,4,0,0.8,0.1,2018-2019
994,Sandro Ramírez,ESP,Delantero,Real Sociedad,23,1995,24,10,1055,0,0,0,4,0,2.5,1.2,2018-2019
995,Iván Ramis,ESP,Defensa,Eibar,33,1984,21,20,1677,0,0,0,4,0,1.3,0.1,2018-2019
996,Chris Ramos,ESP,Delantero,Valladolid,21,1997,1,1,63,0,0,0,0,0,0.0,0.0,2018-2019
997,Sergio Ramos,ESP,Defensa,Real Madrid,32,1986,28,28,2474,6,1,7,7,1,7.1,0.6,2018-2019
998,Recio,ESP,Centrocampista,Leganés,27,1991,18,15,1285,0,0,0,9,0,0.3,0.3,2018-2019
999,Sergio Reguilón,ESP,Defensa,Real Madrid,21,1996,14,13,1119,0,2,2,3,0,0.2,1.8,2018-2019
1000,Diego Reyes,MEX,Defensa,Leganés,25,1992,6,4,320,0,0,0,1,0,0.0,0.1,2018-2019
1001,Mikel Rico,ESP,Centrocampista,Athletic Club,33,1984,4,3,242,0,0,0,0,0,0.3,0.0,2018-2019
1002,Asier Riesgo,ESP,PO,Eibar,34,1983,14,14,1260,0,0,0,1,0,0.0,0.0,2018-2019
1003,Cristian Rivera,ESP,Centrocampista,Huesca,21,1997,22,19,1692,2,0,2,2,0,1.7,0.6,2018-2019
1004,Rober,ESP,Defensa,Levante,23,1995,33,32,2854,1,0,1,6,0,0.9,0.7,2018-2019
1005,Sergi Roberto,ESP,Defensa,Barcelona,26,1992,29,23,2088,0,7,7,3,0,0.5,3.6,2018-2019
1006,Patrick Roberts,ENG,Centrocampista,Girona,21,1997,19,6,601,0,0,0,0,0,0.8,0.3,2018-2019
1007,Joel Robles,ESP,PO,Betis,28,1990,5,5,450,0,0,0,0,0,0.0,0.0,2018-2019
1008,Marc Roca,ESP,Centrocampista,Espanyol,21,1996,35,35,3112,1,2,3,9,0,1.7,3.6,2018-2019
1009,Rubén Rochina,ESP,Centrocampista,Levante,27,1991,27,23,1800,4,5,9,13,2,2.4,5.2,2018-2019
1010,Rodri,ESP,Centrocampista,Atlético Madrid,22,1996,34,32,2735,3,1,4,5,0,2.7,1.4,2018-2019
1011,Rodrigo,ESP,Delantero,Valencia,27,1991,33,29,2528,8,6,14,5,1,13.8,4.3,2018-2019
1012,Kévin Rodrigues,POR,Defensa,Real Sociedad,24,1994,7,5,484,0,0,0,1,0,0.1,0.3,2018-2019
1013,Ángel Rodríguez,ESP,Delantero,Getafe,31,1987,37,20,1819,8,3,11,4,0,8.1,3.8,2018-2019
1014,Óscar Rodríguez Arnaiz,ESP,Centrocampista,Leganés,20,1998,31,29,2504,4,3,7,6,0,4.0,4.7,2018-2019
1015,Marko Rog,CRO,Centrocampista,Sevilla,23,1995,10,4,357,0,0,0,5,0,0.1,0.1,2018-2019
1016,Diego Rolán,URU,Centrocampista,Leganés,25,1993,6,2,215,0,0,0,0,0,0.1,0.3,2018-2019
1017,Diego Rolán,URU,Centrocampista,Alavés,25,1993,9,3,298,0,0,0,1,0,0.9,0.2,2018-2019
1018,Facundo Roncaglia,ARG,Defensa,Valencia,31,1987,7,7,601,0,0,0,5,1,0.4,0.0,2018-2019
1019,Facundo Roncaglia,ARG,Defensa,Celta Vigo,31,1987,12,12,1070,0,0,0,3,0,0.0,0.1,2018-2019
1020,Roberto Rosales,VEN,Defensa,Espanyol,29,1988,21,20,1749,3,1,4,2,0,1.1,1.2,2018-2019
1021,Waldo Rubio,ESP,Centrocampista,Valladolid,22,1995,8,5,492,1,0,1,1,0,1.0,0.3,2018-2019
1022,Abel Ruiz,ESP,Delantero,Barcelona,18,2000,1,0,22,0,0,0,0,0,0.4,0.1,2018-2019
1023,Víctor Ruiz,ESP,Defensa,Villarreal,29,1989,22,22,1975,0,0,0,10,0,0.5,0.4,2018-2019
1024,Gerónimo Rulli,ARG,PO,Real Sociedad,26,1992,27,27,2430,0,0,0,3,0,0.0,0.0,2018-2019
1025,Samuel Sáiz,ESP,Centrocampista,Getafe,27,1991,10,2,305,1,0,1,2,0,0.3,0.1,2018-2019
1026,Mikel San José,ESP,Centrocampista,Athletic Club,29,1989,33,16,1733,0,0,0,7,0,1.0,1.7,2018-2019
1027,Antonio Sanabria,PAR,Delantero,Betis,22,1996,15,8,811,2,0,2,2,0,3.3,0.0,2018-2019
1028,Javi Sánchez,ESP,Defensa,Real Madrid,21,1997,1,0,46,0,0,0,1,0,0.0,0.0,2018-2019
1029,Víctor Sánchez,ESP,Centrocampista,Espanyol,30,1987,24,13,1265,0,2,2,9,0,0.5,0.8,2018-2019
1030,Luca Sangalli,ESP,Centrocampista,Real Sociedad,23,1995,18,12,999,1,3,4,0,0,1.5,1.3,2018-2019
1031,Nicola Sansone,ITA,Delantero,Villarreal,26,1991,3,0,37,1,1,2,1,0,0.0,0.0,2018-2019
1032,Roberto Santamaría,ESP,PO,Huesca,33,1985,20,20,1800,0,0,0,1,0,0.0,0.0,2018-2019
1033,Michael Santos,URU,Delantero,Leganés,25,1993,16,5,557,1,3,4,4,0,2.1,0.6,2018-2019
1034,Pablo Sarabia,ESP,Centrocampista,Sevilla,26,1992,33,30,2724,12,13,25,9,0,12.0,11.1,2018-2019
1035,Lluís Sastre,ESP,Centrocampista,Huesca,32,1986,4,1,120,0,0,0,0,0,0.0,0.0,2018-2019
1036,Stefan Savić,MNE,Defensa,Atlético Madrid,27,1991,18,17,1398,0,2,2,5,1,0.7,0.7,2018-2019
1037,Alfa Semedo,GNB,Centrocampista,Espanyol,20,1997,3,0,45,0,0,0,1,0,0.0,0.0,2018-2019
1038,Nélson Semedo,POR,Defensa,Barcelona,24,1993,26,20,1600,1,0,1,4,0,0.3,0.3,2018-2019
1039,Rúben Semedo,POR,Defensa,Huesca,24,1994,11,9,850,0,0,0,4,0,0.6,0.2,2018-2019
1040,Paik Seung-ho,KOR,Delantero,Girona,21,1997,3,0,60,0,0,0,0,0,0.1,0.0,2018-2019
1041,Gaku Shibasaki,JPN,Centrocampista,Getafe,26,1992,7,5,389,0,0,0,0,0,0.2,0.2,2018-2019
1042,Sidnei,BRA,Defensa,Betis,28,1989,24,20,1742,1,0,1,4,0,1.1,0.1,2018-2019
1043,André Silva,POR,Delantero,Sevilla,22,1995,27,25,2159,9,0,9,4,0,10.3,4.3,2018-2019
1044,Jonathan Silva,ARG,Defensa,Leganés,24,1994,30,30,2700,3,6,9,9,0,1.6,5.3,2018-2019
1045,Moses Simon,NGA,Defensa,Levante,23,1995,19,8,785,1,1,2,1,0,1.3,0.7,2018-2019
1046,Unai Simón,ESP,PO,Athletic Club,21,1997,7,7,630,0,0,0,2,0,0.0,0.0,2018-2019
1047,Dimitris Siovas,GRE,Defensa,Leganés,29,1988,34,34,2962,1,0,1,5,0,1.9,1.1,2018-2019
1048,Pione Sisto,DEN,Delantero,Celta Vigo,23,1995,25,8,844,2,1,3,0,0,0.9,1.1,2018-2019
1049,Antonio Sivera,ESP,PO,Alavés,21,1996,3,3,270,0,0,0,0,0,0.0,0.1,2018-2019
1050,Rubén Sobrino,ESP,Delantero,Alavés,26,1992,20,10,965,3,1,4,2,0,1.9,1.2,2018-2019
1051,Rubén Sobrino,ESP,Delantero,Valencia,26,1992,4,2,193,0,0,0,1,0,0.5,0.0,2018-2019
1052,Alex Sola,ESP,Defensa,Real Sociedad,19,1999,1,1,90,0,0,0,0,0,0.1,0.1,2018-2019
1053,Andrés Solano,COL,Defensa,Atlético Madrid,20,1998,1,1,45,0,0,0,0,0,0.0,0.0,2018-2019
1054,Carlos Soler,ESP,Centrocampista,Valencia,21,1997,31,27,2460,2,6,8,9,0,4.1,4.1,2018-2019
1055,Kévin Soni,CMR,Delantero,Girona,20,1998,5,1,82,0,0,0,1,0,0.2,0.1,2018-2019
1056,David Soria,ESP,PO,Getafe,25,1993,37,37,3330,0,0,0,0,0,0.0,0.1,2018-2019
1057,Juan Soriano,ESP,PO,Sevilla,20,1997,4,4,359,0,0,0,2,1,0.0,0.0,2018-2019
1058,Cristhian Stuani,URU,Delantero,Girona,31,1986,32,30,2729,19,0,19,9,0,14.1,1.0,2018-2019
1059,Damián Suárez,URU,Defensa,Getafe,30,1988,36,36,3240,0,3,3,13,0,0.5,4.9,2018-2019
1060,Denis Suárez,ESP,Centrocampista,Barcelona,24,1994,2,0,19,0,0,0,0,0,0.4,0.1,2018-2019
1061,Leonardo Suárez,ARG,Delantero,Valladolid,22,1996,12,7,517,2,0,2,0,0,1.3,0.3,2018-2019
1062,Luis Suárez,URU,Delantero,Barcelona,31,1987,33,31,2827,21,6,27,5,0,23.1,6.9,2018-2019
1063,Mario Suárez,ESP,Centrocampista,Rayo Vallecano,31,1987,14,11,1026,2,0,2,5,0,1.1,0.7,2018-2019
1064,Markel Susaeta,ESP,Delantero,Athletic Club,30,1987,22,15,1379,1,2,3,4,1,0.7,3.2,2018-2019
1065,Rodrigo Tarín,ESP,Defensa,Leganés,22,1996,18,15,1429,0,0,0,3,0,0.3,0.1,2018-2019
1066,Cristian Tello,ESP,Defensa,Betis,26,1991,29,13,1573,4,6,10,3,0,2.9,4.0,2018-2019
1067,Marc-André ter Stegen,GER,PO,Barcelona,26,1992,35,35,3150,0,0,0,0,0,0.0,0.0,2018-2019
1068,David Timor,ESP,Centrocampista,Girona,28,1989,2,2,163,0,0,0,0,0,0.0,0.0,2018-2019
1069,Tito,ESP,Defensa,Rayo Vallecano,33,1985,15,12,1098,0,0,0,2,0,0.0,0.2,2018-2019
1070,Jean-Clair Todibo,FRA,Defensa,Barcelona,18,1999,2,2,157,0,0,0,2,0,0.0,0.0,2018-2019
1071,Karl Toko Ekambi,CMR,Delantero,Villarreal,25,1992,34,24,2144,10,1,11,5,0,10.6,2.1,2018-2019
1072,Raúl de Tomás,ESP,Delantero,Rayo Vallecano,23,1994,33,32,2813,14,1,15,5,0,15.6,1.5,2018-2019
1073,Toño,ESP,Defensa,Levante,28,1989,21,21,1763,1,2,3,4,0,1.3,1.2,2018-2019
1074,Daniel Torres,COL,Centrocampista,Alavés,28,1989,2,1,71,0,0,0,1,0,0.0,0.0,2018-2019
1075,Ferrán Torres,ESP,Centrocampista,Valencia,18,2000,24,8,850,2,1,3,5,0,1.5,1.7,2018-2019
1076,Óscar Trejo,ARG,Centrocampista,Rayo Vallecano,30,1988,26,22,1764,1,4,5,7,1,3.3,3.9,2018-2019
1077,Manu Trigueros,ESP,Centrocampista,Villarreal,26,1991,24,18,1547,0,0,0,3,0,1.0,2.1,2018-2019
1078,Patrick Twumasi,GHA,Centrocampista,Alavés,24,1994,11,0,170,0,0,0,2,0,0.1,0.1,2018-2019
1079,Samuel Umtiti,FRA,Defensa,Barcelona,24,1993,14,13,1189,0,1,1,4,0,0.2,0.7,2018-2019
1080,Enes Ünal,TUR,Delantero,Valladolid,21,1997,33,24,2148,6,3,9,7,0,7.9,1.5,2018-2019
1081,Tomáš Vaclík,CZE,PO,Sevilla,29,1989,33,33,2970,0,0,0,1,0,0.0,0.0,2018-2019
1082,Jesús Vallejo,ESP,Defensa,Real Madrid,21,1997,5,4,311,1,0,1,1,1,0.7,0.0,2018-2019
1083,Federico Valverde,URU,Centrocampista,Real Madrid,20,1998,16,6,656,0,0,0,4,0,0.3,0.3,2018-2019
1084,Raphaël Varane,FRA,Defensa,Real Madrid,25,1993,32,31,2754,2,0,2,0,1,2.1,0.3,2018-2019
1085,Franco Vázquez,ARG,Centrocampista,Sevilla,29,1989,34,26,2280,3,4,7,8,1,4.1,3.9,2018-2019
1086,Kevin Vázquez,ESP,Defensa,Celta Vigo,25,1993,4,2,220,0,0,0,0,0,0.0,0.0,2018-2019
1087,Lucas Vázquez,ESP,Delantero,Real Madrid,27,1991,31,15,1510,1,3,4,6,1,2.6,4.7,2018-2019
1088,Koke Vegas,ESP,PO,Levante,22,1995,1,1,90,0,0,0,0,0,0.0,0.0,2018-2019
1089,Emiliano Velázquez,URU,Defensa,Rayo Vallecano,24,1994,18,14,1277,0,2,2,8,0,1.0,0.8,2018-2019
1090,Daniele Verde,ITA,Centrocampista,Valladolid,22,1996,22,4,657,2,0,2,1,0,1.6,1.4,2018-2019
1091,Thomas Vermaelen,BEL,Defensa,Barcelona,32,1985,9,7,587,0,0,0,2,0,0.1,0.0,2018-2019
1092,Mikel Vesga,ESP,Centrocampista,Leganés,25,1993,26,23,2070,1,1,2,3,0,0.8,1.1,2018-2019
1093,Rúben Vezo,POR,Defensa,Levante,24,1994,15,15,1339,2,1,3,4,0,0.7,1.1,2018-2019
1094,Rúben Vezo,POR,Defensa,Valencia,24,1994,4,2,196,0,0,0,2,0,0.1,0.1,2018-2019
1095,Aleix Vidal,ESP,Defensa,Sevilla,28,1989,11,5,528,0,0,0,3,0,0.4,1.0,2018-2019
1096,Arturo Vidal,CHI,Centrocampista,Barcelona,31,1987,33,22,1929,3,7,10,7,0,3.4,4.8,2018-2019
1097,Carlos Vigaray,ESP,Defensa,Alavés,23,1994,8,7,647,0,0,0,1,0,0.0,0.2,2018-2019
1098,Dídac Vilà,ESP,Defensa,Espanyol,29,1989,27,27,2354,0,2,2,11,0,1.9,3.0,2018-2019
1099,Toni Villa,ESP,Centrocampista,Valladolid,23,1995,26,21,1762,2,2,4,3,0,1.9,2.2,2018-2019
1100,Vitolo,ESP,Centrocampista,Atlético Madrid,28,1989,20,5,753,0,1,1,1,0,0.9,1.0,2018-2019
1101,Nikola Vukčević,MNE,Centrocampista,Levante,26,1991,16,9,670,0,0,0,5,1,0.0,0.1,2018-2019
1102,Moussa Wagué,SEN,Defensa,Barcelona,19,1998,3,2,225,0,0,0,1,0,0.1,0.3,2018-2019
1103,Wakaso,GHA,Centrocampista,Alavés,28,1990,29,18,1669,1,1,2,9,0,1.2,0.4,2018-2019
1104,Daniel Wass,DEN,Defensa,Valencia,29,1989,32,26,2354,1,3,4,4,0,1.4,4.3,2018-2019
1105,Axel Werner,ARG,PO,Huesca,22,1996,6,6,540,0,0,0,0,0,0.0,0.0,2018-2019
1106,Iñaki Williams,GHA,Delantero,Athletic Club,24,1994,38,36,3025,13,4,17,3,0,13.1,3.3,2018-2019
1107,Maximilian Wöber,AUT,Defensa,Sevilla,20,1998,7,6,536,0,0,0,2,0,0.2,0.6,2018-2019
1108,Yoel,ESP,PO,Valladolid,29,1988,3,3,270,0,0,0,0,0,0.0,0.0,2018-2019
1109,Okay Yokuşlu,TUR,Centrocampista,Celta Vigo,24,1994,30,26,2198,2,0,2,10,0,1.7,0.7,2018-2019
1110,Joseba Zaldúa,ESP,Defensa,Real Sociedad,26,1992,26,25,2139,1,2,3,7,0,0.1,1.9,2018-2019
1111,Nabil El Zhar,MAR,Centrocampista,Leganés,31,1986,27,9,966,4,0,4,0,0,2.9,0.9,2018-2019
1112,Luca Zidane,FRA,PO,Real Madrid,20,1998,1,1,90,0,0,0,0,0,0.0,0.0,2018-2019
1113,Igor Zubeldia,ESP,Centrocampista,Real Sociedad,21,1997,33,29,2549,0,1,1,7,0,0.5,1.0,2018-2019
1114,Martín Zubimendi,ESP,Centrocampista,Real Sociedad,19,1999,1,0,7,0,0,0,0,0,0.0,0.4,2018-2019
1115,David Zurutuza,ESP,Centrocampista,Real Sociedad,32,1986,21,13,1222,2,0,2,2,0,1.6,0.6,2018-2019
1116,Antonio Adán,ESP,PO,Atlético Madrid,32,1987,1,0,25,0,0,0,0,0,0.0,0.0,2019-2020
1117,Aritz Aduriz,ESP,Delantero,Athletic Club,38,1981,14,0,208,1,0,1,3,0,1.6,0.0,2019-2020
1118,Lumor Agbenyenu,GHA,Defensa,Mallorca,22,1996,23,20,1805,1,0,1,5,1,0.3,1.6,2019-2020
1119,Martin Agirregabiria,ESP,Defensa,Alavés,23,1996,31,23,2099,1,1,2,5,1,0.8,0.7,2019-2020
1120,Joseph Aidoo,GHA,Defensa,Celta Vigo,23,1995,32,27,2502,0,1,1,4,0,1.0,0.7,2019-2020
1121,Jordi Alba,ESP,Defensa,Barcelona,30,1989,27,25,2187,2,5,7,7,0,1.4,4.3,2019-2020
1122,Raúl Albiol,ESP,Defensa,Villarreal,33,1985,36,36,3237,1,0,1,9,0,2.3,0.3,2019-2020
1123,Paco Alcácer,ESP,Delantero,Villarreal,25,1993,13,11,924,4,1,5,1,0,3.7,1.4,2019-2020
1124,Rubén Alcaraz,ESP,Centrocampista,Valladolid,28,1991,27,20,1927,2,2,4,10,0,1.9,1.0,2019-2020
1125,Álex Alegría,ESP,Delantero,Mallorca,26,1992,6,0,109,0,0,0,0,0,0.0,0.0,2019-2020
1126,Carles Aleñá,ESP,Centrocampista,Barcelona,21,1998,4,2,172,0,0,0,0,0,0.1,0.0,2019-2020
1127,Carles Aleñá,ESP,Centrocampista,Betis,21,1998,17,7,735,1,0,1,1,0,1.4,0.1,2019-2020
1128,Sergio Álvarez,ESP,Centrocampista,Eibar,27,1992,18,14,1147,0,0,0,6,0,0.2,0.1,2019-2020
1129,Sergio Álvarez,ESP,PO,Celta Vigo,32,1986,2,2,180,0,0,0,3,0,0.0,0.0,2019-2020
1130,Yeray Álvarez,ESP,Defensa,Athletic Club,24,1995,32,32,2810,0,0,0,2,0,1.3,0.8,2019-2020
1131,Ibrahim Amadou,FRA,Centrocampista,Leganés,26,1993,10,9,770,0,0,0,2,0,0.7,0.0,2019-2020
1132,Amath,SEN,Centrocampista,Getafe,23,1996,7,0,66,0,0,0,0,0,0.0,0.0,2019-2020
1133,Miguel Ángel Guerrero,ESP,Delantero,Leganés,29,1990,13,9,790,1,0,1,0,0,2.6,0.6,2019-2020
1134,José Ángel,ESP,Defensa,Eibar,29,1989,28,27,2360,1,1,2,4,0,0.8,2.8,2019-2020
1135,Miguel Ángel Moyá,ESP,PO,Real Sociedad,35,1984,13,13,1170,0,0,0,0,0,0.0,0.0,2019-2020
1136,Antoñito,ESP,Defensa,Valladolid,31,1987,15,11,1029,0,0,0,1,0,0.1,0.9,2019-2020
1137,Vitorino Antunes,POR,Centrocampista,Getafe,32,1987,1,0,6,0,0,0,0,0,0.0,0.0,2019-2020
1138,Anuar,MAR,Centrocampista,Valladolid,24,1995,11,1,189,0,0,0,1,0,0.0,0.0,2019-2020
1139,Mauro Arambarri,URU,Centrocampista,Getafe,23,1995,35,34,3069,1,1,2,11,1,2.1,2.1,2019-2020
1140,Néstor Araujo,MEX,Defensa,Celta Vigo,27,1991,34,32,2888,1,2,3,10,0,1.0,0.8,2019-2020
1141,Ronald Araújo,URU,Defensa,Barcelona,20,1999,6,2,238,0,0,0,0,1,0.2,0.0,2019-2020
1142,Anaitz Arbilla,ESP,Defensa,Eibar,32,1987,24,22,2007,1,0,1,5,0,0.7,0.3,2019-2020
1143,Alphonse Areola,FRA,PO,Real Madrid,26,1993,4,4,360,0,0,0,1,0,0.0,0.0,2019-2020
1144,Santiago Arias,COL,Defensa,Atlético Madrid,27,1992,14,11,1076,0,1,1,1,0,0.5,2.1,2019-2020
1145,José Arnaiz,ESP,Delantero,Osasuna,24,1995,14,8,791,2,1,3,2,0,1.4,0.4,2019-2020
1146,José Arnaiz,ESP,Centrocampista,Leganés,24,1995,12,2,337,0,0,0,2,0,0.7,0.5,2019-2020
1147,Sergio Asenjo,ESP,PO,Villarreal,30,1989,34,34,3060,0,0,0,2,0,0.0,0.0,2019-2020
1148,Marco Asensio,ESP,Delantero,Real Madrid,23,1996,9,3,336,3,1,4,0,0,1.1,1.4,2019-2020
1149,Iago Aspas,ESP,Delantero,Celta Vigo,31,1987,37,37,3262,14,3,17,9,0,14.6,4.4,2019-2020
1150,Roger Assalé,CIV,Delantero,Leganés,25,1993,14,2,531,2,1,3,1,0,1.7,1.1,2019-2020
1151,Miguel Atienza,ESP,Centrocampista,Eibar,20,1999,3,0,30,0,0,0,0,0,0.1,0.0,2019-2020
1152,Ezequiel Ávila,ARG,Delantero,Osasuna,25,1994,20,18,1591,9,2,11,6,0,7.7,3.6,2019-2020
1153,Javier Avilés,ESP,Centrocampista,Leganés,21,1997,9,1,184,1,1,2,1,0,0.6,0.8,2019-2020
1154,Chidozie Awaziem,NGA,Defensa,Leganés,22,1997,26,21,1997,0,0,0,10,0,0.8,0.3,2019-2020
1155,Ramon Azeez,NGA,Centrocampista,Granada,26,1992,25,14,1361,2,0,2,3,0,2.4,0.3,2019-2020
1156,Iddrisu Baba,GHA,Centrocampista,Mallorca,23,1996,36,35,2903,0,0,0,6,0,1.0,0.2,2019-2020
1157,Carlos Bacca,COL,Delantero,Villarreal,32,1986,19,7,688,2,1,3,1,0,3.4,0.9,2019-2020
1158,Alex Baena,ESP,Centrocampista,Villarreal,18,2001,1,0,15,0,0,0,0,0,0.0,0.0,2019-2020
1159,Gareth Bale,WAL,Delantero,Real Madrid,30,1989,16,12,1089,2,2,4,4,1,4.0,1.7,2019-2020
1160,Mikel Balenziaga,ESP,Defensa,Athletic Club,31,1988,9,6,563,0,0,0,1,0,0.1,0.0,2019-2020
1161,Éver Banega,ARG,Centrocampista,Sevilla,31,1988,33,28,2475,3,7,10,10,0,3.2,6.1,2019-2020
1162,Federico Barba,ITA,Defensa,Valladolid,25,1993,5,5,450,0,0,0,3,0,0.0,0.0,2019-2020
1163,Enis Bardhi,MKD,Centrocampista,Levante,24,1995,30,23,2114,7,2,9,5,0,5.1,3.5,2019-2020
1164,Kike Barja,ESP,Centrocampista,Osasuna,22,1997,8,4,313,0,1,1,0,0,0.7,1.1,2019-2020
1165,Antonio Barragán,ESP,Defensa,Betis,32,1987,12,7,641,0,1,1,3,0,0.1,0.6,2019-2020
1166,Ander Barrenetxea,ESP,Delantero,Real Sociedad,17,2001,17,3,442,1,0,1,1,0,0.9,0.5,2019-2020
1167,Marc Bartra,ESP,Defensa,Betis,28,1991,30,29,2524,3,1,4,8,0,2.5,2.0,2019-2020
1168,Gil Bastião Dias,POR,Centrocampista,Granada,22,1996,12,3,356,0,1,1,1,0,0.3,0.3,2019-2020
