Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Júnior Alonso,PAR,Defensa,Celta Vigo,25,1993.0,9.0,6.0,536.0,0.0,0.0,0.0,2.0,0.0,0.4,0.2
Júnior Tavares,BRA,Defensa,Sampdoria,21,1996.0,3.0,2.0,184.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3
Jürgen Locadia,NED,Delantero,Brighton,27,1993.0,8.75,4.0,392.25,0.75,0.25,1.0,0.25,0.0,1.0750000000000002,0.275
Kaan Ayhan,TUR,Defensa,Sassuolo,27,1994.0,17.333333333333332,8.666666666666666,898.3333333333334,0.3333333333333333,0.0,0.3333333333333333,2.0,0.3333333333333333,0.26666666666666666,0.0
Kacper Urbanski,POL,Delantero,Bologna,16,2004.0,1.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadeem Harris,ENG,Centrocampista,Cardiff City,25,1993.0,13.0,3.0,375.0,1.0,0.0,1.0,1.0,0.0,0.5,0.4
Kai Havertz,GER,Centrocampista,Chelsea,23,1999.0,30.333333333333332,23.333333333333332,1966.0,6.333333333333333,2.3333333333333335,8.666666666666666,3.3333333333333335,0.0,8.6,2.433333333333333
Kaide Gordon,ENG,Delantero,Liverpool,16,2004.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
Kaiky,BRA,Defensa,Almería,18,2004.0,13.0,7.0,581.0,0.0,0.0,0.0,5.0,0.0,0.1,0.0
Kaio Jorge,BRA,Centrocampista,Juventus,19,2002.0,9.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1
Kalidou Koulibaly,SEN,Defensa,Chelsea,31,1991.0,28.5,27.666666666666668,2452.8333333333335,2.0,0.8333333333333334,2.8333333333333335,7.333333333333333,1.0,1.5,0.5
Kalvin Phillips,ENG,Centrocampista,Leeds United,26,1995.0,20.333333333333332,16.0,1441.3333333333333,0.3333333333333333,1.0,1.3333333333333333,5.0,0.0,0.5,1.4333333333333333
Kamaldeen Sulemana,GHA,Delantero,Southampton,20,2002.0,18.0,10.0,966.0,2.0,1.0,3.0,1.0,0.0,1.7,1.3
Kami Doyle,ENG,Centrocampista,Southampton,16,2005.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamil Glik,POL,Defensa,Benevento,32,1988.0,36.0,36.0,3206.0,2.0,1.0,3.0,10.0,1.0,3.4,0.7
Kamil Grosicki,POL,Centrocampista,West Brom,32,1988.0,3.0,2.0,148.0,0.0,1.0,1.0,0.0,0.0,0.1,0.3
Kaoru Mitoma,JPN,Delantero,Brighton,25,1997.0,33.0,24.0,2318.0,7.0,5.0,12.0,0.0,0.0,8.1,6.4
Karamoko Cissé,GUI,Delantero,Benevento,28,1988.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Karim Benzema,FRA,Delantero,Real Madrid,34,1987.0,32.5,30.666666666666668,2628.1666666666665,19.333333333333332,8.0,27.333333333333332,0.6666666666666666,0.0,19.083333333333332,6.749999999999999
Karim Rekik,NED,Defensa,Sevilla,27,1994.0,15.0,10.666666666666666,977.3333333333334,0.3333333333333333,1.0,1.3333333333333333,2.0,0.0,0.3666666666666667,0.23333333333333336
Karim Zedadka,FRA,Delantero,Napoli,22,2000.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karl Darlow,ENG,PO,Newcastle Utd,30,1990.0,14.333333333333334,14.333333333333334,1290.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0
Karl Toko Ekambi,CMR,Delantero,Villarreal,26,1992.0,26.0,17.5,1568.5,8.0,1.5,9.5,2.5,0.0,9.3,1.8
Karlan Grant,ENG,Delantero,Huddersfield,22,1997.0,17.0,11.5,1002.0,2.5,0.0,2.5,0.5,0.0,2.7,0.25
Karlo Letica,CRO,PO,SPAL,23,1997.0,5.5,5.5,495.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05
Karol Linetty,POL,Centrocampista,Sampdoria,27,1995.0,27.333333333333332,21.0,1879.8333333333333,2.0,1.1666666666666667,3.1666666666666665,6.333333333333333,0.0,1.4833333333333336,1.7666666666666666
Kasey McAteer,ENG,Delantero,Leicester City,19,2001.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasey Palmer,JAM,Centrocampista,Huddersfield,20,1996.0,4.0,1.0,170.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1
Kasper Dolberg,DEN,Delantero,Sevilla,24,1997.0,4.0,2.0,197.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4
Kasper Schmeichel,DEN,PO,Leicester City,34,1986.0,36.8,36.8,3311.0,0.0,0.0,0.0,2.0,0.0,0.02,0.2
Kastriot Dermaku,ALB,Defensa,Parma,30,1992.0,6.333333333333333,3.6666666666666665,386.6666666666667,0.0,0.0,0.0,0.6666666666666666,0.0,0.2333333333333333,0.03333333333333333
Kayky Chagas,BRA,Delantero,Manchester City,18,2003.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayne Ramsey,ENG,Defensa,Southampton,19,2000.0,1.0,1.0,90.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Kean Bryan,ENG,Defensa,Sheffield Utd,23,1996.0,13.0,12.0,1004.0,1.0,0.0,1.0,1.0,0.0,0.9,0.6
Keane Lewis-Potter,ENG,Delantero,Brentford,21,2001.0,10.0,3.0,321.0,0.0,1.0,1.0,0.0,0.0,0.5,1.2
Keidi Bare,ALB,Centrocampista,Espanyol,24,1997.0,21.5,11.0,992.0,0.5,1.0,1.5,4.5,0.0,0.44999999999999996,0.35
Keinan Davis,ENG,Delantero,Aston Villa,23,1998.0,11.333333333333334,1.6666666666666667,279.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1.4000000000000001,0.26666666666666666
Keita Baldé,SEN,Delantero,Inter,26,1995.0,25.0,11.333333333333334,1105.0,5.0,1.3333333333333333,6.333333333333333,2.6666666666666665,0.6666666666666666,4.366666666666666,1.7333333333333332
Keko,ESP,Centrocampista,Málaga,26,1991.0,23.5,17.5,1371.0,1.0,1.5,2.5,2.5,0.0,2.35,1.7000000000000002
Kelechi Iheanacho,NGA,Delantero,Leicester City,25,1996.0,25.0,11.333333333333334,1096.8333333333333,5.0,3.5,8.5,1.1666666666666667,0.0,5.183333333333334,2.783333333333333
Kelechi Nwakali,NGA,Centrocampista,Huesca,22,1998.0,5.0,1.0,141.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kelland Watts,ENG,Defensa,Newcastle Utd,19,1999.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Amian,FRA,Defensa,Spezia,24,1998.0,31.0,28.5,2509.0,0.5,1.0,1.5,8.0,1.5,2.6500000000000004,1.7999999999999998
Kelvin Yeboah,ITA,Delantero,Genoa,21,2000.0,17.0,9.0,850.0,0.0,1.0,1.0,2.0,0.0,1.1,1.4
Ken Sema,SWE,Centrocampista,Watford,27,1993.0,22.333333333333332,15.333333333333334,1353.0,1.0,1.0,2.0,2.6666666666666665,0.0,0.5,1.9333333333333333
Kenan Kodro,BIH,Delantero,Athletic Club,26,1993.0,10.0,2.0,257.0,0.75,0.0,0.75,0.5,0.0,0.7,0.07500000000000001
Kenedy,BRA,Centrocampista,Newcastle Utd,26,1996.0,16.333333333333332,8.5,793.5,1.3333333333333333,1.8333333333333333,3.1666666666666665,1.6666666666666667,0.0,1.3333333333333333,1.3499999999999999
Kenneth Omeruo,NGA,Defensa,Leganés,25,1993.0,25.5,24.5,2153.5,0.5,0.0,0.5,6.0,0.0,0.25,0.3
Kenneth Zohore,DEN,Delantero,Cardiff City,24,1994.0,19.0,7.0,753.0,1.0,1.0,2.0,1.0,0.0,1.7,1.1
Kenny McLean,SCO,Centrocampista,Norwich City,29,1992.0,34.0,30.5,2837.0,1.0,0.5,1.5,4.0,0.0,1.6,1.7000000000000002
Kenny Tete,NED,Defensa,Fulham,26,1995.0,26.5,23.5,2025.0,0.5,3.0,3.5,5.5,0.0,0.5,1.65
Kepa Arrizabalaga,ESP,PO,Chelsea,27,1994.0,23.166666666666668,23.0,2070.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.049999999999999996
Kevin Agudelo,COL,Centrocampista,Fiorentina,23,1998.0,19.8,11.4,1090.8,1.0,1.0,2.0,3.2,0.4,1.4,1.3800000000000001
Kevin Bonifazi,ITA,Defensa,Torino,26,1996.0,16.428571428571427,13.857142857142858,1246.857142857143,0.5714285714285714,0.14285714285714285,0.7142857142857143,2.0,0.2857142857142857,0.6285714285714284,0.21428571428571427
Kevin Danso,AUT,Defensa,Southampton,20,1998.0,6.0,3.0,277.0,0.0,1.0,1.0,2.0,1.0,0.1,0.2
Kevin De Bruyne,BEL,Centrocampista,Manchester City,31,1991.0,29.666666666666668,25.833333333333332,2242.3333333333335,8.5,12.333333333333334,20.833333333333332,1.8333333333333333,0.0,5.733333333333333,11.483333333333333
Kevin Lasagna,ITA,Delantero,Udinese,29,1992.0,27.285714285714285,19.142857142857142,1754.0,5.0,1.7142857142857142,6.714285714285714,1.1428571428571428,0.0,7.185714285714285,1.6857142857142855
Kevin Long,IRL,Defensa,Burnley,30,1990.0,8.8,7.6,713.0,0.2,0.6,0.8,0.8,0.0,0.42000000000000004,0.36
Kevin Mbabu,SUI,Defensa,Fulham,27,1995.0,6.0,1.0,144.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4
Kevin McDonald,SCO,Centrocampista,Fulham,29,1988.0,15.0,10.0,841.0,0.0,0.0,0.0,5.0,1.0,0.1,0.1
Kevin Mirallas,BEL,Delantero,Everton,30,1987.0,16.0,8.5,718.5,1.0,0.5,1.5,1.5,0.0,1.75,0.75
Kevin Rüegg,SUI,Defensa,Hellas Verona,21,1998.0,7.0,1.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Schade,GER,Delantero,Brentford,20,2001.0,18.0,7.0,732.0,0.0,1.0,1.0,2.0,0.0,2.1,1.1
Kevin Strootman,NED,Centrocampista,Roma,31,1990.0,15.25,13.0,1075.5,0.25,1.25,1.5,3.75,0.0,0.8,1.1250000000000002
Kevin Vázquez,ESP,Defensa,Celta Vigo,29,1993.0,11.2,9.0,776.4,0.0,0.2,0.2,2.8,0.0,0.08,0.32
Kevin Wimmer,AUT,Defensa,Stoke City,24,1992.0,17.0,14.0,1323.0,0.0,0.0,0.0,5.0,0.0,0.1,0.2
Kevin-Prince Boateng,GHA,Delantero,Barcelona,32,1987.0,10.0,6.666666666666667,592.0,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,0.0,1.7666666666666666,0.39999999999999997
Keylor Navas,CRC,PO,Nott'ham Forest,35,1986.0,18.0,18.0,1619.6666666666667,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0
Khanya Leshabela,RSA,Centrocampista,Leicester City,20,1999.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khouma Babacar,SEN,Delantero,Fiorentina,26,1993.0,20.75,10.5,1027.0,4.0,1.0,5.0,1.25,0.0,5.4,1.15
Khvicha Kvaratskhelia,GEO,Delantero,Napoli,21,2001.0,34.0,30.0,2518.0,12.0,10.0,22.0,1.0,0.0,8.2,7.7
Ki Sung-yueng,KOR,Centrocampista,Swansea City,30,1989.0,11.75,9.0,829.0,0.5,0.75,1.25,1.0,0.0,0.3,0.65
Ki-Jana Hoever,NED,Defensa,Wolves,19,2002.0,10.0,4.5,442.5,0.0,0.0,0.0,1.0,0.0,0.0,0.15000000000000002
Kieffer Moore,WAL,Delantero,Bournemouth,29,1992.0,27.0,12.0,1279.0,4.0,0.0,4.0,1.0,0.0,4.4,0.3
Kieran Dowell,ENG,Delantero,Norwich City,23,1997.0,19.0,11.0,912.0,1.0,1.0,2.0,0.0,0.0,1.1,1.5
Kieran Gibbs,ENG,Defensa,West Brom,30,1989.0,21.5,20.5,1818.0,0.0,0.5,0.5,2.0,0.5,0.25,1.1
Kieran Tierney,SCO,Defensa,Arsenal,25,1997.0,22.75,16.5,1499.5,0.75,2.0,2.75,1.5,0.0,0.39999999999999997,1.65
Kieran Trippier,ENG,Defensa,Tottenham,31,1990.0,23.285714285714285,21.857142857142858,1912.857142857143,0.5714285714285714,3.5714285714285716,4.142857142857143,1.5714285714285714,0.0,0.3285714285714286,4.2
Kiernan Dewsbury-Hall,ENG,Centrocampista,Leicester City,23,1998.0,29.5,25.5,2205.5,1.5,2.0,3.5,4.5,0.5,1.7999999999999998,3.0
Kieron Freeman,WAL,Delantero,Sheffield Utd,27,1992.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kike Barja,ESP,Centrocampista,Osasuna,25,1997.0,22.25,11.25,980.75,1.25,2.5,3.75,1.25,0.0,1.5,1.875
Kike Hermoso,ESP,Defensa,Betis,21,1999.0,1.0,1.0,90.0,1.0,0.0,1.0,0.0,0.0,0.2,0.0
Kike Pérez,ESP,Centrocampista,Valladolid,25,1997.0,19.5,11.75,1050.75,0.75,0.5,1.25,3.5,0.0,1.1749999999999998,1.0
Kike Salas,ESP,Defensa,Sevilla,20,2002.0,6.0,4.0,368.0,1.0,1.0,2.0,1.0,1.0,0.2,0.2
Kiko Casilla,ESP,PO,Leeds United,34,1986.0,9.0,9.0,810.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333333
Kiko Femenía,ESP,Defensa,Watford,31,1991.0,25.4,21.2,1854.8,0.4,1.4,1.8,2.0,0.0,0.22000000000000003,1.8199999999999998
Kiko Olivas,ESP,Defensa,Valladolid,31,1988.0,25.0,23.0,2073.3333333333335,0.6666666666666666,0.0,0.6666666666666666,3.0,0.0,1.0,0.10000000000000002
Kiké,ESP,Delantero,Eibar,32,1989.0,32.833333333333336,20.666666666666668,1915.8333333333333,5.833333333333333,0.8333333333333334,6.666666666666667,3.0,0.16666666666666666,7.1499999999999995,1.4333333333333333
Kim Min-jae,KOR,Defensa,Napoli,25,1996.0,35.0,35.0,3050.0,2.0,2.0,4.0,5.0,0.0,1.0,1.9
Kingsley Ehizibue,NED,Defensa,Udinese,27,1995.0,27.0,16.0,1535.0,2.0,0.0,2.0,7.0,0.0,2.0,0.9
Kingsley Fobi,GHA,Defensa,Granada,21,1998.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsley Michael,NGA,Centrocampista,Bologna,21,1999.0,1.5,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Kiril Despodov,BUL,Delantero,Cagliari,23,1996.0,2.5,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koba Koindredi,FRA,Centrocampista,Valencia,19,2001.0,6.0,0.5,98.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05
Kobbie Mainoo,ENG,Centrocampista,Manchester Utd,17,2005.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koffi Djidji,CIV,Defensa,Torino,29,1992.0,22.6,17.6,1584.2,0.4,0.0,0.4,3.0,0.2,0.38,0.06000000000000001
Koke,ESP,Centrocampista,Atlético Madrid,30,1992.0,33.0,30.833333333333332,2685.6666666666665,2.1666666666666665,3.5,5.666666666666667,6.166666666666667,0.16666666666666666,1.7000000000000002,3.9333333333333336
Koke Vegas,ESP,PO,Levante,24,1995.0,1.25,1.25,112.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0
Koni De Winter,BEL,Defensa,Empoli,20,2002.0,14.0,12.0,1024.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2
Konstantinos Mavropanos,GRE,Defensa,Arsenal,20,1997.0,3.5,3.0,171.5,0.0,0.0,0.0,0.5,0.5,0.05,0.15
Koray Günter,GER,Defensa,Genoa,27,1994.0,21.0,18.0,1587.6666666666667,0.16666666666666666,0.3333333333333333,0.5,4.5,0.0,0.4000000000000001,0.5
Kortney Hause,ENG,Defensa,Aston Villa,26,1995.0,10.666666666666666,9.333333333333334,857.3333333333334,1.0,0.0,1.0,1.6666666666666667,0.0,1.2,0.16666666666666666
Kostas Manolas,GRE,Defensa,Roma,30,1991.0,23.2,21.8,1889.8,1.4,0.2,1.6,2.8,0.0,1.1400000000000001,0.18
Kostas Stafylidis,GRE,Defensa,Stoke City,23,1993.0,5.0,4.0,335.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Kostas Tsimikas,GRE,Defensa,Liverpool,26,1996.0,11.666666666666666,6.0,551.6666666666666,0.0,2.0,2.0,2.0,0.0,0.39999999999999997,1.4333333333333336
Kristian Thorstvedt,NOR,Centrocampista,Sassuolo,23,1999.0,31.0,13.0,1136.0,2.0,1.0,3.0,5.0,0.0,2.1,1.1
Kristijan Bistrović,CRO,Centrocampista,Lecce,24,1998.0,11.0,5.0,461.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4
Kristjan Asllani,ALB,Centrocampista,Empoli,20,2002.0,21.5,9.5,972.5,0.5,0.5,1.0,2.0,0.0,0.65,0.9
Kristoffer Ajer,NOR,Defensa,Brentford,24,1998.0,16.5,16.0,1379.0,0.5,1.5,2.0,2.5,0.0,0.4,0.85
Kristoffer Askildsen,NOR,Centrocampista,Sampdoria,21,2001.0,12.5,3.5,413.25,0.25,0.0,0.25,3.0,0.25,0.225,0.125
Kristoffer Klaesson,NOR,PO,Leeds United,20,2000.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krisztofer Horváth,HUN,Delantero,SPAL,17,2002.0,3.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krzysztof Piątek,POL,Delantero,Genoa,27,1995.0,20.4,16.0,1404.4,6.6,1.0,7.6,2.2,0.0,7.040000000000001,1.4600000000000002
Kuki,ESP,Centrocampista,Valladolid,22,1998.0,2.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Kurt Zouma,FRA,Defensa,Stoke City,27,1994.0,27.833333333333332,26.0,2323.3333333333335,1.8333333333333333,0.3333333333333333,2.1666666666666665,2.5,0.16666666666666666,1.55,0.2166666666666667
Kwadwo Asamoah,GHA,Defensa,Juventus,31,1988.0,17.0,14.0,1275.5,0.0,0.5,0.5,2.75,0.0,0.15,0.725
Kyle Bartley,ENG,Defensa,Swansea City,29,1991.0,17.5,15.0,1409.5,1.5,0.5,2.0,3.0,0.0,1.3,0.85
Kyle Edwards,ENG,Centrocampista,West Brom,22,1998.0,5.0,1.0,118.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Kyle Naughton,ENG,Defensa,Swansea City,28,1988.0,34.0,34.0,3030.0,0.0,2.0,2.0,1.0,0.0,0.4,0.5
Kyle Walker,ENG,Defensa,Manchester City,32,1990.0,27.5,25.666666666666668,2269.1666666666665,0.5,2.3333333333333335,2.8333333333333335,2.6666666666666665,0.3333333333333333,0.5999999999999999,1.6833333333333333
Kyle Walker-Peters,ENG,Defensa,Tottenham,25,1997.0,16.428571428571427,15.0,1348.142857142857,0.2857142857142857,1.2857142857142858,1.5714285714285714,2.142857142857143,0.0,0.5,1.0999999999999999
Kévin Gameiro,FRA,Delantero,Atlético Madrid,33,1987.0,28.5,13.5,1348.75,5.75,1.5,7.25,0.25,0.0,6.0,2.25
Kévin Malcuit,MAR,Defensa,Napoli,30,1991.0,8.6,5.4,517.8,0.0,0.6,0.6,1.2,0.0,0.12,0.52
Kévin Rodrigues,POR,Defensa,Real Sociedad,27,1994.0,14.833333333333334,10.166666666666666,931.0,0.5,0.8333333333333334,1.3333333333333333,1.5,0.16666666666666666,0.45,0.7666666666666666
Kévin Soni,CMR,Centrocampista,Girona,21,1998.0,2.6666666666666665,0.3333333333333333,35.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.03333333333333333
Ladislav Krejčí,CZE,Centrocampista,Bologna,27,1992.0,14.666666666666666,8.0,837.6666666666666,0.3333333333333333,1.0,1.3333333333333333,1.0,0.0,0.4666666666666666,1.2666666666666666
Lago Junior,CIV,Centrocampista,Mallorca,31,1990.0,15.333333333333334,8.333333333333334,805.6666666666666,1.3333333333333333,0.0,1.3333333333333333,1.0,0.0,2.2666666666666666,0.43333333333333335
Lameck Banda,ZAM,Delantero,Lecce,21,2001.0,36.0,19.0,1636.0,2.0,1.0,3.0,6.0,0.0,3.1,1.3
Lamine Yamal,ESP,Delantero,Barcelona,15,2007.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
Landry Dimata,BEL,Delantero,Espanyol,23,1997.0,17.0,4.0,541.0,0.0,0.0,0.0,0.0,0.0,1.6,0.3
Largie Ramazani,BEL,Delantero,Almería,21,2001.0,33.0,13.0,1403.0,3.0,1.0,4.0,6.0,0.0,4.2,1.7
Larra,ESP,Delantero,Athletic Club,21,1997.0,10.0,2.0,250.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Lassana Coulibaly,MLI,Centrocampista,Salernitana,26,1996.0,33.0,31.5,2612.0,1.5,1.5,3.0,7.5,0.0,0.9,1.05
Lasse Schöne,DEN,Centrocampista,Genoa,33,1986.0,32.0,29.0,2427.0,2.0,3.0,5.0,5.0,0.0,3.6,4.6
Lasse Sørensen,DEN,Centrocampista,Stoke City,17,1999.0,1.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Laurens Serpe,ITA,Defensa,Genoa,20,2001.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent Depoitre,BEL,Delantero,Huddersfield,29,1988.0,28.0,14.0,1444.0,3.0,1.0,4.0,1.0,0.0,3.1,1.0499999999999998
Laurent Koscielny,FRA,Defensa,Arsenal,32,1985.0,21.0,19.0,1778.0,2.5,0.0,2.5,2.5,0.0,1.65,0.30000000000000004
Lautaro Blanco,ARG,Defensa,Elche,23,1999.0,17.0,9.0,872.0,0.0,2.0,2.0,2.0,0.0,0.0,1.5
Lautaro Martínez,ARG,Delantero,Inter,24,1997.0,34.6,25.4,2243.0,15.8,4.0,19.8,5.2,0.2,15.3,3.9599999999999995
Lautaro Valenti,ARG,Defensa,Parma,21,1999.0,11.0,6.0,499.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Lauti,URU,Centrocampista,Celta Vigo,19,2001.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Layvin Kurzawa,FRA,Defensa,Fulham,29,1992.0,3.0,2.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lazar Marković,SRB,Centrocampista,Fulham,24,1994.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar Samardzic,SRB,Centrocampista,Udinese,20,2002.0,29.5,10.0,1169.0,3.5,3.0,6.5,0.5,0.0,1.7,2.5
Leander Dendoncker,BEL,Centrocampista,Wolves,27,1995.0,24.0,17.833333333333332,1604.3333333333333,1.5,0.3333333333333333,1.8333333333333333,2.3333333333333335,0.0,1.883333333333333,0.6999999999999998
Leandro Bacuna,CUW,Centrocampista,Cardiff City,26,1991.0,11.0,4.0,561.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1
Leandro Cabrera,URU,Defensa,Getafe,31,1991.0,21.428571428571427,20.857142857142858,1848.2857142857142,0.8571428571428571,0.2857142857142857,1.1428571428571428,5.142857142857143,0.42857142857142855,1.0571428571428572,0.6714285714285714
Leandro Castán,BRA,Defensa,Cagliari,30,1986.0,14.0,13.0,1141.0,0.0,1.0,1.0,5.0,0.0,0.1,0.2
Leandro Chichizola,ARG,PO,Las Palmas,28,1990.0,14.0,14.0,1260.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Leandro Paredes,ARG,Centrocampista,Juventus,28,1994.0,25.0,8.0,977.0,1.0,0.0,1.0,7.0,1.0,0.6,1.9
Leandro Sanca,GNB,Delantero,Spezia,22,2000.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Trossard,BEL,Delantero,Brighton,27,1994.0,27.2,22.0,1933.8,5.2,4.6,9.8,1.0,0.0,4.5,4.08
Ledian Memushaj,ALB,Centrocampista,Benevento,30,1986.0,17.0,15.0,1258.0,0.0,0.0,0.0,3.0,0.0,0.7,1.1
Lee Chung-yong,KOR,Delantero,Crystal Palace,29,1988.0,7.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Lee Grant,ENG,PO,Stoke City,34,1983.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Kang-in,KOR,Centrocampista,Valencia,21,2001.0,22.0,13.2,1194.8,1.8,2.4,4.2,3.4,0.6,1.78,2.08
Lee Peltier,ENG,Defensa,Cardiff City,33,1986.0,12.0,10.0,886.5,0.0,0.0,0.0,2.5,0.0,0.0,0.05
Lee Seung-woo,KOR,Centrocampista,Hellas Verona,19,1998.0,14.0,1.0,358.0,1.0,0.0,1.0,4.0,0.0,0.4,0.1
Leif Davis,ENG,Defensa,Leeds United,20,2000.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leighton Baines,ENG,Defensa,Everton,34,1984.0,12.0,10.333333333333334,896.0,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,0.0,0.7666666666666667,0.9666666666666668
Lennart-Marten Czyborra,GER,Defensa,Atalanta,21,1999.0,9.0,7.5,595.0,0.5,0.0,0.5,1.0,0.0,0.1,0.15
Leo Fuhr Hjelde,NOR,Centrocampista,Leeds United,17,2003.0,2.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Skiri Østigård,NOR,Defensa,Genoa,22,1999.0,11.0,8.5,795.5,0.0,0.0,0.0,2.5,1.0,0.2,0.1
Leo Štulac,SVN,Centrocampista,Parma,26,1994.0,24.5,12.5,1142.5,1.0,2.0,3.0,2.0,0.5,0.5,1.45
Leon Bailey,JAM,Delantero,Aston Villa,24,1997.0,25.5,16.5,1364.0,2.5,3.0,5.5,3.5,0.0,3.4,2.8
Leon Balogun,NGA,Defensa,Brighton,30,1988.0,8.0,5.0,594.0,1.0,0.0,1.0,2.0,0.0,0.1,0.0
Leon Britton,ENG,Centrocampista,Swansea City,34,1982.0,5.0,4.0,302.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Leon Clarke,ENG,Delantero,Sheffield Utd,34,1985.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Leonardo Bonucci,ITA,Defensa,Milan,35,1987.0,27.5,25.166666666666668,2258.5,2.6666666666666665,0.16666666666666666,2.8333333333333335,4.0,0.16666666666666666,2.7000000000000006,0.6000000000000001
Leonardo Buta,POR,Defensa,Udinese,20,2002.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Capezzi,ITA,Centrocampista,Sampdoria,26,1995.0,7.666666666666667,4.333333333333333,387.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.13333333333333333,0.26666666666666666
Leonardo Koutris,GRE,Defensa,Mallorca,24,1995.0,2.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Leonardo Mancuso,ITA,Delantero,Empoli,29,1992.0,8.0,5.0,425.0,1.0,0.0,1.0,0.0,0.0,1.9,0.3
Leonardo Morosini,ITA,Delantero,Brescia,23,1995.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
