Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Aaron Connolly,IRL,Delantero,Brighton,21,2000.0,15.0,8.0,735.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.0,0.0,2.8000000000000003,0.26666666666666666
Aaron Cresswell,ENG,Defensa,West Ham,32,1989.0,30.333333333333332,29.166666666666668,2586.0,1.0,2.6666666666666665,3.6666666666666665,4.0,0.0,0.8500000000000001,3.483333333333333
Aaron Hickey,SCO,Defensa,Brentford,20,2002.0,24.333333333333332,22.333333333333332,1831.3333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,5.666666666666667,0.3333333333333333,0.4666666666666666,0.7666666666666666
Aaron Lennon,ENG,Centrocampista,Burnley,34,1987.0,17.8,11.4,1034.6,0.6,0.6,1.2,1.8,0.0,0.54,0.45999999999999996
Aaron Mooy,AUS,Centrocampista,Huddersfield,28,1990.0,32.0,28.0,2494.0,3.0,2.0,5.0,3.6666666666666665,0.3333333333333333,2.6999999999999997,3.6999999999999997
Aaron Ramsdale,ENG,PO,Bournemouth,24,1998.0,36.75,36.75,3307.5,0.0,0.25,0.25,0.75,0.0,0.0,0.19999999999999998
Aaron Ramsey,WAL,Centrocampista,Arsenal,30,1990.0,20.2,12.0,1083.2,3.2,3.8,7.0,0.8,0.0,3.2399999999999998,2.38
Aaron Rowe,ENG,Delantero,Huddersfield,17,2000.0,2.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Wan-Bissaka,ENG,Defensa,Crystal Palace,24,1997.0,25.0,24.333333333333332,2186.5,0.3333333333333333,1.8333333333333333,2.1666666666666665,3.3333333333333335,0.16666666666666666,0.6,1.5833333333333333
Aarón Escandell,ESP,PO,Granada,25,1995.0,4.0,3.6666666666666665,334.6666666666667,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
Aarón Martín,ESP,Defensa,Espanyol,23,1997.0,25.5,24.0,2177.5,0.0,1.5,1.5,3.5,0.0,0.15000000000000002,1.7999999999999998
Abdallahi Mahmoud,MTN,Centrocampista,Alavés,20,2000.0,2.5,1.0,109.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Abdelhamid Sabiri,MAR,Centrocampista,Huddersfield,25,1996.0,9.75,6.0,557.5,1.25,0.75,2.0,2.25,0.0,1.175,0.775
Abdessamad Ezzalzouli,MAR,Delantero,Barcelona,20,2001.0,19.0,12.5,1042.0,2.5,1.0,3.5,4.0,1.0,2.0,1.4
Abdou Harroui,NED,Centrocampista,Sassuolo,24,1998.0,22.5,4.0,549.5,1.0,0.0,1.0,2.0,0.0,1.0,0.25
Abdou Lahat Diakhate,SEN,Centrocampista,Parma,19,1998.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulay Diaby,MLI,Defensa,Getafe,29,1991.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Abdoulaye Ba,SEN,Defensa,Rayo Vallecano,27,1991.0,26.0,25.0,2110.0,1.0,0.0,1.0,4.0,2.0,1.3,0.1
Abdoulaye Doucouré,MLI,Centrocampista,Watford,29,1993.0,32.166666666666664,30.333333333333332,2675.8333333333335,4.166666666666667,3.3333333333333335,7.5,7.333333333333333,0.16666666666666666,3.633333333333333,2.85
Abdoulaye Touré,GUI,Centrocampista,Genoa,27,1994.0,8.0,6.0,430.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Abdul Mumin,GHA,Defensa,Rayo Vallecano,24,1998.0,16.0,9.0,922.0,0.0,0.0,0.0,2.0,0.0,0.4,0.0
Abdón Prats,ESP,Delantero,Mallorca,29,1992.0,23.0,2.6666666666666665,445.3333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,1.2333333333333334,0.6999999999999998
Abel Ruiz,ESP,Delantero,Barcelona,18,2000.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1
Abner,BRA,Defensa,Betis,22,2000.0,13.0,7.0,607.0,0.0,0.0,0.0,2.0,0.0,1.7,0.1
Aboubakar Kamara,MTN,Delantero,Fulham,25,1995.0,12.0,3.5,504.0,1.5,0.0,1.5,1.5,0.5,2.1,0.5
Achraf Hakimi,MAR,Defensa,Real Madrid,21,1998.0,23.0,18.5,1711.0,4.5,4.0,8.5,3.0,0.0,2.5,3.25
Achraf Lazaar,MAR,Centrocampista,Benevento,25,1992.0,9.0,6.0,478.0,1.0,0.0,1.0,0.0,0.0,0.3,0.2
Adalberto Peñaranda,VEN,Delantero,Málaga,20,1997.0,13.0,11.0,802.0,0.0,0.0,0.0,3.0,0.0,0.7,0.4
Adam Armstrong,ENG,Delantero,Southampton,25,1997.0,26.5,15.5,1374.0,2.0,1.5,3.5,1.5,0.0,3.3,1.4500000000000002
Adam Forshaw,ENG,Centrocampista,Leeds United,30,1991.0,17.0,11.0,1004.5,0.0,0.5,0.5,2.5,0.0,0.25,0.95
Adam Idah,IRL,Delantero,Norwich City,20,2001.0,14.5,3.5,426.5,0.5,0.5,1.0,0.0,0.0,1.65,0.3
Adam Lallana,ENG,Centrocampista,Liverpool,34,1988.0,18.333333333333332,9.166666666666666,839.5,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.1666666666666667,0.0,1.0333333333333334,1.0
Adam Marušić,MNE,Defensa,Lazio,29,1992.0,29.166666666666668,26.0,2337.1666666666665,1.5,1.8333333333333333,3.3333333333333335,4.166666666666667,0.6666666666666666,1.5166666666666664,1.5
Adam Masina,MAR,Defensa,Watford,28,1994.0,20.6,17.0,1504.2,0.6,0.6,1.2,3.6,0.2,0.66,0.82
Adam Obert,SVK,Defensa,Cagliari,18,2002.0,6.0,3.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Ounas,ALG,Delantero,Napoli,25,1996.0,10.666666666666666,4.166666666666667,413.6666666666667,1.1666666666666667,0.6666666666666666,1.8333333333333333,0.3333333333333333,0.0,0.9166666666666666,1.1333333333333333
Adam Smith,ENG,Defensa,Bournemouth,31,1991.0,28.25,26.25,2283.75,0.5,1.5,2.0,7.25,0.25,0.575,1.1500000000000001
Adam Webster,ENG,Defensa,Brighton,27,1995.0,27.25,24.75,2170.25,1.5,0.25,1.75,3.75,0.0,1.5,0.425
Adama Diakhaby,FRA,Delantero,Huddersfield,22,1996.0,12.0,6.0,552.0,0.0,0.0,0.0,1.0,0.0,0.6,0.5
Adama Soumaoro,FRA,Defensa,Genoa,30,1992.0,19.75,18.5,1631.25,0.5,0.0,0.5,4.25,0.75,0.7499999999999999,0.05
Adama Traoré,ESP,Delantero,Wolves,26,1996.0,28.0,14.833333333333334,1516.8333333333333,1.6666666666666667,2.5,4.166666666666667,1.3333333333333333,0.0,2.033333333333333,3.266666666666667
Aday,ESP,Defensa,Girona,30,1987.0,20.5,14.0,1240.0,1.0,1.0,2.0,6.0,0.0,1.5499999999999998,1.55
Adel Taarabt,MAR,Delantero,Genoa,28,1989.0,22.0,18.0,1615.0,2.0,2.0,4.0,4.0,1.0,1.5,2.7
Adem Ljajić,SRB,Centrocampista,Torino,26,1991.0,14.0,11.5,1098.0,3.0,5.0,8.0,1.0,0.0,2.1999999999999997,4.2
Ademola Lookman,NGA,Delantero,Everton,24,1997.0,23.8,14.2,1341.2,4.6,2.4,7.0,2.0,0.0,4.279999999999999,3.12
Adnan Januzaj,BEL,Delantero,Real Sociedad,27,1995.0,22.333333333333332,12.333333333333334,1113.3333333333333,2.3333333333333335,2.6666666666666665,5.0,2.5,0.0,3.283333333333333,3.0666666666666664
Adolfo Gaich,ARG,Delantero,Benevento,23,1999.0,15.5,8.5,747.0,2.0,0.0,2.0,1.5,0.0,2.65,0.4
Adri Embarba,ESP,Centrocampista,Rayo Vallecano,30,1992.0,23.2,17.2,1429.2,2.2,3.0,5.2,3.6,0.4,3.3200000000000003,3.34
Adrian Mariappa,JAM,Defensa,Watford,32,1986.0,24.666666666666668,19.666666666666668,1883.3333333333333,0.0,0.0,0.0,4.333333333333333,0.3333333333333333,0.5333333333333333,0.3333333333333333
Adrian Stoian,ROU,Centrocampista,Crotone,26,1991.0,32.0,26.0,2133.0,2.0,4.0,6.0,5.0,0.0,1.6,2.4
Adrian Šemper,CRO,PO,Chievo,23,1998.0,3.5,3.5,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Rabiot,FRA,Centrocampista,Juventus,27,1995.0,31.5,26.25,2314.5,3.25,2.25,5.5,7.0,0.5,3.125,1.5999999999999999
Adrien Silva,POR,Centrocampista,Leicester City,32,1989.0,13.75,10.0,882.75,0.25,0.75,1.0,3.5,0.5,0.275,0.5
Adrien Tameze,CMR,Centrocampista,Atalanta,28,1994.0,28.75,22.75,2030.0,1.25,0.5,1.75,3.25,0.0,0.825,0.8749999999999999
Adrià Pedrosa,ESP,Defensa,Espanyol,24,1998.0,17.5,13.0,1199.75,0.75,0.25,1.0,3.0,0.0,0.7000000000000001,0.7749999999999999
Adrián,ESP,PO,West Ham,33,1987.0,11.0,10.333333333333334,951.6666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Adrián Butzke,ESP,Delantero,Granada,22,1999.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrián Diéguez,ESP,Defensa,Alavés,22,1996.0,7.5,7.0,592.0,0.0,0.0,0.0,4.0,0.0,0.1,0.0
Adrián González,ESP,Centrocampista,Málaga,29,1988.0,29.0,27.0,2340.0,3.0,0.0,3.0,8.0,1.0,3.6,1.2
Adrián Guerrero,ESP,Defensa,Valencia,21,1998.0,2.0,1.0,126.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Adrián López,ESP,Delantero,La Coruña,32,1988.0,24.333333333333332,16.0,1423.0,4.0,2.3333333333333335,6.333333333333333,0.3333333333333333,0.0,4.066666666666667,2.9666666666666663
Adrián Marín,ESP,Defensa,Villarreal,23,1997.0,7.0,3.4,347.4,0.0,0.2,0.2,1.0,0.0,0.24000000000000005,0.1
Adrián Ramos,COL,Delantero,Granada,33,1986.0,7.0,2.0,226.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7
Adu Ares,ESP,Delantero,Athletic Club,20,2001.0,8.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Afriyie Acquah,GHA,Centrocampista,Torino,26,1992.0,25.0,14.0,1230.5,1.5,0.0,1.5,4.0,1.0,0.8999999999999999,0.7
Ager Aketxe,ESP,Centrocampista,Athletic Club,23,1993.0,3.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Agustín Marchesín,ARG,PO,Celta Vigo,34,1988.0,19.0,19.0,1710.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Agustín Álvarez Martínez,URU,Delantero,Sassuolo,21,2001.0,22.0,1.0,368.0,1.0,1.0,2.0,1.0,0.0,1.5,0.4
Ahmad Benali,LBY,Centrocampista,Crotone,28,1992.0,14.0,12.5,1012.5,0.5,1.0,1.5,2.0,0.0,0.75,0.75
Ahmed Elmohamady,EGY,Defensa,Aston Villa,32,1987.0,16.0,9.5,935.0,0.5,0.5,1.0,1.5,0.0,0.30000000000000004,1.9
Ahmed Hegazi,EGY,Defensa,West Brom,29,1991.0,19.5,19.5,1738.0,1.0,0.0,1.0,2.0,0.0,0.85,0.3
Aihen Muñoz,ESP,Defensa,Real Sociedad,24,1997.0,17.0,14.2,1248.0,0.0,0.4,0.4,2.6,0.2,0.13999999999999999,0.44000000000000006
Aimar Oroz,ESP,Delantero,Osasuna,20,2001.0,16.0,11.5,1012.0,1.5,3.0,4.5,3.0,0.0,1.8,1.4
Aimar Sher,SWE,Centrocampista,Spezia,18,2002.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ainsley Maitland-Niles,ENG,Defensa,Arsenal,24,1997.0,14.375,9.375,896.125,0.125,0.375,0.5,1.75,0.25,0.325,0.7125
Aitor Fernández,ESP,PO,Levante,31,1991.0,23.0,23.0,2069.2,0.0,0.0,0.0,0.8,0.2,0.0,0.08
Aitor Paredes,ESP,Defensa,Athletic Club,22,2000.0,16.0,9.0,859.0,0.0,0.0,0.0,3.0,0.0,0.5,0.4
Aitor Ruibal,ESP,Centrocampista,Betis,26,1996.0,20.0,11.6,1026.4,0.4,0.4,0.8,3.2,0.2,1.0799999999999998,1.4
Ajdin Hrustic,AUS,Centrocampista,Hellas Verona,26,1996.0,6.0,3.0,226.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6
Akin Famewo,ENG,Centrocampista,Norwich City,20,1998.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Empereur,BRA,Defensa,Hellas Verona,26,1994.0,8.5,6.0,537.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0
Alassane Sidibe,CIV,Centrocampista,Atalanta,19,2002.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alban Lafont,FRA,PO,Fiorentina,19,1999.0,34.0,34.0,3015.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4
Albano Bizzarri,ARG,PO,Udinese,39,1977.0,32.0,32.0,2880.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Albert Guðmundsson,ISL,Delantero,Genoa,24,1997.0,12.0,6.0,607.0,1.0,0.0,1.0,3.0,0.0,1.3,0.8
Albert Sambi Lokonga,BEL,Centrocampista,Arsenal,22,1999.0,11.333333333333334,6.666666666666667,622.6666666666666,0.0,0.0,0.0,2.3333333333333335,0.0,0.26666666666666666,0.3333333333333333
Alberto Aquilani,ITA,Centrocampista,Las Palmas,33,1984.0,21.0,15.0,1297.0,0.0,0.0,0.0,4.0,0.0,0.7,0.5
Alberto Basso,ITA,Centrocampista,Cremonese,18,2004.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Brignoli,ITA,PO,Benevento,25,1991.0,13.0,11.0,1126.0,1.0,0.0,1.0,2.0,0.0,0.1,0.0
Alberto Bueno,ESP,Centrocampista,Málaga,29,1988.0,11.0,1.0,226.0,0.0,0.0,0.0,0.0,0.0,1.1,0.5
Alberto Cerri,ITA,Delantero,Cagliari,24,1996.0,14.25,4.0,425.75,0.75,0.0,0.75,1.5,0.0,1.725,0.6
Alberto Cifuentes,ESP,PO,Cádiz,41,1979.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Del Moral,ESP,Centrocampista,Villarreal,22,2000.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto García,ESP,PO,Rayo Vallecano,33,1985.0,17.0,17.0,1530.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alberto Grassi,ITA,Centrocampista,SPAL,27,1995.0,21.5,15.0,1316.8333333333333,0.6666666666666666,0.3333333333333333,1.0,3.5,0.16666666666666666,1.0499999999999998,0.6666666666666666
Alberto López,ESP,Defensa,Málaga,22,1995.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Marí,ESP,Delantero,Valencia,21,2001.0,5.0,0.0,86.0,1.0,0.0,1.0,1.0,0.0,0.2,0.0
Alberto Moreno,ESP,Defensa,Liverpool,30,1992.0,14.833333333333334,10.333333333333334,933.8333333333334,0.5,0.5,1.0,2.8333333333333335,0.0,0.9333333333333335,0.7666666666666666
Alberto Paleari,ITA,PO,Genoa,27,1992.0,3.0,2.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Paloschi,ITA,Delantero,SPAL,29,1990.0,19.0,9.75,922.25,2.25,0.0,2.25,1.25,0.0,2.9499999999999997,0.5
Alberto Perea,ESP,Centrocampista,Cádiz,31,1990.0,15.333333333333334,8.333333333333334,790.3333333333334,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,0.0,0.9,1.0333333333333334
Alberto Redondo,ESP,Defensa,Getafe,20,1997.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Soro,ESP,Delantero,Granada,22,1999.0,15.5,5.0,485.5,0.5,1.0,1.5,0.5,0.0,0.75,0.4
Alberto de la Bella,ESP,Defensa,Real Sociedad,31,1985.0,17.0,17.0,1528.0,0.0,1.0,1.0,4.0,0.0,0.2,1.1
Albian Ajeti,SUI,Delantero,West Ham,22,1997.0,9.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
Albin Ekdal,SWE,Centrocampista,Sampdoria,33,1989.0,30.6,24.0,2140.2,0.6,1.0,1.6,8.0,0.4,1.42,1.0
Aleandro Rosi,ITA,Defensa,Genoa,30,1987.0,24.0,22.0,1700.0,0.0,1.0,1.0,5.0,0.0,1.1,1.1
Aleix Febas,ESP,Centrocampista,Mallorca,25,1996.0,16.5,11.5,903.5,0.0,1.5,1.5,2.5,0.0,0.2,0.9
Aleix García,ESP,Centrocampista,Girona,25,1997.0,23.0,14.5,1322.25,1.0,1.75,2.75,1.5,0.0,0.925,2.6
Aleix Garrido,ESP,Delantero,Barcelona,18,2004.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleix Vidal,ESP,Centrocampista,Barcelona,32,1989.0,20.5,11.833333333333334,1112.3333333333333,0.8333333333333334,1.5,2.3333333333333335,5.166666666666667,0.16666666666666666,0.8833333333333333,2.016666666666667
Alejandro Alfaro,ESP,Centrocampista,Elche,20,2002.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Arribas,ESP,Defensa,La Coruña,28,1989.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Alejandro Asensio,ESP,Delantero,Rayo Vallecano,20,2000.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Balde,ESP,Defensa,Barcelona,18,2003.0,19.0,16.0,1329.5,0.5,3.0,3.5,2.0,0.0,0.95,2.45
Alejandro Blanco,ESP,Delantero,Alavés,21,1998.0,7.5,3.0,298.0,0.5,0.0,0.5,0.5,0.0,0.25,0.25
Alejandro Blesa,ESP,Centrocampista,Levante,18,2002.0,1.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Garnacho,ARG,Delantero,Manchester Utd,18,2004.0,10.5,2.5,291.0,1.5,1.0,2.5,1.5,0.0,1.5,0.5
Alejandro Gutiérrez Mozo,ESP,Centrocampista,Leganés,22,1995.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Pozo Pozo,ESP,Defensa,Mallorca,23,1999.0,20.5,15.0,1401.25,0.25,1.25,1.5,1.5,0.0,0.3,1.55
Alejandro Primo,ESP,PO,Levante,17,2004.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Revuelta Montero,ESP,Defensa,Getafe,22,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Rodríguez,ESP,Centrocampista,Empoli,27,1991.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Aleksa Terzić,SRB,Centrocampista,Fiorentina,22,1999.0,12.666666666666666,3.0,405.6666666666667,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0.13333333333333333,0.7666666666666666
Aleksandar Dragović,AUT,Defensa,Leicester City,26,1991.0,11.0,7.0,769.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0
Aleksandar Jovanović,SRB,PO,Huesca,25,1992.0,12.0,12.0,1080.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Aleksandar Katai,SRB,Centrocampista,Alavés,26,1991.0,3.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Aleksandar Kolarov,SRB,Defensa,Roma,35,1985.0,22.0,20.0,1826.0,3.4,2.4,5.8,3.2,0.2,2.86,4.36
Aleksandar Mitrović,SRB,Delantero,Newcastle Utd,27,1994.0,23.5,18.25,1696.25,7.25,1.75,9.0,4.25,0.0,9.1,2.1
Aleksandar Sedlar,SRB,Defensa,Mallorca,29,1991.0,11.0,6.0,609.0,0.0,0.0,0.0,4.0,1.0,0.05,0.05
Aleksandar Tonev,BUL,Delantero,Crotone,27,1990.0,8.0,5.0,401.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2
Aleksandar Trajkovski,MKD,Centrocampista,Mallorca,26,1992.0,14.0,1.0,330.0,0.0,0.0,0.0,0.0,0.0,0.5,1.2
Aleksander Buksa,POL,Delantero,Genoa,18,2003.0,4.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandr Kokorin,RUS,Delantero,Fiorentina,30,1991.0,5.0,0.0,74.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Aleksei Miranchuk,RUS,Centrocampista,Atalanta,26,1995.0,24.333333333333332,11.666666666666666,1178.6666666666667,3.3333333333333335,4.0,7.333333333333333,0.0,0.0,1.8333333333333333,2.866666666666667
Alen Halilović,CRO,Delantero,Las Palmas,21,1996.0,20.0,16.0,1304.0,2.0,1.0,3.0,1.0,1.0,1.6,1.8
Alessandro Bastoni,ITA,Defensa,Atalanta,23,1999.0,24.333333333333332,21.166666666666668,1848.6666666666667,0.6666666666666666,1.1666666666666667,1.8333333333333333,4.0,0.16666666666666666,0.6999999999999998,1.2333333333333334
Alessandro Berardi,ITA,PO,Hellas Verona,30,1991.0,1.0,0.5,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Bianco,ITA,Centrocampista,Fiorentina,19,2002.0,7.0,2.0,153.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Alessandro Buongiorno,ITA,Defensa,Torino,23,1999.0,17.5,12.75,1192.25,0.25,0.75,1.0,4.25,0.0,0.8500000000000001,0.5
Alessandro Cortinovis,ITA,Centrocampista,Hellas Verona,21,2001.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Deiola,ITA,Centrocampista,Cagliari,25,1995.0,12.625,7.625,658.25,0.625,0.375,1.0,2.375,0.0,0.65,0.41250000000000003
Alessandro Di Pardo,ITA,Delantero,Juventus,21,1999.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Florenzi,ITA,Defensa,Valencia,31,1991.0,19.5,14.166666666666666,1278.5,1.0,1.0,2.0,2.6666666666666665,0.3333333333333333,1.4333333333333333,2.166666666666667
Alessandro Gamberini,ITA,Defensa,Chievo,35,1981.0,23.0,20.0,1815.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Alessandro Matri,ITA,Delantero,Sassuolo,34,1984.0,16.666666666666668,4.333333333333333,535.3333333333334,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,3.533333333333333,0.5666666666666667
Alessandro Murgia,ITA,Centrocampista,Lazio,22,1996.0,14.25,9.75,902.0,0.0,1.0,1.0,1.75,0.25,1.0,1.025
Alessandro Russo,ITA,Centrocampista,Salernitana,21,2002.0,1.0,0.5,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Semprini,ITA,Defensa,Brescia,21,1998.0,12.0,6.0,629.0,1.0,0.0,1.0,2.0,0.0,0.9,0.2
Alessandro Tripaldelli,ITA,Defensa,Sassuolo,21,1999.0,6.0,2.0,217.5,0.0,0.0,0.0,0.5,0.0,0.0,0.05
Alessandro Tuia,ITA,Defensa,Benevento,32,1990.0,17.0,12.5,1137.0,0.5,0.0,0.5,3.5,0.0,0.45,0.15
Alessandro Zanoli,ITA,Defensa,Napoli,21,2000.0,11.666666666666666,7.0,669.6666666666666,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,0.0,0.9,0.43333333333333335
Alessio Cerci,ITA,Delantero,Hellas Verona,30,1987.0,24.0,22.0,1635.0,3.0,1.0,4.0,1.0,0.0,3.3,4.1
Alessio Cragno,ITA,PO,Cagliari,28,1994.0,25.5,25.5,2282.6666666666665,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alessio Romagnoli,ITA,Defensa,Milan,27,1995.0,28.333333333333332,27.333333333333332,2421.5,1.5,0.16666666666666666,1.6666666666666667,5.833333333333333,0.6666666666666666,1.4000000000000001,0.45
Alessio Zerbin,ITA,Delantero,Napoli,23,1999.0,10.0,2.0,198.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0
Alex Baena,ESP,Centrocampista,Villarreal,21,2001.0,14.0,7.0,699.6666666666666,2.0,0.6666666666666666,2.6666666666666665,4.333333333333333,0.3333333333333333,1.3333333333333333,1.7666666666666666
Alex Cordaz,ITA,PO,Crotone,39,1983.0,25.0,24.666666666666668,2228.6666666666665,0.0,0.0,0.0,1.0,0.0,0.0,0.06666666666666667
Alex Ferrari,ITA,Defensa,Hellas Verona,28,1994.0,15.142857142857142,13.714285714285714,1154.142857142857,0.2857142857142857,0.14285714285714285,0.42857142857142855,3.4285714285714284,0.0,0.3571428571428572,0.31428571428571433
Alex Iwobi,NGA,Centrocampista,Arsenal,26,1996.0,30.333333333333332,23.333333333333332,2058.5,2.0,3.6666666666666665,5.666666666666667,0.6666666666666666,0.0,2.6,3.8333333333333335
Alex Král,CZE,Centrocampista,West Ham,23,1998.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McCarthy,ENG,PO,Southampton,32,1989.0,20.666666666666668,20.666666666666668,1860.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alex Meret,ITA,PO,SPAL,25,1997.0,18.666666666666668,18.333333333333332,1653.1666666666667,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
Alex Mighten,ENG,Delantero,Nott'ham Forest,20,2002.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Oxlade-Chamberlain,ENG,Defensa,Arsenal,28,1993.0,15.142857142857142,7.0,659.0,1.5714285714285714,1.4285714285714286,3.0,0.5714285714285714,0.0,1.2428571428571427,1.1142857142857143
Alex Petxa,ESP,Defensa,Athletic Club,24,1997.0,17.0,1.0,412.0,0.0,0.0,0.0,4.0,0.0,0.1,0.3
Alex Pritchard,ENG,Centrocampista,Huddersfield,25,1993.0,22.0,19.0,1539.5,1.5,0.5,2.0,1.5,0.0,1.9500000000000002,1.85
Alex Sandro,BRA,Defensa,Juventus,31,1991.0,27.5,22.666666666666668,2052.3333333333335,1.3333333333333333,1.8333333333333333,3.1666666666666665,4.833333333333333,0.16666666666666666,1.1,1.8499999999999999
Alex Sola,ESP,Defensa,Real Sociedad,23,1999.0,4.333333333333333,1.3333333333333333,160.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.10000000000000002,0.10000000000000002
Alex Telles,BRA,Defensa,Manchester Utd,29,1992.0,19.0,13.666666666666666,1259.0,0.0,2.6666666666666665,2.6666666666666665,2.3333333333333335,0.0,0.3333333333333333,1.5333333333333332
Alexander,ARG,Centrocampista,Leganés,29,1988.0,7.0,6.5,535.0,1.0,1.0,2.0,0.5,0.0,1.1,1.25
Alexander Callens,PER,Defensa,Girona,30,1992.0,6.0,0.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alexander Isak,SWE,Delantero,Newcastle Utd,22,1999.0,25.4,17.8,1532.2,8.6,1.2,9.8,3.2,0.0,8.459999999999999,1.92
Alexander Sørloth,NOR,Delantero,Crystal Palace,26,1995.0,20.75,13.0,1173.5,4.0,0.75,4.75,1.5,0.0,4.9,2.25
