,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
2883,Jon Bautista,ESP,Delantero,Real Sociedad,22,1995,11,1,181,1,0,1,0,0,1.3,0.1
2884,Paul Baysse,FRA,Defensa,Málaga,29,1988,15,13,1239,1,0,1,1,0,1.1,0.0
2885,Claudio Beauvue,GLP,Delantero,Leganés,29,1988,28,17,1672,2,0,2,4,0,4.2,1.3
2886,Bebé,CPV,Centrocampista,Eibar,27,1990,9,3,365,0,1,1,0,0,0.3,1.7
2887,Wissam Ben Yedder,FRA,Delantero,Sevilla,26,1990,25,18,1700,9,3,12,2,1,12.3,2.1
2888,Karim Benzema,FRA,Delantero,Real Madrid,29,1987,32,25,2150,5,10,15,0,0,12.8,6.8
2889,Markel Bergara,ESP,Centrocampista,Getafe,31,1986,18,18,1463,4,1,5,5,0,2.8,0.0
2890,Pedro Bigas,ESP,Defensa,Las Palmas,26,1990,12,11,894,0,0,0,3,0,0.2,0.3
2891,Rubén Blanco,ESP,PO,Celta Vigo,22,1995,22,22,1941,0,0,0,3,1,0.0,0.0
2892,Emmanuel Boateng,GHA,Delantero,Levante,21,1996,25,10,1276,6,0,6,5,0,7.1,1.3
2893,Daniele Bonera,ITA,Defensa,Villarreal,36,1981,15,14,1190,0,1,1,4,1,0.1,0.6
2894,Celso Borges,CRC,Centrocampista,La Coruña,29,1988,32,26,2300,3,3,6,4,1,3.4,2.4
2895,Ryad Boudebouz,ALG,Centrocampista,Betis,27,1990,27,15,1360,2,3,5,2,0,0.8,2.5
2896,Yassine Bounou,MAR,PO,Girona,26,1991,30,30,2655,0,0,0,2,0,0.0,0.0
2897,Eneko Bóveda,ESP,Defensa,La Coruña,28,1988,8,7,667,0,0,0,2,0,0.0,0.0
2898,Eneko Bóveda,ESP,Defensa,Athletic Club,28,1988,6,6,522,0,1,1,1,0,0.0,0.2
2899,Lucas Boyé,ARG,Delantero,Celta Vigo,21,1996,13,2,276,0,0,0,2,0,1.1,0.2
2900,Darko Brašanac,SRB,Centrocampista,Leganés,25,1992,23,13,1203,2,0,2,3,0,1.6,1.0
2901,Alberto Bueno,ESP,Centrocampista,Málaga,29,1988,11,1,226,0,0,0,0,0,1.1,0.5
2902,Burgui,ESP,Centrocampista,Alavés,23,1993,23,12,1034,1,0,1,1,0,0.7,1.6
2903,Sergio Busquets,ESP,Centrocampista,Barcelona,29,1988,31,30,2593,1,4,5,8,0,1.0,2.0
2904,Unai Bustinza,ESP,Defensa,Leganés,25,1992,20,18,1637,2,0,2,5,0,2.4,0.2
2905,Erick Cabaco,URU,Defensa,Levante,22,1995,14,12,1040,0,0,0,5,0,0.6,0.0
2906,Gustavo Cabral,ARG,Defensa,Celta Vigo,31,1985,26,20,1891,1,1,2,5,0,0.7,0.3
2907,Leandro Cabrera,URU,Defensa,Getafe,26,1991,9,8,720,0,0,0,3,0,0.5,0.3
2908,Cala,ESP,Defensa,Getafe,27,1989,20,20,1800,2,2,4,9,0,1.6,0.7
2909,Carlos Calderón,ESP,Centrocampista,Getafe,22,1995,1,0,4,0,0,0,0,0,0.0,0.0
2910,Jonathan Calleri,ARG,Delantero,Las Palmas,23,1993,37,34,3109,9,3,12,7,0,13.5,2.8
2911,Víctor Camarasa,ESP,Centrocampista,Betis,23,1994,24,14,1252,1,0,1,1,0,1.4,1.5
2912,José Campaña,ESP,Centrocampista,Levante,24,1993,35,33,2734,1,4,5,9,1,1.4,4.7
2913,Joel Campbell,CRC,Centrocampista,Betis,25,1992,8,2,214,2,1,3,1,0,1.1,0.5
2914,Sergio Canales,ESP,Centrocampista,Real Sociedad,26,1991,36,20,1928,4,5,9,4,0,3.4,6.0
2915,João Cancelo,POR,Centrocampista,Valencia,23,1994,1,1,90,0,0,0,0,0,0.3,0.4
2916,Ander Capa,ESP,Defensa,Eibar,25,1992,33,25,2249,0,1,1,4,0,0.2,1.5
2917,Lionel Carole,FRA,Defensa,Sevilla,26,1991,6,6,540,0,1,1,0,0,0.3,0.1
2918,Yannick Carrasco,BEL,Centrocampista,Atlético Madrid,23,1993,17,8,901,3,4,7,3,0,2.3,2.6
2919,Daniel Carriço,POR,Defensa,Sevilla,28,1988,6,5,460,0,0,0,1,0,0.1,0.2
2920,Casemiro,BRA,Centrocampista,Real Madrid,25,1992,30,30,2595,5,3,8,8,0,3.3,2.7
2921,Kiko Casilla,ESP,PO,Real Madrid,30,1986,10,10,900,0,0,0,0,0,0.0,0.0
2922,Samu Castillejo,ESP,Centrocampista,Villarreal,22,1995,30,25,2074,6,5,11,4,0,4.5,4.4
2923,Jonny Castro,ESP,Defensa,Celta Vigo,23,1994,36,36,3202,2,1,3,10,0,1.8,1.6
2924,Rubén Castro,ESP,Delantero,Betis,36,1981,10,3,359,1,1,2,0,0,1.8,0.6
2925,Dani Ceballos,ESP,Centrocampista,Real Madrid,20,1996,12,4,401,2,0,2,0,0,0.4,0.2
2926,Emanuel Cecchini,ARG,Centrocampista,Málaga,20,1996,2,0,30,0,0,0,2,0,0.0,0.0
2927,Nereo Champagne,ARG,PO,Leganés,32,1985,2,2,180,0,0,0,0,0,0.0,0.0
2928,Charles,BRA,Delantero,Eibar,33,1984,30,18,1582,8,1,9,5,1,8.1,1.7
2929,Chema,ESP,Defensa,Levante,25,1992,25,23,2017,1,1,2,7,1,0.5,0.9
2930,Denis Cheryshev,RUS,Centrocampista,Villarreal,26,1990,24,9,926,2,1,3,2,0,5.1,3.5
2931,Leandro Chichizola,ARG,PO,Las Palmas,27,1990,27,27,2430,0,0,0,2,0,0.0,0.0
2932,Chuca,ESP,Centrocampista,Villarreal,20,1997,4,1,88,0,0,0,1,0,0.1,0.0
2933,Cifu,ESP,Defensa,Málaga,26,1990,2,1,108,0,0,0,0,0,0.0,0.1
2934,Jasper Cillessen,NED,PO,Barcelona,28,1989,1,1,90,0,0,0,0,0,0.0,0.0
2935,Coke,ESP,Defensa,Levante,30,1987,17,16,1383,3,0,3,5,1,1.9,0.4
2936,Emre Çolak,TUR,Centrocampista,La Coruña,26,1991,26,17,1449,1,1,2,4,0,1.2,4.0
2937,Francis Coquelin,FRA,Centrocampista,Valencia,26,1991,9,7,657,1,0,1,2,0,0.3,0.1
2938,Sébastien Corchia,FRA,Defensa,Sevilla,26,1990,12,9,821,0,1,1,4,0,0.3,0.5
2939,Iñigo Córdoba,ESP,Delantero,Athletic Club,20,1997,30,18,1459,1,1,2,3,0,1.5,1.9
2940,Ángel Correa,ARG,Centrocampista,Atlético Madrid,22,1995,37,27,2253,8,4,12,4,1,5.9,2.7
2941,Joaquín Correa,ARG,Delantero,Sevilla,22,1994,21,15,1193,1,1,2,5,0,2.4,2.0
2942,Diego Costa,ESP,Delantero,Atlético Madrid,28,1988,15,13,1041,3,3,6,7,1,3.6,2.4
2943,Jaume Costa,ESP,Defensa,Villarreal,29,1988,30,29,2536,0,0,0,14,1,0.5,1.7
2944,Philippe Coutinho,BRA,Centrocampista,Barcelona,25,1992,18,16,1296,8,5,13,1,0,3.6,4.2
2945,Juan Cruz,ESP,Delantero,Málaga,17,2000,1,0,7,0,0,0,0,0,0.0,0.0
2946,Iván Cuéllar,ESP,PO,Leganés,33,1984,35,35,3150,0,0,0,4,0,0.0,0.1
2947,Sergi Darder,ESP,Centrocampista,Espanyol,23,1993,35,32,2782,1,2,3,7,0,1.1,2.4
2948,Salem Al-Dawsari,KSA,Centrocampista,Villarreal,25,1991,1,0,34,0,0,0,1,0,0.0,0.0
2949,Ousmane Dembélé,FRA,Delantero,Barcelona,20,1997,17,12,925,3,6,9,2,0,2.1,3.7
2950,Ermedin Demirović,BIH,Delantero,Alavés,19,1998,3,2,182,1,1,2,0,0,1.7,0.0
2951,Gerard Deulofeu,ESP,Centrocampista,Barcelona,23,1994,10,5,503,1,1,2,1,0,1.2,1.5
2952,Adrián Diéguez,ESP,Defensa,Alavés,21,1996,6,6,435,0,0,0,5,0,0.1,0.0
2953,Lucas Digne,FRA,Defensa,Barcelona,24,1993,12,8,704,0,2,2,2,0,0.3,1.8
2954,Marko Dmitrović,SRB,PO,Eibar,25,1992,36,36,3240,0,0,0,1,0,0.0,0.0
2955,Jaume Doménech,ESP,PO,Valencia,26,1990,5,5,450,0,0,0,2,0,0.0,0.0
2956,Mauro dos Santos,ARG,Defensa,Leganés,28,1989,14,10,983,0,0,0,3,0,0.1,0.0
2957,Cheick Doukouré,CIV,Centrocampista,Levante,24,1992,19,12,1022,1,0,1,4,0,1.1,0.3
2958,Óscar Duarte,CRC,Defensa,Espanyol,28,1989,11,11,990,0,0,0,1,0,0.6,0.0
2959,Rubén Duarte,ESP,Defensa,Alavés,21,1995,24,24,2138,0,2,2,9,1,0.8,1.6
2960,Riza Durmisi,DEN,Defensa,Betis,23,1994,24,23,2080,2,3,5,4,0,1.9,2.6
2961,Hugo Duro,ESP,Delantero,Getafe,17,1999,2,0,19,0,0,0,0,0,0.3,0.0
2962,Aritz Elustondo,ESP,Defensa,Real Sociedad,23,1994,19,18,1596,3,2,5,1,0,1.3,0.3
2963,Rodrigo Ely,BRA,Defensa,Alavés,23,1993,31,30,2691,1,0,1,11,1,1.2,0.4
2964,Youssef En-Nesyri,MAR,Delantero,Málaga,20,1997,25,16,1596,4,0,4,2,1,5.2,0.9
2965,Sergi Enrich,ESP,Delantero,Eibar,27,1990,19,14,1330,3,1,4,2,0,3.1,1.7
2966,Javier Eraso,ESP,Centrocampista,Leganés,27,1990,34,31,2533,4,3,7,4,0,4.3,3.4
2967,Gonzalo Escalante,ARG,Centrocampista,Eibar,24,1993,28,16,1565,1,0,1,3,0,1.3,1.0
2968,Sergio Escudero,ESP,Defensa,Sevilla,27,1989,27,26,2332,0,2,2,10,0,1.0,1.2
2969,Bernardo Espinosa,COL,Defensa,Girona,28,1989,34,32,2868,0,3,3,7,0,2.7,1.1
2970,Oghenekaro Etebo,NGA,Centrocampista,Las Palmas,21,1995,14,14,1215,0,1,1,3,0,0.6,0.4
2971,Beñat Etxebarria,ESP,Centrocampista,Athletic Club,30,1987,24,12,1120,0,2,2,3,0,0.5,2.4
2972,Xabier Etxeita,ESP,Defensa,Athletic Club,29,1987,5,5,376,1,0,1,2,0,0.4,0.0
2973,Edu Expósito,ESP,Centrocampista,La Coruña,20,1996,3,0,96,0,0,0,1,0,0.0,0.0
2974,Erik Expósito,ESP,Delantero,Las Palmas,21,1996,10,4,467,1,0,1,0,0,0.8,0.2
2975,Imoh Ezekiel,NGA,Centrocampista,Las Palmas,23,1993,10,5,469,0,0,0,0,0,1.1,0.1
2976,Fayçal Fajr,MAR,Centrocampista,Getafe,28,1988,31,26,2385,1,4,5,7,0,1.5,2.9
2977,Zouhair Feddal,MAR,Defensa,Betis,28,1989,15,14,1257,3,0,3,7,0,0.5,0.1
2978,Andrés Fernández,ESP,PO,Villarreal,30,1986,3,3,225,0,0,0,0,0,0.0,0.0
2979,Augusto Fernández,ARG,Centrocampista,Atlético Madrid,31,1986,5,1,107,0,0,0,1,0,0.0,0.0
2980,Carlos Fernández,ESP,Delantero,Sevilla,21,1996,2,2,137,1,0,1,0,0,0.6,0.1
2981,Raúl Fernández,ESP,PO,Levante,29,1988,11,11,990,0,0,0,0,0,0.0,0.0
2982,Junior Firpo,ESP,Defensa,Betis,20,1996,14,14,1189,2,2,4,4,0,1.3,1.5
2983,Mathieu Flamini,FRA,Centrocampista,Getafe,33,1984,8,6,480,0,0,0,2,1,0.0,0.1
2984,Andreu Fontàs,ESP,Defensa,Celta Vigo,27,1989,12,9,885,0,1,1,2,0,0.1,0.3
2985,Pablo Fornals,ESP,Centrocampista,Villarreal,21,1996,35,30,2620,3,12,15,4,0,2.8,8.6
2986,Javi Fuego,ESP,Centrocampista,Villarreal,33,1984,11,6,537,0,0,0,2,0,0.0,0.0
2987,Javi Fuego,ESP,Centrocampista,Espanyol,33,1984,17,17,1341,0,0,0,6,0,0.4,0.0
2988,Gabi,ESP,Centrocampista,Atlético Madrid,34,1983,34,25,2349,0,1,1,8,0,0.3,1.6
2989,Gabriel,BRA,Centrocampista,Leganés,23,1993,29,28,2377,5,2,7,6,1,5.5,2.0
2990,Nicolás Gaitán,ARG,Centrocampista,Atlético Madrid,29,1988,6,1,219,0,0,0,0,0,0.4,0.4
2991,Álex Gálvez,ESP,Defensa,Las Palmas,28,1989,18,18,1619,0,0,0,5,1,0.8,0.1
2992,Álex Gálvez,ESP,Defensa,Eibar,28,1989,4,4,360,1,0,1,1,0,0.1,0.0
2993,Bruno Gama,POR,Delantero,La Coruña,29,1987,6,1,115,0,0,0,1,0,0.0,0.1
2994,Kévin Gameiro,FRA,Delantero,Atlético Madrid,30,1987,25,11,1125,7,2,9,0,0,6.1,1.5
2995,Ganso,BRA,Centrocampista,Sevilla,27,1989,8,7,519,2,0,2,0,0,1.4,0.4
2996,Ezequiel Garay,ARG,Defensa,Valencia,30,1986,24,23,2028,0,0,0,5,0,0.4,0.4
2997,Aleix García,ESP,Centrocampista,Girona,20,1997,20,7,852,1,0,1,3,0,0.3,1.3
2998,Borja García,ESP,Centrocampista,Girona,26,1990,37,34,2798,2,5,7,2,0,2.6,4.4
2999,Dani García,ESP,Centrocampista,Eibar,27,1990,32,32,2775,0,1,1,14,0,0.5,1.1
3000,David García,ESP,Defensa,Las Palmas,35,1982,11,9,860,1,0,1,2,0,0.4,0.3
3001,Javi García,ESP,Centrocampista,Betis,30,1987,32,27,2410,1,0,1,7,0,1.1,0.6
3002,Manu García,ESP,Centrocampista,Alavés,31,1986,30,27,2439,3,0,3,9,0,3.3,1.2
3003,Raúl García,ESP,Centrocampista,Athletic Club,31,1986,34,30,2627,10,1,11,10,0,9.9,3.5
3004,Raúl García,ESP,Defensa,Leganés,28,1989,19,15,1392,0,2,2,1,0,0.2,2.2
3005,Samu García,ESP,Centrocampista,Málaga,27,1990,7,2,177,0,1,1,1,1,0.1,0.1
3006,Samu García,ESP,Delantero,Levante,27,1990,11,2,191,0,0,0,1,0,0.1,0.2
3007,Sergio García,ESP,Delantero,Espanyol,34,1983,33,14,1641,2,6,8,4,0,4.0,3.9
3008,Mario Gaspar,ESP,Defensa,Villarreal,26,1990,32,31,2806,2,3,5,6,0,1.3,2.3
3009,Johannes Geis,GER,Defensa,Sevilla,23,1993,14,7,676,0,1,1,0,0,0.2,0.5
3010,Carles Gil,ESP,Delantero,La Coruña,24,1992,10,6,476,0,1,1,0,0,0.3,1.4
3011,Nacho Gil,ESP,Delantero,Las Palmas,21,1995,14,8,729,0,0,0,1,0,0.3,1.0
3012,Nacho Gil,ESP,Centrocampista,Valencia,21,1995,6,2,229,0,1,1,0,0,0.1,0.4
3013,Dani Giménez,ESP,PO,Betis,34,1983,4,4,308,0,0,0,0,0,0.0,0.0
3014,Diego Godín,URU,Defensa,Atlético Madrid,31,1986,30,28,2554,0,0,0,6,0,1.9,0.6
3015,André Gomes,POR,Centrocampista,Barcelona,24,1993,16,6,635,0,0,0,1,0,0.6,0.1
3016,Ibai Gómez,ESP,Centrocampista,Alavés,27,1989,34,26,2319,7,6,13,1,0,4.7,5.7
3017,Maxi Gómez,URU,Delantero,Celta Vigo,20,1996,36,35,3068,17,4,21,12,0,14.8,3.9
3018,Sergi Gómez,ESP,Defensa,Celta Vigo,25,1992,33,31,2680,1,0,1,3,0,1.6,0.8
3019,Vicente Gómez,ESP,Centrocampista,Las Palmas,28,1988,25,17,1525,0,0,0,3,0,0.8,0.4
3020,Adrián González,ESP,Centrocampista,Málaga,29,1988,29,27,2340,3,0,3,8,1,3.6,1.2
3021,Álvaro González,ESP,Defensa,Villarreal,27,1990,33,32,2898,0,2,2,14,1,1.6,0.6
3022,Bruno González,ESP,Defensa,Getafe,27,1990,20,17,1540,0,0,0,5,0,0.4,0.8
3023,Diego González,ESP,Defensa,Málaga,22,1995,18,17,1429,1,0,1,5,0,0.7,0.6
3024,Fabio González,ESP,Centrocampista,Las Palmas,20,1997,1,1,64,0,0,0,1,0,0.0,0.0
3025,Mario González,ESP,Delantero,Villarreal,21,1996,2,0,18,0,0,0,0,0,0.1,0.1
3026,Andoni Gorosabel,ESP,Defensa,Real Sociedad,20,1996,2,1,76,0,0,0,0,0,0.0,0.0
3027,Julio Gracia,ESP,Defensa,Betis,19,1998,2,0,23,0,0,0,0,0,0.0,0.0
3028,Álex Granell,ESP,Centrocampista,Girona,28,1988,34,33,2848,1,7,8,11,0,2.4,6.5
3029,Esteban Granero,ESP,Centrocampista,Espanyol,30,1987,25,11,1230,1,2,3,4,0,0.6,2.1
3030,Antoine Griezmann,FRA,Delantero,Atlético Madrid,26,1991,32,30,2519,19,9,28,7,1,13.1,6.8
3031,Vicente Guaita,ESP,PO,Getafe,30,1987,33,33,2970,0,0,0,1,0,0.0,0.2
3032,Andrés Guardado,MEX,Centrocampista,Betis,30,1986,29,25,2264,2,8,10,7,0,2.5,5.2
3033,Gonçalo Guedes,POR,Centrocampista,Valencia,20,1996,33,27,2439,5,9,14,2,0,4.7,7.0
3034,Ramiro Guerra,URU,Centrocampista,Villarreal,20,1997,4,0,71,0,0,0,1,0,0.0,0.1
3035,Francis Guerrero,ESP,Defensa,Betis,21,1996,14,10,993,1,0,1,2,0,0.3,0.5
3036,John Guidetti,SWE,Delantero,Alavés,25,1992,17,15,1222,3,3,6,3,0,2.7,1.7
3037,John Guidetti,SWE,Delantero,Celta Vigo,25,1992,8,0,115,0,0,0,0,0,0.9,0.5
3038,Guilherme,BRA,Centrocampista,La Coruña,26,1991,31,31,2639,0,0,0,11,0,2.6,1.6
3039,Gerard Gumbau,ESP,Centrocampista,Leganés,22,1994,25,16,1434,1,0,1,8,0,0.7,0.5
3040,Jon Guridi,ESP,Centrocampista,Real Sociedad,22,1995,4,0,54,0,0,0,0,0,0.0,0.0
3041,Alejandro Gutiérrez Mozo,ESP,Centrocampista,Leganés,22,1995,1,0,45,0,0,0,0,0,0.0,0.0
3042,Hacen,MTN,Delantero,Levante,19,1997,2,1,81,0,0,0,0,0,0.0,0.0
3043,Munir El Haddadi,MAR,Delantero,Alavés,21,1995,33,28,2444,10,6,16,7,1,9.1,3.9
3044,Achraf Hakimi,MAR,Defensa,Real Madrid,18,1998,9,8,757,2,0,2,0,0,0.3,0.3
3045,Alen Halilović,CRO,Delantero,Las Palmas,21,1996,20,16,1304,2,1,3,1,1,1.6,1.8
3046,Mario Hermoso,ESP,Defensa,Espanyol,22,1995,22,22,1928,1,0,1,6,1,1.0,0.2
3047,Hernán,ESP,Centrocampista,Las Palmas,26,1990,7,4,351,0,0,0,1,0,1.0,0.0
3048,Héctor Hernández,ESP,Defensa,Alavés,26,1991,1,0,16,0,0,0,0,0,0.0,0.0
3049,Lucas Hernández,FRA,Defensa,Atlético Madrid,21,1996,27,24,2116,0,1,1,7,1,0.6,0.3
3050,Luis Hernández,ESP,Defensa,Málaga,28,1989,36,36,3240,0,1,1,8,0,0.2,0.4
3051,Pablo Hernández,CHI,Centrocampista,Celta Vigo,30,1986,30,18,1819,3,2,5,4,0,1.9,1.3
3052,Theo Hernández,FRA,Defensa,Real Madrid,19,1997,13,10,963,0,0,0,1,0,0.2,1.1
3053,Borja Herrera,ESP,Defensa,Las Palmas,24,1993,3,3,241,0,0,0,0,0,0.0,0.0
3054,Iago Herrerín,ESP,PO,Athletic Club,29,1988,8,8,720,0,0,0,0,0,0.0,0.0
3055,Andrew Hjulsager,DEN,Defensa,Celta Vigo,22,1995,2,0,14,0,0,0,0,0,0.0,0.0
3056,Brown Ideye,NGA,Delantero,Málaga,28,1988,13,8,733,1,0,1,2,0,1.7,0.4
3057,Asier Illarramendi,ESP,Centrocampista,Real Sociedad,27,1990,36,35,3163,7,5,12,10,1,2.9,2.3
3058,Andrés Iniesta,ESP,Centrocampista,Barcelona,33,1984,30,25,1824,1,2,3,1,0,0.6,1.8
3059,Takashi Inui,JPN,Centrocampista,Eibar,29,1988,34,31,2631,5,2,7,4,0,4.6,1.9
3060,Gorka Iraizoz,ESP,PO,Girona,36,1981,9,8,765,0,0,0,1,0,0.0,0.0
3061,Carlos Isaac,ESP,Defensa,Atlético Madrid,19,1998,1,1,63,0,0,0,1,0,0.0,0.0
3062,Isco,ESP,Centrocampista,Real Madrid,25,1992,30,21,1774,7,7,14,1,0,5.4,6.3
3063,Manuel Iturra,CHI,Centrocampista,Málaga,33,1984,20,18,1583,0,0,0,6,0,0.4,0.7
3064,Ander Iturraspe,ESP,Centrocampista,Athletic Club,28,1989,30,20,1904,0,0,0,7,0,0.2,2.0
3065,Ivi,ESP,Centrocampista,Levante,23,1994,29,17,1762,4,3,7,3,0,2.7,2.6
3066,Adnan Januzaj,BEL,Delantero,Real Sociedad,22,1995,28,18,1573,3,5,8,4,0,6.3,5.5
3067,Jason,ESP,Delantero,Levante,23,1994,27,22,1786,1,2,3,2,0,2.6,2.7
3068,Álvaro Jiménez,ESP,Centrocampista,Getafe,22,1995,13,5,529,1,1,2,4,1,0.5,0.7
3069,Joaquín,ESP,Centrocampista,Betis,36,1981,35,29,2479,4,7,11,7,0,3.8,6.2
3070,Jony,ESP,Delantero,Málaga,26,1991,5,1,217,0,0,0,1,0,0.3,0.3
3071,Joan Jordán,ESP,Centrocampista,Eibar,23,1994,35,25,2427,6,4,10,2,1,4.1,3.1
3072,Willian José,BRA,Delantero,Real Sociedad,25,1991,34,32,2770,15,4,19,4,0,11.1,4.6
3073,Jozabed,ESP,Centrocampista,Celta Vigo,26,1991,24,18,1473,0,4,4,7,0,1.7,2.4
3074,Juanfran,ESP,Defensa,La Coruña,28,1988,35,34,3057,0,1,1,3,0,1.3,3.9
3075,Juanfran,ESP,Defensa,Atlético Madrid,32,1985,17,15,1307,0,1,1,3,0,0.1,1.8
3076,Juankar,ESP,Defensa,Málaga,27,1990,10,9,784,0,0,0,2,0,0.0,0.6
3077,Juanmi,ESP,Delantero,Real Sociedad,24,1993,30,18,1489,8,2,10,3,0,5.2,0.8
3078,Juanpe,ESP,Defensa,Girona,26,1991,35,34,3065,5,1,6,7,0,2.1,0.9
3079,Juanpi,VEN,Centrocampista,Málaga,23,1994,16,5,610,0,2,2,1,0,0.8,1.4
3080,David Juncà,ESP,Defensa,Eibar,23,1993,15,10,901,0,2,2,3,0,0.1,1.6
3081,Aleksandar Katai,SRB,Centrocampista,Alavés,26,1991,3,0,55,0,0,0,0,0,0.1,0.0
3082,Olarenwaju Kayode,NGA,Delantero,Girona,24,1993,12,2,383,0,0,0,2,0,1.0,1.0
3083,Keko,ESP,Centrocampista,Málaga,25,1991,21,15,1209,0,2,2,3,0,1.3,1.8
3084,Kiké,ESP,Delantero,Eibar,27,1989,35,28,2460,8,1,9,5,0,9.4,0.6
3085,Koke,ESP,Centrocampista,Atlético Madrid,25,1992,35,33,2756,4,4,8,3,0,2.3,6.7
3086,Geoffrey Kondogbia,CTA,Centrocampista,Valencia,24,1993,31,30,2614,4,4,8,12,1,2.0,2.7
3087,Mateo Kovačić,CRO,Centrocampista,Real Madrid,23,1994,21,10,992,0,1,1,2,0,0.4,0.4
3088,Maksym Koval,UKR,PO,La Coruña,24,1992,2,2,120,0,0,0,0,1,0.0,0.0
3089,Bojan Krkić,ESP,Delantero,Alavés,26,1990,13,4,441,0,0,0,0,0,1.0,0.1
3090,Michael Krohn-Dehli,DEN,Centrocampista,La Coruña,34,1983,11,10,728,0,0,0,2,0,0.3,0.1
3091,Michael Krohn-Dehli,DEN,Centrocampista,Sevilla,34,1983,13,5,536,1,1,2,0,0,0.2,0.3
3092,Toni Kroos,GER,Centrocampista,Real Madrid,27,1990,27,26,2261,5,7,12,4,0,2.4,5.7
3093,Zdravko Kuzmanović,SRB,Centrocampista,Málaga,29,1987,8,6,480,0,1,1,4,2,0.1,0.6
3094,Alberto de la Bella,ESP,Defensa,Real Sociedad,31,1985,17,17,1528,0,1,1,4,0,0.2,1.1
3095,Mehdi Lacen,ALG,Centrocampista,Málaga,33,1984,15,12,1056,0,0,0,2,0,0.2,0.4
3096,Mehdi Lacen,ALG,Centrocampista,Getafe,33,1984,4,0,62,0,0,0,1,0,0.1,0.0
3097,Víctor Laguardia,ESP,Defensa,Alavés,27,1989,17,17,1530,2,0,2,3,0,0.5,0.2
3098,Aymeric Laporte,ESP,Defensa,Athletic Club,23,1994,19,19,1710,0,1,1,5,0,0.7,0.9
3099,Borja Lasso,ESP,Centrocampista,Sevilla,23,1994,1,1,53,0,0,0,0,0,0.0,0.1
3100,Toni Lato,ESP,Defensa,Valencia,19,1997,16,9,797,0,1,1,4,0,0.1,1.3
3101,Miguel Layún,MEX,Defensa,Sevilla,29,1988,16,11,1184,2,0,2,4,0,0.8,1.3
3102,Iñigo Lekue,ESP,Defensa,Athletic Club,24,1993,32,22,2111,0,1,1,3,0,0.5,1.4
3103,Mauricio Lemos,URU,Defensa,Las Palmas,21,1995,16,14,1261,0,0,0,6,0,0.8,0.4
3104,Clément Lenglet,FRA,Defensa,Sevilla,22,1995,35,33,3001,3,1,4,9,0,2.6,0.7
3105,Pedro León,ESP,Delantero,Eibar,30,1986,12,10,929,0,3,3,1,0,1.2,2.1
3106,Sergio León,ESP,Delantero,Betis,28,1989,31,23,1978,11,1,12,5,0,11.0,1.2
3107,Jefferson Lerma,COL,Centrocampista,Levante,22,1994,26,25,2135,0,1,1,16,0,1.2,1.5
3108,Maxime Lestienne,BEL,Centrocampista,Málaga,25,1992,12,8,669,0,1,1,1,0,1.2,1.6
3109,Raúl Lizoain,ESP,PO,Las Palmas,26,1991,11,11,990,0,0,0,0,0,0.0,0.0
3110,Diego Llorente,ESP,Defensa,Real Sociedad,23,1993,27,26,2326,3,0,3,9,1,2.3,0.0
3111,Marcos Llorente,ESP,Centrocampista,Real Madrid,22,1995,13,5,546,0,0,0,1,0,0.2,0.2
3112,Stanislav Lobotka,SVK,Centrocampista,Celta Vigo,22,1994,38,34,3061,0,0,0,2,0,0.2,0.6
3113,David Lombán,ESP,Defensa,Eibar,30,1987,13,11,994,1,0,1,3,0,0.2,0.0
3114,Adrián López,ESP,Delantero,La Coruña,29,1988,30,26,2345,9,6,15,1,0,7.7,5.7
3115,Alberto López,ESP,Defensa,Málaga,22,1995,1,0,45,0,0,0,0,0,0.0,0.0
3116,Andoni López,ESP,Defensa,Athletic Club,21,1996,1,1,90,0,0,0,0,0,0.0,0.0
3117,David López,ESP,Defensa,Espanyol,27,1989,37,37,3330,1,1,2,7,0,1.7,0.5
3118,Diego López,ESP,PO,Espanyol,35,1981,10,10,853,0,0,0,1,0,0.0,0.0
3119,Iván López,ESP,Defensa,Levante,23,1993,3,3,173,0,1,1,0,0,0.0,0.6
3120,Javi López,ESP,Defensa,Espanyol,31,1986,14,12,966,0,0,0,4,0,0.1,0.7
3121,Pedro López Muñoz,ESP,Defensa,Levante,33,1983,21,18,1594,0,0,0,4,0,0.1,0.3
3122,Pau López,ESP,PO,Espanyol,22,1994,29,28,2567,0,0,0,3,0,0.0,0.1
3123,Pedro López,ESP,PO,Betis,22,1995,5,4,412,0,0,0,0,0,0.0,0.0
3124,Víctor López,ESP,Centrocampista,Alavés,20,1997,1,1,60,0,1,1,0,0,0.1,0.1
3125,Anthony Lozano,HON,Delantero,Girona,24,1993,14,4,471,1,0,1,0,0,1.4,0.3
3126,Filipe Luís,BRA,Defensa,Atlético Madrid,31,1985,20,19,1659,1,2,3,4,0,0.3,2.0
3127,José Luis Gayà,ESP,Defensa,Valencia,22,1995,34,33,2916,0,3,3,11,0,0.5,4.1
3128,José Luis Morales,ESP,Centrocampista,Levante,30,1987,35,35,3058,10,8,18,7,1,10.2,6.9
3129,Luisinho,POR,Defensa,La Coruña,32,1985,30,29,2622,1,1,2,12,0,0.5,2.1
