Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada,Valor de mercado
Christian Eriksen,DEN,Centrocampista,Inter,30,1992.0,24.857142857142858,19.571428571428573,1737.7142857142858,3.7142857142857135,5.428571428571429,9.142857142857142,1.8571428571428568,0.0,3.4285714285714284,4.885714285714285,2017-2018,18000000.0
Christian Kabasele,BEL,Defensa,Watford,30,1991.0,23.0,21.0,1839.75,0.5,0.5,1.0,3.0,0.75,1.0,0.45,2017-2018,1000000.0
Christian Kouamé,CIV,Delantero,Fiorentina,24,1997.0,23.4,15.4,1428.6,3.0,2.6,5.6,2.8,0.0,3.88,2.28,2018-2019,12000000.0
Christian Nørgaard,DEN,Centrocampista,Fiorentina,28,1994.0,21.0,20.0,1713.3333333333333,1.3333333333333333,2.333333333333333,3.6666666666666665,4.666666666666667,0.0,1.8,2.1666666666666665,2021-2022,16000000.0
Christian Oliva,URU,Centrocampista,Cagliari,25,1996.0,8.5,2.0,275.75,0.25,1.0,1.25,0.75,0.0,0.025,0.075,2020-2021,750000.0
Christian Pastina,ITA,Defensa,Benevento,19,2001.0,3.0,0.0,121.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4,2020-2021,450000.0
Christian Pulisic,USA,Delantero,Chelsea,23,1998.0,24.5,14.5,1392.75,5.0,2.25,7.25,1.25,0.0,5.425,2.1,2019-2020,25000000.0
Christian Santos,VEN,Delantero,Alavés,29,1988.0,10.0,5.0,436.0,2.0,0.0,2.0,3.0,1.0,0.9,0.0,2017-2018,200000.0
Christoph Zimmermann,GER,Defensa,Norwich City,28,1993.0,10.0,9.0,793.5,0.0,0.5,0.5,1.5,0.0,0.2,0.05,2019-2020,1300000.0
Christopher Schindler,GER,Defensa,Huddersfield,28,1990.0,37.0,37.0,3262.5,0.5,0.5,1.0,6.0,1.5,1.1,1.25,2017-2018,500000.0
Christos Kourfalidis,GRE,Centrocampista,Cagliari,18,2002.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2021-2022,1000000.0
Christos Tzolis,GRE,Delantero,Norwich City,19,2002.0,14.0,3.0,336.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,2021-2022,5000000.0
Chuca,ESP,Centrocampista,Villarreal,20,1997.0,4.0,1.0,88.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,2017-2018,2500000.0
Churripi,ESP,PO,Valladolid,25,1994.0,3.0,3.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,1500000.0
Ciaran Clark,IRL,Defensa,Newcastle Utd,31,1989.0,16.0,15.0,1339.0,1.6,0.4,2.0,2.4,0.2,1.06,0.24,2017-2018,600000.0
Cifu,ESP,Defensa,Elche,29,1990.0,6.5,2.5,279.5,0.0,0.0,0.0,0.5,0.0,0.05,0.05,2017-2018,8500000.0
Ciprian Tătărușanu,ROU,PO,Milan,36,1986.0,7.666666666666667,7.666666666666667,690.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.1666666666666666,2020-2021,400000.0
Ciro Immobile,ITA,Delantero,Lazio,32,1990.0,33.833333333333336,32.0,2748.5,23.166666666666668,5.666666666666667,28.83333333333333,4.666666666666667,0.3333333333333333,19.883333333333333,4.966666666666666,2017-2018,15000000.0
Claud Adjapong,ITA,Defensa,Hellas Verona,21,1998.0,8.666666666666666,6.333333333333333,573.6666666666666,0.3333333333333333,0.0,0.3333333333333333,2.0,0.3333333333333333,0.5666666666666667,0.4000000000000001,2017-2018,900000.0
Claudio Bravo,CHI,PO,Betis,39,1983.0,11.2,10.8,981.8,0.0,0.0,0.0,1.4,0.0,0.0,0.04,2017-2018,1000000.0
Claudio Yacob,ARG,Centrocampista,West Brom,30,1987.0,16.0,9.0,903.0,0.0,0.0,0.0,5.0,0.0,0.5,0.0,2017-2018,150000.0
Clément Grenier,FRA,Centrocampista,Mallorca,31,1991.0,13.0,3.0,389.0,0.5,0.0,0.5,4.0,0.0,0.4,0.55,2021-2022,800000.0
Clément Lenglet,FRA,Defensa,Barcelona,27,1995.0,27.666666666666668,23.83333333333333,2113.0,1.1666666666666667,0.8333333333333334,2.0,7.833333333333333,0.8333333333333334,1.2166666666666666,0.4833333333333332,2022-2023,10000000.0
Cody Drameh,ENG,Defensa,Leeds United,20,2001.0,2.0,1.0,98.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2021-2022,3500000.0
Cody Gakpo,NED,Delantero,Liverpool,23,1999.0,21.0,17.0,1458.0,7.0,2.0,9.0,0.0,0.0,6.2,2.7,2022-2023,55000000.0
Coke,ESP,Defensa,Levante,34,1987.0,16.8,11.6,1028.4,1.8,0.0,1.8,3.0,0.4,1.14,0.54,2017-2018,300000.0
Cole Palmer,ENG,Delantero,Manchester City,20,2002.0,9.0,1.5,246.5,0.0,0.5,0.5,0.5,0.0,0.8,0.4,2021-2022,32000000.0
Connor Goldson,ENG,Defensa,Brighton,24,1992.0,3.0,2.0,200.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,2017-2018,6500000.0
Connor Roberts,WAL,Defensa,Burnley,25,1995.0,12.5,11.0,980.0,0.5,0.5,1.0,1.0,0.0,0.2,0.6,2017-2018,8000000.0
Connor Ronan,IRL,Centrocampista,Wolves,24,1998.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,1000000.0
Connor Wickham,ENG,Delantero,Crystal Palace,26,1993.0,6.0,0.0,81.5,0.5,1.0,1.5,0.0,0.0,0.8999999999999999,0.4499999999999999,2018-2019,400000.0
Conor Coady,ENG,Defensa,Everton,29,1993.0,35.0,34.8,3120.0,1.2,0.2,1.4,4.2,0.0,0.92,0.2199999999999999,2018-2019,8000000.0
Conor Coventry,IRL,Centrocampista,West Ham,22,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,1800000.0
Conor Gallagher,ENG,Centrocampista,Chelsea,22,2000.0,33.0,26.33333333333333,2332.333333333333,4.333333333333333,2.0,6.333333333333333,10.666666666666666,0.3333333333333333,3.4333333333333336,2.4,2020-2021,40000000.0
Conor Hourihane,IRL,Centrocampista,Aston Villa,29,1991.0,15.5,10.5,879.5,2.0,3.0,5.0,2.0,0.0,1.2,3.3,2019-2020,450000.0
Conor Townsend,ENG,Defensa,West Brom,27,1993.0,25.0,25.0,2234.0,0.0,2.0,2.0,0.0,0.0,1.1,2.7,2020-2021,2000000.0
Copete,ESP,Defensa,Mallorca,22,1999.0,28.0,27.0,2206.0,1.0,0.0,1.0,7.0,1.0,1.0,0.2,2022-2023,12000000.0
Craig Dawson,ENG,Defensa,Wolves,32,1990.0,23.0,21.83333333333333,1947.3333333333333,1.6666666666666667,0.3333333333333333,2.0,4.666666666666667,0.3333333333333333,1.95,0.4833333333333333,2017-2018,2000000.0
Cristhian Mosquera,COL,Defensa,Valencia,18,2004.0,4.5,2.0,178.5,0.0,0.0,0.0,0.5,0.0,0.25,0.0,2021-2022,2000000.0
Cristhian Stuani,URU,Delantero,Girona,35,1986.0,32.333333333333336,23.33333333333333,2176.333333333333,16.333333333333332,0.0,16.333333333333332,8.333333333333334,0.0,13.800000000000002,1.2,2017-2018,2000000.0
Cristian Ansaldi,ARG,Defensa,Torino,34,1986.0,25.2,17.8,1617.0,1.8,3.6,5.4,4.2,0.4,1.2399999999999998,3.3800000000000003,2017-2018,400000.0
Cristian Buonaiuto,ITA,Centrocampista,Cremonese,29,1992.0,29.0,7.0,980.0,1.0,0.0,1.0,3.0,0.0,3.3,1.8,2022-2023,800000.0
Cristian Dell'Orco,ITA,Defensa,Spezia,26,1994.0,9.0,6.2,567.0,0.2,0.4,0.6,0.6,0.2,0.22,0.2599999999999999,2017-2018,500000.0
Cristian Ganea,ROU,Defensa,Athletic Club,26,1992.0,1.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,600000.0
Cristian Romero,ARG,Defensa,Atalanta,24,1998.0,27.4,26.6,2333.2,1.2,1.2,2.4,11.2,0.8,1.44,0.6599999999999999,2021-2022,60000000.0
Cristian Tello,ESP,Delantero,Betis,29,1991.0,28.0,10.2,1231.0,3.4,2.8,6.2,2.0,0.2,2.28,2.4,2017-2018,2700000.0
Cristian Volpato,ITA,Delantero,Roma,18,2003.0,5.0,1.0,132.5,1.0,0.5,1.5,0.0,0.0,0.25,0.6,2021-2022,5000000.0
Cristiano Biraghi,ITA,Defensa,Fiorentina,29,1992.0,33.5,31.0,2709.5,1.8333333333333333,4.0,5.833333333333333,5.333333333333333,0.1666666666666666,1.7333333333333334,5.466666666666666,2017-2018,5000000.0
Cristiano Lombardi,ITA,Centrocampista,Benevento,21,1995.0,17.0,13.0,1112.0,0.0,2.0,2.0,3.0,0.0,1.1,1.7,2017-2018,125000.0
Cristiano Piccini,ITA,Defensa,Atalanta,28,1992.0,7.0,5.0,478.2,0.4,0.0,0.4,0.8,0.0,0.18,0.06,2018-2019,700000.0
Cristiano Ronaldo,POR,Delantero,Juventus,37,1985.0,23.571428571428573,21.714285714285715,1957.7142857142856,18.0,3.2857142857142856,21.285714285714285,3.0,0.0,17.642857142857142,3.3142857142857145,2021-2022,15000000.0
Cristián Zapata,COL,Defensa,Genoa,33,1986.0,14.25,13.5,1176.5,0.25,0.0,0.25,3.0,0.0,0.375,0.375,2017-2018,250000.0
Cristo,ESP,Defensa,Real Sociedad,21,2000.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2021-2022,800000.0
Cristo González,ESP,Delantero,Real Madrid,20,1997.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,2000000.0
Cristóbal Montiel,ESP,Delantero,Fiorentina,20,2000.0,1.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2018-2019,150000.0
Crysencio Summerville,NED,Centrocampista,Leeds United,20,2001.0,17.0,6.0,778.0,2.0,1.0,3.0,2.0,0.0,1.55,0.8,2021-2022,15000000.0
Cucho,COL,Delantero,Getafe,22,1999.0,26.0,17.75,1562.5,4.0,2.25,6.25,4.75,0.25,4.95,2.3500000000000005,2021-2022,10000000.0
Cuco Martina,CUW,Defensa,Everton,27,1989.0,21.0,20.0,1830.0,0.0,2.0,2.0,2.0,0.0,0.1,1.4,2017-2018,250000.0
Curtis Jones,ENG,Centrocampista,Liverpool,21,2001.0,15.75,9.0,797.75,1.5,1.0,2.5,1.0,0.0,1.05,0.8,2019-2020,30000000.0
Cyle Larin,CAN,Delantero,Valladolid,27,1995.0,19.0,16.0,1469.0,8.0,3.0,11.0,4.0,0.0,7.5,2.6,2022-2023,5000000.0
Cyriel Dessers,NGA,Delantero,Cremonese,27,1994.0,26.0,19.0,1587.0,6.0,1.0,7.0,3.0,0.0,7.1,1.6,2022-2023,5000000.0
Cyril Ngonge,BEL,Centrocampista,Hellas Verona,22,2000.0,14.0,9.0,745.0,3.0,1.0,4.0,2.0,0.0,2.0,0.6,2022-2023,6000000.0
Cyrus Christie,IRL,Defensa,Fulham,25,1992.0,28.0,19.0,1948.0,0.0,1.0,1.0,7.0,0.0,0.4,1.2,2018-2019,1000000.0
Cédric Bakambu,COD,Delantero,Villarreal,26,1991.0,15.0,15.0,1263.0,9.0,0.0,9.0,5.0,0.0,5.9,1.6,2017-2018,3400000.0
Cédric Soares,POR,Defensa,Inter,30,1991.0,12.666666666666666,10.666666666666666,951.3333333333334,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.0,0.3,0.8999999999999999,2017-2018,3000000.0
César Azpilicueta,ESP,Defensa,Chelsea,32,1989.0,31.5,29.166666666666668,2624.333333333333,1.1666666666666667,3.5,4.666666666666667,2.833333333333333,0.1666666666666666,1.15,3.1,2017-2018,5000000.0
César Montes,MEX,Defensa,Espanyol,25,1997.0,20.0,18.0,1590.0,3.0,0.0,3.0,6.0,0.0,0.9,0.0,2022-2023,6000000.0
César de la Hoz,ESP,Centrocampista,Almería,30,1992.0,25.0,18.0,1673.0,1.0,0.0,1.0,6.0,0.0,0.4,0.9,2022-2023,1200000.0
Daam Foulon,BEL,Defensa,Benevento,21,1999.0,23.0,11.0,1021.0,0.0,1.0,1.0,4.0,0.0,0.0,0.2,2020-2021,700000.0
Daan Dierckx,BEL,Defensa,Parma,17,2003.0,7.0,6.0,471.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-2021,350000.0
Daan Heymans,BEL,Centrocampista,Venezia,22,1999.0,7.0,2.0,256.0,0.0,1.0,1.0,4.0,0.0,0.1,0.2,2021-2022,2000000.0
Dalbert Henrique,BRA,Defensa,Cagliari,27,1993.0,20.75,17.5,1468.5,0.0,2.0,2.0,4.75,0.25,0.65,1.675,2017-2018,1000000.0
Daley Blind,NED,Defensa,Manchester Utd,27,1990.0,7.0,4.0,362.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2017-2018,3000000.0
Damian Kądzior,POL,Delantero,Eibar,28,1992.0,6.0,2.0,195.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2020-2021,500000.0
Damir Ceter,COL,Delantero,Cagliari,23,1997.0,3.5,0.5,102.5,0.0,0.0,0.0,0.0,0.0,0.05,0.15,2017-2018,400000.0
Damián Musto,ARG,Centrocampista,Huesca,31,1987.0,24.0,20.0,1686.0,0.0,0.0,0.0,11.0,0.0,1.2,0.3,2018-2019,200000.0
Damián Suárez,URU,Defensa,Getafe,34,1988.0,32.166666666666664,30.666666666666668,2633.333333333333,0.6666666666666666,2.5,3.1666666666666665,12.5,0.3333333333333333,0.6333333333333333,2.816666666666667,2017-2018,1000000.0
Dan Burn,ENG,Defensa,Newcastle Utd,30,1992.0,25.6,23.8,2102.8,0.6,0.2,0.8,4.6,0.0,1.42,0.86,2019-2020,10000000.0
Dan Gosling,ENG,Centrocampista,Watford,31,1990.0,20.25,14.0,1279.0,2.0,0.75,2.75,4.75,0.0,1.775,0.875,2017-2018,250000.0
Dan Nlundulu,ENG,Delantero,Southampton,21,1999.0,13.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2020-2021,900000.0
Dane Scarlett,ENG,Delantero,Tottenham,17,2004.0,1.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,1800000.0
Dango Ouattara,BFA,Centrocampista,Bournemouth,20,2002.0,19.0,15.0,1241.0,1.0,3.0,4.0,1.0,0.0,3.6,2.5,2022-2023,25000000.0
Dani Calvo,ESP,Defensa,Elche,26,1994.0,23.0,19.0,1779.0,2.0,0.0,2.0,3.0,0.0,1.3,0.0,2020-2021,1500000.0
Dani Ceballos,ESP,Centrocampista,Real Madrid,25,1996.0,20.83333333333333,12.166666666666666,1132.6666666666667,0.8333333333333334,1.5,2.333333333333333,2.833333333333333,0.0,0.9166666666666666,1.3500000000000003,2019-2020,12000000.0
Dani Escriche,ESP,Delantero,Huesca,22,1998.0,23.0,7.0,857.0,1.0,1.0,2.0,5.0,1.0,2.1,1.3,2020-2021,1000000.0
Dani Gómez,ESP,Delantero,Espanyol,24,1998.0,23.33333333333333,9.333333333333334,939.0,2.0,1.3333333333333333,3.333333333333333,2.0,0.0,2.466666666666667,1.0,2020-2021,1200000.0
Dani Ojeda,ESP,Centrocampista,Leganés,23,1994.0,5.0,2.0,193.0,0.0,0.0,0.0,1.0,0.0,0.4,0.1,2018-2019,900000.0
Dani Plomer,ESP,Delantero,Granada,21,1998.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,150000.0
Dani Raba,ESP,Centrocampista,Granada,25,1995.0,8.6,3.4,313.2,0.4,1.0,1.4,0.8,0.2,0.5599999999999999,1.0,2017-2018,1500000.0
Dani Rodríguez,ESP,Centrocampista,Mallorca,34,1988.0,36.0,31.666666666666668,2657.0,3.6666666666666665,3.6666666666666665,7.333333333333333,7.333333333333333,0.0,3.633333333333333,2.833333333333333,2019-2020,1200000.0
Daniel Amartey,GHA,Defensa,Leicester City,27,1994.0,15.4,12.4,1116.6,0.2,0.0,0.2,2.2,0.4,0.36,0.16,2017-2018,12000000.0
Daniel Bachmann,AUT,PO,Watford,27,1994.0,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,3000000.0
Daniel Bentley,ENG,PO,Wolves,29,1993.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,2000000.0
Daniel Bessa,ITA,Centrocampista,Hellas Verona,28,1993.0,20.8,11.0,1130.2,1.0,1.4,2.4,3.8,0.2,1.56,1.48,2017-2018,3000000.0
Daniel Chesters,ENG,Centrocampista,West Ham,19,2002.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,250000.0
Daniel Ciofani,ITA,Delantero,Cremonese,37,1985.0,31.5,13.5,1339.0,6.5,1.0,7.5,1.0,0.0,5.7,1.2,2018-2019,200000.0
Daniel Fuzato,BRA,PO,Roma,23,1997.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,1000000.0
Daniel Iversen,DEN,PO,Leicester City,25,1997.0,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,5000000.0
Daniel James,WAL,Delantero,Fulham,24,1997.0,17.666666666666668,12.5,1084.6666666666667,2.0,2.0,4.0,2.333333333333333,0.1666666666666666,2.266666666666667,1.5,2019-2020,12000000.0
Daniel Jebbison,ENG,Delantero,Sheffield Utd,16,2003.0,4.0,3.0,284.0,1.0,0.0,1.0,0.0,0.0,1.1,0.0,2020-2021,1000000.0
Daniel Maldini,ITA,Delantero,Spezia,20,2001.0,8.25,1.5,208.0,0.75,0.0,0.75,0.5,0.0,0.425,0.15,2019-2020,3000000.0
Daniel Martín,ESP,PO,Betis,21,1998.0,6.0,5.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,1200000.0
Daniel Molina Orta,ESP,Centrocampista,Celta Vigo,21,1996.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,200000.0
Daniel Pacheco,ESP,Centrocampista,Getafe,26,1991.0,11.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,2017-2018,200000.0
Daniel Parejo,ESP,Centrocampista,Villarreal,33,1989.0,35.166666666666664,34.833333333333336,3031.1666666666665,5.333333333333333,6.0,11.333333333333334,6.5,0.5,4.783333333333333,5.633333333333333,2017-2018,4000000.0
Daniel Podence,POR,Delantero,Wolves,26,1995.0,22.75,15.0,1301.25,3.0,1.25,4.25,2.5,0.0,2.4,2.2,2019-2020,15000000.0
Daniel Torres,COL,Centrocampista,Alavés,28,1989.0,10.0,7.5,644.0,0.0,0.0,0.0,2.0,0.0,0.05,0.15,2017-2018,14000000.0
Daniel Villahermosa,ESP,Centrocampista,Espanyol,20,2001.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,250000.0
Daniel Vivian,ESP,Defensa,Athletic Club,23,1999.0,26.5,24.0,2181.0,1.5,0.5,2.0,4.5,0.5,1.25,0.6,2021-2022,15000000.0
Daniel Wass,DEN,Centrocampista,Valencia,32,1989.0,26.166666666666668,24.0,2104.1666666666665,1.8333333333333333,3.1666666666666665,5.0,4.833333333333333,0.0,1.8333333333333333,2.75,2017-2018,1500000.0
Daniele Baselli,ITA,Centrocampista,Cagliari,29,1992.0,18.666666666666668,13.0,1169.0,1.3333333333333333,0.6666666666666666,2.0,4.0,0.3333333333333333,1.3999999999999997,1.3333333333333333,2017-2018,500000.0
Daniele Dessena,ITA,Centrocampista,Brescia,32,1987.0,17.333333333333332,10.666666666666666,931.3333333333334,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665,0.3333333333333333,0.8333333333333334,0.1666666666666666,2017-2018,300000.0
Daniele Montevago,ITA,Delantero,Sampdoria,19,2003.0,6.0,3.0,231.0,0.0,0.0,0.0,1.0,0.0,0.5,0.2,2022-2023,800000.0
Daniele Padelli,ITA,PO,Udinese,35,1985.0,2.333333333333333,2.0,195.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,2019-2020,200000.0
Daniele Ragatzu,ITA,Centrocampista,Cagliari,27,1991.0,13.0,2.0,313.0,1.0,0.0,1.0,1.0,0.0,0.8,0.4,2019-2020,600000.0
Daniele Rugani,ITA,Defensa,Juventus,28,1994.0,14.0,11.833333333333334,1069.8333333333333,0.8333333333333334,0.3333333333333333,1.1666666666666667,2.0,0.0,0.6666666666666666,0.1833333333333333,2017-2018,2000000.0
Daniele Verde,ITA,Centrocampista,Spezia,26,1996.0,26.2,14.0,1309.2,4.2,1.8,6.0,1.0,0.0,3.04,2.3,2018-2019,2200000.0
Danilo,BRA,Defensa,Juventus,31,1992.428571428572,23.142857142857142,19.857142857142858,1795.0,2.0,1.8571428571428568,3.857142857142857,3.571428571428572,0.1428571428571428,1.3142857142857145,1.2142857142857142,2017-2018,15000000.0
Danilo Cataldi,ITA,Centrocampista,Lazio,27,1994.0,23.666666666666668,13.5,1274.6666666666667,0.8333333333333334,1.3333333333333333,2.1666666666666665,5.333333333333333,0.3333333333333333,0.5833333333333334,1.5166666666666666,2017-2018,10000000.0
Danilo D'Ambrosio,ITA,Defensa,Inter,33,1988.0,23.33333333333333,17.0,1565.3333333333333,2.0,1.8333333333333333,3.8333333333333335,4.166666666666667,0.1666666666666666,1.7666666666666668,1.3833333333333335,2017-2018,1500000.0
Danny Ings,ENG,Delantero,Aston Villa,30,1992.0,23.428571428571427,17.285714285714285,1484.571428571429,8.142857142857142,2.4285714285714284,10.571428571428571,1.8571428571428568,0.0,7.228571428571429,1.6857142857142855,2017-2018,12000000.0
Danny Rose,ENG,Defensa,Watford,31,1990.0,13.4,11.2,1008.6,0.0,0.8,0.8,4.0,0.0,0.3199999999999999,0.8800000000000001,2017-2018,500000.0
Danny Ward,ENG,Delantero,Leicester City,29,1992.3333333333333,13.666666666666666,10.333333333333334,958.3333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.1999999999999999,0.0999999999999999,2018-2019,5000000.0
Danny Welbeck,ENG,Delantero,Brighton,31,1990.0,22.33333333333333,12.333333333333334,1174.3333333333333,4.333333333333333,1.5,5.833333333333333,0.1666666666666666,0.0,5.466666666666666,1.7,2017-2018,7000000.0
Dany Mota,POR,Delantero,Monza,24,1998.0,29.0,21.0,1912.0,5.0,1.0,6.0,2.0,0.0,5.1,2.1,2022-2023,6000000.0
Daouda Peeters,BEL,Centrocampista,Juventus,20,1999.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,200000.0
Dara O'Shea,IRL,Defensa,West Brom,21,1999.0,28.0,25.0,2102.0,0.0,0.0,0.0,3.0,0.0,0.1,0.2,2020-2021,5000000.0
Darko Brašanac,SRB,Centrocampista,Osasuna,30,1992.0,25.666666666666668,17.0,1563.8333333333333,1.0,0.8333333333333334,1.8333333333333333,5.5,0.0,1.2500000000000002,0.9333333333333332,2017-2018,2000000.0
Darko Gyabi,ENG,Delantero,Leeds United,18,2004.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2022-2023,2000000.0
Darko Lazović,SRB,Defensa,Hellas Verona,31,1990.0,31.33333333333333,27.5,2422.333333333333,2.333333333333333,5.0,7.333333333333333,2.1666666666666665,0.0,2.4833333333333334,5.300000000000001,2017-2018,2500000.0
Darnell Furlong,ENG,Defensa,West Brom,24,1995.0,35.0,32.0,2932.0,1.0,3.0,4.0,5.0,0.0,2.0,1.9,2020-2021,3500000.0
Darren Randolph,IRL,PO,West Ham,33,1987.0,2.5,2.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,400000.0
Darwin Machís,VEN,Delantero,Udinese,29,1993.0,23.4,13.6,1318.6,3.2,2.8,6.0,2.2,0.0,3.16,2.96,2019-2020,3000000.0
Darwin Núñez,URU,Delantero,Liverpool,23,1999.0,29.0,19.0,1695.0,9.0,3.0,12.0,1.0,1.0,12.1,5.4,2022-2023,65000000.0
Darío Benedetto,ARG,Delantero,Elche,31,1990.0,14.0,6.0,590.0,2.0,1.0,3.0,1.0,0.0,2.0,0.9,2021-2022,1200000.0
Darío Poveda,ESP,Centrocampista,Getafe,24,1997.0,4.5,0.75,98.75,0.25,0.0,0.25,0.0,0.0,0.1,0.1,2017-2018,600000.0
David Alaba,AUT,Defensa,Real Madrid,30,1992.0,26.5,25.5,2240.0,1.5,3.0,4.5,2.5,0.0,1.2000000000000002,1.65,2021-2022,40000000.0
David Alba,ESP,Defensa,Getafe,18,1999.0,1.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,150000.0
David Brooks,WAL,Centrocampista,Bournemouth,25,1997.0,15.0,13.0,980.0,2.6666666666666665,1.6666666666666667,4.333333333333333,1.6666666666666667,0.0,2.2666666666666666,1.8333333333333333,2018-2019,12000000.0
David Button,ENG,PO,West Brom,31,1989.0,2.5,2.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,250000.0
David Costas,ESP,Defensa,Celta Vigo,24,1995.0,10.5,8.0,755.5,0.0,0.0,0.0,2.5,0.0,0.15,0.0,2018-2019,1500000.0
David Datro Fofana,CIV,Delantero,Chelsea,19,2002.0,3.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,2022-2023,10000000.0
David Ferreiro,ESP,Centrocampista,Huesca,32,1988.0,36.0,26.0,2403.5,1.5,3.5,5.0,5.0,0.0,2.3,5.7,2018-2019,300000.0
David García,ESP,Defensa,Osasuna,35,1991.6,29.0,28.2,2517.6,1.6,0.0,1.6,6.6,0.2,1.02,0.42,2017-2018,15000000.0
David Juncà,ESP,Defensa,Celta Vigo,25,1993.0,13.0,11.333333333333334,971.0,0.0,1.6666666666666667,1.6666666666666667,3.333333333333333,0.0,0.1999999999999999,0.8333333333333334,2017-2018,400000.0
David Luiz,BRA,Defensa,Arsenal,33,1987.0,24.75,23.5,2070.75,1.75,0.75,2.5,3.25,1.0,1.5,1.075,2017-2018,500000.0
David López,ESP,Defensa,Girona,32,1989.0,25.6,22.8,1999.8,1.6,0.8,2.4,4.4,0.2,1.1800000000000002,0.5800000000000001,2017-2018,3000000.0
David Martin,ENG,PO,West Ham,33,1986.0,5.0,4.0,436.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019-2020,3000000.0
David McGoldrick,IRL,Delantero,Sheffield Utd,32,1987.0,31.5,25.0,2106.0,5.0,1.5,6.5,4.5,0.0,7.45,1.7,2019-2020,200000.0
David Okereke,NGA,Delantero,Cremonese,24,1997.0,32.5,24.5,2159.5,7.0,0.0,7.0,4.5,0.5,5.45,1.05,2021-2022,3200000.0
David Ospina,COL,PO,Napoli,32,1988.0,17.2,16.8,1507.4,0.0,0.2,0.2,0.6,0.0,0.0,0.02,2017-2018,3000000.0
David Raya,ESP,PO,Brentford,26,1995.0,31.0,31.0,2790.0,0.0,0.0,0.0,1.0,0.0,0.05,0.05,2021-2022,32000000.0
David Schnegg,AUT,Defensa,Venezia,22,1998.0,4.0,2.0,142.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-2022,1800000.0
David Simón,ESP,Defensa,Las Palmas,28,1988.0,11.0,6.0,721.0,0.0,0.0,0.0,3.0,0.0,0.2,1.0,2017-2018,150000.0
