Jugador,País,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor de mercado
Srđan Babić,SRB,Defensa,Almería,27,1996.0,17.5,17.0,1544.0,1.5,0.0,1.5,2.5,0.0,0.6,0.15,0.0
Stanislav Lobotka,SVK,Centrocampista,Celta Vigo,29,1994.0,23.625,19.125,1717.25,0.25,0.375,0.625,1.5,0.0,0.325,0.5249999999999999,40000000.0
Steeve-Mike Ebongue,FRA,Centrocampista,Genoa,19,2001.0,3.0,0.0,52.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4,0.0
Stefan Bajcetic,ESP,Centrocampista,Liverpool,17,2004.0,11.0,6.0,526.0,1.0,0.0,1.0,2.0,0.0,0.8,0.4,13000000.0
Stefan Mitrović,SRB,Defensa,Getafe,33,1990.0,21.0,19.333333333333332,1674.6666666666667,0.3333333333333333,0.0,0.3333333333333333,5.333333333333333,0.3333333333333333,0.13333333333333333,0.09999999999999999,2000000.0
Stefan Ortega,GER,PO,Manchester City,31,1992.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0
Stefan Posch,AUT,Defensa,Bologna,26,1997.0,19.5,18.5,1567.0,3.0,1.0,4.0,4.0,0.0,1.8499999999999999,1.1,14000000.0
Stefan Savić,MNE,Defensa,Atlético Madrid,32,1991.0,22.571428571428573,22.142857142857142,1944.2857142857142,0.14285714285714285,0.2857142857142857,0.42857142857142855,7.0,0.42857142857142855,0.5714285714285714,0.1571428571428571,6000000.0
Stefan Strandberg,NOR,Defensa,Salernitana,31,1990.0,11.0,11.0,933.0,0.0,0.0,0.0,2.0,1.0,0.4,0.3,450000.0
Stefan de Vrij,NED,Defensa,Inter,31,1992.0,27.0,23.8,2129.0,1.2,0.6,1.8,2.8,0.0,1.64,0.32,8000000.0
Stefano Denswil,NED,Defensa,Bologna,27,1993.0,15.5,13.0,1177.5,0.0,0.5,0.5,3.5,0.5,0.6,0.3,3000000.0
Stefano Okaka,ITA,Delantero,Udinese,31,1989.0,19.0,15.0,1308.6666666666667,4.0,1.3333333333333333,5.333333333333333,4.333333333333333,0.0,3.8333333333333335,0.8666666666666666,1000000.0
Stefano Piccinini,ITA,Defensa,Sassuolo,16,2002.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225000.0
Stefano Sabelli,ITA,Defensa,Genoa,30,1993.0,18.0,17.333333333333332,1468.0,0.0,1.0,1.0,3.3333333333333335,0.0,0.26666666666666666,1.8666666666666665,1200000.0
Stefano Sensi,ITA,Centrocampista,Inter,28,1995.0,13.333333333333334,7.5,647.3333333333334,1.1666666666666667,0.5,1.6666666666666667,2.0,0.16666666666666666,0.9166666666666666,0.9833333333333334,8000000.0
Stefano Sturaro,ITA,Centrocampista,Genoa,28,1993.0,14.25,12.25,971.5,0.5,0.5,1.0,6.25,0.0,0.7250000000000001,0.625,1400000.0
Stefano Turati,ITA,PO,Frosinone,22,2001.0,7.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0
Stephan El Shaarawy,ITA,Delantero,Roma,31,1992.0,19.0,8.25,915.0,3.25,0.75,4.0,1.25,0.0,2.6500000000000004,1.6,5000000.0
Stephane Keller,CMR,Defensa,Alavés,18,2001.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
Steve Aldo One,CMR,Defensa,La Coruña,22,1995.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cook,ENG,Defensa,Nott'ham Forest,31,1991.0,20.5,19.5,1692.5,0.5,0.0,0.5,5.0,0.5,0.39999999999999997,0.55,1800000.0
Steven Alzate,COL,Centrocampista,Brighton,22,1998.0,14.333333333333334,9.0,829.3333333333334,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.7000000000000001,0.5,5000000.0
Steven Bergwijn,NED,Delantero,Tottenham,23,1997.0,20.0,8.333333333333334,825.6666666666666,2.3333333333333335,1.6666666666666667,4.0,2.0,0.0,1.8333333333333333,0.9,20000000.0
Steven Nzonzi,FRA,Centrocampista,Sevilla,28,1988.0,27.0,26.0,2214.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,2000000.0
Steven Shpendi,ALB,Delantero,Empoli,20,2003.0,6.0,2.0,209.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
Stiven Plaza,ECU,Delantero,Valladolid,19,1999.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
Stole Dimitrievski,MKD,PO,Rayo Vallecano,29,1993.0,25.75,25.5,2311.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4000000.0
Stuart Armstrong,SCO,Centrocampista,Southampton,30,1992.0,30.0,20.0,1840.0,3.25,2.25,5.5,3.5,0.0,2.6,2.075,3000000.0
Stuart Dallas,NIR,Defensa,Leeds United,30,1991.0,36.0,36.0,3164.0,4.5,1.5,6.0,6.0,0.0,3.05,2.05,1500000.0
Stuart McKinstry,SCO,Centrocampista,Leeds United,18,2002.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325000.0
Suat Serdar,GER,Centrocampista,Hellas Verona,26,1997.0,7.0,1.0,192.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,4500000.0
Suf Podgoreanu,ISR,Delantero,Spezia,19,2002.0,5.0,1.0,113.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,300000.0
Suso,ESP,Delantero,Sevilla,30,1993.0,18.5,12.333333333333334,1069.3333333333333,1.3333333333333333,2.1666666666666665,3.5,1.1666666666666667,0.0,1.0666666666666667,2.6333333333333333,6000000.0
Sven Botman,NED,Defensa,Newcastle Utd,23,2000.0,20.5,20.0,1786.5,0.5,0.5,1.0,1.5,0.0,1.4,0.85,45000000.0
Sydney van Hooijdonk,NED,Delantero,Bologna,23,2000.0,4.5,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,6000000.0
Szymon Żurkowski,POL,Centrocampista,Fiorentina,24,1997.0,12.25,8.0,694.5,1.5,0.75,2.25,1.5,0.0,1.125,0.4,2800000.0
Séamus Coleman,IRL,Defensa,Everton,33,1988.0,26.25,22.25,1941.0,0.5,1.0,1.5,2.5,0.25,0.85,1.3,1000000.0
Sébastien Corchia,FRA,Defensa,Sevilla,28,1990.0,7.5,6.0,545.0,0.0,0.5,0.5,2.5,0.0,0.2,0.75,1000000.0
Sébastien Haller,CIV,Delantero,West Ham,26,1994.0,24.0,17.0,1601.5,5.0,0.5,5.5,0.5,0.0,5.45,1.95,25000000.0
Sékou Gassama,SEN,Delantero,Valladolid,27,1995.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,300000.0
Sérgio Oliveira,POR,Centrocampista,Roma,29,1992.0,14.0,13.0,892.0,2.0,0.0,2.0,5.0,0.0,1.3,1.7,6000000.0
Tahith Chong,NED,Centrocampista,Luton Town,23,1999.0,7.0,2.5,298.0,0.5,0.0,0.5,1.0,0.0,0.45,0.0,4500000.0
Taiwo Awoniyi,NGA,Delantero,Nott'ham Forest,26,1997.0,18.5,12.5,1035.0,7.0,1.5,8.5,1.5,0.0,5.1,0.9500000000000001,30000000.0
Takashi Inui,JPN,Centrocampista,Eibar,32,1988.0,22.2,18.2,1523.0,2.0,1.0,3.0,1.2,0.0,2.74,1.2,350000.0
Takefusa Kubo,JPN,Centrocampista,Mallorca,22,2001.0,23.666666666666668,15.0,1404.0,3.3333333333333335,1.8333333333333333,5.166666666666667,2.5,0.16666666666666666,2.6,2.8333333333333335,50000000.0
Takehiro Tomiyasu,JPN,Defensa,Arsenal,25,1998.0,19.0,15.0,1351.0,0.6666666666666666,0.8333333333333334,1.5,3.0,0.16666666666666666,0.75,0.7000000000000001,25000000.0
Takumi Minamino,JPN,Delantero,Liverpool,26,1995.0,10.0,3.5,359.75,1.5,0.0,1.5,0.5,0.0,1.25,0.25,10000000.0
Tammy Abraham,ENG,Delantero,Chelsea,24,1997.0,32.75,24.25,2132.0,11.5,2.75,14.25,3.25,0.0,13.45,2.95,35000000.0
Tana,ESP,Centrocampista,Las Palmas,26,1990.0,24.0,16.0,1552.0,1.0,1.0,2.0,2.0,0.0,2.0,1.2,8000000.0
Tanguy Ndombele,FRA,Centrocampista,Tottenham,25,1996.0,23.25,13.5,1097.75,1.75,1.25,3.0,3.0,0.0,0.85,0.8500000000000001,21000000.0
Tanguy Nianzou,FRA,Defensa,Sevilla,21,2002.0,10.0,8.0,692.0,0.5,0.0,0.5,0.5,0.5,0.25,0.0,6000000.0
Tanner Tessmann,USA,Centrocampista,Venezia,19,2001.0,20.0,6.0,680.0,0.0,0.0,0.0,1.0,1.0,0.6,0.1,2400000.0
Tariq Lamptey,GHA,Defensa,Brighton,23,2000.0,12.5,6.5,615.5,0.16666666666666666,1.0,1.1666666666666667,2.1666666666666665,0.16666666666666666,0.3,0.85,12000000.0
Tariqe Fosu,GHA,Defensa,Brentford,25,1995.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
Taylor Richards,ENG,Centrocampista,Brighton,20,2000.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0
Teden Mengi,ENG,Defensa,Luton Town,21,2002.0,8.0,6.0,607.0,1.0,0.0,1.0,0.0,0.0,0.2,0.0,2000000.0
Teemu Pukki,FIN,Delantero,Norwich City,31,1990.0,36.5,35.0,3069.5,11.0,3.0,14.0,3.5,0.0,11.3,3.8,1500000.0
Telasco Segovia,VEN,Centrocampista,Sampdoria,19,2003.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0
Terence Kongolo,NED,Defensa,Fulham,26,1994.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0
Tete Morente,ESP,Centrocampista,Elche,25,1996.0,31.333333333333332,21.333333333333332,1906.3333333333333,3.0,2.6666666666666665,5.666666666666667,4.666666666666667,0.0,2.966666666666667,1.6000000000000003,2500000.0
Tetê,BRA,Delantero,Leicester City,22,2000.0,13.0,9.0,734.0,1.0,0.0,1.0,0.0,0.0,1.8,0.4,24000000.0
Teun Koopmeiners,NED,Centrocampista,Atalanta,25,1998.0,25.0,22.0,1987.3333333333333,5.666666666666667,2.3333333333333335,8.0,4.0,0.0,3.666666666666666,4.7,35000000.0
Theo Bongonda,COD,Centrocampista,Cádiz,26,1995.0,31.0,24.0,1938.0,4.0,3.0,7.0,2.0,0.0,5.2,3.0,5000000.0
Theo Corbeanu,CAN,Delantero,Wolves,18,2002.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900000.0
Theo Hernández,FRA,Defensa,Real Madrid,26,1997.0,25.285714285714285,24.142857142857142,2151.4285714285716,3.5714285714285716,2.7142857142857144,6.285714285714286,6.428571428571429,0.42857142857142855,3.0285714285714285,3.3285714285714283,60000000.0
Thiago Alcántara,ESP,Centrocampista,Liverpool,31,1991.0,22.333333333333332,17.0,1547.3333333333333,0.6666666666666666,1.3333333333333333,2.0,2.6666666666666665,0.0,1.1666666666666667,1.8999999999999997,12000000.0
Thiago Cionek,POL,Defensa,SPAL,33,1986.0,28.0,23.0,2169.0,0.0,1.0,1.0,11.0,0.0,0.7,1.3,200000.0
Thiago Galhardo,BRA,Delantero,Celta Vigo,32,1989.0,31.0,9.0,1148.0,2.0,2.0,4.0,5.0,0.0,3.4,1.9,1100000.0
Thiago Silva,BRA,Defensa,Chelsea,39,1984.0,23.75,22.5,2026.75,1.5,0.5,2.0,2.75,0.25,1.1,0.325,2000000.0
Thibaut Courtois,BEL,PO,Real Madrid,30,1992.0,33.2,33.2,2988.0,0.0,0.0,0.0,0.8,0.0,0.04,0.08,45000000.0
Thierry Correia,POR,Defensa,Valencia,24,1999.0,18.4,16.6,1367.6,0.2,0.8,1.0,3.4,0.2,0.34,0.76,8000000.0
Thilo Kehrer,GER,Defensa,West Ham,27,1996.0,15.0,12.5,1125.5,0.0,1.0,1.0,2.5,0.0,0.25,0.3,13000000.0
Thomas Cannon,IRL,Delantero,Everton,20,2002.0,1.5,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,6000000.0
Thomas Delaney,DEN,Centrocampista,Sevilla,30,1991.0,17.0,8.5,929.0,1.0,0.5,1.5,3.5,0.5,0.7,0.45,2000000.0
Thomas Henry,FRA,Centrocampista,Hellas Verona,29,1994.0,17.0,12.0,1058.6666666666667,3.6666666666666665,0.6666666666666666,4.333333333333333,3.3333333333333335,0.3333333333333333,2.9,1.6333333333333335,4000000.0
Thomas Kaminski,BEL,PO,Luton Town,31,1992.0,13.0,13.0,1170.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2800000.0
Thomas Kristensen,DEN,Defensa,Udinese,21,2002.0,5.0,4.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0
Thomas Lemar,FRA,Centrocampista,Atlético Madrid,28,1995.0,22.333333333333332,14.666666666666666,1160.6666666666667,1.5,2.3333333333333335,3.8333333333333335,2.1666666666666665,0.0,1.5999999999999999,1.8333333333333333,15000000.0
Thomas Ouwejan,NED,Defensa,Udinese,23,1996.0,15.0,3.0,413.0,0.0,2.0,2.0,0.0,0.0,0.2,0.9,2000000.0
Thomas Partey,GHA,Defensa,Arsenal,30,1993.0,23.5,19.125,1686.5,1.75,0.875,2.625,5.625,0.125,1.4000000000000001,0.825,35000000.0
Thomas Strakosha,ALB,PO,Brentford,28,1995.0,18.0,17.75,1608.75,0.0,0.0,0.0,1.25,0.0,0.0,0.025,3500000.0
Tiemoué Bakayoko,FRA,Centrocampista,Milan,27,1994.0,16.333333333333332,9.333333333333334,835.3333333333334,0.6666666666666666,0.3333333333333333,1.0,3.0,0.3333333333333333,0.46666666666666673,0.3666666666666667,2500000.0
Tijjani Reijnders,NED,Centrocampista,Milan,25,1998.0,13.0,13.0,1088.0,1.0,1.0,2.0,2.0,0.0,2.1,1.0,20000000.0
Tim Iroegbunam,ENG,Centrocampista,Aston Villa,18,2003.0,3.0,1.0,92.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,5000000.0
Tim Krul,NED,PO,Norwich City,33,1988.0,32.5,32.5,2925.0,0.0,0.0,0.0,2.5,0.0,0.0,0.3,600000.0
Tim Ream,USA,Defensa,Fulham,36,1987.0,17.333333333333332,17.333333333333332,1526.6666666666667,0.6666666666666666,0.0,0.6666666666666666,2.0,0.3333333333333333,0.43333333333333335,0.03333333333333333,1000000.0
Timo Werner,GER,Delantero,Chelsea,25,1996.0,28.0,22.0,1942.5,5.0,4.5,9.5,1.5,0.0,9.1,2.9499999999999997,20000000.0
Timothy Castagne,BEL,Defensa,Fulham,27,1995.0,25.6,22.6,2064.6,1.2,1.6,2.8,2.0,0.0,1.2400000000000002,1.8200000000000003,17000000.0
Timothy Fosu-Mensah,NED,Defensa,Manchester Utd,22,1998.0,2.0,1.5,108.0,0.0,0.0,0.0,1.0,0.0,0.05,0.2,2000000.0
Timothy Weah,USA,Defensa,Juventus,23,2000.0,10.0,5.0,414.0,0.0,1.0,1.0,1.0,0.0,0.8,0.5,14000000.0
Tino Kadewere,ZIM,Delantero,Mallorca,26,1996.0,15.0,5.0,542.0,1.0,0.0,1.0,1.0,0.0,1.6,0.6,3000000.0
Tio Cipot,SVN,Delantero,Spezia,19,2003.0,8.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,700000.0
Tito,ESP,Defensa,Leganés,33,1985.0,12.0,9.0,854.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,7000000.0
Toby Alderweireld,BEL,Defensa,Tottenham,31,1989.0,29.0,29.0,2598.5,1.5,1.0,2.5,4.5,0.0,0.7,1.0,3500000.0
Todd Cantwell,ENG,Delantero,Norwich City,23,1998.0,22.5,17.5,1465.0,3.0,1.0,4.0,4.0,0.0,2.75,1.0,9000000.0
Tolgay Arslan,GER,Centrocampista,Udinese,31,1990.0,32.0,19.666666666666668,1562.3333333333333,1.6666666666666667,0.0,1.6666666666666667,7.0,0.0,1.4333333333333336,1.1666666666666667,1400000.0
Tom Cairney,SCO,Centrocampista,Fulham,32,1991.0,18.0,6.0,674.6666666666666,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.7666666666666666,1.0333333333333334,2000000.0
Tom Davies,ENG,Centrocampista,Sheffield Utd,25,1998.0,16.6,9.2,856.4,0.4,0.2,0.6,3.2,0.0,0.78,0.34,9000000.0
Tom Heaton,ENG,PO,Aston Villa,33,1986.0,20.0,20.0,1794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0
Tom Lockyer,WAL,Defensa,Luton Town,28,1994.0,12.0,12.0,1035.0,1.0,1.0,2.0,4.0,0.0,1.1,0.6,3000000.0
Tom Trybull,GER,Centrocampista,Norwich City,26,1993.0,16.0,14.0,1130.0,0.0,0.0,0.0,2.0,0.0,0.5,0.1,500000.0
Toma Bašić,CRO,Centrocampista,Lazio,25,1996.0,27.0,6.5,747.5,0.5,1.0,1.5,2.5,0.0,1.7000000000000002,0.65,4500000.0
Tommaso Augello,ITA,Defensa,Cagliari,29,1994.0,27.6,23.8,2137.0,0.8,2.2,3.0,1.4,0.2,0.36,2.36,2000000.0
Tommaso Baldanzi,ITA,Centrocampista,Empoli,20,2003.0,12.333333333333334,10.333333333333334,800.0,1.6666666666666667,0.0,1.6666666666666667,1.0,0.0,1.4666666666666668,0.9333333333333332,15000000.0
Tommaso Barbieri,ITA,Defensa,Juventus,19,2002.0,3.0,2.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0
Tommaso Cassandro,ITA,Defensa,Lecce,22,2000.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000.0
Tommaso Corazza,ITA,Defensa,Bologna,19,2004.0,6.0,1.0,148.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,1000000.0
Tommaso De Nipoti,ITA,Centrocampista,Atalanta,19,2003.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175000.0
Tommaso Milanese,ITA,Centrocampista,Cremonese,20,2002.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1200000.0
Tommaso Pobega,ITA,Centrocampista,Milan,24,1999.0,19.75,13.0,1154.0,3.0,0.5,3.5,5.25,0.0,2.0,0.6499999999999999,14000000.0
Tommy Doyle,ENG,Centrocampista,Wolves,22,2001.0,4.0,0.5,97.0,0.0,0.0,0.0,0.5,0.0,0.05,0.0,7000000.0
Tomás Alarcón,CHI,Centrocampista,Cádiz,23,1999.0,13.5,9.0,824.0,0.0,0.5,0.5,3.5,0.5,0.55,0.6000000000000001,1000000.0
Tomás Mendes,ESP,Centrocampista,Alavés,19,2004.0,1.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
Tomás Pina Isla,ESP,Centrocampista,Alavés,33,1987.0,28.0,23.8,2018.0,1.0,0.2,1.2,8.4,0.2,0.9199999999999999,0.9199999999999999,250000.0
Tomás Rincón,VEN,Centrocampista,Sampdoria,34,1988.0,25.2,21.6,1886.4,0.4,1.2,1.6,6.4,0.4,0.64,0.9400000000000001,800000.0
Tomás Tavares,POR,Centrocampista,Alavés,19,2001.0,3.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0
Tomáš Souček,CZE,Centrocampista,West Ham,28,1995.0,26.8,25.4,2246.4,4.8,1.2,6.0,3.0,0.2,4.880000000000001,1.4,35000000.0
Tomáš Suslov,SVK,Centrocampista,Hellas Verona,21,2002.0,8.0,4.0,394.0,0.0,0.0,0.0,2.0,0.0,0.2,0.4,2000000.0
Tomáš Vaclík,CZE,PO,Sevilla,31,1989.0,23.666666666666668,23.666666666666668,2115.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1200000.0
Toni Kroos,GER,Centrocampista,Real Madrid,33,1990.0,27.142857142857142,23.571428571428573,2044.5714285714287,2.2857142857142856,5.285714285714286,7.571428571428571,3.142857142857143,0.14285714285714285,1.9999999999999998,4.671428571428572,15000000.0
Toni Lato,ESP,Defensa,Valencia,26,1997.0,12.571428571428571,6.857142857142857,619.0,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.5714285714285716,0.0,0.31428571428571433,0.557142857142857,2500000.0
Toni Moya,ESP,Centrocampista,Atlético Madrid,23,1998.0,7.75,4.5,370.75,0.0,0.25,0.25,0.5,0.0,0.325,0.45,1500000.0
Toni Villa,ESP,Centrocampista,Valladolid,27,1995.0,19.2,12.4,1014.2,1.0,1.2,2.2,2.2,0.0,0.96,1.3199999999999998,2500000.0
Tonny Vilhena,NED,Centrocampista,Espanyol,27,1995.0,25.0,20.0,1596.5,2.5,1.0,3.5,4.5,0.0,1.6,1.3,3800000.0
Tony Springett,IRL,Centrocampista,Norwich City,18,2002.0,3.0,1.0,141.0,0.0,0.0,0.0,1.0,0.0,0.2,0.5,500000.0
Tosin Adarabioyo,ENG,Defensa,Fulham,26,1997.0,20.0,18.666666666666668,1680.3333333333333,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.0,0.6,0.2333333333333333,12000000.0
Toti Gomes,POR,Defensa,Wolves,24,1999.0,10.333333333333334,7.0,673.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.0,0.20000000000000004,0.19999999999999998,6000000.0
Toño,ESP,Defensa,Levante,30,1989.0,16.25,15.0,1289.5,0.25,1.75,2.0,2.5,0.0,0.37500000000000006,1.175,250000.0
Toño Ramírez,ESP,PO,Real Sociedad,30,1986.0,4.0,3.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Alexander-Arnold,ENG,Defensa,Liverpool,25,1998.0,30.8,29.0,2569.8,2.2,8.4,10.6,3.4,0.0,2.1399999999999997,9.08,65000000.0
Trevoh Chalobah,ENG,Defensa,Chelsea,23,1999.0,22.5,17.5,1528.5,1.5,0.5,2.0,3.0,0.0,1.0,0.3,18000000.0
Trivante Stewart,JAM,Delantero,Salernitana,23,2000.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100000.0
Troy Deeney,ENG,Delantero,Watford,33,1988.0,14.5,13.0,1125.0,5.0,1.0,6.0,1.5,0.0,5.3,1.8,400000.0
Troy Parrott,IRL,Delantero,Tottenham,17,2002.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0
Tyler Adams,USA,Centrocampista,Leeds United,23,1999.0,24.0,24.0,2156.0,0.0,0.0,0.0,6.0,1.0,0.1,1.4,20000000.0
Tyler Morton,ENG,Centrocampista,Liverpool,18,2002.0,2.0,1.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7000000.0
Tyler Onyango,ENG,Centrocampista,Everton,20,2003.0,2.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0
Tyler Roberts,WAL,Centrocampista,Leeds United,22,1999.0,25.0,10.5,1163.5,1.0,1.5,2.5,4.0,0.0,2.1,1.65,3000000.0
Tyrell Malacia,NED,Defensa,Manchester Utd,22,1999.0,22.0,14.0,1396.0,0.0,0.0,0.0,6.0,0.0,0.2,0.7,22000000.0
Tyrese Francois,AUS,Delantero,Fulham,22,2000.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0
Tyrick Mitchell,ENG,Defensa,Crystal Palace,24,1999.0,21.6,20.6,1809.2,0.4,1.2,1.6,2.0,0.2,0.42000000000000004,0.8,22000000.0
Tyrone Mings,ENG,Defensa,Aston Villa,30,1993.0,28.2,28.0,2493.0,1.2,1.8,3.0,6.2,0.2,1.0999999999999999,0.82,22000000.0
Tyronne Ebuehi,NGA,Defensa,Empoli,27,1995.0,18.0,13.666666666666666,1264.3333333333333,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.3,0.9333333333333332,2500000.0
Uche Henry Agbo,NGA,Centrocampista,Rayo Vallecano,22,1995.0,6.0,5.0,372.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,375000.0
Umar Sadiq,NGA,Delantero,Almería,26,1997.0,5.666666666666667,2.6666666666666665,229.33333333333334,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.0,1.2666666666666666,0.16666666666666666,16000000.0
Unai Bustinza,ESP,Defensa,Leganés,27,1992.0,26.0,24.333333333333332,2114.6666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333,8.0,0.3333333333333333,1.0666666666666667,0.9,300000.0
Unai Dufur,ESP,Defensa,Eibar,22,1999.0,1.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0
Unai García,ESP,Defensa,Osasuna,30,1992.0,16.0,13.5,1224.75,0.25,0.25,0.5,3.5,0.25,0.3,0.175,1500000.0
Unai Gómez,ESP,Centrocampista,Athletic Club,20,2003.0,8.0,1.0,124.0,1.0,0.0,1.0,0.0,0.0,0.7,0.0,1000000.0
Unai López,ESP,Centrocampista,Athletic Club,28,1995.0,22.0,12.833333333333334,1110.6666666666667,1.0,1.3333333333333333,2.3333333333333335,4.0,0.0,0.8333333333333335,1.5333333333333332,3500000.0
Unai Núñez,ESP,Defensa,Athletic Club,26,1997.0,21.285714285714285,19.857142857142858,1816.857142857143,0.42857142857142855,0.14285714285714285,0.5714285714285714,6.0,0.0,1.385714285714286,0.3,6000000.0
Unai Ropero,ESP,Centrocampista,Alavés,19,2001.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
Unai Simón,ESP,PO,Athletic Club,26,1997.0,26.166666666666668,26.166666666666668,2336.0,0.0,0.0,0.0,2.0,0.16666666666666666,0.0,0.0,25000000.0
Unai Vencedor Paris,ESP,Centrocampista,Athletic Club,21,2000.0,18.25,12.25,1087.5,0.0,0.0,0.0,3.25,0.0,0.45,0.275,5000000.0
Urko González,ESP,Centrocampista,Real Sociedad,22,2001.0,2.0,1.5,74.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500000.0
Uroš Račić,SRB,Centrocampista,Valencia,25,1998.0,21.666666666666668,13.333333333333334,1210.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,0.3333333333333333,0.9333333333333332,0.26666666666666666,5000000.0
Valentin Antov,BUL,Defensa,Monza,21,2000.0,7.0,2.0,269.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,800000.0
Valentin Carboni,ARG,Centrocampista,Monza,18,2005.0,5.5,0.0,48.5,0.0,0.5,0.5,0.5,0.0,0.2,0.05,5000000.0
Valentin Eysseric,FRA,Centrocampista,Fiorentina,28,1992.0,8.333333333333334,3.0,374.6666666666667,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,0.0,0.5,0.3666666666666667,1300000.0
Valentin Gendrey,FRA,Defensa,Lecce,23,2000.0,25.0,23.5,2091.5,0.0,2.0,2.0,3.5,0.0,0.35,1.7999999999999998,4000000.0
Valentin Mihaila,ROU,Centrocampista,Atalanta,21,2000.0,10.5,2.0,387.0,1.5,0.0,1.5,1.0,0.0,1.35,0.15,2400000.0
Valentino Lazaro,AUT,Defensa,Newcastle Utd,27,1996.0,13.5,7.75,749.25,0.25,1.0,1.25,2.0,0.25,0.42500000000000004,1.25,5000000.0
