Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 36_level_0
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
314,Mariano,do DOM,DL,Real Madrid,24,1993,13,3,447,5.0,3,0,3,3,0,0,2,0,2.6,2.6,1.0,3.6,4,9,36,0.60,0.00,0.60,0.60,0.60,0.53,0.20,0.73,0.53,0.73,Partidos
315,Adrián Marín,es ESP,"DF,CC",Alavés,21,1997,6,2,290,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,4,8,7,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Partidos
316,Guillermo Maripán,cl CHI,DF,Alavés,24,1994,23,22,2008,22.3,2,2,4,2,0,0,5,0,2.5,2.5,1.0,3.5,10,48,1,0.09,0.09,0.18,0.09,0.18,0.11,0.04,0.16,0.11,0.16,Partidos
317,Roger Martí,es ESP,DL,Levante,27,1991,31,23,1887,21.0,13,0,13,11,2,2,5,0,12.8,11.3,1.0,12.2,27,30,104,0.62,0.00,0.62,0.52,0.52,0.61,0.05,0.66,0.54,0.58,Partidos
318,Iñigo Martínez,es ESP,DF,Athletic Club,27,1991,33,33,2902,32.2,0,0,0,0,0,0,12,0,2.1,2.1,0.6,2.7,37,116,18,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Partidos
319,Gelson Martins,pt POR,"DL,CC",Atlético Madrid,23,1995,8,1,229,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,14,4,28,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Partidos
320,Jordi Masip,es ESP,PO,Valladolid,29,1989,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
321,Jaime Mata,es ESP,"DL,CC",Getafe,29,1988,34,27,2432,27.0,14,6,20,10,4,4,10,0,12.4,9.3,2.5,11.8,36,47,214,0.52,0.22,0.74,0.37,0.59,0.46,0.09,0.55,0.34,0.44,Partidos
322,Borja Mayoral,es ESP,DL,Levante,21,1997,29,16,1621,18.0,3,2,5,3,0,0,1,0,4.7,4.7,3.1,7.8,31,38,95,0.17,0.11,0.28,0.17,0.28,0.26,0.17,0.43,0.26,0.43,Partidos
323,Róbert Mazáň,sk SVK,DF,Celta Vigo,24,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,3,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.12,0.02,0.12,Partidos
324,Álvaro Medrán,es ESP,CC,Rayo Vallecano,24,1994,21,12,1149,12.8,3,0,3,3,0,0,8,1,2.3,2.3,1.6,3.9,18,81,18,0.23,0.00,0.23,0.23,0.23,0.18,0.13,0.31,0.18,0.31,Partidos
325,Óscar Melendo,es ESP,"CC,DL",Espanyol,20,1997,32,22,1997,22.2,0,5,5,0,0,0,3,0,0.4,0.4,4.0,4.4,46,126,104,0.00,0.23,0.23,0.00,0.23,0.02,0.18,0.20,0.02,0.20,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
326,Gonzalo Melero,es ESP,CC,Huesca,24,1994,22,14,1345,14.9,2,1,3,1,1,2,3,0,5.1,3.5,1.9,5.4,24,95,29,0.13,0.07,0.20,0.07,0.13,0.34,0.13,0.47,0.23,0.36,Partidos
327,Arthur Melo,br BRA,CC,Barcelona,21,1996,27,19,1430,15.9,0,1,1,0,0,0,2,0,0.3,0.3,1.1,1.4,16,120,21,0.00,0.06,0.06,0.00,0.06,0.02,0.07,0.09,0.02,0.09,Partidos
328,Brais Méndez,es ESP,"CC,DL",Celta Vigo,21,1997,31,27,2349,26.1,6,7,13,5,1,1,5,0,5.5,4.7,4.1,8.7,60,112,158,0.23,0.27,0.50,0.19,0.46,0.21,0.16,0.36,0.18,0.33,Partidos
329,Gabriel Mercado,ar ARG,DF,Sevilla,31,1987,23,19,1738,19.3,2,1,3,2,0,0,10,0,1.8,1.8,0.4,2.2,5,52,5,0.10,0.05,0.16,0.10,0.16,0.09,0.02,0.11,0.09,0.11,Partidos
330,Mikel Merino,es ESP,CC,Real Sociedad,22,1996,29,24,2055,22.8,3,3,6,3,0,0,10,1,2.9,2.9,2.4,5.3,31,142,62,0.13,0.13,0.26,0.13,0.26,0.13,0.11,0.23,0.13,0.23,Partidos
331,Sabin Merino,es ESP,"DL,CC",Leganés,26,1992,12,2,295,3.3,0,0,0,0,0,0,0,0,1.5,1.5,0.1,1.5,3,6,32,0.00,0.00,0.00,0.00,0.00,0.45,0.02,0.47,0.45,0.47,Partidos
332,Martín Merquelanz,es ESP,CC,Real Sociedad,23,1995,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
333,Roque Mesa,es ESP,CC,Sevilla,29,1989,31,20,1746,19.4,2,2,4,2,0,0,11,1,1.2,1.2,1.7,2.9,45,98,56,0.10,0.10,0.21,0.10,0.21,0.06,0.09,0.15,0.06,0.15,Partidos
334,Lionel Messi,ar ARG,DL,Barcelona,31,1987,34,29,2713,30.1,36,13,49,32,4,5,3,0,23.8,19.9,14.4,34.2,153,328,206,1.19,0.43,1.63,1.06,1.49,0.79,0.48,1.27,0.66,1.14,Partidos
335,Míchel,es ESP,CC,Valladolid,30,1988,35,27,2553,28.4,1,2,3,1,0,1,9,0,1.5,0.7,4.2,4.9,34,214,39,0.04,0.07,0.11,0.04,0.11,0.05,0.15,0.20,0.02,0.17,Partidos
336,Miguel,es ESP,DL,Valladolid,18,1999,2,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.91,0.91,0.91,Partidos
337,Pere Milla,es ESP,"CC,DL",Eibar,25,1992,5,5,341,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,4,7,29,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Partidos
338,Santi Mina,es ESP,DL,Valencia,22,1995,30,23,1852,20.6,7,5,12,7,0,0,4,0,8.1,7.9,3.9,11.8,23,34,133,0.34,0.24,0.58,0.34,0.58,0.39,0.19,0.58,0.38,0.58,Partidos
339,Ignasi Miquel,es ESP,DF,Getafe,25,1992,7,4,316,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
340,Jorge Miramón,es ESP,DF,Huesca,29,1989,30,30,2492,27.7,1,0,1,1,0,0,5,0,0.8,0.8,1.9,2.7,66,118,86,0.04,0.00,0.04,0.04,0.04,0.03,0.07,0.10,0.03,0.10,Partidos
341,Luka Modrić,hr CRO,CC,Real Madrid,32,1985,34,31,2608,29.0,3,6,9,3,0,0,6,0,2.7,2.7,3.8,6.4,68,295,108,0.10,0.21,0.31,0.10,0.31,0.09,0.13,0.22,0.09,0.22,Partidos
342,Johan Mojica,co COL,"DL,CC",Girona,25,1992,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
343,Jorge Molina,es ESP,DL,Getafe,36,1982,38,28,2648,29.4,14,5,19,12,2,2,2,0,11.5,9.9,6.6,16.5,35,84,193,0.48,0.17,0.65,0.41,0.58,0.39,0.23,0.61,0.34,0.56,Partidos
344,Victor Mollejo,es ESP,"DL,DF",Atlético Madrid,17,2001,4,0,65,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,5,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14,Partidos
345,Francisco Montero,es ESP,DF,Atlético Madrid,19,1999,9,4,404,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
346,Emre Mor,tr TUR,"DL,CC",Celta Vigo,21,1997,10,4,369,4.1,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,11,13,10,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.19,0.16,0.19,Partidos
347,Álvaro Morata,es ESP,DL,Atlético Madrid,25,1992,15,13,1083,12.0,6,1,7,6,0,0,5,0,6.3,6.3,0.7,7.0,31,12,79,0.50,0.08,0.58,0.50,0.58,0.52,0.05,0.58,0.52,0.58,Partidos
348,Álex Moreno,es ESP,DF,Rayo Vallecano,25,1993,36,36,3136,34.8,1,1,2,1,0,0,5,0,1.1,1.1,2.6,3.7,176,117,236,0.03,0.03,0.06,0.03,0.06,0.03,0.08,0.11,0.03,0.11,Partidos
349,Gerard Moreno,es ESP,DL,Villarreal,26,1992,35,25,2315,25.7,8,1,9,8,0,1,3,0,12.0,11.2,3.9,15.1,44,88,201,0.31,0.04,0.35,0.31,0.35,0.47,0.15,0.62,0.44,0.59,Partidos
350,Héctor Moreno,mx MEX,DF,Real Sociedad,30,1988,25,21,1933,21.5,1,0,1,1,0,0,2,0,0.6,0.6,0.5,1.1,27,94,6,0.05,0.00,0.05,0.05,0.05,0.03,0.03,0.05,0.03,0.05,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
351,Sergio Moreno,es ESP,DL,Rayo Vallecano,19,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,2.21,0.00,2.21,2.21,2.21,Partidos
352,Manu Morlanes,es ESP,CC,Villarreal,19,1999,10,7,610,6.8,0,3,3,0,0,0,2,0,0.1,0.1,1.7,1.8,8,52,7,0.00,0.44,0.44,0.00,0.44,0.01,0.25,0.26,0.01,0.26,Partidos
353,Loren Morón,es ESP,DL,Betis,24,1993,33,22,1957,21.7,6,0,6,6,0,0,4,0,8.9,8.6,1.2,9.8,15,26,115,0.28,0.00,0.28,0.28,0.28,0.41,0.05,0.46,0.40,0.45,Partidos
354,Toni Moya,es ESP,DF,Atlético Madrid,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
355,Javi Moyano,es ESP,DF,Valladolid,32,1986,27,25,2098,23.3,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.6,19,69,59,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Partidos
356,Iker Muniain,es ESP,"CC,DL",Athletic Club,25,1992,34,27,2383,26.5,7,3,10,6,1,1,7,0,7.1,6.3,3.3,9.6,64,179,108,0.26,0.11,0.38,0.23,0.34,0.27,0.13,0.39,0.24,0.36,Partidos
357,Marc Muniesa,es ESP,"DF,CC",Girona,26,1992,19,15,1406,15.6,0,0,0,0,0,0,6,0,0.5,0.5,0.5,0.9,11,62,25,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Partidos
358,Aihen Muñoz,es ESP,DF,Real Sociedad,20,1997,11,11,951,10.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,28,24,43,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Partidos
359,Ezequiel Muñoz,ar ARG,DF,Leganés,27,1990,3,2,211,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,4,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Partidos
360,Joaquín Muñoz,es ESP,DL,Atlético Madrid,19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
361,Luis Muriel,co COL,"CC,DL",Sevilla,27,1991,6,1,123,1.4,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.4,4,4,11,0.73,0.73,1.46,0.73,1.46,0.18,0.08,0.26,0.18,0.26,Partidos
362,Jeison Murillo,co COL,DF,Valencia,26,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
363,Jeison Murillo,co COL,DF,Barcelona,26,1992,2,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,13,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
364,Damián Musto,ar ARG,"CC,DF",Huesca,31,1987,24,20,1686,18.7,0,0,0,0,0,0,11,0,1.2,1.2,0.3,1.5,5,73,10,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Partidos
365,Nacho,es ESP,DF,Valladolid,29,1989,35,35,3150,35.0,1,3,4,1,0,0,10,0,0.6,0.6,3.7,4.2,81,151,179,0.03,0.09,0.11,0.03,0.11,0.02,0.10,0.12,0.02,0.12,Partidos
366,Nacho,es ESP,DF,Real Madrid,28,1990,20,19,1698,18.9,0,1,1,0,0,0,8,1,0.3,0.3,0.8,1.2,15,53,52,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.06,0.02,0.06,Partidos
367,Naldo,br BRA,DF,Espanyol,29,1988,16,16,1362,15.1,1,1,2,1,0,0,3,0,1.1,1.1,0.3,1.3,3,21,1,0.07,0.07,0.13,0.07,0.13,0.07,0.02,0.09,0.07,0.09,Partidos
368,Ximo Navarro,es ESP,DF,Alavés,28,1990,31,28,2533,28.1,2,2,4,2,0,0,7,0,0.7,0.7,1.5,2.2,35,68,38,0.07,0.07,0.14,0.07,0.14,0.02,0.05,0.08,0.02,0.08,Partidos
369,Jesús Navas,es ESP,"DF,DL",Sevilla,32,1985,32,31,2712,30.1,1,5,6,1,0,0,8,0,1.5,1.5,6.2,7.7,170,184,288,0.03,0.17,0.20,0.03,0.20,0.05,0.21,0.26,0.05,0.26,Partidos
370,Keylor Navas,cr CRC,PO,Real Madrid,31,1986,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
371,Raúl Navas,es ESP,DF,Real Sociedad,30,1988,16,15,1310,14.6,0,0,0,0,0,0,4,0,0.3,0.3,0.3,0.6,13,45,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidos
372,Neto,br BRA,PO,Valencia,29,1989,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
373,Saúl Ñíguez,es ESP,"CC,DF",Atlético Madrid,23,1994,33,32,2925,32.5,4,1,5,4,0,1,10,0,5.0,4.1,1.3,5.4,56,120,109,0.12,0.03,0.15,0.12,0.15,0.15,0.04,0.19,0.13,0.17,Partidos
374,Peru Nolaskoain,es ESP,DF,Athletic Club,19,1998,8,4,464,5.2,2,0,2,2,0,0,2,1,0.4,0.4,0.1,0.5,2,24,1,0.39,0.00,0.39,0.39,0.39,0.08,0.01,0.10,0.08,0.10,Partidos
375,Nolito,es ESP,"DL,DF",Sevilla,31,1986,4,1,76,0.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,4,2,12,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.61,0.61,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
376,Unai Núñez,es ESP,DF,Athletic Club,21,1997,12,11,1064,11.8,0,0,0,0,0,0,4,0,1.1,1.1,0.5,1.5,0,39,2,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13,Partidos
377,Allan Nyom,cm CMR,"DF,DL",Leganés,30,1988,23,20,1708,19.0,1,1,2,1,0,0,7,1,0.3,0.3,2.2,2.5,22,46,79,0.05,0.05,0.11,0.05,0.11,0.01,0.12,0.13,0.01,0.13,Partidos
378,Jan Oblak,si SVN,PO,Atlético Madrid,25,1993,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
379,Álvaro Odriozola,es ESP,DF,Real Madrid,22,1995,14,14,1178,13.1,0,2,2,0,0,0,2,0,0.5,0.5,3.2,3.6,52,38,136,0.00,0.15,0.15,0.00,0.15,0.03,0.24,0.28,0.03,0.28,Partidos
380,Dani Ojeda,es ESP,"CC,DF",Leganés,23,1994,5,2,193,2.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,1,3,12,0.00,0.00,0.00,0.00,0.00,0.17,0.05,0.23,0.17,0.23,Partidos
381,Lucas Olaza,uy URU,DF,Celta Vigo,24,1994,10,10,897,10.0,0,2,2,0,0,0,2,0,0.0,0.0,0.6,0.6,16,18,30,0.00,0.20,0.20,0.00,0.20,0.00,0.06,0.06,0.00,0.06,Partidos
382,Oier Olazábal,es ESP,PO,Levante,28,1989,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
383,Kiko Olivas,es ESP,DF,Valladolid,29,1988,35,35,3100,34.4,0,0,0,0,0,0,6,0,1.3,1.3,0.2,1.5,28,75,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Partidos
384,Paulo Oliveira,pt POR,DF,Eibar,26,1992,28,24,2245,24.9,0,0,0,0,0,0,4,0,0.7,0.7,0.1,0.7,9,83,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
385,Mathías Olivera,uy URU,"DF,CC",Getafe,20,1997,14,12,1007,11.2,0,1,1,0,0,0,6,1,0.4,0.4,0.9,1.3,27,36,41,0.00,0.09,0.09,0.00,0.09,0.04,0.08,0.12,0.04,0.12,Partidos
386,Kenneth Omeruo,ng NGA,DF,Leganés,24,1993,28,27,2433,27.0,0,0,0,0,0,0,7,0,0.2,0.2,0.1,0.2,4,56,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
387,Fabián Orellana,cl CHI,"CC,DL",Eibar,32,1986,33,31,2733,30.4,3,5,8,2,1,1,4,0,7.2,6.4,5.4,11.8,92,134,304,0.10,0.16,0.26,0.07,0.23,0.24,0.18,0.42,0.21,0.39,Partidos
388,Mikel Oyarzabal,es ESP,"DL,CC",Real Sociedad,21,1997,37,36,3153,35.0,13,2,15,10,3,3,2,0,11.1,8.8,5.0,13.8,97,109,213,0.37,0.06,0.43,0.29,0.34,0.32,0.14,0.46,0.25,0.39,Partidos
389,Fernando Pacheco,es ESP,PO,Alavés,26,1992,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
390,Rubén Pardo,es ESP,"CC,DL",Real Sociedad,25,1992,24,16,1368,15.2,1,2,3,1,0,0,3,0,1.0,1.0,3.2,4.2,23,96,41,0.07,0.13,0.20,0.07,0.20,0.06,0.21,0.28,0.06,0.28,Partidos
391,Daniel Parejo,es ESP,CC,Valencia,29,1989,36,35,3061,34.0,9,7,16,4,5,6,5,1,8.1,3.4,7.8,11.2,49,292,48,0.26,0.21,0.47,0.12,0.32,0.24,0.23,0.47,0.10,0.33,Partidos
392,Thomas Partey,gh GHA,CC,Atlético Madrid,25,1993,32,22,2070,23.0,3,4,7,3,0,0,9,1,1.5,1.5,1.3,2.8,36,147,27,0.13,0.17,0.30,0.13,0.30,0.06,0.06,0.12,0.06,0.12,Partidos
393,Gabriel Paulista,br BRA,DF,Valencia,27,1990,30,30,2623,29.1,0,1,1,0,0,0,6,0,1.1,1.0,0.2,1.2,6,56,0,0.00,0.03,0.03,0.00,0.03,0.04,0.01,0.04,0.03,0.04,Partidos
394,Alfonso Pedraza,es ESP,"DF,DL",Villarreal,22,1996,34,22,2095,23.3,3,3,6,3,0,0,3,0,3.7,3.7,3.9,7.5,88,74,216,0.13,0.13,0.26,0.13,0.26,0.16,0.17,0.32,0.16,0.32,Partidos
395,Adrià Pedrosa,es ESP,DF,Espanyol,20,1998,12,8,763,8.5,1,0,1,1,0,0,1,0,0.5,0.5,1.0,1.5,21,19,37,0.12,0.00,0.12,0.12,0.12,0.06,0.12,0.17,0.06,0.17,Partidos
396,Rubén Peña,es ESP,DF,Eibar,27,1991,31,30,2674,29.7,1,2,3,1,0,0,4,0,0.8,0.8,4.4,5.2,114,211,150,0.03,0.07,0.10,0.03,0.10,0.03,0.15,0.17,0.03,0.17,Partidos
397,Carles Pérez,es ESP,DL,Barcelona,20,1998,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36,Partidos
398,Hernán Pérez,py PAR,"DL,CC",Espanyol,29,1989,19,10,795,8.8,1,2,3,1,0,0,1,0,1.2,1.2,2.0,3.2,39,28,86,0.11,0.23,0.34,0.11,0.34,0.14,0.23,0.37,0.14,0.37,Partidos
399,Rubén Pérez,es ESP,CC,Leganés,29,1989,31,27,2474,27.5,0,0,0,0,0,0,7,1,0.3,0.3,1.2,1.6,10,140,10,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Partidos
400,Pablo Piatti,ar ARG,"DL,CC",Espanyol,29,1989,20,6,743,8.3,1,0,1,1,0,0,0,0,1.4,1.4,1.4,2.8,25,28,64,0.12,0.00,0.12,0.12,0.12,0.17,0.17,0.34,0.17,0.34,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
401,Cristiano Piccini,it ITA,DF,Valencia,25,1992,23,21,1868,20.8,1,0,1,1,0,0,3,0,0.5,0.5,0.2,0.7,66,75,71,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Partidos
402,Tomás Pina Isla,es ESP,CC,Alavés,30,1987,28,27,2340,26.0,2,0,2,2,0,0,13,0,1.4,1.4,1.2,2.7,12,132,14,0.08,0.00,0.08,0.08,0.08,0.05,0.05,0.10,0.05,0.10,Partidos
403,Gerard Piqué,es ESP,DF,Barcelona,31,1987,35,35,3150,35.0,4,2,6,4,0,0,6,0,3.3,3.3,1.4,4.6,32,127,13,0.11,0.06,0.17,0.11,0.17,0.09,0.04,0.13,0.09,0.13,Partidos
404,Carles Planas,es ESP,DF,Girona,27,1991,7,4,419,4.7,0,1,1,0,0,0,3,0,0.1,0.1,0.3,0.4,7,13,31,0.00,0.21,0.21,0.00,0.21,0.02,0.07,0.09,0.02,0.09,Partidos
405,Óscar Plano,es ESP,"CC,DL",Valladolid,27,1991,33,30,2693,29.9,3,4,7,3,0,0,8,0,4.2,4.2,3.8,7.9,70,96,131,0.10,0.13,0.23,0.10,0.23,0.14,0.13,0.27,0.14,0.27,Partidos
406,Stiven Plaza,ec ECU,"DL,CC",Valladolid,19,1999,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
407,Pere Pons,es ESP,CC,Girona,25,1993,34,32,2792,31.0,1,2,3,1,0,0,4,0,1.6,1.6,2.0,3.6,46,117,57,0.03,0.06,0.10,0.03,0.10,0.05,0.06,0.12,0.05,0.12,Partidos
408,Pedro Porro,es ESP,DF,Girona,18,1999,32,25,2211,24.6,0,4,4,0,0,0,4,0,1.6,1.6,2.9,4.5,82,109,145,0.00,0.16,0.16,0.00,0.16,0.07,0.12,0.18,0.07,0.18,Partidos
409,Francisco Portillo,es ESP,CC,Getafe,28,1990,32,19,1994,22.2,1,4,5,1,0,0,3,1,1.9,1.9,2.5,4.4,34,134,97,0.05,0.18,0.23,0.05,0.23,0.08,0.11,0.20,0.08,0.20,Partidos
410,Portu,es ESP,"DL,CC",Girona,26,1992,34,33,2821,31.3,9,2,11,8,1,1,3,0,7.9,7.1,4.2,11.4,98,85,269,0.29,0.06,0.35,0.26,0.32,0.25,0.14,0.39,0.23,0.36,Partidos
411,Sergio Postigo,es ESP,DF,Levante,29,1988,21,17,1449,16.1,1,1,2,1,0,0,4,1,0.9,0.9,0.7,1.6,9,44,3,0.06,0.06,0.12,0.06,0.12,0.06,0.04,0.10,0.06,0.10,Partidos
412,José Pozo,es ESP,CC,Rayo Vallecano,22,1996,29,16,1617,18.0,3,0,3,3,0,0,4,0,2.6,2.6,1.9,4.5,68,119,95,0.17,0.00,0.17,0.17,0.17,0.15,0.11,0.25,0.15,0.25,Partidos
413,Sanjin Prcić,ba BIH,CC,Levante,24,1993,10,6,532,5.9,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,5,37,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
414,Quincy Promes,nl NED,"DL,DF",Sevilla,26,1992,33,15,1583,17.6,2,3,5,2,0,1,2,0,2.9,2.0,4.5,6.5,82,80,143,0.11,0.17,0.28,0.11,0.28,0.16,0.25,0.42,0.11,0.37,Partidos
415,Javi Puado,es ESP,"DL,CC",Espanyol,20,1998,15,2,359,4.0,0,0,0,0,0,0,0,0,0.9,0.9,0.5,1.4,15,5,35,0.00,0.00,0.00,0.00,0.00,0.21,0.13,0.34,0.21,0.34,Partidos
