Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 36_level_0
45,Pierre-Emerick Aubameyang,ga GAB,DL,Barcelona,33,1989,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.18,0.00,1.18,1.18,1.18,Partidos
46,Ludwig Augustinsson,se SWE,DF,Mallorca,28,1994,4,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,6,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidos
47,Ezequiel Ávila,ar ARG,"DL,CC",Osasuna,28,1994,29,23,1709,19.0,8,2,10,6,2,3,7,1,6.7,4.4,1.7,6.1,23,39,96,0.42,0.11,0.53,0.32,0.42,0.35,0.09,0.45,0.23,0.32,Partidos
48,Iddrisu Baba,gh GHA,"CC,DF",Mallorca,26,1996,29,20,1705,18.9,0,0,0,0,0,0,5,0,0.6,0.6,0.2,0.8,3,47,8,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidos
49,Srđan Babić,rs SRB,DF,Almería,26,1996,34,33,2998,33.3,3,0,3,3,0,0,5,0,1.2,1.2,0.3,1.5,21,63,5,0.09,0.00,0.09,0.09,0.09,0.04,0.01,0.04,0.04,0.04,Partidos
50,Loïc Bade,fr FRA,DF,Sevilla,22,2000,19,16,1449,16.1,1,0,1,1,0,0,4,0,0.3,0.3,0.1,0.4,7,42,2,0.06,0.00,0.06,0.06,0.06,0.02,0.01,0.02,0.02,0.02,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
51,Édgar Badía,es ESP,PO,Elche,30,1992,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
52,Alex Baena,es ESP,"CC,DL",Villarreal,21,2001,35,19,1947,21.6,6,2,8,6,0,0,13,1,3.9,3.9,5.2,9.1,50,124,110,0.28,0.09,0.37,0.28,0.37,0.18,0.24,0.42,0.18,0.42,Partidos
53,Alejandro Balde,es ESP,DF,Barcelona,18,2003,33,30,2471,27.5,1,6,7,1,0,0,4,0,1.9,1.9,4.9,6.8,96,79,234,0.04,0.22,0.25,0.04,0.25,0.07,0.18,0.25,0.07,0.25,Partidos
54,Mikel Balenziaga,es ESP,DF,Athletic Club,34,1988,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidos
55,Iván Balliu,al ALB,DF,Rayo Vallecano,30,1992,37,37,3232,35.9,0,0,0,0,0,0,6,0,0.3,0.3,2.8,3.1,75,131,147,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Partidos
56,Léo Baptistão,br BRA,"DL,CC",Almería,29,1992,28,24,1726,19.2,5,1,6,5,0,0,7,0,4.9,4.9,1.2,6.2,38,51,83,0.26,0.05,0.31,0.26,0.31,0.26,0.06,0.32,0.26,0.32,Partidos
57,Keidi Bare,al ALB,CC,Espanyol,24,1997,18,4,503,5.6,0,1,1,0,0,0,0,0,0.6,0.6,0.2,0.8,6,28,11,0.00,0.18,0.18,0.00,0.18,0.10,0.04,0.14,0.10,0.14,Partidos
58,Kike Barja,es ESP,"DL,CC",Osasuna,25,1997,27,15,1312,14.6,1,6,7,1,0,0,1,0,1.2,1.2,3.9,5.1,61,35,185,0.07,0.41,0.48,0.07,0.48,0.08,0.26,0.35,0.08,0.35,Partidos
59,Ander Barrenetxea,es ESP,"DL,DF",Real Sociedad,20,2001,23,9,878,9.8,3,1,4,3,0,0,4,0,3.0,3.0,1.2,4.2,36,27,72,0.31,0.10,0.41,0.31,0.41,0.31,0.12,0.43,0.31,0.43,Partidos
60,Pablo Barrios,es ESP,CC,Atlético Madrid,19,2003,21,6,724,8.0,0,1,1,0,0,0,4,0,0.5,0.5,0.7,1.2,16,51,27,0.00,0.12,0.12,0.00,0.12,0.07,0.08,0.15,0.07,0.15,Partidos
61,Rodrigo Battaglia,ar ARG,CC,Mallorca,31,1991,15,8,686,7.6,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,3,19,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidos
62,Bebé,cv CPV,DL,Rayo Vallecano,32,1990,4,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,1,10,0.00,0.00,0.00,0.00,0.00,0.12,0.13,0.25,0.12,0.25,Partidos
63,Héctor Bellerín,es ESP,DF,Barcelona,27,1995,3,1,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,13,6,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Partidos
64,Fran Beltrán,es ESP,CC,Celta Vigo,23,1999,36,33,2855,31.7,0,2,2,0,0,0,4,0,0.9,0.9,1.7,2.6,27,138,33,0.00,0.06,0.06,0.00,0.06,0.03,0.05,0.08,0.03,0.08,Partidos
65,Iker Benito,es ESP,"DL,CC",Osasuna,19,2002,4,2,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,9,3,15,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Partidos
66,Karim Benzema,fr FRA,DL,Real Madrid,34,1987,24,24,2038,22.6,19,3,22,12,7,8,1,0,21.5,14.9,5.8,20.7,72,138,157,0.84,0.13,0.97,0.53,0.66,0.95,0.26,1.20,0.66,0.91,Partidos
67,Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,29,27,2406,26.7,1,1,2,1,0,0,9,1,1.3,1.3,1.4,2.7,59,179,95,0.04,0.04,0.07,0.04,0.07,0.05,0.05,0.10,0.05,0.10,Partidos
68,Álex Berenguer,es ESP,DL,Athletic Club,27,1995,37,26,2297,25.5,4,1,5,4,0,0,2,0,4.3,4.3,4.6,9.0,73,77,249,0.16,0.04,0.20,0.16,0.20,0.17,0.18,0.35,0.17,0.35,Partidos
69,Pedro Bigas,es ESP,DF,Elche,31,1990,28,25,2020,22.4,0,0,0,0,0,0,4,2,1.8,1.8,0.0,1.8,19,83,3,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Partidos
70,El Bilal Touré,ml MLI,DL,Almería,20,2001,21,15,1264,14.0,7,2,9,7,0,0,0,0,6.3,6.3,1.3,7.6,18,14,51,0.50,0.14,0.64,0.50,0.64,0.45,0.09,0.54,0.45,0.54,Partidos
71,Lautaro Blanco,ar ARG,"DF,CC",Elche,23,1999,17,9,872,9.7,0,2,2,0,0,0,2,0,0.0,0.0,1.5,1.6,41,28,76,0.00,0.21,0.21,0.00,0.21,0.00,0.16,0.16,0.00,0.16,Partidos
72,Theo Bongonda,cd COD,"CC,DL",Cádiz,26,1995,31,24,1938,21.5,4,3,7,3,1,1,2,0,5.2,4.4,3.0,7.4,74,39,105,0.19,0.14,0.33,0.14,0.28,0.24,0.14,0.38,0.20,0.34,Partidos
73,Yassine Bounou,ma MAR,PO,Sevilla,31,1991,25,25,2151,23.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
74,Lucas Boyé,ar ARG,DL,Elche,26,1996,35,29,2462,27.4,7,2,9,7,0,1,7,1,8.3,7.5,2.9,10.5,58,63,160,0.26,0.07,0.33,0.26,0.33,0.30,0.11,0.41,0.27,0.38,Partidos
75,Martin Braithwaite,dk DEN,"DL,CC",Espanyol,31,1991,31,29,2456,27.3,10,2,12,10,0,0,5,1,9.2,9.2,1.4,10.6,32,54,126,0.37,0.07,0.44,0.37,0.44,0.34,0.05,0.39,0.34,0.39,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
76,Juan Brandáriz,es ESP,DF,Almería,23,1999,21,15,1489,16.5,1,0,1,1,0,0,5,0,0.4,0.4,0.1,0.5,13,32,10,0.06,0.00,0.06,0.06,0.06,0.02,0.00,0.03,0.02,0.03,Partidos
77,Darko Brašanac,rs SRB,CC,Osasuna,30,1992,25,9,1041,11.6,1,1,2,1,0,0,5,0,1.2,1.2,0.7,1.9,18,49,36,0.09,0.09,0.17,0.09,0.17,0.10,0.06,0.16,0.10,0.16,Partidos
78,Claudio Bravo,cl CHI,PO,Betis,39,1983,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
79,Ante Budimir,hr CRO,DL,Osasuna,31,1991,31,22,1798,20.0,8,0,8,8,0,0,5,0,7.7,7.7,0.7,8.3,23,23,98,0.40,0.00,0.40,0.40,0.40,0.38,0.03,0.42,0.38,0.42,Partidos
80,Santiago Bueno,uy URU,DF,Girona,23,1998,34,34,3010,33.4,0,1,1,0,0,0,7,1,1.3,1.3,1.1,2.4,30,148,4,0.00,0.03,0.03,0.00,0.03,0.04,0.03,0.07,0.04,0.07,Partidos
81,Sergio Busquets,es ESP,CC,Barcelona,34,1988,30,28,2339,26.0,0,4,4,0,0,0,8,1,0.4,0.4,2.8,3.3,26,254,32,0.00,0.15,0.15,0.00,0.15,0.02,0.11,0.13,0.02,0.13,Partidos
82,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,32,31,2669,29.7,0,1,1,0,0,0,10,2,2.3,2.3,1.5,3.7,13,95,8,0.00,0.03,0.03,0.00,0.03,0.08,0.05,0.13,0.08,0.13,Partidos
83,Cala,es ESP,DF,Cádiz,32,1989,3,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
84,Fernando Calero,es ESP,"DF,CC",Espanyol,26,1995,27,20,1611,17.9,0,1,1,0,0,0,6,0,0.7,0.7,0.6,1.3,9,64,4,0.00,0.06,0.06,0.00,0.06,0.04,0.03,0.07,0.04,0.07,Partidos
85,Alexander Callens,pe PER,DF,Girona,30,1992,6,0,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
86,Eduardo Camavinga,fr FRA,"CC,DF",Real Madrid,19,2002,37,21,2010,22.3,0,1,1,0,0,0,6,0,0.8,0.8,1.5,2.3,69,165,99,0.00,0.04,0.04,0.00,0.04,0.04,0.07,0.10,0.04,0.10,Partidos
87,Sergio Camello,es ESP,DL,Rayo Vallecano,21,2001,38,27,2401,26.7,6,5,11,6,0,0,1,0,7.3,7.3,2.4,9.6,40,42,122,0.22,0.19,0.41,0.22,0.41,0.27,0.09,0.36,0.27,0.36,Partidos
88,Sergio Canales,es ESP,"DL,CC",Betis,31,1991,31,28,2402,26.7,4,3,7,3,1,1,4,2,4.4,3.6,5.9,9.5,82,143,150,0.15,0.11,0.26,0.11,0.22,0.16,0.22,0.39,0.13,0.36,Partidos
89,Ander Capa,es ESP,DF,Athletic Club,30,1992,7,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,12,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Partidos
90,Étienne Capoue,fr FRA,CC,Villarreal,34,1988,28,22,1955,21.7,3,0,3,3,0,0,4,0,2.6,2.6,1.1,3.7,45,98,72,0.14,0.00,0.14,0.14,0.14,0.12,0.05,0.17,0.12,0.17,Partidos
91,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,27,25,2199,24.4,0,1,1,0,0,0,4,3,0.2,0.2,1.3,1.6,33,85,62,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,Partidos
92,Juan Carlos,es ESP,PO,Girona,34,1988,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
93,José Carlos Lazo,es ESP,"CC,DL",Almería,26,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Partidos
94,José Carlos Lazo,es ESP,"CC,DL",Espanyol,26,1996,10,0,159,1.8,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,2,4,10,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26,Partidos
95,Carmona,es ESP,"CC,DF",Elche,20,2002,9,8,589,6.5,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,8,10,27,0.15,0.00,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08,Partidos
96,Carmona,es ESP,DF,Sevilla,20,2002,10,5,527,5.9,2,1,3,2,0,0,6,1,0.8,0.8,0.4,1.2,9,11,8,0.34,0.17,0.51,0.34,0.51,0.14,0.06,0.20,0.14,0.20,Partidos
97,Yannick Carrasco,be BEL,"DF,CC",Atlético Madrid,28,1993,35,26,2317,25.7,7,3,10,6,1,1,2,0,8.0,7.2,4.1,11.3,146,84,264,0.27,0.12,0.39,0.23,0.35,0.31,0.16,0.47,0.28,0.44,Partidos
98,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,27,20,1784,19.8,0,2,2,0,0,0,8,1,0.8,0.8,2.0,2.8,22,58,147,0.00,0.10,0.10,0.00,0.10,0.04,0.10,0.14,0.04,0.14,Partidos
99,William Carvalho,pt POR,CC,Betis,30,1992,33,31,2438,27.1,3,1,4,3,0,0,6,1,3.1,3.1,1.6,4.7,46,203,52,0.11,0.04,0.15,0.11,0.15,0.11,0.06,0.17,0.11,0.17,Partidos
100,Casemiro,br BRA,CC,Real Madrid,30,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
