Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 36_level_0
38,José Arnaiz,es ESP,CC,Barcelona,22,1995,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
39,Alejandro Arribas,es ESP,DF,La Coruña,28,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,11,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Partidos
40,Kepa Arrizabalaga,es ESP,PO,Athletic Club,22,1994,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
41,Aythami Artiles,es ESP,DF,Las Palmas,31,1986,3,2,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
42,Sergio Asenjo,es ESP,PO,Villarreal,28,1989,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
43,Marco Asensio,es ESP,"DL,CC",Real Madrid,21,1996,32,19,1844,20.5,6,6,12,6,0,0,2,0,4.5,4.5,6.4,10.9,135,157,209,0.29,0.29,0.59,0.29,0.59,0.22,0.31,0.53,0.22,0.53,Partidos
44,Iago Aspas,es ESP,DL,Celta Vigo,29,1987,34,33,2936,32.6,22,5,27,20,2,3,9,0,17.3,15.0,9.5,24.5,115,126,294,0.67,0.15,0.83,0.61,0.77,0.53,0.29,0.82,0.46,0.75,Partidos
45,Carlos Bacca,co COL,DL,Villarreal,30,1986,35,30,2497,27.7,15,6,21,14,1,1,9,0,14.0,13.2,4.7,18.0,56,39,188,0.54,0.22,0.76,0.50,0.72,0.51,0.17,0.68,0.48,0.65,Partidos
46,Cédric Bakambu,cd COD,DL,Villarreal,26,1991,15,15,1263,14.0,9,0,9,8,1,1,5,0,5.9,5.1,1.6,6.6,37,21,80,0.64,0.00,0.64,0.57,0.57,0.42,0.11,0.53,0.36,0.47,Partidos
47,Zakaria Bakkali,be BEL,"DL,CC",La Coruña,21,1996,23,10,909,10.1,0,0,0,0,0,0,5,0,1.2,1.2,0.3,1.5,33,30,99,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15,Partidos
48,Gareth Bale,wls WAL,"DL,CC",Real Madrid,28,1989,26,20,1799,20.0,16,2,18,15,1,1,5,0,11.8,11.0,5.0,16.0,75,87,217,0.80,0.10,0.90,0.75,0.85,0.59,0.25,0.84,0.55,0.80,Partidos
49,Mikel Balenziaga,es ESP,DF,Athletic Club,29,1988,18,18,1549,17.2,0,2,2,0,0,0,1,0,0.2,0.2,1.0,1.1,29,48,71,0.00,0.12,0.12,0.00,0.12,0.01,0.06,0.07,0.01,0.07,Partidos
50,Éver Banega,ar ARG,CC,Sevilla,29,1988,31,25,2399,26.7,3,3,6,0,3,3,9,1,3.8,1.4,6.2,7.6,77,350,81,0.11,0.11,0.23,0.00,0.11,0.14,0.23,0.37,0.05,0.29,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
51,Léo Baptistão,br BRA,"DL,CC",Espanyol,24,1992,36,31,2677,29.7,8,3,11,8,0,0,4,0,10.2,10.2,2.5,12.7,76,51,187,0.27,0.10,0.37,0.27,0.37,0.34,0.08,0.43,0.34,0.43,Partidos
52,Mariano Barbosa,ar ARG,PO,Villarreal,33,1984,13,12,1125,12.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
53,Enis Bardhi,mk MKD,CC,Levante,22,1995,26,16,1580,17.6,9,1,10,9,0,0,8,0,3.1,3.1,1.3,4.4,39,91,57,0.51,0.06,0.57,0.51,0.57,0.18,0.07,0.25,0.18,0.25,Partidos
54,Antonio Barragán,es ESP,DF,Betis,30,1987,29,28,2373,26.4,0,6,6,0,0,0,7,0,0.7,0.7,2.8,3.5,50,123,198,0.00,0.23,0.23,0.00,0.23,0.03,0.11,0.13,0.03,0.13,Partidos
55,Barri,es ESP,"CC,DL",Getafe,21,1995,2,1,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
56,Marc Bartra,es ESP,DF,Betis,26,1991,16,16,1420,15.8,1,0,1,1,0,0,6,0,0.8,0.8,0.7,1.5,16,57,4,0.06,0.00,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09,Partidos
57,Borja Bastón,es ESP,DL,Málaga,24,1992,20,8,985,10.9,2,0,2,1,1,2,2,0,5.1,3.6,0.1,3.7,7,8,65,0.18,0.00,0.18,0.09,0.09,0.47,0.01,0.48,0.33,0.34,Partidos
58,Jon Bautista,es ESP,"DL,CC",Real Sociedad,22,1995,11,1,181,2.0,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,3,3,12,0.50,0.00,0.50,0.50,0.50,0.64,0.03,0.67,0.64,0.67,Partidos
59,Paul Baysse,fr FRA,DF,Málaga,29,1988,15,13,1239,13.8,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,0,25,3,0.07,0.00,0.07,0.07,0.07,0.08,0.00,0.08,0.08,0.08,Partidos
60,Claudio Beauvue,gp GLP,DL,Leganés,29,1988,28,17,1672,18.6,2,0,2,2,0,0,4,0,4.2,4.2,1.3,5.5,18,22,70,0.11,0.00,0.11,0.11,0.11,0.23,0.07,0.29,0.23,0.29,Partidos
61,Bebé,cv CPV,"CC,DL",Eibar,27,1990,9,3,365,4.1,0,1,1,0,0,0,0,0,0.3,0.3,1.7,2.0,14,3,37,0.00,0.25,0.25,0.00,0.25,0.07,0.42,0.49,0.07,0.49,Partidos
62,Wissam Ben Yedder,fr FRA,DL,Sevilla,26,1990,25,18,1700,18.9,9,3,12,9,0,0,2,1,12.3,12.3,2.1,14.4,42,53,138,0.48,0.16,0.64,0.48,0.64,0.65,0.11,0.76,0.65,0.76,Partidos
63,Karim Benzema,fr FRA,DL,Real Madrid,29,1987,32,25,2150,23.9,5,10,15,3,2,2,0,0,12.8,11.2,6.8,18.0,69,98,188,0.21,0.42,0.63,0.13,0.54,0.54,0.28,0.82,0.47,0.76,Partidos
64,Markel Bergara,es ESP,CC,Getafe,31,1986,18,18,1463,16.3,4,1,5,4,0,0,5,0,2.8,2.8,0.0,2.8,5,28,18,0.25,0.06,0.31,0.25,0.31,0.17,0.00,0.17,0.17,0.17,Partidos
65,Pedro Bigas,es ESP,DF,Las Palmas,26,1990,12,11,894,9.9,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.5,14,32,2,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Partidos
66,Rubén Blanco,es ESP,PO,Celta Vigo,22,1995,22,22,1941,21.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
67,Emmanuel Boateng,gh GHA,DL,Levante,21,1996,25,10,1276,14.2,6,0,6,6,0,0,5,0,7.1,7.1,1.3,8.4,18,21,64,0.42,0.00,0.42,0.42,0.42,0.50,0.09,0.59,0.50,0.59,Partidos
68,Daniele Bonera,it ITA,DF,Villarreal,36,1981,15,14,1190,13.2,0,1,1,0,0,0,4,1,0.1,0.1,0.6,0.7,6,48,0,0.00,0.08,0.08,0.00,0.08,0.01,0.05,0.06,0.01,0.06,Partidos
69,Celso Borges,cr CRC,CC,La Coruña,29,1988,32,26,2300,25.6,3,3,6,3,0,0,4,1,3.4,3.4,2.4,5.8,26,131,72,0.12,0.12,0.23,0.12,0.23,0.13,0.09,0.23,0.13,0.23,Partidos
70,Ryad Boudebouz,dz ALG,"CC,DL",Betis,27,1990,27,15,1360,15.1,2,3,5,2,0,0,2,0,0.8,0.8,2.5,3.2,47,75,102,0.13,0.20,0.33,0.13,0.33,0.05,0.16,0.21,0.05,0.21,Partidos
71,Yassine Bounou,ma MAR,PO,Girona,26,1991,30,30,2655,29.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
72,Eneko Bóveda,es ESP,DF,La Coruña,28,1988,8,7,667,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,14,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
73,Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,6,6,522,5.8,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,11,18,24,0.00,0.17,0.17,0.00,0.17,0.00,0.03,0.03,0.00,0.03,Partidos
74,Lucas Boyé,ar ARG,"DL,CC",Celta Vigo,21,1996,13,2,276,3.1,0,0,0,0,0,0,2,0,1.1,1.1,0.2,1.3,11,10,30,0.00,0.00,0.00,0.00,0.00,0.37,0.06,0.43,0.37,0.43,Partidos
75,Darko Brašanac,rs SRB,"CC,DL",Leganés,25,1992,23,13,1203,13.4,2,0,2,2,0,0,3,0,1.6,1.6,1.0,2.5,24,34,37,0.15,0.00,0.15,0.15,0.15,0.12,0.07,0.19,0.12,0.19,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
76,Alberto Bueno,es ESP,"CC,DL",Málaga,29,1988,11,1,226,2.5,0,0,0,0,0,0,0,0,1.1,1.1,0.5,1.6,3,5,19,0.00,0.00,0.00,0.00,0.00,0.44,0.19,0.63,0.44,0.63,Partidos
77,Burgui,es ESP,"CC,DL",Alavés,23,1993,23,12,1034,11.5,1,0,1,1,0,0,1,0,0.7,0.7,1.6,2.3,35,46,75,0.09,0.00,0.09,0.09,0.09,0.06,0.14,0.20,0.06,0.20,Partidos
78,Sergio Busquets,es ESP,CC,Barcelona,29,1988,31,30,2593,28.8,1,4,5,1,0,0,8,0,1.0,1.0,2.0,3.0,15,203,29,0.03,0.14,0.17,0.03,0.17,0.04,0.07,0.10,0.04,0.10,Partidos
79,Unai Bustinza,es ESP,DF,Leganés,25,1992,20,18,1637,18.2,2,0,2,2,0,0,5,0,2.4,2.4,0.2,2.6,12,37,9,0.11,0.00,0.11,0.11,0.11,0.13,0.01,0.14,0.13,0.14,Partidos
80,Erick Cabaco,uy URU,DF,Levante,22,1995,14,12,1040,11.6,0,0,0,0,0,0,5,0,0.6,0.6,0.0,0.6,4,22,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.05,0.06,Partidos
81,Gustavo Cabral,ar ARG,DF,Celta Vigo,31,1985,26,20,1891,21.0,1,1,2,1,0,0,5,0,0.7,0.7,0.3,1.0,4,40,2,0.05,0.05,0.10,0.05,0.10,0.03,0.01,0.05,0.03,0.05,Partidos
82,Leandro Cabrera,uy URU,DF,Getafe,26,1991,9,8,720,8.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,5,32,4,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Partidos
83,Cala,es ESP,DF,Getafe,27,1989,20,20,1800,20.0,2,2,4,2,0,0,9,0,1.6,1.6,0.7,2.3,2,42,6,0.10,0.10,0.20,0.10,0.20,0.08,0.04,0.12,0.08,0.12,Partidos
84,Carlos Calderón,es ESP,CC,Getafe,22,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
85,Jonathan Calleri,ar ARG,DL,Las Palmas,23,1993,37,34,3109,34.5,9,3,12,4,5,5,7,0,13.5,9.6,2.8,12.4,47,64,188,0.26,0.09,0.35,0.12,0.20,0.39,0.08,0.47,0.28,0.36,Partidos
86,Víctor Camarasa,es ESP,CC,Betis,23,1994,24,14,1252,13.9,1,0,1,1,0,0,1,0,1.4,1.4,1.5,2.9,44,68,51,0.07,0.00,0.07,0.07,0.07,0.10,0.11,0.21,0.10,0.21,Partidos
87,José Campaña,es ESP,CC,Levante,24,1993,35,33,2734,30.4,1,4,5,1,0,0,9,1,1.4,1.4,4.7,6.2,84,232,77,0.03,0.13,0.16,0.03,0.16,0.05,0.16,0.20,0.05,0.20,Partidos
88,Joel Campbell,cr CRC,"CC,DL",Betis,25,1992,8,2,214,2.4,2,1,3,2,0,0,1,0,1.1,1.1,0.5,1.6,14,16,26,0.84,0.42,1.26,0.84,1.26,0.46,0.22,0.68,0.46,0.68,Partidos
89,Sergio Canales,es ESP,"CC,DL",Real Sociedad,26,1991,36,20,1928,21.4,4,5,9,4,0,0,4,0,3.4,3.4,6.0,9.5,79,138,139,0.19,0.23,0.42,0.19,0.42,0.16,0.28,0.44,0.16,0.44,Partidos
90,João Cancelo,pt POR,CC,Valencia,23,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,12,6,12,0.00,0.00,0.00,0.00,0.00,0.30,0.42,0.72,0.30,0.72,Partidos
91,Ander Capa,es ESP,DF,Eibar,25,1992,33,25,2249,25.0,0,1,1,0,0,0,4,0,0.2,0.2,1.5,1.8,81,143,122,0.00,0.04,0.04,0.00,0.04,0.01,0.06,0.07,0.01,0.07,Partidos
92,Lionel Carole,fr FRA,DF,Sevilla,26,1991,6,6,540,6.0,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.4,10,24,36,0.00,0.17,0.17,0.00,0.17,0.04,0.02,0.06,0.04,0.06,Partidos
93,Yannick Carrasco,be BEL,"CC,DL",Atlético Madrid,23,1993,17,8,901,10.0,3,4,7,3,0,0,3,0,2.3,2.3,2.6,4.9,56,29,83,0.30,0.40,0.70,0.30,0.70,0.23,0.26,0.49,0.23,0.49,Partidos
94,Daniel Carriço,pt POR,DF,Sevilla,28,1988,6,5,460,5.1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,16,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Partidos
95,Federico Cartabia,ar ARG,"DL,CC",La Coruña,24,1993,20,16,1324,14.7,2,1,3,2,0,0,6,0,1.7,1.7,1.6,3.3,68,78,137,0.14,0.07,0.20,0.14,0.20,0.11,0.11,0.22,0.11,0.22,Partidos
96,Dani Carvajal,es ESP,DF,Real Madrid,25,1992,25,25,2222,24.7,0,2,2,0,0,0,11,1,1.0,1.0,4.2,5.1,69,150,216,0.00,0.08,0.08,0.00,0.08,0.04,0.17,0.21,0.04,0.21,Partidos
97,Casemiro,br BRA,CC,Real Madrid,25,1992,30,30,2595,28.8,5,3,8,5,0,0,8,0,3.3,3.3,2.7,6.0,24,145,47,0.17,0.10,0.28,0.17,0.28,0.11,0.09,0.21,0.11,0.21,Partidos
98,Kiko Casilla,es ESP,PO,Real Madrid,30,1986,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
99,Dani Castellano,es ESP,DF,Las Palmas,29,1987,24,23,2025,22.5,0,2,2,0,0,0,5,0,0.1,0.1,0.7,0.8,60,55,61,0.00,0.09,0.09,0.00,0.09,0.00,0.03,0.04,0.00,0.04,Partidos
100,Javi Castellano,es ESP,CC,Las Palmas,29,1987,23,17,1566,17.4,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,7,60,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
