Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 36_level_0
101,Samu Castillejo,es ESP,"CC,DL",Villarreal,22,1995,30,25,2074,23.0,6,5,11,6,0,0,4,0,4.5,4.5,4.4,8.9,104,111,150,0.26,0.22,0.48,0.26,0.48,0.20,0.19,0.39,0.20,0.39,Partidos
102,Chory Castro,uy URU,"CC,DL",Málaga,32,1984,26,26,2061,22.9,4,2,6,3,1,1,5,1,3.4,2.4,2.5,4.9,64,100,114,0.17,0.09,0.26,0.13,0.22,0.15,0.11,0.26,0.11,0.21,Partidos
103,Jonny Castro,es ESP,DF,Celta Vigo,23,1994,36,36,3202,35.6,2,1,3,2,0,0,10,0,1.8,1.8,1.6,3.4,96,162,131,0.06,0.03,0.08,0.06,0.08,0.05,0.05,0.10,0.05,0.10,Partidos
104,Rubén Castro,es ESP,DL,Betis,36,1981,10,3,359,4.0,1,1,2,0,1,1,0,0,1.8,1.1,0.6,1.7,6,6,12,0.25,0.25,0.50,0.00,0.25,0.46,0.14,0.60,0.28,0.42,Partidos
105,Dani Ceballos,es ESP,CC,Real Madrid,20,1996,12,4,401,4.5,2,0,2,2,0,0,0,0,0.4,0.4,0.2,0.6,13,38,17,0.45,0.00,0.45,0.45,0.45,0.09,0.04,0.13,0.09,0.13,Partidos
106,Emanuel Cecchini,ar ARG,"CC,DF",Málaga,20,1996,2,0,30,0.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Partidos
107,Nereo Champagne,ar ARG,PO,Leganés,32,1985,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
108,Charles,br BRA,DL,Eibar,33,1984,30,18,1582,17.6,8,1,9,7,1,1,5,1,8.1,7.3,1.7,9.0,8,32,66,0.46,0.06,0.51,0.40,0.46,0.46,0.09,0.56,0.42,0.51,Partidos
109,Chema,es ESP,DF,Levante,25,1992,25,23,2017,22.4,1,1,2,1,0,0,7,1,0.5,0.5,0.9,1.4,3,49,3,0.04,0.04,0.09,0.04,0.09,0.02,0.04,0.06,0.02,0.06,Partidos
110,Denis Cheryshev,ru RUS,"CC,DL",Villarreal,26,1990,24,9,926,10.3,2,1,3,2,0,0,2,0,5.1,5.1,3.5,8.5,51,38,75,0.19,0.10,0.29,0.19,0.29,0.49,0.34,0.83,0.49,0.83,Partidos
111,Leandro Chichizola,ar ARG,PO,Las Palmas,27,1990,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
112,Chuca,es ESP,CC,Villarreal,20,1997,4,1,88,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,5,9,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Partidos
113,Cifu,es ESP,DF,Málaga,26,1990,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,6,9,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Partidos
114,Jasper Cillessen,nl NED,PO,Barcelona,28,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
115,Coke,es ESP,DF,Levante,30,1987,17,16,1383,15.4,3,0,3,3,0,0,5,1,1.9,1.9,0.4,2.3,35,67,59,0.20,0.00,0.20,0.20,0.20,0.12,0.03,0.15,0.12,0.15,Partidos
116,Emre Çolak,tr TUR,CC,La Coruña,26,1991,26,17,1449,16.1,1,1,2,1,0,0,4,0,1.2,1.2,4.0,5.2,25,144,99,0.06,0.06,0.12,0.06,0.12,0.08,0.25,0.33,0.08,0.33,Partidos
117,Francis Coquelin,fr FRA,"CC,DF",Valencia,26,1991,9,7,657,7.3,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,3,28,16,0.14,0.00,0.14,0.14,0.14,0.04,0.01,0.04,0.04,0.04,Partidos
118,Sébastien Corchia,fr FRA,DF,Sevilla,26,1990,12,9,821,9.1,0,1,1,0,0,0,4,0,0.3,0.3,0.5,0.8,20,25,47,0.00,0.11,0.11,0.00,0.11,0.03,0.06,0.09,0.03,0.09,Partidos
119,Iñigo Córdoba,es ESP,DL,Athletic Club,20,1997,30,18,1459,16.2,1,1,2,1,0,0,3,0,1.5,1.5,1.9,3.4,59,65,110,0.06,0.06,0.12,0.06,0.12,0.09,0.12,0.21,0.09,0.21,Partidos
120,Ángel Correa,ar ARG,"CC,DL",Atlético Madrid,22,1995,37,27,2253,25.0,8,4,12,8,0,0,4,1,5.9,5.9,2.7,8.5,91,85,163,0.32,0.16,0.48,0.32,0.48,0.23,0.11,0.34,0.23,0.34,Partidos
121,Joaquín Correa,ar ARG,DL,Sevilla,22,1994,21,15,1193,13.3,1,1,2,1,0,0,5,0,2.4,2.4,2.0,4.4,42,50,122,0.08,0.08,0.15,0.08,0.15,0.18,0.15,0.33,0.18,0.33,Partidos
122,Diego Costa,es ESP,DL,Atlético Madrid,28,1988,15,13,1041,11.6,3,3,6,3,0,0,7,1,3.6,3.6,2.4,6.0,27,16,122,0.26,0.26,0.52,0.26,0.52,0.31,0.21,0.52,0.31,0.52,Partidos
123,Jaume Costa,es ESP,DF,Villarreal,29,1988,30,29,2536,28.2,0,0,0,0,0,0,14,1,0.5,0.5,1.7,2.2,77,129,107,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Partidos
124,Philippe Coutinho,br BRA,"CC,DL",Barcelona,25,1992,18,16,1296,14.4,8,5,13,8,0,0,1,0,3.6,3.6,4.2,7.8,72,99,136,0.56,0.35,0.90,0.56,0.90,0.25,0.29,0.54,0.25,0.54,Partidos
125,Juan Cruz,es ESP,DL,Málaga,17,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
126,Iván Cuéllar,es ESP,PO,Leganés,33,1984,35,35,3150,35.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
127,Sergi Darder,es ESP,CC,Espanyol,23,1993,35,32,2782,30.9,1,2,3,1,0,0,7,0,1.1,1.1,2.4,3.5,32,191,32,0.03,0.06,0.10,0.03,0.10,0.04,0.08,0.11,0.04,0.11,Partidos
128,Salem Al-Dawsari,sa KSA,CC,Villarreal,25,1991,1,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
129,Ousmane Dembélé,fr FRA,"DL,CC",Barcelona,20,1997,17,12,925,10.3,3,6,9,3,0,0,2,0,2.1,2.1,3.7,5.8,68,55,131,0.29,0.58,0.88,0.29,0.88,0.20,0.36,0.56,0.20,0.56,Partidos
130,Ermedin Demirović,ba BIH,DL,Alavés,19,1998,3,2,182,2.0,1,1,2,1,0,0,0,0,1.7,1.7,0.0,1.8,2,1,11,0.49,0.49,0.99,0.49,0.99,0.86,0.02,0.89,0.86,0.89,Partidos
131,Gerard Deulofeu,es ESP,"CC,DL",Barcelona,23,1994,10,5,503,5.6,1,1,2,1,0,0,1,0,1.2,1.2,1.5,2.7,32,14,84,0.18,0.18,0.36,0.18,0.36,0.22,0.27,0.49,0.22,0.49,Partidos
132,Adrián Diéguez,es ESP,DF,Alavés,21,1996,6,6,435,4.8,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,10,11,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidos
133,Lucas Digne,fr FRA,DF,Barcelona,24,1993,12,8,704,7.8,0,2,2,0,0,0,2,0,0.3,0.3,1.8,2.1,22,36,77,0.00,0.26,0.26,0.00,0.26,0.04,0.23,0.27,0.04,0.27,Partidos
134,Papakouli Diop,sn SEN,CC,Espanyol,31,1986,5,3,264,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidos
135,Papakouli Diop,sn SEN,CC,Eibar,31,1986,15,12,940,10.4,0,0,0,0,0,0,5,0,1.0,1.0,0.2,1.2,7,65,16,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Partidos
136,Djené,tg TOG,DF,Getafe,25,1991,36,36,3239,36.0,1,0,1,1,0,0,9,0,0.7,0.7,0.2,0.9,17,60,15,0.03,0.00,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,Partidos
137,Marko Dmitrović,rs SRB,PO,Eibar,25,1992,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
138,Jaume Doménech,es ESP,PO,Valencia,26,1990,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
139,Mauro dos Santos,ar ARG,DF,Leganés,28,1989,14,10,983,10.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,3,15,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
140,Cheick Doukouré,ci CIV,CC,Levante,24,1992,19,12,1022,11.4,1,0,1,1,0,0,4,0,1.1,1.1,0.3,1.4,5,31,12,0.09,0.00,0.09,0.09,0.09,0.10,0.02,0.12,0.10,0.12,Partidos
141,Óscar Duarte,cr CRC,DF,Espanyol,28,1989,11,11,990,11.0,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,20,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Partidos
142,Rubén Duarte,es ESP,DF,Alavés,21,1995,24,24,2138,23.8,0,2,2,0,0,0,9,1,0.8,0.8,1.6,2.4,23,74,48,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.10,0.03,0.10,Partidos
143,Riza Durmisi,dk DEN,DF,Betis,23,1994,24,23,2080,23.1,2,3,5,2,0,0,4,0,1.9,1.9,2.6,4.5,74,60,147,0.09,0.13,0.22,0.09,0.22,0.08,0.11,0.20,0.08,0.20,Partidos
144,Hugo Duro,es ESP,DL,Getafe,17,1999,2,0,19,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,2,0.00,0.00,0.00,0.00,0.00,1.25,0.00,1.25,1.25,1.25,Partidos
145,Aritz Elustondo,es ESP,DF,Real Sociedad,23,1994,19,18,1596,17.7,3,2,5,3,0,0,1,0,1.3,1.3,0.3,1.6,13,61,12,0.17,0.11,0.28,0.17,0.28,0.07,0.02,0.09,0.07,0.09,Partidos
146,Rodrigo Ely,br BRA,DF,Alavés,23,1993,31,30,2691,29.9,1,0,1,1,0,0,11,1,1.2,1.2,0.4,1.5,6,46,7,0.03,0.00,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Partidos
147,Youssef En-Nesyri,ma MAR,DL,Málaga,20,1997,25,16,1596,17.7,4,0,4,4,0,1,2,1,5.2,4.4,0.9,5.3,21,23,79,0.23,0.00,0.23,0.23,0.23,0.29,0.05,0.34,0.25,0.30,Partidos
148,Sergi Enrich,es ESP,DL,Eibar,27,1990,19,14,1330,14.8,3,1,4,3,0,0,2,0,3.1,3.1,1.7,4.7,4,21,88,0.20,0.07,0.27,0.20,0.27,0.21,0.11,0.32,0.21,0.32,Partidos
149,Javier Eraso,es ESP,"CC,DL",Leganés,27,1990,34,31,2533,28.1,4,3,7,4,0,0,4,0,4.3,4.3,3.4,7.7,39,75,145,0.14,0.11,0.25,0.14,0.25,0.15,0.12,0.27,0.15,0.27,Partidos
150,Gonzalo Escalante,ar ARG,CC,Eibar,24,1993,28,16,1565,17.4,1,0,1,1,0,0,3,0,1.3,1.3,1.0,2.3,11,64,22,0.06,0.00,0.06,0.06,0.06,0.07,0.06,0.13,0.07,0.13,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
151,Sergio Escudero,es ESP,DF,Sevilla,27,1989,27,26,2332,25.9,0,2,2,0,0,0,10,0,1.0,1.0,1.2,2.2,56,145,105,0.00,0.08,0.08,0.00,0.08,0.04,0.05,0.08,0.04,0.08,Partidos
152,Bernardo Espinosa,co COL,DF,Girona,28,1989,34,32,2868,31.9,0,3,3,0,0,0,7,0,2.7,2.7,1.1,3.7,0,42,5,0.00,0.09,0.09,0.00,0.09,0.08,0.03,0.12,0.08,0.12,Partidos
153,Oghenekaro Etebo,ng NGA,CC,Las Palmas,21,1995,14,14,1215,13.5,0,1,1,0,0,0,3,0,0.6,0.6,0.4,1.0,20,62,18,0.00,0.07,0.07,0.00,0.07,0.04,0.03,0.07,0.04,0.07,Partidos
154,Beñat Etxebarria,es ESP,CC,Athletic Club,30,1987,24,12,1120,12.4,0,2,2,0,0,0,3,0,0.5,0.5,2.4,2.9,21,109,22,0.00,0.16,0.16,0.00,0.16,0.04,0.19,0.23,0.04,0.23,Partidos
155,Xabier Etxeita,es ESP,DF,Athletic Club,29,1987,5,5,376,4.2,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,3,10,0,0.24,0.00,0.24,0.24,0.24,0.09,0.00,0.09,0.09,0.09,Partidos
156,Edu Expósito,es ESP,"CC,DL",La Coruña,20,1996,3,0,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
157,Erik Expósito,es ESP,DL,Las Palmas,21,1996,10,4,467,5.2,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1.0,2,10,28,0.19,0.00,0.19,0.19,0.19,0.15,0.05,0.20,0.15,0.20,Partidos
158,Imoh Ezekiel,ng NGA,"CC,DL",Las Palmas,23,1993,10,5,469,5.2,0,0,0,0,0,0,0,0,1.1,1.1,0.1,1.2,24,11,34,0.00,0.00,0.00,0.00,0.00,0.21,0.02,0.23,0.21,0.23,Partidos
159,Fayçal Fajr,ma MAR,"CC,DL",Getafe,28,1988,31,26,2385,26.5,1,4,5,1,0,1,7,0,1.5,0.7,2.9,3.6,24,89,47,0.04,0.15,0.19,0.04,0.19,0.06,0.11,0.17,0.03,0.14,Partidos
160,Zouhair Feddal,ma MAR,DF,Betis,28,1989,15,14,1257,14.0,3,0,3,3,0,0,7,0,0.5,0.5,0.1,0.6,11,66,2,0.21,0.00,0.21,0.21,0.21,0.04,0.00,0.04,0.04,0.04,Partidos
161,Andrés Fernández,es ESP,PO,Villarreal,30,1986,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
162,Augusto Fernández,ar ARG,CC,Atlético Madrid,31,1986,5,1,107,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidos
163,Carlos Fernández,es ESP,DL,Sevilla,21,1996,2,2,137,1.5,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,1,0,15,0.66,0.00,0.66,0.66,0.66,0.38,0.10,0.47,0.38,0.47,Partidos
164,Raúl Fernández,es ESP,PO,Levante,29,1988,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
165,Junior Firpo,es ESP,DF,Betis,20,1996,14,14,1189,13.2,2,2,4,2,0,0,4,0,1.3,1.3,1.5,2.8,28,40,59,0.15,0.15,0.30,0.15,0.30,0.10,0.11,0.21,0.10,0.21,Partidos
166,Mathieu Flamini,fr FRA,CC,Getafe,33,1984,8,6,480,5.3,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,1,11,4,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidos
167,Andreu Fontàs,es ESP,DF,Celta Vigo,27,1989,12,9,885,9.8,0,1,1,0,0,0,2,0,0.1,0.1,0.3,0.4,5,34,1,0.00,0.10,0.10,0.00,0.10,0.01,0.03,0.04,0.01,0.04,Partidos
168,Pablo Fornals,es ESP,"CC,DL",Villarreal,21,1996,35,30,2620,29.1,3,12,15,3,0,0,4,0,2.8,2.8,8.6,11.4,74,171,175,0.10,0.41,0.52,0.10,0.52,0.10,0.29,0.39,0.10,0.39,Partidos
169,Javi Fuego,es ESP,CC,Villarreal,33,1984,11,6,537,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,32,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
170,Javi Fuego,es ESP,CC,Espanyol,33,1984,17,17,1341,14.9,0,0,0,0,0,0,6,0,0.4,0.4,0.0,0.4,2,41,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
171,Gabi,es ESP,CC,Atlético Madrid,34,1983,34,25,2349,26.1,0,1,1,0,0,0,8,0,0.3,0.3,1.6,1.9,23,184,20,0.00,0.04,0.04,0.00,0.04,0.01,0.06,0.07,0.01,0.07,Partidos
172,Gabriel,br BRA,CC,Leganés,23,1993,29,28,2377,26.4,5,2,7,4,1,1,6,1,5.5,4.7,2.0,6.7,31,117,50,0.19,0.08,0.27,0.15,0.23,0.21,0.08,0.28,0.18,0.26,Partidos
173,Nicolás Gaitán,ar ARG,"CC,DL",Atlético Madrid,29,1988,6,1,219,2.4,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,10,7,19,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.34,0.18,0.34,Partidos
174,Álex Gálvez,es ESP,DF,Las Palmas,28,1989,18,18,1619,18.0,0,0,0,0,0,0,5,1,0.8,0.8,0.1,0.8,8,63,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05,Partidos
175,Álex Gálvez,es ESP,DF,Eibar,28,1989,4,4,360,4.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.2,3,19,0,0.25,0.00,0.25,0.25,0.25,0.03,0.01,0.04,0.03,0.04,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
176,Bruno Gama,pt POR,"DL,CC",La Coruña,29,1987,6,1,115,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,2,7,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,Partidos
177,Kévin Gameiro,fr FRA,DL,Atlético Madrid,30,1987,25,11,1125,12.5,7,2,9,5,2,2,0,0,6.1,4.6,1.5,6.0,26,16,89,0.56,0.16,0.72,0.40,0.56,0.49,0.12,0.61,0.36,0.48,Partidos
178,Ganso,br BRA,CC,Sevilla,27,1989,8,7,519,5.8,2,0,2,2,0,0,0,0,1.4,1.4,0.4,1.8,7,33,17,0.35,0.00,0.35,0.35,0.35,0.24,0.07,0.31,0.24,0.31,Partidos
179,Ezequiel Garay,ar ARG,DF,Valencia,30,1986,24,23,2028,22.5,0,0,0,0,0,0,5,0,0.4,0.4,0.4,0.8,7,61,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidos
180,Aleix García,es ESP,CC,Girona,20,1997,20,7,852,9.5,1,0,1,1,0,0,3,0,0.3,0.3,1.3,1.6,6,41,5,0.11,0.00,0.11,0.11,0.11,0.03,0.14,0.17,0.03,0.17,Partidos
181,Borja García,es ESP,CC,Girona,26,1990,37,34,2798,31.1,2,5,7,2,0,0,2,0,2.6,2.6,4.4,7.1,55,179,188,0.06,0.16,0.23,0.06,0.23,0.09,0.14,0.23,0.09,0.23,Partidos
182,Dani García,es ESP,CC,Eibar,27,1990,32,32,2775,30.8,0,1,1,0,0,0,14,0,0.5,0.5,1.1,1.6,24,192,32,0.00,0.03,0.03,0.00,0.03,0.02,0.04,0.05,0.02,0.05,Partidos
183,David García,es ESP,DF,Las Palmas,35,1982,11,9,860,9.6,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,9,32,3,0.10,0.00,0.10,0.10,0.10,0.04,0.04,0.07,0.04,0.07,Partidos
184,Javi García,es ESP,"CC,DF",Betis,30,1987,32,27,2410,26.8,1,0,1,1,0,0,7,0,1.1,1.1,0.6,1.6,14,93,16,0.04,0.00,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,Partidos
185,Manu García,es ESP,CC,Alavés,31,1986,30,27,2439,27.1,3,0,3,3,0,2,9,0,3.3,1.8,1.2,3.0,15,96,48,0.11,0.00,0.11,0.11,0.11,0.12,0.05,0.17,0.07,0.11,Partidos
186,Raúl García,es ESP,"CC,DL",Athletic Club,31,1986,34,30,2627,29.2,10,1,11,7,3,3,10,0,9.9,7.5,3.5,11.0,31,110,138,0.34,0.03,0.38,0.24,0.27,0.34,0.12,0.46,0.26,0.38,Partidos
187,Raúl García,es ESP,DF,Leganés,28,1989,19,15,1392,15.5,0,2,2,0,0,0,1,0,0.2,0.2,2.2,2.4,21,36,13,0.00,0.13,0.13,0.00,0.13,0.01,0.14,0.16,0.01,0.16,Partidos
188,Samu García,es ESP,CC,Málaga,27,1990,7,2,177,2.0,0,1,1,0,0,0,1,1,0.1,0.1,0.1,0.2,4,3,10,0.00,0.51,0.51,0.00,0.51,0.04,0.07,0.11,0.04,0.11,Partidos
189,Samu García,es ESP,"DL,CC",Levante,27,1990,11,2,191,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,4,3,16,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Partidos
190,Sergio García,es ESP,"DL,CC",Espanyol,34,1983,33,14,1641,18.2,2,6,8,2,0,0,4,0,4.0,4.0,3.9,7.9,41,61,135,0.11,0.33,0.44,0.11,0.44,0.22,0.22,0.43,0.22,0.43,Partidos
191,Mario Gaspar,es ESP,DF,Villarreal,26,1990,32,31,2806,31.2,2,3,5,2,0,0,6,0,1.3,1.3,2.3,3.6,83,121,139,0.06,0.10,0.16,0.06,0.16,0.04,0.07,0.11,0.04,0.11,Partidos
192,Johannes Geis,de GER,"DF,CC",Sevilla,23,1993,14,7,676,7.5,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,3,26,5,0.00,0.13,0.13,0.00,0.13,0.02,0.07,0.09,0.02,0.09,Partidos
193,Carles Gil,es ESP,"DL,CC",La Coruña,24,1992,10,6,476,5.3,0,1,1,0,0,0,0,0,0.3,0.3,1.4,1.7,23,31,36,0.00,0.19,0.19,0.00,0.19,0.06,0.26,0.32,0.06,0.32,Partidos
194,Nacho Gil,es ESP,"DL,CC",Las Palmas,21,1995,14,8,729,8.1,0,0,0,0,0,0,1,0,0.3,0.3,1.0,1.3,13,24,45,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16,Partidos
195,Nacho Gil,es ESP,CC,Valencia,21,1995,6,2,229,2.5,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,6,10,18,0.00,0.39,0.39,0.00,0.39,0.05,0.16,0.21,0.05,0.21,Partidos
196,Dani Giménez,es ESP,PO,Betis,34,1983,4,4,308,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
197,Diego Godín,uy URU,DF,Atlético Madrid,31,1986,30,28,2554,28.4,0,0,0,0,0,0,6,0,1.9,1.9,0.6,2.5,6,55,5,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Partidos
198,André Gomes,pt POR,CC,Barcelona,24,1993,16,6,635,7.1,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,21,29,49,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Partidos
199,Ibai Gómez,es ESP,"CC,DL",Alavés,27,1989,34,26,2319,25.8,7,6,13,6,1,1,1,0,4.7,3.9,5.7,9.6,22,87,117,0.27,0.23,0.50,0.23,0.47,0.18,0.22,0.40,0.15,0.37,Partidos
200,Maxi Gómez,uy URU,DL,Celta Vigo,20,1996,36,35,3068,34.1,17,4,21,17,0,0,12,0,14.8,14.8,3.9,18.8,42,46,155,0.50,0.12,0.62,0.50,0.62,0.43,0.12,0.55,0.43,0.55,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
201,Sergi Gómez,es ESP,DF,Celta Vigo,25,1992,33,31,2680,29.8,1,0,1,1,0,0,3,0,1.6,1.6,0.8,2.4,13,102,8,0.03,0.00,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Partidos
202,Vicente Gómez,es ESP,CC,Las Palmas,28,1988,25,17,1525,16.9,0,0,0,0,0,0,3,0,0.8,0.8,0.4,1.1,17,56,59,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Partidos
203,Adrián González,es ESP,"CC,DL",Málaga,29,1988,29,27,2340,26.0,3,0,3,2,1,1,8,1,3.6,2.8,1.2,4.0,8,114,39,0.12,0.00,0.12,0.08,0.08,0.14,0.05,0.18,0.11,0.15,Partidos
204,Álvaro González,es ESP,DF,Villarreal,27,1990,33,32,2898,32.2,0,2,2,0,0,0,14,1,1.6,1.6,0.6,2.2,9,90,9,0.00,0.06,0.06,0.00,0.06,0.05,0.02,0.07,0.05,0.07,Partidos
